B.fi content.tsv
Level	Esperanto	fi	en-us	Grupo	Alternativoj	Pronoco
level	kanti ĉirkaŭ fajro kaj danci	laulaa tulen ympärillä ja tanssia	to sing around fire and to dance	grupo	alternativoj	prononco
level	partopreni koncertojn, ktp	osallistua konsertteihin ja niin edelleen	to take part in concerts, and so forth	grupo	alternativoj	prononco
level	nu, tion mi povas fari ankaŭ hejme	no, voin tehdä sen myös kotona	well, I can do that at home too	grupo	alternativoj	prononco
level	prave, sed	oikein, mutta	right, but	grupo	alternativoj	prononco
level	sed la grava afero dum IJK estas ~	mutta tärkeintä IJK:n aikana on ~	but the important thing during IJK is ~	grupo	alternativoj	prononco
level	venas de multaj diversaj landoj	tulee monista eri maista	comes from many different countries	grupo	alternativoj	prononco
level	estas ke la partoprenantoj venas de diversaj landoj	osallistujat tulevat eri maista	is that the participants come from different countries	grupo	alternativoj	prononco
level	pro tiu mikso de diversaj homoj	erilaisten ihmisten sekoituksen takia	because of that mix of different people	grupo	alternativoj	prononco
level	estas bona etoso, kiu tre plaĉas al mi	se on hyvä ilmapiiri, josta pidän kovasti	it's a good atmosphere that I like very much	grupo	alternativoj	prononco
level	bone, sonas interese	okei, kuulostaa mielenkiintoiselta	all right, sounds like interest	grupo	alternativoj	prononco
level	mi pripensos	Aion miettiä	I will think about	grupo	alternativoj	prononco
level	certe	varmasti	for sure	grupo	alternativoj	prononco
level	tamen, problemo estas ~	kuitenkin ongelma on ~	however, a problem is ~	grupo	alternativoj	prononco
level	tiom da mono	niin paljon rahaa	that much money	grupo	alternativoj	prononco
level	mi ne havas tiom da mono nun	Minulla ei ole niin paljon rahaa juuri nyt	I don't have that much money right now	grupo	alternativoj	prononco
level	problemo estas ke mi ne havas tiom da mono	Ongelmana on, että minulla ei ole niin paljon rahaa	problem is I don't have that much money	grupo	alternativoj	prononco
level	mi komprenas, sed ne estus multe-koste	Ymmärrän, mutta se ei maksa paljoa	I understand, but it wouldn't cost much	grupo	alternativoj	prononco
level	ne estus multe-koste, mia-krede	se ei olisi kovin kallis, uskon	it would not be much expensive, I believe	grupo	alternativoj	prononco
level	tabelo de kotizo de programeroj	taulukko ohjelmien maksuista	a table of fees of programs	grupo	alternativoj	prononco
level	jen, se vi rigardas la kotiztabelon	eli jos katsot osake/palkkiotaulukkoa	that is, if you look at the share/fees table	grupo	alternativoj	prononco
level	la kotiztabelo de la IJK-invitilo	IJK-kutsun osake/palkkiotaulukko	the share/fees table of IJK-invitation	grupo	alternativoj	prononco
level	vi vidas, ke ~	löydät sen ~	you find that ~	grupo	alternativoj	prononco
level	temas pri entute nur 50 eŭroj	se on vain 50 euroa yhteensä	it's only 50 euros in total	grupo	alternativoj	prononco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	näet, että sinulle se on vain 50 euroa yhteensä	you see that for you it's only 50 euros in total	grupo	alternativoj	prononco
level	se ni dormas surplanke	jos nukumme lattialla	if we sleep on the floor	grupo	alternativoj	prononco
level	en ordo	selvä	all right	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	no se kuulostaa hyvältä	well, that sounds fine	grupo	alternativoj	prononco
level	sed kio pri la vojaĝo	mutta entä matka	but what about the travel	grupo	alternativoj	prononco
level	trajno kostus ĉirkaŭ 70 eŭrojn	juna maksaa noin 70 euroa	a train would cost around 70 euros	grupo	alternativoj	prononco
level	ĉu tio eblus por vi?	olisiko se mahdollista sinulle?	would that be possible for you?	grupo	alternativoj	prononco
level	espereble	Toivon mukaan	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	mutta kestäisi tarpeeksi kauan junalla	but would last long enough by train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	kyllä, mutta voimme pysähtyä yhdessä tai kahdessa kaupungissa	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
level	dum la vojo	matkan varrella	along the way	grupo	alternativoj	prononco
level	kaj la tranoktado?	ja yöpyminen?	and the night stay?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	maksaisitko siitä?	would you pay for it?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	ei, en minä, mutta se ei ole ongelma	no, not me, but it's not a problem	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	eikö tämä todellakaan ole ongelma?	is it really that this is not a problem?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	miten aiot ratkaista sen?	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	näytti kultaista kruunua	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	no, näytän sinulle pian	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	mutta ensin lisää teetä	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	haluatko sinäkin?	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	kyllä kiitos	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	samassa kahvilassa&quot;	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	jotain jatkuu, se jatkaa (tekemistä).	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	suunnitelma, suunnitella, suunnitella	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	hän ja hän jatkavat suunnittelua	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	ole hyvä, tässä on teesi	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	sillä välin katsoin kutsua	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	katsoi IJK:n kutsua	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	Ymmärrän paljon, mutta en kaikkea	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	okei, kysy vain	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	tässä asioita	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	selkeitä asioita	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	hämmentäviä asioita	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	ovat minulle hämmentäviä	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	liittyäksesi ilmoittautumislomakkeella	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	Maailman esperantonuorten järjestö	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	Pepo, lintu, joka edustaa TEJOa	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	yöpyä, yöpymispaikka (majoituspaikka)	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	majoitus massaihmisille	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	rekisteröintilomake on työkalu rekisteröitymiseen	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	jäsenlomake, johon kirjoitat nimesi, osoitteesi jne	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	pitkä, lyhenne	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	Maailman esperantonuorten järjestön lyhenne	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	Pepo on TEJOn hauska lintu	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	joukkomajoitus on paikka, jossa paljon ihmisiä yöpyy	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	uni, unilääke, makuupussi	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	siellä yleensä tarvitaan makuupussi	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	selitit liian nopeasti	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	En saanut kaikkea kiinni	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	ei ole niin tärkeä	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	Mielestäni se ei ole nyt kovin tärkeää	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	myöhemmin voimme puhua lisää	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	lisää IJK-kutsusta	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	joten haluat suunnitella matkasi nyt, eikö niin?	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	kyllä, mielellään	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	niin näet sen ~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	tulee maksamaan niin paljon	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	nähdään, että matka ei maksa niin paljon	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	Haluan tietää	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	Haluan tietää ~	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	kuinka ratkaiset yöpymisen	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	koska minulla ei ole rahaa	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	nuoriso hostelli	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	on rahaa hotelliin tai retkeilymajaan	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	tässä ratkaisu	here's the solution	grupo	alternativoj	prononco
level	pasporto	passi	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	Passipalvelu, esperantistien kotimajoitus	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	kirjanen, jonka nimi on &quot;passipalvelu&quot;	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	palvelu mitä varten?	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	kaltaisillemme ihmisille	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	kokea, asiantuntija	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	ihmisiä, jotka haluavat matkustaa ja kokea maita	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	ansaita ja kuluttaa	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	kuluttamatta paljon rahaa	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	palvelu, palvelu, se palvelu	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	no, ja miten tuo palvelu toimii?	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	Näen, että kirjassa on ~	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	paljon osoitteita	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	on monia osoitteita useista maista	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	oikein, kyllä!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	käytettävissänne	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	he kaikki, he kaikki	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	itse asiassa ne ovat kaikki käytettävissäsi!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	tarkoitti, tarkoitti	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	&quot;käytettävissäni&quot;, mitä se tarkoittaa?	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	tarkoittaa, että ~	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	vieraaksi, vieraaksi, isännöimään vierasta	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	on valmis, on valmis, valmistaudu!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	ihmiset näissä osoitteissa ovat valmiita isännöimään sinua	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	tuntea (henkilö), tunnettu, tulla tunnetuksi	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	ja auttaa sinua tutustumaan heidän alueeseensa	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	tarkoittaa, että ihmiset ovat valmiita isännöimään sinua ja auttamaan	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	kuulostaa mielenkiintoiselta!	sounds interesting!	grupo	alternativoj	prononco
level	do	niin	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	joku jää toisten esperantistien kotiin, eikö niin?	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	useita kokemuksia passipalveluista	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	Minulla oli useita mielenkiintoisia kokemuksia	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	Olen käyttänyt sitä kolmella mantereella	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	(se) toimii huonosti	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	ja tähän asti (se) on toiminut erittäin hyvin	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	loistava! minne olemme menossa?	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	niin, suunnitelmani on, että me ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	tulee, saapui	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	onnistuneen matkan jälkeen	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	Passport Servicen käytön jälkeen kahdessa kaupungissa	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	he saapuvat onnistuneen matkan jälkeen	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	katso, katso!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	tuolla on iso esperantolippu	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	kyltti tekstillä &quot;Tervetuloa IJKiin!&quot;	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	kyllä, ja sen alla on ~	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	Hurraa!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	niin vihdoin perillä	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	Olen hyvin väsynyt ja nälkäinen	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	luuletko, että voimme ~ ?	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	syömään jotain	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	luuletko, että voimme syödä jotain heti?	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	epäilen sitä	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	meidät on ensin hyväksyttävä	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	tulee ottaa vastaan vastaanotossa	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	ja se voi kestää pitkään	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	kestää kokemukseni mukaan pitkään	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	Valitettavasti!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	onko se linja vastaanotolle?	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	Pelkään pahoin	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	tehdä ~ ei ole täysin täydellinen	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	on täysin täydellinen saapuakseen illalla	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	voimme jutella ihmisten kanssa	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	mutta voimme keskustella ihmisten kanssa jonossa	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	katso, minä näen Venäjän ystävän!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	Minulla on nälkä, haluan syödä	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	noin 2 tunnin kuluttua	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	uusien ja vanhojen ystävien kanssa	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	paikallinen kongressivaliokunta	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	paikallisen kongressikomitean jäsen	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	tervetuloa, kuka sinä olet?	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	mistä maasta?	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	maksoitko ennakkoon?	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	näyttäisitkö	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	jos on, näytä kuitti	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	oletko TEJOn jäsen?	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	liittyä osastolla jäseneksi	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	jos ei, voit liittyä seuraavalla osastolla	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	tässä on kuitit ennakkomaksuista	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	jäsenkortit ja passit	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	Oikein hyvä	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	joten näen sinun asuvan massamajoituksessa (kolaritilassa)	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	ja syön retkeilymajassa	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	ovatko nuo tiedot oikein?	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	kyllä, täydellinen	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	laukku, jossa on ohjelma, kartta jne	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	voit maksaa ja vastaanottaa laukun, jossa on ohjelma, kartta jne	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	punaisella osastolla, siellä	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	hyvä, kiitos	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	näyttää väsyneeltä mutta terveeltä	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	ne ihmiset näyttivät todella väsyneiltä	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	eivätkä olleet kovin ystävällisiä	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	olet oikeassa	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	mutta muista, että ~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	työskentelevät 8 tuntia	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	LKK on työskennellyt ehkä kahdeksan tuntia	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	ilman suurta taukoa	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	mutta muista, että LKK toimii ilman taukoja	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	jutustelee viikon aikana	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	Olen varma, että ~	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	Olen varma, että he ovat ystävällisiä	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	he ovat ystävällisempiä ja puheliasempia	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	Etsitään se	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	no, nyt etsitään joukkomajoituspaikka	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	ja sitten haluaisin jotain syötävää	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	näitkö tytön TEJO-osastolla?	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	kyllä, entä hän?	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	tunnetko hänet?	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	valitettavasti ei	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	mutta hän on erittäin kaunis, eikö?	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	olen samaa mieltä	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	ei kuitenkaan ymmärrä hyvin	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	Olen samaa mieltä mutta en ymmärrä	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	pidätkö naisista?	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	kyllä, haluan kertoa sinulle ennen	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	mutta jostain syystä ei	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	aspekti jne	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	oletko sinä?	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	kyllä, olen homoseksuaali	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	voi myös sanoa, että lesbo	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	no, en tiennyt ollenkaan	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	mutta olen iloinen, että sanoit	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	itse asiassa olen iloinen, että olet homoseksuaali	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	olet ystävällisin ja mukavin lesbo	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	mukavin lesbo jonka tiedän	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	Kiitos! tunnetko muita?	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	mutta mistä sinä sen tiedät?	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	tuo tyttö tykkää miehistä!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	joka tapauksessa uskon, että tyttö suosii miehiä!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	se tyttö, josta puhuit	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	katsotaan	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	joukkomajoituspaikassa (törmäystilassa)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	Hyvää huomenta!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	nukuitko hyvin?	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	tuskin nähdään	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	päinvastoin, en pystynyt nukkumaan	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	mutta miksi?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	ehkä hermostuit ensimmäisestä IJK-päivästäsi?	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	ei oikeastaan	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	koko yön, koko yön	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	kuorsasi erittäin kovaa	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	vain joku kuorsasi erittäin kovaa koko yön	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	älä häiritse minua	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	ja se vaivasi minua suuresti	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	etkö kuullut sitä	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	ei ollenkaan, nukuin syvään	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	unohdinko kertoa sinulle, että ~?	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	korva, tulppa, korvatulpat	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	korvatulppia kannattaa käyttää	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	kannattaa käyttää ~	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	sanoi, että korvatulppien käyttö kannattaa	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	kun nukut joukkomajoituksessa (onnettomuuspaikassa)	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	ilmeisesti kyllä	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	voi Katty köyhä!	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	kenestä sinä puhut?	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	sinusta	about you	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	hyväillä, hyväilevä nimi, lempinimi	to caress, caressing name, nickname	grupo	alternativoj	prononco
level	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	-ĉjolla tai -njolla on mahdollista luoda lempinimiä esperantoksi	with -ĉjo or -njo, it is possible to create nicknames in Esperanto	grupo	alternativoj	prononco
