C.et content.tsv
Level	Esperanto	et	en-us	Grupo	Alternativoj	Pronoco
level	eta	väike, pisike (= malranda)	small, tiny (=malgranda)	grupo	alternativoj	prononco
level	dumil	kaks tuhat	two thousands	grupo	alternativoj	prononco
level	ŝtormo	torm	a storm	grupo	alternativoj	prononco
level	elektra	elektriline, elektriline	electric, electrical	grupo	alternativoj	prononco
level	ducent	kakssada	two hundreds	grupo	alternativoj	prononco
level	lageto	tiik	a pond	grupo	alternativoj	prononco
level	tridek	kolmkümmend	thirty	grupo	alternativoj	prononco
level	kukurbo	kõrvits, kõrvits	a pumpkin, a gourd	grupo	alternativoj	prononco
level	varmete	leiges	in lukewarm	grupo	alternativoj	prononco
level	dek naŭ	üheksateist	nineteen	grupo	alternativoj	prononco
level	eĥo	kaja	an echo	grupo	alternativoj	prononco
level	ekrano	ekraan	a screen	grupo	alternativoj	prononco
level	dek sep	seitseteist	seventeen	grupo	alternativoj	prononco
level	malvarmeta	lahe	cool	grupo	alternativoj	prononco
level	dek kvin	viisteist	fifteen	grupo	alternativoj	prononco
level	oratoro	kõneleja, kõneisik, kõneleja	an orator, a spokesman, a speaker	grupo	alternativoj	prononco
level	mansako	käekott (= mansaketo)	a handbag (=mansaketo)	grupo	alternativoj	prononco
level	dek tri	kolmteist	thirteen	grupo	alternativoj	prononco
level	kristalo	kristall	a crystal	grupo	alternativoj	prononco
level	cigaredo	sigaret	a cigarette	grupo	alternativoj	prononco
level	pronomo	asesõna	a pronoun	grupo	alternativoj	prononco
level	frapeti	puudutada	to tap	grupo	alternativoj	prononco
level	nukso	pähkel	a nut	grupo	alternativoj	prononco
level	dek unu	üksteist	eleven	grupo	alternativoj	prononco
level	mirinda	hämmastav, imeline	amazing, marvelous	grupo	alternativoj	prononco
level	pordego	portaal, peavärav, värav	a portal, a main gate, a gate	grupo	alternativoj	prononco
level	funkcio	funktsioon	a function	grupo	alternativoj	prononco
level	impliki	kaasama, segama, kaasama	to implicate, to entangle, to involve	grupo	alternativoj	prononco
level	tasko	ülesanne, töö	a task, a job	grupo	alternativoj	prononco
level	tunelo	tunnel, urg	a tunnel, a burrow	grupo	alternativoj	prononco
level	volo	valmisolekut	willingness	grupo	alternativoj	prononco
level	intermanĝeto	lõunasöök (keskmine, väike)	a lunch (intermediate, small)	grupo	alternativoj	prononco
level	interreto	internet, internet	internet, Internet	grupo	alternativoj	prononco
level	tikli	tiksuma	to tickle	grupo	alternativoj	prononco
level	vigle	elavalt, reipalt	animatedly, briskly	grupo	alternativoj	prononco
level	bendo	bänd, lint, riba	a band, a tape, a strip	grupo	alternativoj	prononco
level	stulta	loll, loll	stupid, foolish	grupo	alternativoj	prononco
level	haloo	Tere	hello	grupo	alternativoj	prononco
level	himno	hümn, hümn	a hymn, an anthem	grupo	alternativoj	prononco
level	taŭgi	sobima, sobima	to be suitable, to fit	grupo	alternativoj	prononco
level	plenaĝa	täiskasvanud, täiskasvanud	adult, grown-up	grupo	alternativoj	prononco
level	recenzi	üle vaatama, üles kirjutama	to review, to write up	grupo	alternativoj	prononco
level	gratulo	õnnitlused	congratulation	grupo	alternativoj	prononco
level	flati	meelitada	to flatter	grupo	alternativoj	prononco
level	komitato	komitee	a committee	grupo	alternativoj	prononco
level	frataro	tülitajate grupp	a group of bothers	grupo	alternativoj	prononco
level	dorno	okas	a thorn	grupo	alternativoj	prononco
level	nebulo	udu, udu	fog, mist	grupo	alternativoj	prononco
level	fervojo	raudtee	a railway	grupo	alternativoj	prononco
level	uzado	kuidas kasutada, kasutades	how to use, using	grupo	alternativoj	prononco
level	klimato	kliima	a climate	grupo	alternativoj	prononco
level	brakumo	kallistus	a hug	grupo	alternativoj	prononco
level	bandaĝo	side, side	a bandage, dressing	grupo	alternativoj	prononco
level	drato	traat	a wire	grupo	alternativoj	prononco
level	unuo	üksus	unit	grupo	alternativoj	prononco
level	materialo	materjal, materjal	material, a material	grupo	alternativoj	prononco
level	malvarmumi	külmetama	to catch cold	grupo	alternativoj	prononco
level	unue	Esiteks	first of all	grupo	alternativoj	prononco
level	gramo	grammi	a gram	grupo	alternativoj	prononco
level	turniĝi	pöörduma	to become turned	grupo	alternativoj	prononco
level	malsano	haigus	a disease	grupo	alternativoj	prononco
level	porcio	osa, osa	a portion, a share	grupo	alternativoj	prononco
level	armeo	armee	an army	grupo	alternativoj	prononco
level	bulteno	bülletään, uudiskiri	a bulletin, a newsletter	grupo	alternativoj	prononco
level	partio	pidu, pidu, tikk, pool	party, a party, a match, a side	grupo	alternativoj	prononco
level	trio	kolmik	a trio	grupo	alternativoj	prononco
level	proksimume	ligikaudu, umbes	approximately, about	grupo	alternativoj	prononco
level	determini	teha kindlaks	to determine	grupo	alternativoj	prononco
level	oferi	ohverdama, pakkuma, pakkuma	to sacrifice, to offer, to offer up	grupo	alternativoj	prononco
level	naĝo	ujumine, suplemine	swimming, bathe	grupo	alternativoj	prononco
level	evidenta	ilmne, selge, ilmne	evident, clear, obvious	grupo	alternativoj	prononco
level	tria	kolmandaks	third	grupo	alternativoj	prononco
level	familiara	tuttav, sõbralik	familiar, friendly	grupo	alternativoj	prononco
level	pastro	preester, vaimulik, pastor	a priest, a clergyman, a pastor	grupo	alternativoj	prononco
level	foliumi	lehekülgi keerama, sirvima, lehitsema	to turn pages, to browse, to leaf through	grupo	alternativoj	prononco
level	sufiĉi	olema piisav	to be sufficient	grupo	alternativoj	prononco
level	okulumi	silma panema, silmitsema, vahtima, silma pilgutama	to make eyes at, to ogle, to stare at, to wink	grupo	alternativoj	prononco
level	ekzakta	täpne	exact	grupo	alternativoj	prononco
level	konstati	välja selgitama, tuvastama olema tõsiasi	to ascertain, to establish to be a fact	grupo	alternativoj	prononco
level	tombo	haud, haud	a tomb, a grave	grupo	alternativoj	prononco
level	sperto	kogemus	an experience	grupo	alternativoj	prononco
level	ŝmiri	määrima, määrima, määrima	to grease, to smear, to anoint	grupo	alternativoj	prononco
level	pioniro	pioneer	a pioneer	grupo	alternativoj	prononco
level	emerito	emeriit, pensionär, pensionär	an emeritus, a retiree, a pensioner	grupo	alternativoj	prononco
level	skribilo	kirjutusvahend, kõike kirjutamiseks	a writing tool, anything for writing	grupo	alternativoj	prononco
level	favora	soodne	favorable	grupo	alternativoj	prononco
level	kaĉo	puder, püree	a porridge, a puree	grupo	alternativoj	prononco
level	senhalte	ilma pausita	without pause	grupo	alternativoj	prononco
level	horizonto	horisont	a horizon	grupo	alternativoj	prononco
level	vertikalo	vertikaalne joon	a vertical line	grupo	alternativoj	prononco
level	protekti	kaitsma	to protect	grupo	alternativoj	prononco
level	fikcio	väljamõeldis	a fiction	grupo	alternativoj	prononco
level	ventumi	tuulutada, õhutada	to fan, to aerate	grupo	alternativoj	prononco
level	obstaklo	takistuseks	an obstacle	grupo	alternativoj	prononco
level	satiĝi	rahule jääma	to become satisfied	grupo	alternativoj	prononco
level	kredito	krediiti	a credit	grupo	alternativoj	prononco
level	rompiĝi	katki saada	to become broken	grupo	alternativoj	prononco
level	dorloti	hellitama, hellitama, hellitama, jumaldama	to pamper, to coddle, to pet, to dote	grupo	alternativoj	prononco
level	epoko	ajastu, ajastu, periood, aeg	an epoch, an age, a period, time	grupo	alternativoj	prononco
level	ventumilo	fänn	a fan	grupo	alternativoj	prononco
level	nutri	toita, toita	to nourish, to feed	grupo	alternativoj	prononco
level	maizo	mais, mais, jahu	a maize, a corn, a mealies	grupo	alternativoj	prononco
level	influi	mõjutama, mõjutama	to influence, to affect	grupo	alternativoj	prononco
level	reviziti	uuesti külastama	to visit again	grupo	alternativoj	prononco
level	graveda	rase	pregnant	grupo	alternativoj	prononco
level	potenco	võim	a power	grupo	alternativoj	prononco
level	surprizi	üllatama	to surprise	grupo	alternativoj	prononco
level	minimumo	miinimum	a minimum	grupo	alternativoj	prononco
level	fabo	uba, fava uba, uba	a bean, a fava bean, a broad bean	grupo	alternativoj	prononco
level	renkontiĝi	kohtuma	to meet	grupo	alternativoj	prononco
level	abunda	külluslik, külluslik, külluslik	abundant, copious, bountiful	grupo	alternativoj	prononco
level	plonĝi	sukelduma, sukelduma, kukkuma	to dive, to plunge, to plummet	grupo	alternativoj	prononco
level	grado	aste, hinne	degree, grade	grupo	alternativoj	prononco
level	kajo	kai, platvorm, ühenduskoht	a quay, a platform, a conjunction	grupo	alternativoj	prononco
level	reciproke	vastastikku	reciprocally	grupo	alternativoj	prononco
level	reprezenti	esindama	to represent	grupo	alternativoj	prononco
level	gimnastiko	võimlemine	gymnastics	grupo	alternativoj	prononco
level	Tero (La -o)	Maa (Maa)	Earth (The Earth)	grupo	alternativoj	prononco
level	bindi	siduma, siduma	to bind, to link	grupo	alternativoj	prononco
level	titolo	pealkiri	a title	grupo	alternativoj	prononco
level	plumamiko	kirjasõber (=leteramiko)	a penpal (=leteramiko)	grupo	alternativoj	prononco
level	bukedo	kimp	a bouquet	grupo	alternativoj	prononco
level	plaĉo	meeldiv asi	pleasing thing	grupo	alternativoj	prononco
level	logi	meelitada, meelitada, meelitada	to lure, to entice, to attract	grupo	alternativoj	prononco
level	rizo	riis	rice	grupo	alternativoj	prononco
level	rajdi	sõitma	to ride	grupo	alternativoj	prononco
level	Zamenhof	Zamenhof (esperanto looja)	Zamenhof (Esperanto Creator)	grupo	alternativoj	prononco
level	peceto	väike tükk	a small piece	grupo	alternativoj	prononco
level	detrui	hävitada	to destroy	grupo	alternativoj	prononco
level	rubando	lint, sidekirme	a ribbon, a fascia	grupo	alternativoj	prononco
level	papersako	paberkott	a paper bag	grupo	alternativoj	prononco
level	ĝardenisto	aednik	a gardener	grupo	alternativoj	prononco
level	salajro	palk, palk	salary, wage	grupo	alternativoj	prononco
level	severa	karm, range	severe, strict	grupo	alternativoj	prononco
level	junulara	noortest, noortest	of youth, of young people	grupo	alternativoj	prononco
level	organizanto	korraldaja	an organizer	grupo	alternativoj	prononco
level	oficistino	naiskontoritöötaja	a female office worker	grupo	alternativoj	prononco
level	protesti	protestima	to protest	grupo	alternativoj	prononco
level	taksi	hindama, hindama, hindama	to evaluate, to estimate, to rate	grupo	alternativoj	prononco
level	nove	äsja	newly	grupo	alternativoj	prononco
level	ŝtuparo	trepid, trepikoda	stairs, staircase	grupo	alternativoj	prononco
level	kolumo	krae	a collar	grupo	alternativoj	prononco
level	akcidento	õnnetus	an accident	grupo	alternativoj	prononco
level	mizero	viletsus	misery	grupo	alternativoj	prononco
level	miliono da	miljonist	a million of	grupo	alternativoj	prononco
level	krokodilo	krokodill	a crocodile	grupo	alternativoj	prononco
level	arbaro	mets, mets	a forest, woods	grupo	alternativoj	prononco
level	etendi	pikendada	to extend	grupo	alternativoj	prononco
level	persekuti	taga kiusama, taga ajama	to persecute, to chase	grupo	alternativoj	prononco
level	bakterio	bakter	a bacterium	grupo	alternativoj	prononco
level	neŭtraleco	neutraalsus	neutrality	grupo	alternativoj	prononco
level	spaco	ruum, ruum	space, a space	grupo	alternativoj	prononco
level	koridoro	koridor, vahekäik, sõidurada	a corridor, a passageway, a lane	grupo	alternativoj	prononco
level	kurioza	uudishimulik	curious	grupo	alternativoj	prononco
level	hararo	karv (inimene), kasukas (loom)	hair (person), coat (animal)	grupo	alternativoj	prononco
level	naĝvesto	ujumistrikoo, supelkostüüm	a swimming suit, a bathing costume	grupo	alternativoj	prononco
level	privata	privaatne	private	grupo	alternativoj	prononco
level	konsoli	lohutama, lohutama	to console, to comfort	grupo	alternativoj	prononco
level	amatoro	amatöör	an amateur	grupo	alternativoj	prononco
level	ornami	kaunistama, ehtima	to decorate, to ornament	grupo	alternativoj	prononco
level	homaro	inimkond, inimkond	human race, mankind	grupo	alternativoj	prononco
level	milda	mahe, õrn, sile	mild, gentle, smooth	grupo	alternativoj	prononco
level	multekosta	kallis	expensive	grupo	alternativoj	prononco
level	verŝi	kallama, kallama	to pour, to spill	grupo	alternativoj	prononco
level	karesi	hellitama, meelitama, tšikkima	to caress, to flatter, to chuck	grupo	alternativoj	prononco
level	eksciti	erutada	to excite	grupo	alternativoj	prononco
level	poeto	luuletaja	a poet	grupo	alternativoj	prononco
level	vortaro	sõnastik, sõnavara	a dictionary, a vocabulary	grupo	alternativoj	prononco
level	grundo	maapind, muld	ground, soil	grupo	alternativoj	prononco
level	ŝpari	säästa, varuda, edaspidiseks kasutamiseks alles jätta	to save, to spare, to keep for future use	grupo	alternativoj	prononco
level	registro	registreerimine, rekord	registration, record	grupo	alternativoj	prononco
level	monujo	rahakott	a wallet	grupo	alternativoj	prononco
level	enlandano	sisemaandur	an in-lander	grupo	alternativoj	prononco
level	konto	konto	an account	grupo	alternativoj	prononco
level	origino	päritolu	origin	grupo	alternativoj	prononco
level	samideano	sama ideega inimene, seltsimees, kaasmõtleja	a person with same idea, a commrade, a fellow-thinker	grupo	alternativoj	prononco
level	oportuna	mugav, käepärane, sobiv	convenient, handy, opportune	grupo	alternativoj	prononco
level	minerala	mineraalne	mineral	grupo	alternativoj	prononco
level	lui	rentima	to rent	grupo	alternativoj	prononco
level	policano	politseinik, politseinik (=policisto)	a policeman, a police officer (=policisto)	grupo	alternativoj	prononco
level	pajlo	kõrs	a straw	grupo	alternativoj	prononco
level	lukso	luksus	luxury	grupo	alternativoj	prononco
level	mesaĝo	sõnum	a message	grupo	alternativoj	prononco
level	embaraso	piinlikkus, hämmeldus	embarrassment, perplexity	grupo	alternativoj	prononco
level	memlerni	ise õppida	to learn by oneself	grupo	alternativoj	prononco
level	diveni	arvama	to guess	grupo	alternativoj	prononco
level	razilo	habemenuga	a razor	grupo	alternativoj	prononco
level	ŝirmi	varjama, varjama, varjama, varjutama	to shelter, to shield, to screen, to shadow	grupo	alternativoj	prononco
level	sonĝi	unistada	to dream	grupo	alternativoj	prononco
level	injekti	süstida	to inject	grupo	alternativoj	prononco
level	malsaneta	nõrk, pehme täidisega	weak, soft-illed	grupo	alternativoj	prononco
level	peki	pattu tegema	to sin	grupo	alternativoj	prononco
level	fandi	sulama	to melt	grupo	alternativoj	prononco
level	malĝusta	vale	incorrect	grupo	alternativoj	prononco
level	faldo	volt	a fold	grupo	alternativoj	prononco
level	skulpti	skulptuuriks, nikerdamiseks	to sculpture, to carve	grupo	alternativoj	prononco
level	roko	kivi	a rock	grupo	alternativoj	prononco
level	malfrue	hiljem ja hilinemisega	later and delayed	grupo	alternativoj	prononco
level	statuo	kuju	a statue	grupo	alternativoj	prononco
level	sekundo	teine, teine	second, a second	grupo	alternativoj	prononco
level	laŭdi	kiitma, valjult kiitma, kiitma	to praise, to loud, to acclaim	grupo	alternativoj	prononco
level	luksa	luksuslik	luxurious	grupo	alternativoj	prononco
level	deklivo	kalle, acclivity, mäenõlv	a slope, acclivity, a hillside	grupo	alternativoj	prononco
level	dekoracio	kaunistus	a decoration	grupo	alternativoj	prononco
level	majstra	meistrist, maestrost	of a master, of a maestro	grupo	alternativoj	prononco
level	pruno	ploom, ploom	a prune, a plum	grupo	alternativoj	prononco
level	prudenta	arukas, tark, mõistlik, mõistlik	prudent, wise, sensible, reasonable	grupo	alternativoj	prononco
level	murmuri	nurisema, mürgeldama	to murmur, to mutter	grupo	alternativoj	prononco
level	renversi	häirima, ümber lükkama, ümber lükkama, ümber pöörama	to upset, to overturn, to overthrow, to turn over	grupo	alternativoj	prononco
level	libereco	vabadus	liberty	grupo	alternativoj	prononco
level	fortika	kangendatud, vastupidav, kindel, vastupidav	fortified, durable, firm, sturdy	grupo	alternativoj	prononco
level	vidinda	vaatamist väärt	worth seeing	grupo	alternativoj	prononco
level	kuraĝe	julgelt	courageously	grupo	alternativoj	prononco
level	kora	südamest	of heart	grupo	alternativoj	prononco
level	vidindaĵo	vaatamist väärt vaatamisväärsus, vaatamisväärsus	a sight worth seeing, a sightseeing spot	grupo	alternativoj	prononco
level	skalo	skaala, skaala	scale, a scale	grupo	alternativoj	prononco
level	amindumi	kositama, kohut käima	to woo, to court	grupo	alternativoj	prononco
level	dankinda	tänulik, tänuväärne	thankful, appreciatable	grupo	alternativoj	prononco
level	sterni	laiali laotama, välja panema	to spread out, to lay out	grupo	alternativoj	prononco
level	fidinda	usaldusväärne, usaldusväärne	reliable, trustworthy	grupo	alternativoj	prononco
level	vadi	kahlama, aerutama	to wade, to paddle	grupo	alternativoj	prononco
level	kongresejo	kongressi koht	the congress place	grupo	alternativoj	prononco
level	veŝto	vest, vest	a vest, a waistcoat	grupo	alternativoj	prononco
level	nomkarto	nimekaart, visiitkaart	a name card, a business card	grupo	alternativoj	prononco
level	bildkarto	piltpostkaart	a picture postcard	grupo	alternativoj	prononco
level	makulo	maakul, laik, plekk, plekk	a macule, a spot, a stain, a blot	grupo	alternativoj	prononco
level	kompatinda	kahetsusväärne, õnnetu, haletsusväärne, vaene	deplorable, miserable, piteable, poor	grupo	alternativoj	prononco
level	poŝtkarto	postkaart	a postcard	grupo	alternativoj	prononco
level	halo	saal	a hall	grupo	alternativoj	prononco
level	urĝi	utsitama, kiirustama	to urge, to hurry	grupo	alternativoj	prononco
level	plenumi	teostama, täitma	to accomplish, to fulfill	grupo	alternativoj	prononco
level	kreditkarto	krediitkaarti	a credit card	grupo	alternativoj	prononco
level	iomete	natuke, paar	a little, a few	grupo	alternativoj	prononco
level	kaĝo	puur	a cage	grupo	alternativoj	prononco
level	haki	hakkima, hakkima, lõikama	to chop, to hack, to cut	grupo	alternativoj	prononco
level	dezerto	kõrb, kõrbes	a desert, wilderness	grupo	alternativoj	prononco
level	humila	alandlik	humble	grupo	alternativoj	prononco
level	pipo	toru	a pipe	grupo	alternativoj	prononco
level	gumo	kummi, kustutuskumm, kumm	gum, an eraser, a rubber	grupo	alternativoj	prononco
level	fakte	tegelikult	in fact	grupo	alternativoj	prononco
level	persiko	virsik, nektariin	a peach, nectarine	grupo	alternativoj	prononco
level	vulkano	vulkaan	a volcano	grupo	alternativoj	prononco
level	estro	ülemus, pealik	a boss, a chief	grupo	alternativoj	prononco
level	delegi	delegeerida	to delegate	grupo	alternativoj	prononco
level	blinda	pime	blind	grupo	alternativoj	prononco
level	fianĉo	kihlatu, kihlatu	a fiance, a fiancé	grupo	alternativoj	prononco
level	elektromotoro	elektrimootor	an electric motor	grupo	alternativoj	prononco
level	kroĉi	haakima, siduma	to hook, to concatenate	grupo	alternativoj	prononco
level	ekveturi	sõidu alustamiseks	to start off driving	grupo	alternativoj	prononco
level	ĉiel	igal viisil	in every way	grupo	alternativoj	prononco
level	klera	haritud, kultuurne	educated, cultured	grupo	alternativoj	prononco
level	dolaro	dollar	a dollar	grupo	alternativoj	prononco
level	fajfi	vilistama	to whistle	grupo	alternativoj	prononco
level	duone	pooleks	in half	grupo	alternativoj	prononco
level	glata	sile, libe	smooth, slick	grupo	alternativoj	prononco
level	vomi	oksendama	to vomit	grupo	alternativoj	prononco
level	difekti	kahjustada, kahjustada, rikkuda, vigastada	to damage, to impair, to spoil, to injure	grupo	alternativoj	prononco
level	ĝemi	oigama, oigama	to groan, to moan	grupo	alternativoj	prononco
level	devo	kohustus	a duty	grupo	alternativoj	prononco
level	heziti	kõhklema	to hesitate	grupo	alternativoj	prononco
level	dekstre	paremal	at right	grupo	alternativoj	prononco
level	velo	puri	a sail	grupo	alternativoj	prononco
level	muta	vaikne, tumm, loll	silent, mute, dumb	grupo	alternativoj	prononco
level	tiel A kiel B	nagu A nagu B	such A as B	grupo	alternativoj	prononco
level	ĉifono	kalts, räbal, praak	a rag, a tatter, a scrap	grupo	alternativoj	prononco
level	danko	aitäh, tunnustus	thank, appreciation	grupo	alternativoj	prononco
level	kaj tiel plu (k.t.p.)	ja nii edasi jne jne	and so on, et cetra, e.t.c.	grupo	alternativoj	prononco
level	flamo	leek	a flame	grupo	alternativoj	prononco
level	ajlo	küüslauk	a garlic	grupo	alternativoj	prononco
level	pala	kahvatu	pale	grupo	alternativoj	prononco
level	danco	tants	a dance	grupo	alternativoj	prononco
level	kamarado	seltsimees, kaaslane, sõber, sõber	a comrade, a companion, a buddy, a pal	grupo	alternativoj	prononco
level	k.t.p (ktp)	jne	etc	grupo	alternativoj	prononco
level	kokoso	kakao pähkel	a cocoa nut	grupo	alternativoj	prononco
level	mastrino	perenaine, armuke, (nais)omanik	a landlady, a mistriss, a (female) owner	grupo	alternativoj	prononco
level	bero	marja	a berry	grupo	alternativoj	prononco
level	humoro	huumor	a humour	grupo	alternativoj	prononco
level	bonveno	tere tulemast	a welcome	grupo	alternativoj	prononco
level	alilandano	välismaalane (=eksterlandano)	a foreigner (=eksterlandano)	grupo	alternativoj	prononco
level	sonoro	resonantsheli	a resonant sound	grupo	alternativoj	prononco
level	lastatempe	hiljuti, viimasel ajal	recently, lately	grupo	alternativoj	prononco
level	bele	kaunilt	beautifully	grupo	alternativoj	prononco
level	karaktero	tegelane, olemus, isiksus	a character, a nature, a personality	grupo	alternativoj	prononco
level	moro	üldine komme, harjumuspärane käitumine, kombed	general custom, habitual conduct, mores	grupo	alternativoj	prononco
level	libero	vabadus, vabadus	liberty, a freedom	grupo	alternativoj	prononco
level	lama	lonkav, nõrk, lonkav	lame, feeble, hobbling	grupo	alternativoj	prononco
level	ĉielarko	vikerkaar	a rainbow	grupo	alternativoj	prononco
level	adiaŭi	hüvasti jätta, hüvasti jätta	to bid adieu, to say goodbye	grupo	alternativoj	prononco
level	biblioteko	raamatukogu	a library	grupo	alternativoj	prononco
level	antikva	antiikne, iidne	antique, ancient	grupo	alternativoj	prononco
level	societo	väike ühiskond	a small society	grupo	alternativoj	prononco
level	antaŭ-hieraŭ	enne eile, üleeile	before yesterday, the day before yesterday	grupo	alternativoj	prononco
level	abio	kuusk	a fir	grupo	alternativoj	prononco
level	kuniklo	jänes, käbi	a rabbit, a coney	grupo	alternativoj	prononco
level	biliono	miljard, triljon	a billion, a trillion	grupo	alternativoj	prononco
level	etaĝo	korrus, lugu (hoone)	floor, story (of a building)	grupo	alternativoj	prononco
level	konsilo	nõuanne, nõuanne	an advice, a counsel	grupo	alternativoj	prononco
level	lekcio	loeng	a lecture	grupo	alternativoj	prononco
level	aventuro	seiklus	an adventure	grupo	alternativoj	prononco
level	enua	igav, igav	boring, bored	grupo	alternativoj	prononco
level	grimpi	ronima	to climb	grupo	alternativoj	prononco
level	cerbumi	tserebreerima, ajusid rabelema, pead murdma	to cerebrate, to rack one's brains, to puzzle over	grupo	alternativoj	prononco
level	aminda	sõbralik	amiable	grupo	alternativoj	prononco
level	vero	tõde	a truth	grupo	alternativoj	prononco
level	mordi	hammustada	to bite	grupo	alternativoj	prononco
level	tondri	müristama	to thunder	grupo	alternativoj	prononco
level	kurbo	kõver	a curve	grupo	alternativoj	prononco
level	nuda	alasti, paljas, alasti	naked, bare, nude	grupo	alternativoj	prononco
level	marmelado	marmelaad, moos	a marmelade, a jam	grupo	alternativoj	prononco
level	verda stelo	roheline täht	a green star	grupo	alternativoj	prononco
level	alveno	saabumine	an arrival	grupo	alternativoj	prononco
level	piedpilko	jalgpall, jalgpall (=futbalo)	a football, a soccer (=futbalo)	grupo	alternativoj	prononco
level	kruda	toores, looduslik, toores	crude, natural, raw	grupo	alternativoj	prononco
level	enlitiĝi	voodisse minna	to go to bed	grupo	alternativoj	prononco
level	toleri	taluma, taluma, taluma	to tolerate, to endure, to put up with	grupo	alternativoj	prononco
level	gracia	graatsiline	graceful	grupo	alternativoj	prononco
level	ankoraŭ unu	veel üks	yet another one	grupo	alternativoj	prononco
level	kiso	suudlus	a kiss	grupo	alternativoj	prononco
level	agrable	meeldivalt, meeldivalt, kenasti	pleasantly, agreeablely, nicely	grupo	alternativoj	prononco
level	zono	vöö, tsoon	a belt, a zone	grupo	alternativoj	prononco
level	tubo	toru	a tube	grupo	alternativoj	prononco
level	teamo	meeskond	a team	grupo	alternativoj	prononco
level	acida	happeline, happeline, hapu, terav	acid, acidic, sour, acerbic	grupo	alternativoj	prononco
level	helikoptero	helikopter	a helicopter	grupo	alternativoj	prononco
level	enui	igavlema	to be bored	grupo	alternativoj	prononco
level	sincera	siiras	sincere	grupo	alternativoj	prononco
level	unuiĝi	ühinema, ühinema, ühinema, ühinema	to get united, to join, to coalesce, to unite	grupo	alternativoj	prononco
level	unuope	ühekaupa	one at a time	grupo	alternativoj	prononco
level	burĝo	kodanlik, keskklassi kodanik	bourgeois, middleclass citizen	grupo	alternativoj	prononco
level	ĉirkaŭaĵo	ümbrus, naabruskond	surroundings, neighbourhood	grupo	alternativoj	prononco
level	gluo	liim	a glue	grupo	alternativoj	prononco
level	UN (Unuiĝintaj Nacioj)	Ühendrahvad	United Nations	grupo	alternativoj	prononco
level	bulo	pall, tükk, klomp, tükk	ball, a lump, a clod, a chunk	grupo	alternativoj	prononco
level	boto	saabas	a boot	grupo	alternativoj	prononco
level	ĉirkaŭbarilo	ümbris, tõke	an enclosure, a barrier	grupo	alternativoj	prononco
level	t.n. (tiel nomata)	nn	so called	grupo	alternativoj	prononco
level	diligenta	hoolas, töökas	deligent, industrious	grupo	alternativoj	prononco
level	s-ro (sinjoro)	Härra.	Mr.	grupo	alternativoj	prononco
level	ties	sellest, sellest inimesest, selle omast	of that, of that person, that one's	grupo	alternativoj	prononco
level	sekretario	sekretär	a secretary	grupo	alternativoj	prononco
level	absorbi	absorbeerima	to absorb	grupo	alternativoj	prononco
level	ruza	kaval, kaval	cunning, sly	grupo	alternativoj	prononco
level	blindulo	pime mees	a blind man	grupo	alternativoj	prononco
level	floso	parv, (palgi)poom	a raft, a (log) boom	grupo	alternativoj	prononco
level	komenti	kommenteerida	to comment	grupo	alternativoj	prononco
level	SAT (Sennacieca Asocio Tutmonda)	Ülemaailmne anarhistide ühendus	Anarchists Association Worldwide	grupo	alternativoj	prononco
level	diamanto	teemant	a diamond	grupo	alternativoj	prononco
level	ĉies	igaühe oma	everyone's	grupo	alternativoj	prononco
level	drako	draakon	a dragon	grupo	alternativoj	prononco
level	mielo	kallis	honey	grupo	alternativoj	prononco
level	kotizo	sissemakse, märkimistasu, aktsia	a contribution, subscription fee, a share	grupo	alternativoj	prononco
level	rpk. (respondkupono)	vastuse kupong	response coupone	grupo	alternativoj	prononco
level	petoli	hullama, nalja tegema, möllama	to frolic, to joke around, to romp	grupo	alternativoj	prononco
level	froti	hõõruda	to rub	grupo	alternativoj	prononco
level	teksi	kuduma	to weave	grupo	alternativoj	prononco
level	modo	mood, režiim	fashion, mode	grupo	alternativoj	prononco
level	red. (redaktoro, redakcio)	toimetaja	editor	grupo	alternativoj	prononco
level	rafano	redis, must redis	a radish, a black radish	grupo	alternativoj	prononco
level	verso	salm, värsirida	a verse, a line of verse	grupo	alternativoj	prononco
level	iafoje	mõnikord	sometimes	grupo	alternativoj	prononco
level	krevi	lõhkema, paugutama	to burst, to pop	grupo	alternativoj	prononco
level	forĝi	sepistama	to forge	grupo	alternativoj	prononco
level	aŭtomato	automaat, robot	an automaton, a robot	grupo	alternativoj	prononco
level	semajnfino	nädalavahetus	a weekend	grupo	alternativoj	prononco
level	ptm. (posttagmeze)	pm. pärastlõunal	pm. afternoon	grupo	alternativoj	prononco
level	fasko	kimp, vits, kobar, kobar	a bundle, a sheaf, a bunch, a cluster	grupo	alternativoj	prononco
level	instinkto	instinkt, instinkt	instinct, an instinct	grupo	alternativoj	prononco
level	proks. (proksimume)	umbes	approximately	grupo	alternativoj	prononco
level	briko	telliskivi, plokk	a brick, a block	grupo	alternativoj	prononco
level	nesto	pesa, koopas	a nest, a den	grupo	alternativoj	prononco
level	p.k. (poŝtkarto)	arvuti (postkaart)	p.c. (postcard)	grupo	alternativoj	prononco
level	ledo	nahk, nahk	leather, a leather	grupo	alternativoj	prononco
level	mamulo (mambesto)	imetaja	a mammal	grupo	alternativoj	prononco
level	formiko	sipelgas	an ant	grupo	alternativoj	prononco
level	vizo	viisa	a visa	grupo	alternativoj	prononco
