B.mn content.tsv
Level	Esperanto	mn	en-us	Grupo	Alternativoj	Pronoco
level	kutime	ихэвчлэн	usually	grupo	alternativoj	prononco
level	kutime estas du niveloj	ихэвчлэн хоёр түвшин байдаг	usually there are two levels	grupo	alternativoj	prononco
level	homoj, kiuj jam eklernis la lingvon	аль хэдийн хэл сурсан хүмүүс	people who had already learned the language	grupo	alternativoj	prononco
level	unu por komencantoj	эхлэгчдэд зориулсан нэг	one for beginners	grupo	alternativoj	prononco
level	kaj alia por homoj kiuj jam eklernis la lingvon	нөгөө нь аль хэдийн хэл сурсан хүмүүст зориулагдсан	and the other for those who already learned the language	grupo	alternativoj	prononco
level	jes, kio?	Жис, юу?	jes, what?	grupo	alternativoj	prononco
level	vi diris, "kutime"	чи &quot;ихэвчлэн&quot; гэж хэлсэн	you said, "usually"	grupo	alternativoj	prononco
level	ha, IJK okazas ĉiu-jare	Өө, IJK жил бүр болдог	oh, IJK happens every year	grupo	alternativoj	prononco
level	ĉiu-foje en alia lando	өөр улсад байх болгонд	every time in other country	grupo	alternativoj	prononco
level	pro tio, ĉiu IJK estas alispeca	ийм учраас IJK бүр өөр өөр байдаг	for this reason, every IJK is different	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj	гэхдээ бас хөтөлбөрүүд байдаг	but there are also programs	grupo	alternativoj	prononco
level	programeroj, kiuj ofte revenas	байнга эргэж ирдэг програмууд	programs that returns often	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj, kiuj ofte revenas	гэхдээ байнга эргэж ирдэг програмууд бас байдаг	but there're also programs that returns often	grupo	alternativoj	prononco
level	ekzemple	Жишээлбэл	for example	grupo	alternativoj	prononco
level	ekzemple, preskaŭ ĉiam eblas sportumi, kart-ludi	жишээлбэл, спорт, хөзөр тоглох нь бараг үргэлж боломжтой байдаг	for example, it is almost always possible to play sports and cards	grupo	alternativoj	prononco
level	babili kun amikoj dum la tuta nokto	шөнөжин найзуудтайгаа ярилцах	to talk with friends all night	grupo	alternativoj	prononco
level	kanti ĉirkaŭ fajro kaj danci	галын эргэн тойронд дуулах, бүжиглэх	to sing around fire and to dance	grupo	alternativoj	prononco
level	partopreni koncertojn, ktp	концертод оролцох гэх мэт	to take part in concerts, and so forth	grupo	alternativoj	prononco
level	nu, tion mi povas fari ankaŭ hejme	За, би үүнийг гэртээ ч хийж чадна	well, I can do that at home too	grupo	alternativoj	prononco
level	prave, sed	зөв, гэхдээ	right, but	grupo	alternativoj	prononco
level	sed la grava afero dum IJK estas ~	гэхдээ IJK-ийн үеэр хамгийн чухал зүйл бол ~	but the important thing during IJK is ~	grupo	alternativoj	prononco
level	venas de multaj diversaj landoj	олон өөр орноос ирсэн	comes from many different countries	grupo	alternativoj	prononco
level	estas ke la partoprenantoj venas de diversaj landoj	оролцогчид өөр өөр орноос ирсэн	is that the participants come from different countries	grupo	alternativoj	prononco
level	pro tiu mikso de diversaj homoj	янз бүрийн хүмүүсийн холимог учраас	because of that mix of different people	grupo	alternativoj	prononco
level	estas bona etoso, kiu tre plaĉas al mi	Энэ бол надад маш их таалагддаг сайхан уур амьсгал юм	it's a good atmosphere that I like very much	grupo	alternativoj	prononco
level	bone, sonas interese	зүгээр, сонирхол шиг сонсогдож байна	all right, sounds like interest	grupo	alternativoj	prononco
level	mi pripensos	Би бодох болно	I will think about	grupo	alternativoj	prononco
level	certe	гарцаагүй	for sure	grupo	alternativoj	prononco
level	tamen, problemo estas ~	Гэсэн хэдий ч асуудал нь ~ юм	however, a problem is ~	grupo	alternativoj	prononco
level	tiom da mono	тийм их мөнгө	that much money	grupo	alternativoj	prononco
level	mi ne havas tiom da mono nun	Надад одоо тийм их мөнгө байхгүй	I don't have that much money right now	grupo	alternativoj	prononco
level	problemo estas ke mi ne havas tiom da mono	Асуудал нь надад тийм их мөнгө байхгүй	problem is I don't have that much money	grupo	alternativoj	prononco
level	mi komprenas, sed ne estus multe-koste	Би ойлгож байна, гэхдээ энэ нь тийм ч их зардал гарахгүй	I understand, but it wouldn't cost much	grupo	alternativoj	prononco
level	ne estus multe-koste, mia-krede	Энэ нь тийм ч үнэтэй биш байх болно, би итгэж байна	it would not be much expensive, I believe	grupo	alternativoj	prononco
level	tabelo de kotizo de programeroj	хөтөлбөрүүдийн төлбөрийн хүснэгт	a table of fees of programs	grupo	alternativoj	prononco
level	jen, se vi rigardas la kotiztabelon	өөрөөр хэлбэл, хэрэв та хувьцаа/төлбөрийн хүснэгтийг харвал	that is, if you look at the share/fees table	grupo	alternativoj	prononco
level	la kotiztabelo de la IJK-invitilo	IJK-урилгын хувь / хураамжийн хүснэгт	the share/fees table of IJK-invitation	grupo	alternativoj	prononco
level	vi vidas, ke ~	Та үүнийг олж мэднэ ~	you find that ~	grupo	alternativoj	prononco
level	temas pri entute nur 50 eŭroj	Энэ нь ердөө 50 евро юм	it's only 50 euros in total	grupo	alternativoj	prononco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	Таны хувьд энэ нь ердөө 50 евро гэдгийг та харж байна	you see that for you it's only 50 euros in total	grupo	alternativoj	prononco
level	se ni dormas surplanke	Хэрэв бид шалан дээр унтвал	if we sleep on the floor	grupo	alternativoj	prononco
level	en ordo	зүгээр	all right	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	сайн сонсогдож байна	well, that sounds fine	grupo	alternativoj	prononco
level	sed kio pri la vojaĝo	Харин аялалын тухайд	but what about the travel	grupo	alternativoj	prononco
level	trajno kostus ĉirkaŭ 70 eŭrojn	галт тэрэг ойролцоогоор 70 еврогийн үнэтэй байх болно	a train would cost around 70 euros	grupo	alternativoj	prononco
level	ĉu tio eblus por vi?	Энэ нь таны хувьд боломжтой юу?	would that be possible for you?	grupo	alternativoj	prononco
level	espereble	гэж найдаж байна	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	гэхдээ галт тэргээр хангалттай удаан үргэлжлэх болно	but would last long enough by train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	тийм ээ, гэхдээ бид нэг эсвэл хоёр хотод зогсох боломжтой	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
level	dum la vojo	замын дагуу	along the way	grupo	alternativoj	prononco
level	kaj la tranoktado?	тэгээд хонох уу?	and the night stay?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	Та үүнийг төлөх үү?	would you pay for it?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	үгүй, би биш, гэхдээ энэ нь асуудал биш юм	no, not me, but it's not a problem	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	Энэ үнэхээр асуудал биш гэж үү?	is it really that this is not a problem?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	Та үүнийг хэрхэн шийдвэрлэхээр төлөвлөж байна вэ?	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	алтан титмээ үзүүлэв	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	За, би удахгүй үзүүлэх болно	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	гэхдээ эхлээд дахиад цай	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	чи ч бас хүсэж байна уу?	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	Тиймээ баярлалаа	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	нэг кафед'	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	ямар нэг зүйл үргэлжилсээр, үргэлжилсээр байна	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	төлөвлөгөө, төлөвлөх, төлөвлөх	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	тэр болон тэр төлөвлөлтөө үргэлжлүүлнэ	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	Таны цай энд байна	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	Энэ хооронд би урилга руу харав	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	IJK-ийн урилгыг харлаа	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	Би маш их зүйлийг ойлгодог, гэхдээ бүгдийг нь биш	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	зүгээр, зүгээр л асуу	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	зүйлс энд байна	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	тодорхой зүйлүүд	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	төөрөгдүүлсэн зүйлүүд	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	намайг төөрөлдүүлж байна	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	элсэх, бүртгэлийн маягт	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	Дэлхийн эсперанто залуучуудын байгууллага	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	Пепо бол TEJO-г төлөөлдөг шувуу юм	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	байрлах, байрлах газар (орон байр)	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	олон нийтийн байр	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	бүртгэлийн маягт нь бүртгүүлэх хэрэгсэл юм	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	нэр, хаяг гэх мэтийг бичдэг гишүүнчлэлийн маягт	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	урт, товчлол	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	Дэлхийн эсперанто залуучуудын байгууллагын товчлол	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	Пепо бол TEJO-ийн хөгжилтэй шувуу юм	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	олон нийтийн буудал нь олон хүн амьдардаг газар юм	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	нойр, нойрны эм, унтлагын уут	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	Тэнд ихэвчлэн унтлагын уут хэрэгтэй байдаг	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	Та хэтэрхий хурдан тайлбарлав	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	Би бүгдийг барьж чадаагүй	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	тийм ч чухал биш	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	Одоо тийм ч чухал биш гэж бодож байна	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	Дараа нь бид илүү их ярьж болно	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	IJK урилгын талаар илүү ихийг ярих болно	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	Тэгэхээр та одоо аяллаа төлөвлөхийг хүсч байна, тийм үү?	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	тийм ээ, баяртай	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	тэгэхээр та үүнийг харах болно ~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	тийм их зардал гарах болно	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	аялал тийм их зардал гарахгүйг харах болно	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	би мэдмээр байна	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	Би ~ тухай мэдэхийг хүсч байна	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	хонох асуудлыг яаж шийдэх вэ	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	Учир нь надад мөнгө байхгүй	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	залуучуудын буудал	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	зочид буудал эсвэл залуучуудын буудал авах мөнгөтэй	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	шийдэл энд байна	here's the solution	grupo	alternativoj	prononco
level	pasporto	паспорт	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	Паспортын үйлчилгээ, Эсперантистуудын гэр	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	&quot;Паспортын үйлчилгээ&quot; нэртэй товхимол	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	юуны төлөө үйлчилгээ?	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	бидэн шиг хүмүүсийн хувьд	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	туршлага, мэргэжилтэн	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	улс орнуудаар аялах, туршлага судлах дуртай хүмүүс	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	олох, зарцуулах	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	их мөнгө зарцуулахгүйгээр	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	үйлчилгээ, үйлчилгээ, тэр үйлчилгээ	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	сайн, энэ үйлчилгээ хэрхэн ажилладаг вэ?	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	Би дэвтэрт ~ байгааг харж байна	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	маш олон хаягууд	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	хэд хэдэн орны олон хаягууд байдаг	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	зөв, тийм!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	Таны мэдэлд	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	тэд бүгд, тэд бүгд	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	үнэндээ тэд бүгд таны мэдэлд байна!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	гэсэн утгатай, утгатай	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	&quot;Миний мэдэлд&quot;, энэ нь юу гэсэн үг вэ?	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	~ гэсэн үг	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	зочин, зочин, зочин хүлээн авах	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	бэлэн байна, бэлэн байна, бэлэн байгаарай!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	Эдгээр хаягийн хүмүүс таныг хүлээн авахад бэлэн байна	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	мэдэх (хүн), мэдэх, танигдах	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	мөн тэдний бүс нутагтай танилцахад тань тусална	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	хүмүүс таныг хүлээн авч, туслахад бэлэн байна гэсэн үг	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	сонирхолтой сонсогдож байна!	sounds interesting!	grupo	alternativoj	prononco
level	do	тийм	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	Хэн нэгэн бусад эсперантистуудын гэрт үлддэг биз дээ?	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	Паспорт үйлчилгээний хэд хэдэн туршлага	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	Надад хэд хэдэн сонирхолтой туршлага тохиолдсон	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	Би үүнийг гурван тивд ашиглаж байсан	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	(энэ) муу ажилладаг	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	мөн өнөөг хүртэл (энэ) маш сайн ажилласан	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	агуу их! бид хаашаа явж байгаа юм бэ?	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	тэгэхээр миний төлөвлөгөө бол бид ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	ирсэн, ирсэн	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	амжилттай аяллын дараа	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	хоёр хотод Паспортын үйлчилгээг ашигласны дараа	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	Тэд амжилттай аялсны дараа ирдэг	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	харагтун, хар!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	Тэнд эсперантогийн том туг байна	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	&quot;IJK-д тавтай морил!&quot; гэсэн бичвэр бүхий тэмдэг.	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	тийм, доор нь ~ байна	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	Өө!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	тэгээд бид эцэст нь ирлээ	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	Би маш их ядарч, өлсөж байна	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	чи бид чадна гэж бодож байна уу?	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	ямар нэг зүйл идэх	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	Бид шууд ямар нэг юм идэж болно гэж бодож байна уу?	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	би эргэлзэж байна	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	бид эхлээд хүлээн зөвшөөрөх ёстой	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	хүлээн авах ширээн дээр хүлээн авах ёстой	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	мөн энэ нь удаан үргэлжилж болно	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	Миний туршлагаас удаан үргэлжлэх	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	харамсалтай!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	хүлээн авалтын шугам мөн үү?	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	Би тэгж айж байна	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	to do ~ бүрэн төгс биш	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	орой ирэхэд үнэхээр тохиромжтой	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	бид хүмүүстэй чатлах боломжтой	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	гэхдээ бид дараалалд байгаа хүмүүстэй чатлах боломжтой	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	Харагтун, би Оросын найзыг харж байна!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	Би өлсөж байна, би идмээр байна	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	2 цагийн дараа	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	шинэ болон хуучин найзуудтайгаа нийцүүлэн	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	орон нутгийн их хурлын хороо	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	орон нутгийн их хурлын хорооны гишүүн	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	тавтай морил, чи хэн бэ?	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	аль улсаас?	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	урьдчилж төлсөн үү?	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	үзүүлээрэй	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	хэрэв тийм бол баримтаа үзүүлнэ үү	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	Та TEJO-гийн гишүүн үү?	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	лангуун дээр гишүүн болох	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	үгүй бол дараагийн лангуунд нэгдэж болно	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	энд урьдчилгаа төлбөрийн баримтууд байна	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	гишүүнчлэлийн карт болон бидний паспорт	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	маш сайн	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	Тиймээс, та олон нийтийн байранд амьдрах болно гэж би харж байна (сүйрэлийн орон зай)	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	мөн залуучуудын байранд хооллох болно	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	эдгээр мэдээлэл үнэн үү?	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	тиймээ төгс	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	програм, газрын зураг гэх мэт цүнх	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	Та төлбөрөө төлж, програм, газрын зураг гэх мэт цүнх авах боломжтой	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	улаан лангуун дээр, тэнд	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	сайн байна баярлалаа	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	ядарсан ч эрүүл харагдаж байна	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	тэр хүмүүс үнэхээр ядарсан харагдсан	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	бас тийм ч эелдэг биш байсан	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	чиний зөв	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	гэхдээ үүнийг санаарай ~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	8 цаг ажиллаж байна	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	LKK магадгүй найман цаг ажиллаж байна	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	их завсарлагагүйгээр	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	гэхдээ LKK завсарлагагүй ажилладаг гэдгийг санаарай	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	долоо хоногт чалчаа	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	~ гэдэгт итгэлтэй байна	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	Тэд илүү эелдэг байх болно гэдэгт итгэлтэй байна	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	тэд илүү эелдэг, илүү яриатай байх болно	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	олоод үзье	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	За, одоо бөөнөөр байрлах газрыг олъё	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	тэгээд би юм идмээр байна	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	чи тэр охиныг TEJO лангуун дээр харсан уу?	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	тийм ээ, тэр яах вэ?	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	чи түүнийг таних уу?	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	харамсалтай нь үгүй	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	гэхдээ тэр их хөөрхөн, тийм үү?	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	би зөвшөөрч байна	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	гэхдээ сайн ойлгохгүй байна	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	Би зөвшөөрч байна, гэхдээ би ойлгохгүй байна	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	чи эмэгтэй хүнд дуртай юу?	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	Тийм ээ, би чамд өмнө нь хэлмээр байна	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	гэхдээ яагаад ч юм тэгээгүй	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	тал гэх мэт	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	чи, тийм үү?	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	тиймээ би ижил хүйстэн	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	лесбиян гэж бас хэлж болно	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	за, би огт мэдээгүй	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	гэхдээ чамайг хэлсэнд баяртай байна	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	Үнэндээ би чамайг ижил хүйстэн байгаад баяртай байна	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	чи бол хамгийн эелдэг бас сайхан лесбиян	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
