B.it content.tsv
Level	Esperanto	it	en-us	Grupo	Alternativoj	Pronoco
level	bone, sonas interese	va bene, sembra interesse	all right, sounds like interest	grupo	alternativoj	prononco
level	mi pripensos	Ci penserò	I will think about	grupo	alternativoj	prononco
level	certe	di sicuro	for sure	grupo	alternativoj	prononco
level	tamen, problemo estas ~	tuttavia, un problema è ~	however, a problem is ~	grupo	alternativoj	prononco
level	tiom da mono	così tanti soldi	that much money	grupo	alternativoj	prononco
level	mi ne havas tiom da mono nun	Non ho tanti soldi in questo momento	I don't have that much money right now	grupo	alternativoj	prononco
level	problemo estas ke mi ne havas tiom da mono	il problema è che non ho tanti soldi	problem is I don't have that much money	grupo	alternativoj	prononco
level	mi komprenas, sed ne estus multe-koste	Capisco, ma non costerebbe molto	I understand, but it wouldn't cost much	grupo	alternativoj	prononco
level	ne estus multe-koste, mia-krede	non sarebbe molto costoso, credo	it would not be much expensive, I believe	grupo	alternativoj	prononco
level	tabelo de kotizo de programeroj	una tabella delle tariffe dei programmi	a table of fees of programs	grupo	alternativoj	prononco
level	jen, se vi rigardas la kotiztabelon	cioè, se guardi la tabella quote/commissioni	that is, if you look at the share/fees table	grupo	alternativoj	prononco
level	la kotiztabelo de la IJK-invitilo	la tabella quote/commissioni dell'invito IJK	the share/fees table of IJK-invitation	grupo	alternativoj	prononco
level	vi vidas, ke ~	lo trovi ~	you find that ~	grupo	alternativoj	prononco
level	temas pri entute nur 50 eŭroj	sono solo 50 euro in totale	it's only 50 euros in total	grupo	alternativoj	prononco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	vedi che per te sono solo 50 euro in totale	you see that for you it's only 50 euros in total	grupo	alternativoj	prononco
level	se ni dormas surplanke	se dormiamo sul pavimento	if we sleep on the floor	grupo	alternativoj	prononco
level	en ordo	Va bene	all right	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	beh, suona bene	well, that sounds fine	grupo	alternativoj	prononco
level	sed kio pri la vojaĝo	ma per quanto riguarda il viaggio?	but what about the travel	grupo	alternativoj	prononco
level	trajno kostus ĉirkaŭ 70 eŭrojn	un treno costerebbe circa 70 euro	a train would cost around 70 euros	grupo	alternativoj	prononco
level	ĉu tio eblus por vi?	sarebbe possibile per te?	would that be possible for you?	grupo	alternativoj	prononco
level	espereble	fiduciosamente	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	ma durerebbe abbastanza a lungo in treno	but would last long enough by train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	sì, ma possiamo fermarci in una o due città	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
level	dum la vojo	lungo la strada	along the way	grupo	alternativoj	prononco
level	kaj la tranoktado?	e il pernottamento?	and the night stay?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	lo pagheresti?	would you pay for it?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	no, non io, ma non è un problema	no, not me, but it's not a problem	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	è davvero che questo non è un problema?	is it really that this is not a problem?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	come pensi di risolverlo?	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	mostrava la corona d'oro	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	beh, te lo mostrerò presto	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	ma prima altro tè	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	vuoi anche tu?	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	si Grazie	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	nello stesso bar'	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	qualcosa succede, continua a farlo	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	un piano, pianificare, pianificare	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	lei e lui continuano la pianificazione	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	per favore, ecco il tuo tè	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	intanto guardavo l'invito	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	guardò l'invito di IJK	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	Capisco molto, ma non tutto	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	va bene va bene, basta chiedere	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	ecco le cose	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	cose chiare	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	le cose che creano confusione	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	mi confondono	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	per aderire, un modulo di registrazione	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	L'Organizzazione Mondiale della Gioventù Esperantista	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	Pepo, un uccello che rappresenta il TEJO	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	alloggiare, un posto dove alloggiare (un alloggio)	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	un alloggio per gente di massa	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	un modulo di registrazione è uno strumento per la registrazione	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	un modulo di adesione in cui scrivi il tuo nome, indirizzo, ecc	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	lungo, un'abbreviazione	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	un'abbreviazione dell'Organizzazione Mondiale della Gioventù Esperanto	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	Pepo è il simpatico uccellino di TEJO	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	un alloggio di massa è un luogo in cui soggiornano molte persone	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	un sonno, un sonnifero, un sacco a pelo	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	di solito lì serve un sacco a pelo	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	hai spiegato troppo velocemente	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	Non ho colto tutto	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	non è così importante	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	Penso che non sia molto importante adesso	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	più tardi potremo parlare di più	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	altro per parlare dell'invito dell'IJK	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	quindi vuoi pianificare il viaggio adesso, vero?	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	sì, volentieri	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	quindi vedrai che ~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	costerà così tanto	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	vedrà che il viaggio non costerà poi così tanto	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	Voglio sapere	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	Voglio sapere di ~	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	come risolverai il pernottamento	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	perché non ho soldi	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	ostello della gioventù	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	ha i soldi per un albergo o un ostello della gioventù	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	ecco la soluzione	here's the solution	grupo	alternativoj	prononco
level	pasporto	un passaporto	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	Servizio passaporti, soggiorno in casa degli esperantisti	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	libretto con il nome &quot;Servizio Passaporti&quot;	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	servizio per cosa?	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	per persone come noi	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	sperimentare, un esperto	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	persone a cui piace viaggiare e sperimentare paesi	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	guadagnare e spendere	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	senza spendere molti soldi	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	un servizio, il servizio, quel servizio	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	bene, e come funziona il servizio?	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	Vedo che nel libretto c'è ~	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	tantissimi indirizzi	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	ci sono molti indirizzi di diversi paesi	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	giusto, sì!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	A tua disposizione	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	tutti, tutti	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	infatti sono tutti a tua disposizione!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	significava, significato	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	&quot;a mia disposizione&quot;, cosa significa?	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	significa che ~	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	ospitare, un ospite, ospitare un ospite	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	è pronto, è preparato, preparati!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	le persone a quegli indirizzi sono pronte ad ospitarti	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	conoscere (una persona), conosciuto, farsi conoscere	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	e aiutarti a conoscere la loro regione	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	significa che le persone sono disposte a ospitarti e ad aiutarti	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	sembra interessante!	sounds interesting!	grupo	alternativoj	prononco
level	do	COSÌ	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	qualcuno sta in casa di altri esperantisti, vero?	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	diverse esperienze con il Servizio Passaporti	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	Ho avuto diverse esperienze interessanti	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	L'ho usato in tre continenti	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	(funziona) male	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	e finora ha funzionato molto bene	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	Grande! dove stiamo andando?	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	quindi, il mio piano è che noi ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	arriva, è arrivato	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	dopo un viaggio di successo	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	dopo aver utilizzato il servizio passaporti in due città	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	arrivano dopo un viaggio riuscito	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	ecco, guarda!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	laggiù c'è una grande bandiera dell'esperanto	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	un cartello con il testo &quot;Benvenuti a IJK!&quot;	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	sì, e sotto c'è ~	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	Evviva!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	quindi finalmente siamo arrivati	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	Sono molto stanco e affamato	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	pensi che possiamo ~?	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	mangiare qualcosa	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	pensi che possiamo mangiare qualcosa subito?	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	ne dubito	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	dobbiamo prima essere accettati	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	devono essere accettati alla reception	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	e questo può durare a lungo	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	per durare a lungo nella mia esperienza	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	ahimè!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	è quella la fila per il ricevimento?	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	Temo di si	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	fare ~ non è del tutto perfetto	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	è assolutamente perfetto per arrivare la sera	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	possiamo chattare con le persone	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	ma possiamo chattare con le persone in fila	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	ecco, vedo un amico della Russia!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	Ho fame, voglio mangiare	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	dopo circa 2 ore	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	in linea con vecchi e nuovi amici	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	comitato congressuale locale	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	membro del comitato congressuale locale	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	benvenuto, chi sei?	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	da quale paese?	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	hai pagato in anticipo?	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	per favore mostra	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	in tal caso si prega di mostrare la ricevuta	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	sei un membro di TEJO?	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	diventare membro presso uno stand	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	in caso contrario, potrai partecipare allo stand successivo	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	ecco le ricevute dei pagamenti anticipati	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	tessere associative e i nostri passaporti	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	Molto bene	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	quindi, vedo che vivrai in un alloggio collettivo (crash space)	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	e mangeremo nell'ostello della gioventù	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	sono corrette quelle informazioni?	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	si perfetto	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	una borsa con programma, mappa ecc	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	puoi pagare e ricevere una borsa con programma, mappa ecc	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	allo stand rosso, lì	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	bene grazie	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	sembra stanco ma sano	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	quelle persone sembravano davvero stanche	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	e non erano molto gentili	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	hai ragione	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	ma ricordalo ~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	stanno lavorando per 8 ore	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	l'LKK sta lavorando da forse otto ore	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	senza troppe pause	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	ma ricorda che l'LKK funziona senza interruzioni	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	chiacchierato durante la settimana	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	Sono sicuro che ~	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	Sono sicuro che saranno più gentili	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	saranno più gentili e loquaci	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	troviamolo	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	bene, ora troviamo il luogo di alloggio di massa	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	e poi vorrei qualcosa da mangiare	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	hai visto la ragazza allo stand TEJO?	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	sì, e lei?	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	la conosci?	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	Sfortunatamente no	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	ma è molto carina, vero?	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	Sono d'accordo	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	tuttavia non capisce bene	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	Sono d'accordo ma non capisco	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	ti piacciono le femmine?	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	sì, voglio dirtelo prima	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	ma per qualche ragione no	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	aspetto ecc	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	sei tu, vero?	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	sì, sono omosessuale	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	si può anche dire lesbica	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	beh, non lo sapevo affatto	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	ma sono felice che tu l'abbia detto	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	infatti sono felice che tu sia omosessuale	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	sei la lesbica più gentile e simpatica	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	la lesbica più carina che conosco	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	Grazie! ne conosci altri?	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	ma come fai a saperlo?	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	quella ragazza preferisce gli uomini!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	in ogni caso credo che quella ragazza preferisca gli uomini!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	quella ragazza di cui stavi parlando	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	vedremo	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	nel luogo di alloggio collettivo (uno spazio di collisione)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	Buongiorno!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	avete dormito bene?	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	difficilmente si vede	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	al contrario, non riuscivo quasi a dormire	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	ma perché?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	forse eri nervoso per il tuo primo giorno all'IJK?	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	non proprio	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	tutta la notte, tutta la notte	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	russava molto forte	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	solo qualcuno ha russato molto forte tutta la notte	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	non disturbarmi	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	e questo mi ha dato molto fastidio	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	non hai sentito?	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	niente affatto, ho dormito profondamente	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	ho dimenticato di dirtelo ~?	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	orecchio, tappare, tappi per le orecchie	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	vale la pena usare i tappi per le orecchie	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	vale la pena usare ~	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	ti ho detto che vale la pena usare i tappi per le orecchie	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	quando dormi in un alloggio di massa (luogo di ritrovo)	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	ovviamente sì	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	oh, povera Katty!	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	di chi parli?	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	a proposito di te	about you	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	accarezzare, accarezzare il nome, il soprannome	to caress, caressing name, nickname	grupo	alternativoj	prononco
level	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	con -ĉjo o -njo è possibile creare soprannomi in esperanto	with -ĉjo or -njo, it is possible to create nicknames in Esperanto	grupo	alternativoj	prononco
level	ha, jes, mi iam legis pri tio	ah, sì, una volta ne ho letto	ah, yes, I once read about it	grupo	alternativoj	prononco
level	kaj vi do estus Injo?	e allora tu saresti Injo?	and then you would be Injo?	grupo	alternativoj	prononco
level	se vi volas iri tien	se vuoi vai lì	if you want go there	grupo	alternativoj	prononco
level	kioma horo estas nun?	Che ore sono adesso?	what time is it now?	grupo	alternativoj	prononco
level	jam estas kvin minutoj antaŭ la deka	sono già le dieci meno cinque	it's already five minutes to ten	grupo	alternativoj	prononco
level	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	cinque minuti prima delle dieci, ovvero nove e cinquantacinque	five minutes before ten, or nine fifty-five	grupo	alternativoj	prononco
level	trafis aŭ maltrafis?	colpito o mancato?	hit or missed?	grupo	alternativoj	prononco
level	vi maltrafis la matenmanĝon	hai saltato la colazione	you missed breakfast	grupo	alternativoj	prononco
level	o, fek!	Oh merda!	oh, shit!	grupo	alternativoj	prononco
level	ĉu vi estas sata?	sei soddisfatto ?	are you satisfied ?	grupo	alternativoj	prononco
level	kaj mi kiu estas ege malsata	e io che sono estremamente affamato	and I who am extremely hungry	grupo	alternativoj	prononco
level	se vi hastos	se hai fretta	if you hurry	grupo	alternativoj	prononco
level	povas almenaŭ trafi la malfermon	può almeno colpire l'apertura	can at least hit the opening	grupo	alternativoj	prononco
level	la malfermo de la kongreso	l'apertura del congresso	the opening of the congress	grupo	alternativoj	prononco
level	vi povas almenaŭ trafi la malfermon de la kongreso	puoi almeno assistere all'apertura della convention	you can at least hit the opening of the convention	grupo	alternativoj	prononco
level	kiam ĝi estos?	quando sarà?	when will it be?	grupo	alternativoj	prononco
level	je kvarono post la deka	alle dieci e un quarto	at a quarter past ten	grupo	alternativoj	prononco
level	ĝi daŭros horon	durerà un'ora	it will last an hour	grupo	alternativoj	prononco
level	kaj je la dek dua eblos manĝi	e alle dodici sarà possibile mangiare	and at twelve it will be possible to eat	grupo	alternativoj	prononco
level	bele mi antaŭĝojas	magnificamente non vedo l'ora	beautifully I'm looking forward to it	grupo	alternativoj	prononco
