B.lt content.tsv
Level	Esperanto	lt	en-us	Grupo	Alternativoj	Pronoco
level	partopreni koncertojn, ktp	dalyvauti koncertuose ir pan	to take part in concerts, and so forth	grupo	alternativoj	prononco
level	nu, tion mi povas fari ankaŭ hejme	Na, aš taip pat galiu tai padaryti namuose	well, I can do that at home too	grupo	alternativoj	prononco
level	prave, sed	teisingai, bet	right, but	grupo	alternativoj	prononco
level	sed la grava afero dum IJK estas ~	bet svarbiausias dalykas per IJK yra ~	but the important thing during IJK is ~	grupo	alternativoj	prononco
level	venas de multaj diversaj landoj	atvyksta iš daugelio skirtingų šalių	comes from many different countries	grupo	alternativoj	prononco
level	estas ke la partoprenantoj venas de diversaj landoj	yra tai, kad dalyviai yra iš skirtingų šalių	is that the participants come from different countries	grupo	alternativoj	prononco
level	pro tiu mikso de diversaj homoj	dėl to skirtingų žmonių mišinio	because of that mix of different people	grupo	alternativoj	prononco
level	estas bona etoso, kiu tre plaĉas al mi	tai gera atmosfera, kuri man labai patinka	it's a good atmosphere that I like very much	grupo	alternativoj	prononco
level	bone, sonas interese	gerai, skamba kaip susidomėjimas	all right, sounds like interest	grupo	alternativoj	prononco
level	mi pripensos	pagalvosiu apie	I will think about	grupo	alternativoj	prononco
level	certe	tikrai	for sure	grupo	alternativoj	prononco
level	tamen, problemo estas ~	tačiau problema yra ~	however, a problem is ~	grupo	alternativoj	prononco
level	tiom da mono	tiek pinigų	that much money	grupo	alternativoj	prononco
level	mi ne havas tiom da mono nun	Šiuo metu neturiu tiek pinigų	I don't have that much money right now	grupo	alternativoj	prononco
level	problemo estas ke mi ne havas tiom da mono	problema ta, kad aš neturiu tiek pinigų	problem is I don't have that much money	grupo	alternativoj	prononco
level	mi komprenas, sed ne estus multe-koste	Suprantu, bet tai nekainuotų daug	I understand, but it wouldn't cost much	grupo	alternativoj	prononco
level	ne estus multe-koste, mia-krede	tikiu, tai nebūtų labai brangu	it would not be much expensive, I believe	grupo	alternativoj	prononco
level	tabelo de kotizo de programeroj	programų įkainių lentelė	a table of fees of programs	grupo	alternativoj	prononco
level	jen, se vi rigardas la kotiztabelon	tai yra, jei pažvelgsite į akcijų / mokesčių lentelę	that is, if you look at the share/fees table	grupo	alternativoj	prononco
level	la kotiztabelo de la IJK-invitilo	IJK kvietimo akcijų/mokesčių lentelė	the share/fees table of IJK-invitation	grupo	alternativoj	prononco
level	vi vidas, ke ~	rasi, kad ~	you find that ~	grupo	alternativoj	prononco
level	temas pri entute nur 50 eŭroj	iš viso tik 50 eurų	it's only 50 euros in total	grupo	alternativoj	prononco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	matai, kad tau tai viso labo tik 50 eurų	you see that for you it's only 50 euros in total	grupo	alternativoj	prononco
level	se ni dormas surplanke	jei miegame ant grindų	if we sleep on the floor	grupo	alternativoj	prononco
level	en ordo	gerai	all right	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	na, skamba gerai	well, that sounds fine	grupo	alternativoj	prononco
level	sed kio pri la vojaĝo	bet kaip dėl kelionių	but what about the travel	grupo	alternativoj	prononco
level	trajno kostus ĉirkaŭ 70 eŭrojn	traukinys kainuotų apie 70 eurų	a train would cost around 70 euros	grupo	alternativoj	prononco
level	ĉu tio eblus por vi?	ar tau tai butu imanoma?	would that be possible for you?	grupo	alternativoj	prononco
level	espereble	tikiuosi	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	bet traukiniu užtektų pakankamai ilgai	but would last long enough by train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	taip, bet galime sustoti viename ar dviejuose miestuose	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
level	dum la vojo	pakeliui	along the way	grupo	alternativoj	prononco
level	kaj la tranoktado?	o nakvyne?	and the night stay?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	ar sumokėtum už tai?	would you pay for it?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	ne, ne aš, bet tai nėra problema	no, not me, but it's not a problem	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	ar tikrai tai ne problema?	is it really that this is not a problem?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	kaip planuoji tai spresti?	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	parodė auksinę karūną	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	na, tuoj parodysiu	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	bet pirmiausia daugiau arbatos	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	ar tu irgi nori?	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	taip, ačiū	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	toje pačioje kavinėje	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	kažkas vyksta, nuolat (daro) tai	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	planas, planuoti, planuoti	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	ji ir jis tęsia planavimą	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	prašau, čia tavo arbata	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	tuo tarpu pažiūrėjau į kvietimą	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	pažiūrėjo į IJK kvietimą	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	Daug ką suprantu, bet ne viską	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	viskas gerai, tiesiog paklausk	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	štai tokie dalykai	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	aiškūs dalykai	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	dalykus, kurie kelia painiavą	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	man yra paini	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	norint prisijungti, registracijos forma	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	Pasaulio esperanto jaunimo organizacija	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	Pepo, paukštis, atstovaujantis TEJO	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	apsistoti, vieta apsistoti (nakvynė)	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	nakvynė masiniams žmonėms	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	registracijos forma yra registracijos priemonė	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	narystės anketą, kurioje rašote savo vardą, pavardę, adresą ir pan	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	ilgas, santrumpa	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	Pasaulio esperanto jaunimo organizacijos santrumpa	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	Pepo yra juokingas TEJO paukštis	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	masinis nakvynės namai – tai vieta, kurioje apsistoja daug žmonių	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	miegas, migdomoji tabletė, miegmaišis	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	dažniausiai ten reikia miegmaišio	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	tu per greitai paaiškinai	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	Ne viską sugavau	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	nėra taip svarbu	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	Manau, kad dabar tai nėra labai svarbu	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	vėliau galėsime daugiau pasikalbėti	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	daugiau pakalbėti apie IJK kvietimą	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	Taigi jūs norite planuoti kelionę dabar, tiesa?	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	taip, mielai	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	taigi pamatysite, kad ~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	tiek kainuos	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	pamatysi, kad kelionė tiek nekainuos	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	Aš noriu žinoti	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	Noriu sužinoti apie ~	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	kaip išspręsite nakvynę	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	nes neturiu pinigų	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	jaunimo nakvynės namai	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	turi pinigų viešbučiui ar jaunimo nakvynei	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	štai sprendimas	here's the solution	grupo	alternativoj	prononco
level	pasporto	pasą	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	Pasų tarnyba, esperantininkų nakvynė namuose	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	knygelė su pavadinimu „Passport Service“	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	paslauga už ką?	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	tokiems kaip mes	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	į patirtį, ekspertas	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	žmonių, kurie mėgsta keliauti ir patirti šalis	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	uždirbti ir išleisti	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	neišleisdamas daug pinigų	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	paslauga, paslauga, ta paslauga	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	na, o kaip ta paslauga veikia?	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	Matau, kad knygelėje yra ~	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	daug adresų	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	yra daug adresų iš kelių šalių	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	teisingai, taip!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	jūsų žinioje	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	jie visi, visi jie	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	iš tikrųjų jie visi yra jūsų žinioje!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	reiškė, reiškia	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	„mano žinioje“, ką tai reiškia?	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	reiškia, kad ~	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	į svečią, svečią, priimti svečią	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	pasiruošęs, pasiruošęs, ruoškis!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	žmonės šiais adresais yra pasirengę jus priimti	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	pažinti (asmenį), žinomas, būti žinomam	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	ir padės susipažinti su jų regionu	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	reiškia, kad žmonės nori jus priimti ir padėti	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	skamba įdomiai!	sounds interesting!	grupo	alternativoj	prononco
level	do	taip	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	kas nors lieka kitų esperantininkų namuose, tiesa?	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	keletas patirties su pasų tarnyba	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	Turėjau keletą įdomių patirčių	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	Naudojau trijuose žemynuose	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	(ji) veikia prastai	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	ir iki šiol (tai) veikė labai gerai	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	puiku! kur mes einame?	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	taigi, mano planas yra, kad mes ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	atėjo, atvyko	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	po sėkmingos kelionės	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	pasinaudojus Pasų tarnyba dviejuose miestuose	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	jie atvyksta po sėkmingos kelionės	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	štai, žiūrėk!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	ten yra didelė esperanto vėliava	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	iškaba su tekstu &quot;Sveiki atvykę į IJK!&quot;	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	taip, o po juo yra ~	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	Sveika!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	taigi mes pagaliau atvykome	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	Esu labai pavargęs ir alkanas	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	ar manai, kad galime ~?	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	ką nors suvalgyti	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	kaip manai, ar galime iš karto ką nors suvalgyti?	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	tuo abejoju	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	pirmiausia turime būti priimti	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	turi būti priimtas registratūroje	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	ir tai gali trukti ilgai	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	mano patirtimi ilgai truks	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	deja!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	ar tai priėmimo eilė?	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	Deja, taip	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	daryti ~ nėra visiškai tobula	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	puikiai tinka atvykti vakare	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	galime pabendrauti su žmonėmis	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	bet mes galime kalbėtis su žmonėmis eilėje	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	štai, matau Rusijos draugą!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	Aš alkanas, noriu valgyti	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	po maždaug 2 valandų	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	kartu su naujais ir senais draugais	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	vietos kongreso komitetas	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	vietinio kongreso komiteto narys	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	sveiki, kas tu esi?	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	iš kurios šalies?	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	sumokėjai iš anksto?	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	prašau parodyti	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	jei taip, parodykite kvitą	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	ar esi TEJO narys?	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	tapti nariu stende	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	jei ne, galite prisijungti kitame stende	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	čia yra avansinių mokėjimų kvitai	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	nario kortelės ir mūsų pasai	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	labai gerai	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	Taigi, matau, kad gyvensite masiniame būste (avarijos erdvėje)	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	ir valgys jaunimo nakvynės namuose	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	ar ta informacija teisinga?	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	taip, tobula	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	krepšys su programa, žemėlapiu ir kt	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	galite sumokėti ir gauti krepšį su programa, žemėlapiu ir kt	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	prie raudonos kabinos, ten	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	gerai, ačiū	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	atrodo pavargusi, bet sveika	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	tie žmonės tikrai atrodė pavargę	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	ir nebuvo labai malonūs	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	tu teisus	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	bet prisimink, kad ~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	dirba 8 valandas	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	LKK dirba gal aštuonias valandas	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	be didelės pauzės	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	bet atminkite, kad LKK dirba be pertraukų	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	šnekučiuojantis per savaitę	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	Esu tikras, kad ~	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	Esu tikras, kad jie bus malonesni	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	jie bus malonesni ir šnekesni	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	susiraskime	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	na, dabar susiraskime masinio nakvynės vietą	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	ir tada norėčiau ko nors valgyti	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	ar matei merginą prie TEJO stendo?	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	taip, o kaip ji?	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	ar tų ją pažįsti?	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	Deja, ne	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	bet ji labai graži, ar ne?	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	aš sutinku	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	tačiau gerai nesupranta	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	Sutinku, bet nesuprantu	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	ar tau patinka moterys?	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	taip, aš noriu jums pasakyti anksčiau	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	bet kažkodėl to nepadarė	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	aspektas ir kt	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	ar tu, ar tu?	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	taip, aš esu homoseksualas	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	galima sakyti ir lesbietė	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	nu visai nežinojau	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	bet džiaugiuosi, kad pasakei	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	iš tikrųjų aš džiaugiuosi, kad esate homoseksualus	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	tu esi maloniausia ir maloniausia lesbietė	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	gražiausia lesbietė, kurią pažįstu	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	Ačiū! ar pažįsti kitus?	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	bet kaip tu tai žinai?	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	ta mergina pirmenybę teikia vyrams!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	bet kuriuo atveju aš tikiu, kad mergina teikia pirmenybę vyrams!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	ta mergina, apie kurią tu kalbėjai	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	pamatysime	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	masinėje nakvynės vietoje (avarijos erdvėje)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	Labas rytas!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	ar gerai miegojai?	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	beveik nesimato	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	priešingai, sunkiai galėjau užmigti	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	bet kodėl?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	gal jaudinatės dėl pirmosios IJK dienos?	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	ne visai	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	visą naktį, visą naktį	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	labai garsiai knarkė	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	tik kažkas labai garsiai knarkė visą naktį	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	netrukdyk man	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	ir tai mane labai vargino	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	ar tu to negirdėjai	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	visai ne, giliai miegojau	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	ar pamiršau tau pasakyti, kad ~?	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	ausis, kamštukas, ausų kamštukai	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	verta naudoti ausų kištukus	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	verta naudoti ~	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	pasakė, kad verta naudoti ausų kištukus	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	kai miegate masiniame namelyje (avarijos vietoje)	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	aišku taip	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	o, vargšė Katty!	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	apie ką tu šneki?	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	apie tave	about you	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	glamonėti, glostantis vardas, slapyvardis	to caress, caressing name, nickname	grupo	alternativoj	prononco
level	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	su -ĉjo arba -njo, galima sukurti slapyvardžius esperanto kalba	with -ĉjo or -njo, it is possible to create nicknames in Esperanto	grupo	alternativoj	prononco
level	ha, jes, mi iam legis pri tio	aha, kažkada skaičiau apie tai	ah, yes, I once read about it	grupo	alternativoj	prononco
level	kaj vi do estus Injo?	ir tada tu būtum Injo?	and then you would be Injo?	grupo	alternativoj	prononco
level	se vi volas iri tien	jei nori eik ten	if you want go there	grupo	alternativoj	prononco
level	kioma horo estas nun?	kiek dabar valandų?	what time is it now?	grupo	alternativoj	prononco
level	jam estas kvin minutoj antaŭ la deka	jau penkios minutės iki dešimties	it's already five minutes to ten	grupo	alternativoj	prononco
