C.mn content.tsv
Level	Esperanto	mn	en-us	Grupo	Alternativoj	Pronoco
level	lastanokte	(at) өнгөрсөн шөнө	(at) last night	grupo	alternativoj	prononco
level	pafi	буудах, буудах	to shoot, to fire	grupo	alternativoj	prononco
level	aprobi	батлах	to approve	grupo	alternativoj	prononco
level	kutime	ихэвчлэн, ихэвчлэн	ordinarily, usually	grupo	alternativoj	prononco
level	reala	жинхэнэ	real	grupo	alternativoj	prononco
level	kolekti	цуглуулах	to collect	grupo	alternativoj	prononco
level	okulvitroj	нүдний шил, нүдний шил, нүдний шил	eye-glasses, spectacles, glasses	grupo	alternativoj	prononco
level	rolo	үүрэг, үүрэг, хэсэг	role, a role, a part	grupo	alternativoj	prononco
level	rifuzi	татгалзах	to refuse	grupo	alternativoj	prononco
level	riproĉi	зэмлэх, зэмлэх, зэмлэх, зэмлэх	to reproach, to reprimand, to rebuke, to scold	grupo	alternativoj	prononco
level	fakturo	нэхэмжлэх, нэхэмжлэх	an invoice, a bill	grupo	alternativoj	prononco
level	sun-floro	наран цэцэг	a sun-flower	grupo	alternativoj	prononco
level	peli	түлхэх, жолоодох, хөөх, түлхэх	to propel, to drive, to chase, to impel	grupo	alternativoj	prononco
level	bluzo	цамц	a blouse	grupo	alternativoj	prononco
level	ĉial	бүх шалтгаанаар	for every reason	grupo	alternativoj	prononco
level	pluvi	бороо орох	to rain	grupo	alternativoj	prononco
level	deserto	амттан, хоолны дараа	a dessert, an afters	grupo	alternativoj	prononco
level	regno	хаант улс, хаант улс	a kingdom, a realm	grupo	alternativoj	prononco
level	bedaŭrinda	харамсмаар, өрөвдмөөр	regrettable, deplorable	grupo	alternativoj	prononco
level	nenial	ямар ч шалтгаангүйгээр, ямар ч шалтгаангүйгээр	for no reason, not for any reason	grupo	alternativoj	prononco
level	indulgi	зөөлөн байх (хамт), өөгшүүлэх	to be lenient (with), to indulge	grupo	alternativoj	prononco
level	ĉiĉerono	цицерон, аялалын хөтөч, доцент	a cicerone, a tour guide, a docent	grupo	alternativoj	prononco
level	krano	цорго, усны цорго	a tap, a faucet	grupo	alternativoj	prononco
level	prezidi	удирдах	to preside over	grupo	alternativoj	prononco
level	najbara	хөрш	neighboring	grupo	alternativoj	prononco
level	kruciĝejo	хөндлөн гарц	a crossway	grupo	alternativoj	prononco
level	polvo	тоос, тоос	dust, a dust	grupo	alternativoj	prononco
level	ĉapitro	бүлэг, бүлэг	chapter, a chapter	grupo	alternativoj	prononco
level	reklamo	зар сурталчилгаа	an advertisement	grupo	alternativoj	prononco
level	pia	сүсэгтэн	pious	grupo	alternativoj	prononco
level	lastjare	өнгөрсөн жил	last year	grupo	alternativoj	prononco
level	vojmontrilo	тэмдэглэгээ, тэмдэг	a landmark, a signpost	grupo	alternativoj	prononco
level	kelo	зоорь, подвал	a cellar, a basement	grupo	alternativoj	prononco
level	firma	хатуу, тогтвортой	firm, stable	grupo	alternativoj	prononco
level	eks-	(prefix) хуучин, хуучин	(prefix)  ex-, former	grupo	alternativoj	prononco
level	kilogramo	килограмм	a kilogram	grupo	alternativoj	prononco
level	frago	гүзээлзгэнэ	a strawberry	grupo	alternativoj	prononco
level	pato	хайруулын таваг	a frying pan	grupo	alternativoj	prononco
level	delikata	эмзэг, эмзэг	delicate, sensitive	grupo	alternativoj	prononco
level	ĉasi	араас нь хөөх, хөөцөлдөх, ан хийх	to chase after, to pursue, to hunt	grupo	alternativoj	prononco
level	verdire	үнэнийг хэлэх	to tell the truth	grupo	alternativoj	prononco
level	pra-	цаг хугацааны хувьд алслагдсан байдал, балар эртний, өмнөх, агуу их-	remoteness in time, prehistorical, fore-, greatgrand-	grupo	alternativoj	prononco
level	matura	боловсорсон, боловсорсон	mature, ripe	grupo	alternativoj	prononco
level	kulerego	хувин, том халбага	bucket, a large spoon	grupo	alternativoj	prononco
level	konduti	биеэ авч явах, биеэ авч явах	to conduct oneself, to behave	grupo	alternativoj	prononco
level	vere	үнэхээр, чин сэтгэлээсээ, үнэхээр	really, genuinly, truly	grupo	alternativoj	prononco
level	mis-	(prefix) буруу	(prefix)  mis-	grupo	alternativoj	prononco
level	kvieta	чимээгүй, тайван	quiet, calm	grupo	alternativoj	prononco
level	funkcii	ажиллах, ажиллах, ажиллах	to function, to operate, to work	grupo	alternativoj	prononco
level	konvena	тохиромжтой, тохиромжтой	appropriate, suitable	grupo	alternativoj	prononco
level	turisto	жуулчин	a tourist	grupo	alternativoj	prononco
level	honti	ичих	to be ashamed	grupo	alternativoj	prononco
level	averti	сэрэмжлүүлэх, сэрэмжлүүлэх	to warn, to caution	grupo	alternativoj	prononco
level	turismo	аялал жуулчлал	tourism	grupo	alternativoj	prononco
level	stumpo	хожуул, бөгс (тамхи)	a stump, a butt (cigarret)	grupo	alternativoj	prononco
level	trinkmono (gratifiko)	цай (шагнал), урамшуулал	a tip (bonus), a gratuity	grupo	alternativoj	prononco
level	pacienca	тэвчээртэй	patient	grupo	alternativoj	prononco
level	mieno	(нүүрний) илэрхийлэл	a (facial) expression	grupo	alternativoj	prononco
level	pensio	тэтгэвэр, аннуитет	pension, annuity	grupo	alternativoj	prononco
level	princo	ханхүү	a prince	grupo	alternativoj	prononco
level	sorto	хувь заяа, хувь тавилан, хувь тавилан	destiny, fate, fortune	grupo	alternativoj	prononco
level	-end-	(suffix) үүрэг	(suffix)  obligation	grupo	alternativoj	prononco
level	longaj ŝtrumpoj	урт оймс	long stockings	grupo	alternativoj	prononco
level	barbo	сахал	beard	grupo	alternativoj	prononco
level	-ing-	(suffix) урт эзэмшигч, залгуур	(suffix)  long holder, socket	grupo	alternativoj	prononco
level	bongusta	амттай, сайхан амттай	delicious, good-tasted	grupo	alternativoj	prononco
level	flegi	асрах, асрах	to take care of, to nurse	grupo	alternativoj	prononco
level	-njo	(suffix) гэрийн тэжээвэр амьтны эмэгтэй нэр	(suffix)  female pet name	grupo	alternativoj	prononco
level	-ĉjo	(suffix) гэрийн тэжээвэр амьтны эрэгтэй нэр	(suffix)  male pet name	grupo	alternativoj	prononco
level	plugi	хагалах, хагалах, газар хагалах	to plow, to plough, to till	grupo	alternativoj	prononco
level	amletero	хайрын захидал	a loveletter	grupo	alternativoj	prononco
level	glaso da	нэг шил	a glass of	grupo	alternativoj	prononco
level	valo	хөндий	a valley	grupo	alternativoj	prononco
level	taso da	аяга	a cup of	grupo	alternativoj	prononco
level	ŝarĝo	ачаа, ачаалал, төлбөр	a burden, a load, a charge	grupo	alternativoj	prononco
level	bufedo	буфет	a buffet	grupo	alternativoj	prononco
level	avino	эмээ	a grandmother	grupo	alternativoj	prononco
level	guto	дусал, дусал	a drop, a drip	grupo	alternativoj	prononco
level	estingi	унтраах, унтраах	to put out, to extinguish	grupo	alternativoj	prononco
level	feliĉe	баяртайгаар	happily	grupo	alternativoj	prononco
level	gorĝo	хоолой	a throat	grupo	alternativoj	prononco
level	serpento	могой	a snake	grupo	alternativoj	prononco
level	klare	тодорхой	clearly	grupo	alternativoj	prononco
level	alveni	хүрэх, авах	to arrive, to get	grupo	alternativoj	prononco
level	aldoni	нэмэх	to add	grupo	alternativoj	prononco
level	vesti (sin)	хувцаслах (өөрийгөө), өмсөх	to dress (oneself), to put on	grupo	alternativoj	prononco
level	vosto	сүүл	a tail	grupo	alternativoj	prononco
level	alporti	авчрах, авчрах	to bring, to fetch	grupo	alternativoj	prononco
level	vestiblo	үүдний танхим (хувцаслалт тайлах), үүдний танхим, үүдний танхим	a lobby (putting dress off), entrance hall, vestibule	grupo	alternativoj	prononco
level	korno	эвэр, хутгуур, клаксон	a horn, hooter, klaxon	grupo	alternativoj	prononco
level	avara	шуналтай, харамч	greedy, avarious	grupo	alternativoj	prononco
level	ebla	боломжтой, боломжтой	possible, able	grupo	alternativoj	prononco
level	eble	магадгүй, магадгүй, магадгүй	perhaps, possibly, maybe	grupo	alternativoj	prononco
level	balai	урсгал руу	to sweep	grupo	alternativoj	prononco
level	kompreneble	Мэдээжийн хэрэг (ойлгомжтой)	of course (understandably)	grupo	alternativoj	prononco
level	glitkuri	тэшүүрээр гулгах, гулгах	to skate, to sliding-run	grupo	alternativoj	prononco
level	sketi (glitkuri)	тэшүүрээр гулгах (мөсөн гулгалт)	to skate (ice skating)	grupo	alternativoj	prononco
level	ŝvito	хөлс, хөлс, хөлс	sweat, a sweat, perspiration	grupo	alternativoj	prononco
level	nenies	хэн ч биш, хэн ч биш	nobody's, no-one's	grupo	alternativoj	prononco
level	simili	төстэй харагдах, төстэй байх	to look similar, to resemble	grupo	alternativoj	prononco
level	kameno	задгай зуух, голомт	a fireplace, a hearth	grupo	alternativoj	prononco
level	portebla	зөөврийн	portable	grupo	alternativoj	prononco
level	memkomprenebla	ойлгомжтой, мэдээжийн хэрэг	evident, of course	grupo	alternativoj	prononco
level	prezidanto	дарга, ерөнхийлөгч	a chairman, a president	grupo	alternativoj	prononco
level	pluraj	хэд хэдэн	several	grupo	alternativoj	prononco
level	kongresnumero	конгрессын бүртгэлийн дугаар	a registering number in a congress	grupo	alternativoj	prononco
level	UK (U.K.)	Бүх нийтийн конгресс (эсперанто)	the Universal Congress (of Esperanto)	grupo	alternativoj	prononco
level	surda	дүлий	deaf	grupo	alternativoj	prononco
level	UEA (U.E.A)	Universal Esperanto-Association	the Universal Esperanto-Association	grupo	alternativoj	prononco
level	ordi	цэгцлэх, юмыг эмх цэгцтэй болгох	to arrange, to make things in order	grupo	alternativoj	prononco
level	fraŭlino	эр хүн, гэрлээгүй эмэгтэй, мисс.	a maden, unmarried woman, Miss.	grupo	alternativoj	prononco
level	ringo	бөгж	a ring	grupo	alternativoj	prononco
level	pasaĝerŝipo	зорчигч тээврийн хөлөг онгоц	a passenger ship	grupo	alternativoj	prononco
level	kongreslibro	их хурлын ном	a congress book	grupo	alternativoj	prononco
level	beko	хошуу, дэвсгэрт	a beak, a bill	grupo	alternativoj	prononco
level	libroservo	номын дэлгүүр (конгресст)	a bookshop (in a congress)	grupo	alternativoj	prononco
level	libroŝranko	номын тавиур	a book shelf	grupo	alternativoj	prononco
level	kapkuseno	дэр	a pillow	grupo	alternativoj	prononco
level	cindro	үнс, үнс	ash, cinder	grupo	alternativoj	prononco
level	artikolo	нийтлэл (сэтгүүл, сонин)	an article (magazine, newspaper)	grupo	alternativoj	prononco
level	nombri	тоолох, тоолох	to number, to count	grupo	alternativoj	prononco
level	duobla	давхар	double	grupo	alternativoj	prononco
level	duoble	хоёр дахин, хоёр дахин	twice, doubly	grupo	alternativoj	prononco
level	dekobla	арав дахин	of ten-fold	grupo	alternativoj	prononco
level	ĉapo	малгай	a cap	grupo	alternativoj	prononco
level	dekoblo	арав дахин, арав дахин	ten-fold, ten times	grupo	alternativoj	prononco
level	kasedo	кассет	a cassette	grupo	alternativoj	prononco
level	dekoble	арав дахин их (олон)	ten times as much (many)	grupo	alternativoj	prononco
level	jesuo	Есүс	Jesus	grupo	alternativoj	prononco
level	poluro	өнгөлөх, өнгөлөх	polish, polishment	grupo	alternativoj	prononco
level	tusi	ханиалгах	to cough	grupo	alternativoj	prononco
level	pinglo	зүү, зүү	pin, needle	grupo	alternativoj	prononco
level	buĝeto	төсөв (=budĝeto)	a budget (=budĝeto)	grupo	alternativoj	prononco
level	duono	хагас	an half	grupo	alternativoj	prononco
level	subjekto	сэдэв	a subject	grupo	alternativoj	prononco
level	pesi	жинг хэмжих, жинлэх	to measure weight, to weigh	grupo	alternativoj	prononco
level	ĉiutage	өдөр бүр, өдөр бүр	every day, daily	grupo	alternativoj	prononco
level	lanterno	дэнлүү	a lantern	grupo	alternativoj	prononco
level	tagmanĝo	үдийн хоол, үдийн хоол	a lunch, midday meal	grupo	alternativoj	prononco
level	importi	импортлох	to import	grupo	alternativoj	prononco
level	duona	хагас(ly)	half(ly)	grupo	alternativoj	prononco
level	dekono	аравны нэг	a tenth	grupo	alternativoj	prononco
level	skrapi	хусах, маажих	to scrape, to scratch	grupo	alternativoj	prononco
level	kvarono	дөрөвний нэг, дөрөвний нэг	a quarter, one fourth	grupo	alternativoj	prononco
level	triono	гуравны нэг, гуравны нэг	a third, one third	grupo	alternativoj	prononco
level	pezi	жинлэх (тодорхой хэмжээний жинтэй байх)	to weigh (to have a heaviness of an amount)	grupo	alternativoj	prononco
level	naztuko	алчуур (=kajertuko)	a handkerchief (=kajertuko)	grupo	alternativoj	prononco
level	bantuko	ванны алчуур	a bath towel	grupo	alternativoj	prononco
level	littuko	орны даавуу	a bed sheet	grupo	alternativoj	prononco
level	terure	аймшигтай, аймшигтай	terribly, awfully	grupo	alternativoj	prononco
level	kvaropo	дөрөв, дөрөв	a foursome, a quadruple	grupo	alternativoj	prononco
level	tualeto	бие засах газар (хувцаслалт)	a toilet (attire)	grupo	alternativoj	prononco
level	pardono	өршөөл, өршөөл, өршөөл	forgiveness, pardon, absolution	grupo	alternativoj	prononco
level	kuvo	ванн, ванн, сав	a tub, a bath, a vat	grupo	alternativoj	prononco
level	vizitadi	байнга зочлох, ойр ойрхон очих	to visit regularily, to frequent	grupo	alternativoj	prononco
level	esplori	судлах, судлах	to explore, to investigate	grupo	alternativoj	prononco
level	regali	баярлуулах, эмчлэх, зугаацуулах	to regale, to treat, to entertain	grupo	alternativoj	prononco
level	diskuti	хэлэлцэх	to discuss	grupo	alternativoj	prononco
level	propagandi	суртал ухуулга хийх, сурталчлах	to make propaganda, to advertise	grupo	alternativoj	prononco
level	kudrilo	оёдлын зүү	a sewing needle	grupo	alternativoj	prononco
level	ŝoveli	хүрз хийх	to shovel	grupo	alternativoj	prononco
level	aplaŭdo	алга ташилт, магтаал	an applause, acclamation	grupo	alternativoj	prononco
level	malsata	өлсөж байна	hungry	grupo	alternativoj	prononco
level	esprimi	илэрхийлэх	to express	grupo	alternativoj	prononco
level	subtaso	таваг	a saucer	grupo	alternativoj	prononco
level	traduko	орчуулга	a translation	grupo	alternativoj	prononco
level	kopiilo	хувилагч машин, хувилагч	a copying machine, a copier	grupo	alternativoj	prononco
level	provizo	хангамж, нөөц, хангамж	a provision, a stock, a supply	grupo	alternativoj	prononco
level	traduki	орчуулах	to translate	grupo	alternativoj	prononco
level	terglobo	дэлхийн бөмбөрцөг	the earth globe	grupo	alternativoj	prononco
level	breto	тавиур	a shelf	grupo	alternativoj	prononco
level	sekreti	нууц хадгалах	to keep secrets	grupo	alternativoj	prononco
level	ekonomio	эдийн засаг, эдийн засаг	economy, an economy	grupo	alternativoj	prononco
level	evolui	хөгжих	to evolve	grupo	alternativoj	prononco
level	ĉambristo	гэрийн үйлчлэгч	a housekeeper	grupo	alternativoj	prononco
level	dimanĉe	бүтэн сайнд	on Sunday	grupo	alternativoj	prononco
level	pruntedoni	зээл олгох	to lend	grupo	alternativoj	prononco
level	veturado	аялалд явж байна	going on a ride	grupo	alternativoj	prononco
level	ĥoro	найрал дуу, найрал дуу	a choir, a chorus	grupo	alternativoj	prononco
level	pruntepreni	зээлж авах	to borrow and take	grupo	alternativoj	prononco
level	vestaĵo	хувцас	clothes	grupo	alternativoj	prononco
level	rapide	хурдан, хурдан, хурдан	rapidly, quickly, swiftly	grupo	alternativoj	prononco
level	urbomezo	хотын төв	a center of a city	grupo	alternativoj	prononco
level	tridekjara	30 настай	30 years old	grupo	alternativoj	prononco
level	tiuokaze	энэ тохиолдолд	in that case	grupo	alternativoj	prononco
level	sekigi	хуурайшуулах	to dry	grupo	alternativoj	prononco
level	varmigi	дулаацуулах, дулаацуулах, халаах	to make warm, to keep warm, to heat	grupo	alternativoj	prononco
level	surloka	газар	at the place	grupo	alternativoj	prononco
level	supren	дээшээ	upward	grupo	alternativoj	prononco
level	subakvigi	живэх, живэх	to sink, to make sink	grupo	alternativoj	prononco
level	foto	гэрэл зураг, гэрэл зураг	a photo, photograph	grupo	alternativoj	prononco
level	sovaĝejo	цөл	a wilderness	grupo	alternativoj	prononco
level	skribotablo	бичих ширээ	a writing table	grupo	alternativoj	prononco
level	varmiĝi	дулаацах	to become warm	grupo	alternativoj	prononco
level	klarigi	тайлбарлах, тодруулах	to explain, to clarify	grupo	alternativoj	prononco
level	sentimulo	айдасгүй хүн	a fearless man	grupo	alternativoj	prononco
level	krepusko	бүрэнхий, бүрэнхий	a twilight, a dusk	grupo	alternativoj	prononco
level	laciga	өмсөх, ядрах, ядрах	wearing, tiring, causing fatigue	grupo	alternativoj	prononco
level	senkolora	өнгөгүй	colorless	grupo	alternativoj	prononco
level	senbrue	чимээ шуугиангүй	without noise	grupo	alternativoj	prononco
level	lernigi	сургах, сургах	to make learning, to teach	grupo	alternativoj	prononco
level	ŝuldi	өртэй байх	to owe	grupo	alternativoj	prononco
level	sekreta	нууц	secret	grupo	alternativoj	prononco
level	finigi	дуусгах, дуусгах	to make an end, to finish	grupo	alternativoj	prononco
level	salto	үсрэлт	a jump	grupo	alternativoj	prononco
level	finiĝi	дуусах, дуусах, дуусах	to become finished, to end, to come to an end	grupo	alternativoj	prononco
level	malvarmiĝi	хүйтэн болох	to become cold	grupo	alternativoj	prononco
level	rideto	инээмсэглэл	a smile	grupo	alternativoj	prononco
level	sidiĝi	суух	to sit down	grupo	alternativoj	prononco
level	repaciĝo	дахин амар амгалан болж байна	becoming peaceful again	grupo	alternativoj	prononco
level	redoni	буцааж өгөх	to give back	grupo	alternativoj	prononco
level	stariĝi	босох, босох, босох	to get up, to rise, to stand up	grupo	alternativoj	prononco
level	rapidege	маш хурдан	very quickly	grupo	alternativoj	prononco
level	servo	үйлчилгээ, үйлчилгээ	service, a service	grupo	alternativoj	prononco
level	konsideri	авч үзэх	to consider	grupo	alternativoj	prononco
level	promenejo	зугаалах газар	a promenade	grupo	alternativoj	prononco
level	komenciĝi	эхлэх, эхлэх	to get started, to begin	grupo	alternativoj	prononco
level	plibeligi	сайхан болгох (дэлгэрэнгүй)	to beautify (more)	grupo	alternativoj	prononco
level	perdigi	төөрөлдүүлэх	to make to get lost	grupo	alternativoj	prononco
level	ordigi	захиалга хийх	to make ordered	grupo	alternativoj	prononco
level	maristo	далайчин, далайчин, далайчин	a seaman, a sailor, a mariner	grupo	alternativoj	prononco
level	neinteresa	сонирхолтой биш	not interesting	grupo	alternativoj	prononco
level	naturaĵo	байгалийн зүйл	a natural thing	grupo	alternativoj	prononco
level	fariĝi ~	~ болох	to become ~	grupo	alternativoj	prononco
level	multpieda	олон хөлт	many-footed	grupo	alternativoj	prononco
level	moviĝi	нүүх (холдох), өөр газар нүүх	to move (away), to move into another place	grupo	alternativoj	prononco
level	konatiĝi (kun)	танилцах (танилцах)	to get acquainted (with)	grupo	alternativoj	prononco
level	morgaŭa	маргааш	tomorrow's	grupo	alternativoj	prononco
level	ekzameni	шалгах	to examine	grupo	alternativoj	prononco
level	malŝati	үзэн ядах, дургүй байх	to hate, do not like	grupo	alternativoj	prononco
level	plenigi	дүүргэх, дүүргэх	to fill up, to fill in	grupo	alternativoj	prononco
level	malĝoja	гунигтай	sad	grupo	alternativoj	prononco
level	frosto	хяруу, хяруу, хөлдөлт, хүйтэн жавар	frost, a frost, freeze, freezing cold	grupo	alternativoj	prononco
level	manplato	далдуу, далдуу	palm, a palm	grupo	alternativoj	prononco
level	maltrankvila	түгшсэн	anxious	grupo	alternativoj	prononco
level	respubliko	бүгд найрамдах улс	a republic	grupo	alternativoj	prononco
level	malseka	нойтон	wet	grupo	alternativoj	prononco
level	malsaniĝi	өвчтэй болох	to become ill	grupo	alternativoj	prononco
level	aliĝi	нэгдэх	to join	grupo	alternativoj	prononco
level	malplaĉa	эвгүй	uncomfortable	grupo	alternativoj	prononco
level	malofte	ховор	rarely	grupo	alternativoj	prononco
level	malmulto	цөөхөн	few	grupo	alternativoj	prononco
level	rezignigi	огцруулах, хүчээр огцруулах	to make to resign, to force resign	grupo	alternativoj	prononco
level	filmo	кино, кино	a film, a motion picture	grupo	alternativoj	prononco
level	malmulte	цөөхөн	in few	grupo	alternativoj	prononco
level	terni	найтаах	to sneeze	grupo	alternativoj	prononco
level	fermigi	хаах болгох	to make to close	grupo	alternativoj	prononco
level	malkontentigi	залхаах	to annoy	grupo	alternativoj	prononco
level	malfrui	Хоцорсон байх	to be late	grupo	alternativoj	prononco
level	malforta	сул	weak	grupo	alternativoj	prononco
level	fermiĝi	хаалттай болох, хаагдах	to become closed, to be closed	grupo	alternativoj	prononco
level	malfacila	хэцүү	difficult	grupo	alternativoj	prononco
level	alkoholaĵo	архи, согтууруулах ундаа	liquor, alcoholic beverage	grupo	alternativoj	prononco
level	difini	тодорхойлох	to define	grupo	alternativoj	prononco
level	malagrabla	тааламжгүй	unpleasant	grupo	alternativoj	prononco
level	anstataŭigi	солих, оронд нь тавих, орлуулах	to replace, to put in place of, to substitute	grupo	alternativoj	prononco
level	laboristo	ажилчин	a worker	grupo	alternativoj	prononco
level	koncerni	санаа зовох	to concern	grupo	alternativoj	prononco
level	sciigi	мэдэгдэх, мэдээлэх, хуваалцах, мэдэгдэх	to let know, to inform, to share, to notify	grupo	alternativoj	prononco
level	planti	тарих	to plant	grupo	alternativoj	prononco
level	politiko	бодлого, улс төр	a policy, politics	grupo	alternativoj	prononco
level	kunporti	дагуулах	to bring along	grupo	alternativoj	prononco
level	amikiĝi (kun ~)	нөхөрлөх (~-тай)	to make friends (with ~)	grupo	alternativoj	prononco
level	korpoforto	биеийн хүч	physical strength	grupo	alternativoj	prononco
level	klarigo	тайлбар	an explanation	grupo	alternativoj	prononco
level	dividi	хуваах, хуваах	to divide, to share	grupo	alternativoj	prononco
level	armi	зэвсэглэх	to arm	grupo	alternativoj	prononco
level	karulino	хонгор минь	a darling	grupo	alternativoj	prononco
level	intervidiĝi	бие биенээ харах	to see each other	grupo	alternativoj	prononco
level	instruistino	эмэгтэй багш	a female teacher	grupo	alternativoj	prononco
level	ŝlosilo	түлхүүр	a key	grupo	alternativoj	prononco
level	ideoriĉa	төсөөлөлтэй	imaginative	grupo	alternativoj	prononco
level	falsi	хуурамчаар үйлдэх, хуурамчаар үйлдэх, хуурамчаар үйлдэх, хуурамчаар үйлдэх	to falsify, to fake, to forge, to counterfeit	grupo	alternativoj	prononco
level	ŝuoj	гутал	shoes	grupo	alternativoj	prononco
level	homformo	хүний нэг хэлбэр	a form of a person	grupo	alternativoj	prononco
level	scipovi	яаж мэдэх вэ	to know how	grupo	alternativoj	prononco
level	haltigi	зогсооход хүргэх	to cause stop	grupo	alternativoj	prononco
level	spezi	мөнгө гүйлгээ хийх	to transact money	grupo	alternativoj	prononco
level	grandula	аварга том	giant's	grupo	alternativoj	prononco
level	grafino	гүнж	a countess	grupo	alternativoj	prononco
level	supra	дээд	upper	grupo	alternativoj	prononco
level	gondolisto	гондолист	a gondolist	grupo	alternativoj	prononco
level	paŭzi	түр зогсоох, завсарлах, амрах	to pause, to break, to take a rest	grupo	alternativoj	prononco
level	gefrato	ах дүүс	siblings	grupo	alternativoj	prononco
level	sandviĉo	нэг Сэндвич	a sandwich	grupo	alternativoj	prononco
level	knedi	холих, зуурах, ажиллах	to mix, to knead, to work into	grupo	alternativoj	prononco
level	fuŝparoli	буруу ярих	to speak wrongly	grupo	alternativoj	prononco
level	ekzerci	дасгал хийх, сургах, өрөмдөх, дасгал хийх	to exercise, to train, to drill, to practice	grupo	alternativoj	prononco
level	fine	төгсгөлд нь	at the end	grupo	alternativoj	prononco
level	verŝajne	магадгүй, бололтой	probably, apparently	grupo	alternativoj	prononco
level	familiano	гэр бүлийн гишүүн	a family member	grupo	alternativoj	prononco
level	energio	энерги юм	an energy	grupo	alternativoj	prononco
level	faligi	унах, гүйх	to cause falling, to run over	grupo	alternativoj	prononco
level	aparato	төхөөрөмж, машин, төхөөрөмж	an apparatus, machine, device	grupo	alternativoj	prononco
level	informo	мэдээлэл	an information	grupo	alternativoj	prononco
level	eniri	орох	to go in	grupo	alternativoj	prononco
level	saluton!	Сайн уу!	hello!	grupo	alternativoj	prononco
level	ekvidi	харж эхлэх	to start seeing	grupo	alternativoj	prononco
level	balancilo	савлуур, тэнцвэр	a swing, a balance	grupo	alternativoj	prononco
level	ekstervoje	гарах замдаа	on the way out	grupo	alternativoj	prononco
level	flugilo	далавч	a wing	grupo	alternativoj	prononco
level	ekrigardi	хайж эхлэх	to start looking	grupo	alternativoj	prononco
level	laŭtparolilo	чанга яригч	a speaker	grupo	alternativoj	prononco
level	ekmire	гайхалтай	wonderously	grupo	alternativoj	prononco
level	dumtage	өдөр	at day	grupo	alternativoj	prononco
level	socio	нийгэм	a society	grupo	alternativoj	prononco
level	doloriga	өвдөлт үүсгэдэг	causing pain	grupo	alternativoj	prononco
level	laborilo	ажлын хэрэгсэл	a tool for work	grupo	alternativoj	prononco
level	devojiĝi	төөрч явах	to go astray	grupo	alternativoj	prononco
level	banujo	ванн (=банкуво)	a bathtub (=bankuvo)	grupo	alternativoj	prononco
level	afiŝo	зурагт хуудас, нийтлэл, нийтлэл	a poster, a post, an article	grupo	alternativoj	prononco
level	ellitiĝi	орноосоо босох, босох	to get out of bed, to get up	grupo	alternativoj	prononco
level	signifi	гэсэн утгатай, илэрхийлэх, илэрхийлэх	to mean, to signify, to imply	grupo	alternativoj	prononco
level	tondilo	хайч	scissors	grupo	alternativoj	prononco
level	besteto	бяцхан амьтан	a little animal	grupo	alternativoj	prononco
level	pasio	хүсэл тэмүүлэл	passion	grupo	alternativoj	prononco
level	bedaŭrinde	харамсалтай нь	unfortunately	grupo	alternativoj	prononco
level	ekdormi	унтах	to fall asleep	grupo	alternativoj	prononco
level	aĉodora	муухай үнэртэй	bad smelling	grupo	alternativoj	prononco
level	tranĉilo	хутга	a knife	grupo	alternativoj	prononco
level	rano	мэлхий	a frog	grupo	alternativoj	prononco
level	arboplena	модоор дүүрэн	full of trees	grupo	alternativoj	prononco
level	vespere	орой	in the evening	grupo	alternativoj	prononco
level	temo	сэдэв, сэдэв	a theme, a topic	grupo	alternativoj	prononco
level	antaŭeniri	урагшлах	to go ahead	grupo	alternativoj	prononco
level	kalkulilo	тооцоолуур	a calculator	grupo	alternativoj	prononco
level	amikino	найз охин	a girl friend	grupo	alternativoj	prononco
level	alilanda	гадаад	foreign	grupo	alternativoj	prononco
level	kovrilo	бүрээс, гэрэл, хөнжил	a cover, a lit, a blanket	grupo	alternativoj	prononco
level	menuo	цэс	a menu	grupo	alternativoj	prononco
level	informilo	мэдээллийн хуудас, зарлал	a newsletter, an anouncement	grupo	alternativoj	prononco
level	Venecia	Венеци	Venice	grupo	alternativoj	prononco
level	teroro	аймшиг	a terror	grupo	alternativoj	prononco
level	doĝo	нохой, дэд ван	a doge, a viceroy	grupo	alternativoj	prononco
level	kvanto	тоо хэмжээ, хэмжээ	quantity, amount	grupo	alternativoj	prononco
level	batilo	сарьсан багваахай (цохих)	a bat (to hit)	grupo	alternativoj	prononco
level	kvalito	чанар, өмч	quality, property	grupo	alternativoj	prononco
level	laŭte	чанга, чанга	loudly, aloud	grupo	alternativoj	prononco
level	-ut-	(suffix) нөхцөлт идэвхгүй	(suffix)  conditional passive	grupo	alternativoj	prononco
level	kristnasko	Зул сарын баяр	Christmas	grupo	alternativoj	prononco
level	vivo	амьдрал	a life	grupo	alternativoj	prononco
level	freneza	галзуу, галзуу, галзуу	crazy, insane, mad	grupo	alternativoj	prononco
level	solvi	шийдвэрлэх, уусгах	to solve, to dissolve	grupo	alternativoj	prononco
level	rilate al	холбоотой	relating to	grupo	alternativoj	prononco
level	fi!	новш!	shit!	grupo	alternativoj	prononco
level	rideti	инээмсэглэх нь	to smile	grupo	alternativoj	prononco
level	temas pri	Энэ нь тухай юм	it is about	grupo	alternativoj	prononco
level	alilande	гадаадад	abroad	grupo	alternativoj	prononco
level	pli-malpli	их эсвэл бага	more or less	grupo	alternativoj	prononco
