B.ja-jp content.tsv
Level	Esperanto	ja-jp	en-us	Grupo	Alternativoj	Pronoco
level	sed la grava afero dum IJK estas ~	でも、青年大会の期間中に大切なのは	but the important thing during IJK is ~	grupo	alternativoj	prononco
level	venas de multaj diversaj landoj	さまざまな国から来る	comes from many different countries	grupo	alternativoj	prononco
level	estas ke la partoprenantoj venas de diversaj landoj	参加者が様々な国から来るということ	is that the participants come from different countries	grupo	alternativoj	prononco
level	pro tiu mikso de diversaj homoj	いろいろな人がこうやって混ざり合うことで	because of that mix of different people	grupo	alternativoj	prononco
level	estas bona etoso, kiu tre plaĉas al mi	雰囲気がいいんだけど、私はそれがすごく好き	it's a good atmosphere that I like very much	grupo	alternativoj	prononco
level	bone, sonas interese	いいですね、面白そうですね	all right, sounds like interest	grupo	alternativoj	prononco
level	mi pripensos	私が検討してみます	I will think about	grupo	alternativoj	prononco
level	certe	ぜひ（間違いなく）	for sure	grupo	alternativoj	prononco
level	tamen, problemo estas ~	でも問題は〜です	however, a problem is ~	grupo	alternativoj	prononco
level	tiom da mono	それだけのお金	that much money	grupo	alternativoj	prononco
level	mi ne havas tiom da mono nun	私は今、それだけのお金がない	I don't have that much money right now	grupo	alternativoj	prononco
level	problemo estas ke mi ne havas tiom da mono	問題は、私にその分のお金がないことだ	problem is I don't have that much money	grupo	alternativoj	prononco
level	mi komprenas, sed ne estus multe-koste	理解できるが、しかし、それほど費用はかからないだろう。	I understand, but it wouldn't cost much	grupo	alternativoj	prononco
level	ne estus multe-koste, mia-krede	私の考えでは、それほど費用はかからないと思う。	it would not be much expensive, I believe	grupo	alternativoj	prononco
level	tabelo de kotizo de programeroj	各プログラムの料金表	a table of fees of programs	grupo	alternativoj	prononco
level	jen, se vi rigardas la kotiztabelon	こちらの料金表を見てみると	that is, if you look at the share/fees table	grupo	alternativoj	prononco
level	la kotiztabelo de la IJK-invitilo	IJK招待状の料金表	the share/fees table of IJK-invitation	grupo	alternativoj	prononco
level	vi vidas, ke ~	~であることがわかります。	you find that ~	grupo	alternativoj	prononco
level	temas pri entute nur 50 eŭroj	全部で50ユーロしかかかりません	it's only 50 euros in total	grupo	alternativoj	prononco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	あなたには合計50ユーロしかないことがわかります。	you see that for you it's only 50 euros in total	grupo	alternativoj	prononco
level	se ni dormas surplanke	(笑)床で寝るとなると	if we sleep on the floor	grupo	alternativoj	prononco
level	en ordo	問題なく整理された	all right	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	よし、それは問題なさそうですね。	well, that sounds fine	grupo	alternativoj	prononco
level	sed kio pri la vojaĝo	でも旅行についてはどうするんですか？	but what about the travel	grupo	alternativoj	prononco
level	trajno kostus ĉirkaŭ 70 eŭrojn	電車は70ユーロくらいかかります	a train would cost around 70 euros	grupo	alternativoj	prononco
level	ĉu tio eblus por vi?	あなたにとってそれは可能ですか？	would that be possible for you?	grupo	alternativoj	prononco
level	espereble	希望します（そうであってほしいです）	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	列車では十分に長くかかるようです	but would last long enough by train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	はい、しかし私達は1つか2つの都市で停止する（立ち寄る）ことができます	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
level	dum la vojo	その途中で	along the way	grupo	alternativoj	prononco
level	kaj la tranoktado?	そして宿泊施設は？	and the night stay?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	あなたはそれを支払うつもりですか？	would you pay for it?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	いいえ、私はしませんが、問題はありません	no, not me, but it's not a problem	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	本当にそれは問題ではないですか？	is it really that this is not a problem?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	あなたはそれをどのように解決するつもりですか？	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	その金冠を見せた	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	私、私は後であなたに見せます。	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	しかし、まず第一に、もう少し車を	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	あなたも欲しいですか？	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	はい、ありがとうございます	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	同じカフェの中で	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	何かが続く、それを続ける	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	計画する、計画する、計画する	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	彼女と彼は計画を立て続ける	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	どうぞ（どうぞ～してください）、ここにお茶があります。	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	その間、私は招待状を見ました	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	青年大会(IJK)の招待状を見ました。	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	私は多くのことを理解しましたが、すべてではありません	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	わかりました、わかりました、ただ質問して下さい	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	ここにそれらがあります	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	明確なもの	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	それら、明確でないもの	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	私には明確ではありません	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	入会する, 入会申込書	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	世界エスペラント青年会	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	Pepo, 世界エスペラント青年会のシンボルである鳥	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	泊まる, 宿泊施設	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	団体合宿所 (体育館の床のような場所)	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	入会申込書は入会・加入するための道具である	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	入会申込書、その中にあなたがあなたの名前、住所などを書く。	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	長い、短縮（略）	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	世界エスペラント青年会の略称	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	ペポ(Pepo)は、世界青年会のユーモラスな鳥である。	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	団体合宿所は多数の人が宿泊する場所である。	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	睡眠、睡眠薬、寝袋	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	普通はそこで寝袋を必要とする	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	あなたが説明するのが早すぎました	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	私は全部を把握（理解）できませんでした	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	あまり重要ではない	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	私の考えでは、今はあまり重要ではないと思います。	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	後でもっと話すことができます	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	青年大会(IJK)の招待状についてもっと話してみる。	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	じゃあ、あなたは今その旅行を計画したいんですよね？	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	はい、喜んで	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	そうしてあなたは～を知ることになります	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	費用がそんなにかかるだろう	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	旅行はそれほど費用がかからないことがわかるでしょう。	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	私は知りたいです	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	私は～について知りたいです	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	あなたがどのように宿泊を解決するか	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	私はお金がないので	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	ユースホステル	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	ホテルやユースホステルのためのお金を持っている	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	ここに解決策がある	here's the solution	grupo	alternativoj	prononco
level	pasporto	パスポート	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	Pasporta Servo, エスペラント民泊サービス	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	Pasporta Servo（民泊サービス）という名前の小冊子	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	何のためのサービス？	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	私たちのような人のために	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	経験する, 経験者(堪能な人)	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	人、旅行が好きで、いろいろな国を体験するのが好きなそんな人たち	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	稼ぐ、使う	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	多くのお金を使わずに	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	サービス(あるもの), (その)サービス, そのようなサービス	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	わかりました、ではそのサービスはどのように動作するのですか？	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	私は見る、その本の中には～があることを。	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	多くのアドレス	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	いろんな国のたくさんのアドレスがある	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	そうです、そうです	right, yes!	grupo	alternativoj	prononco
level	je via dispono	あなたが使える（あなたの処分の）	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	それら（それら）すべて	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	実はそれらすべてをあなたが使うことができます	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	意味した、意味	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	「私の処分で」って、どういう意味ですか？	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	~という意味だ	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	客になる、客を迎える、客を迎える	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	準備が整っている、準備が整った状態、準備しなさい	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	それらの住所にいる人々はあなたを客として迎える準備ができている。	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	(人を)知る, 知られる/知られる, 知られるようになる	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	そして、あなたをその地域に知られるように助けてくれる。	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	人々があなたをゲストとして迎え、あなたを助ける準備ができているという意味です。	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	面白そうですね	sounds interesting!	grupo	alternativoj	prononco
level	do	だから	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	誰かが他のエスペラント人の家に泊まるってことですよね？ そうですよね？	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	Paporta Servoを利用した様々な経験談	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	私はいくつかの興味深い経験をしました	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	私はそれを3つの大陸で使用した	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	動作が悪い	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	そして今のところ、非常にうまく動作している	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	素晴らしい！ どこに行こうかな？	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	だから、私の計画は私たちが	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	来る、到着した	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	旅を成功させた後	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	2つの都市でPasporta Servoを使用した後	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	成功した旅行の後、彼らは到着します	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	ほら、見ろよ	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	あそこに大きなエスペラントの旗がある。	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	青年大会(IJK)へようこそというテキストが書かれた記章	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	そうです、そしてその下に〜があります	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	万歳	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	というわけで、私たちはついに到着した	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	私はとても疲れていて、お腹が空いている	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	私たちは〜できると思うか？	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	何かを食べる	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	私たちはすぐに何かを食べることができると思いますか？	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	私はそこに疑問がある（そうではないと思う）。	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	まず私たちは受付されなければ（しなければ）ならない	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	受付で受付されなければならない（しなければならない）。	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	そしてそれは長くかかるかもしれない	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	私の経験によれば、時間がかかる	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	あーあ、あれ？	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	あれが受付の列かな？	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	そんな気がして心配だ	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	~するのはとても完璧ではない。	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	夕方に到着するのはとても完璧だ	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	私たちは人と話すことができる	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	しかし、私たちは行列の中で人と話すことができます。	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	ここで、ロシアから来た友達を見る	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	お腹が空いた、食べたい	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	約2時間後	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	待ち行列で新しい友達や古い友達と一緒に	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	地域の大会組織委員会	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	大会組織委員会のメンバー	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	ようこそ、誰ですか？	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	どこの国の出身ですか？	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	前払いをしましたか？	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	ご提示ください	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	もしそうなら、領収書を見せてください	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	あなたは青年会（TEJO）の会員ですか？	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	ブースで入会する	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	そうでない場合は、次のブースで入会できます。	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	こちらが前納金の領収書です。	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	メンバーシップカードと私たちのパスポート	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	とても良いですね	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	つまり、皆さんが集合宿舎(例えば体育館)に泊まることがわかりますね。	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	そして食事はユースホステルで食べます。	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	これらの情報は正しいですか？	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	はい、完璧です。	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	プログラムや地図などが入ったバッグ	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	お金を払うと、プログラムや地図などが入ったバッグを受け取ることができます。	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	あそこの赤いブースで	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	わかりました、ありがとうございます	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	疲れているけど元気そう	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	あの人たちはとても疲れているように見えます	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	そしてあまりフレンドリーでもない	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	あなたが正しいです	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	しかし、～であることを忘れないでください	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	8時間働いている	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	大会組織委員会はすでにおそらく8時間働いている。	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	あまり休むことなく	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	しかし、大会組織委員会は休みなく働いていることを覚えておいてください。	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	平日はもっとたくさん話す	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	私は確信している	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	彼らはもっと親切だと私は確信している	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	彼らはより親切で、より多くの言葉を話すだろう	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	私たちはそれを見つけよう	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	よし、じゃあ私たちの団体宿舎を探しましょう。	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	そして次に私は何か食べたい	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	青年会(TEJO)のブースにいる女の子を見たか？	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	はい、彼女についてどうですか？	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	あなたは彼女を知っていますか？	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	残念ながらいいえ	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	でも、彼女はとてもきれいですよね？	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	私も同意する	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	でもよくわからない	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	同意するが、理解できない	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	君には女の人の方が好きなの？	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	はい、前に話したかったんです	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	でもなぜか言えなかった	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	女性の方が男性より好きです。	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	外見もそうだし、その他もろもろ。	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	あなたはもしかして？	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	はい、私は同性愛者です	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	人々はまたレズビアンとも言いますね	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	わかりました、私はまったく知りませんでした	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	しかし、あなたが言ったことを嬉しく思います	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	実はあなたが同性愛者であることも嬉しいです	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	あなたは最も優しくて親切なレズビアンです	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	私が知っている最も親切なレズビアン	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	ありがとうございます他の人を知っていますか？	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	しかし、どうやってそれを知っていますか？	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	あの女の子は男性を好むでしょう	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	とにかくその女の子は男性を好むと私は信じています。	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	あなたが話していたあの女の子	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	(見てみれば)わかるよ	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	合宿所で	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	おはようございます（朝の挨拶）	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	よく眠れましたか？	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	ほとんど見えない（ほとんど見えない）	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	逆に、私はほとんど眠れなかった	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	でも、どうして？	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	もしかして君が青年大会（IJK）の初日のことが気になった？	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	いや、そうじゃない	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	一晩中、一晩中	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	一晩中、一晩中、大声でいびきをかいた	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	ただ、誰かが一晩中、とてもうるさくいびきをかいていた。	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	私を悩ませないでください	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	そしてそれは私を大いに悩ませました	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	あなたはそれを聞きませんでしたか？	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	まったく、私は深く眠っていました	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	私があなたに〜と言うのを忘れましたか？	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	耳、入れる、耳栓を入れる	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	耳栓を使うに値する	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	~を使うに値する	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	耳栓を使ったほうがいいと君に言ったんだ。	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	あなたが合宿所で寝るとき	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	確かにそうです	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	ああ、かわいそうなカチョー	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	誰のことですか？	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	あなたについて	about you	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	撫でる(愛撫する), 愛称, ニックネーム	to caress, caressing name, nickname	grupo	alternativoj	prononco
level	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	チョ(-ĉjo)やニョ(-njo)を使って、エスペラントのニックネームを作ることができる	with -ĉjo or -njo, it is possible to create nicknames in Esperanto	grupo	alternativoj	prononco
level	ha, jes, mi iam legis pri tio	あ、はい、私もいつかそれについて読んだことがあります。	ah, yes, I once read about it	grupo	alternativoj	prononco
level	kaj vi do estus Injo?	じゃああなたはイニョ(Injo)でしょうか？	and then you would be Injo?	grupo	alternativoj	prononco
level	se vi volas iri tien	あなたがそこに行きたいなら	if you want go there	grupo	alternativoj	prononco
level	kioma horo estas nun?	今何時ですか？	what time is it now?	grupo	alternativoj	prononco
level	jam estas kvin minutoj antaŭ la deka	もう10時5分前だ	it's already five minutes to ten	grupo	alternativoj	prononco
level	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	10時5分前、または9時55分	five minutes before ten, or nine fifty-five	grupo	alternativoj	prononco
level	trafis aŭ maltrafis?	合いましたか、それとも逃しましたか？	hit or missed?	grupo	alternativoj	prononco
