B.tr content.tsv
Level	Esperanto	tr	en-us	Grupo	Alternativoj	Pronoco
level	partopreni koncertojn, ktp	konserlere katılmak vb.	to take part in concerts, and so forth	grupo	alternativoj	prononco
level	nu, tion mi povas fari ankaŭ hejme	peki bunu evde de yapabilirim	well, I can do that at home too	grupo	alternativoj	prononco
level	prave, sed	doğru ama	right, but	grupo	alternativoj	prononco
level	sed la grava afero dum IJK estas ~	ama IJK sırasında önemli olan şey ~	but the important thing during IJK is ~	grupo	alternativoj	prononco
level	venas de multaj diversaj landoj	birçok farklı ülkeden geliyor	comes from many different countries	grupo	alternativoj	prononco
level	estas ke la partoprenantoj venas de diversaj landoj	katılımcıların farklı ülkelerden gelmesi	is that the participants come from different countries	grupo	alternativoj	prononco
level	pro tiu mikso de diversaj homoj	farklı insanların karışımı nedeniyle	because of that mix of different people	grupo	alternativoj	prononco
level	estas bona etoso, kiu tre plaĉas al mi	çok sevdiğim güzel bir atmosfer	it's a good atmosphere that I like very much	grupo	alternativoj	prononco
level	bone, sonas interese	tamam, ilgiye benziyor	all right, sounds like interest	grupo	alternativoj	prononco
level	mi pripensos	hakkında düşüneceğim	I will think about	grupo	alternativoj	prononco
level	certe	kesinlikle	for sure	grupo	alternativoj	prononco
level	tamen, problemo estas ~	ancak bir sorun var ~	however, a problem is ~	grupo	alternativoj	prononco
level	tiom da mono	o kadar para	that much money	grupo	alternativoj	prononco
level	mi ne havas tiom da mono nun	şu an o kadar param yok	I don't have that much money right now	grupo	alternativoj	prononco
level	problemo estas ke mi ne havas tiom da mono	sorun şu ki o kadar param yok	problem is I don't have that much money	grupo	alternativoj	prononco
level	mi komprenas, sed ne estus multe-koste	Anlıyorum ama fazla bir maliyeti olmaz	I understand, but it wouldn't cost much	grupo	alternativoj	prononco
level	ne estus multe-koste, mia-krede	pek pahalı olmaz sanırım	it would not be much expensive, I believe	grupo	alternativoj	prononco
level	tabelo de kotizo de programeroj	programların ücret tablosu	a table of fees of programs	grupo	alternativoj	prononco
level	jen, se vi rigardas la kotiztabelon	yani, paylaşım/ücret tablosuna bakarsanız	that is, if you look at the share/fees table	grupo	alternativoj	prononco
level	la kotiztabelo de la IJK-invitilo	IJK davetinin pay/ücret tablosu	the share/fees table of IJK-invitation	grupo	alternativoj	prononco
level	vi vidas, ke ~	bunu bulursun ~	you find that ~	grupo	alternativoj	prononco
level	temas pri entute nur 50 eŭroj	toplamda sadece 50 euro	it's only 50 euros in total	grupo	alternativoj	prononco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	görüyorsunuz ki sizin için toplamda sadece 50 euro	you see that for you it's only 50 euros in total	grupo	alternativoj	prononco
level	se ni dormas surplanke	eğer yerde uyursak	if we sleep on the floor	grupo	alternativoj	prononco
level	en ordo	Elbette	all right	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	peki, kulağa hoş geliyor	well, that sounds fine	grupo	alternativoj	prononco
level	sed kio pri la vojaĝo	peki ya yolculuk?	but what about the travel	grupo	alternativoj	prononco
level	trajno kostus ĉirkaŭ 70 eŭrojn	bir trenin maliyeti yaklaşık 70 avro olacak	a train would cost around 70 euros	grupo	alternativoj	prononco
level	ĉu tio eblus por vi?	bu senin için mümkün olabilir mi?	would that be possible for you?	grupo	alternativoj	prononco
level	espereble	umutla	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	ama trenle yeterince uzun sürer	but would last long enough by train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	evet ama bir veya iki şehirde durabiliriz	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
level	dum la vojo	yol boyunca	along the way	grupo	alternativoj	prononco
level	kaj la tranoktado?	ve gece konaklama?	and the night stay?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	parasını öder misin?	would you pay for it?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	hayır ben değilim ama sorun değil	no, not me, but it's not a problem	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	gerçekten bu bir sorun değil mi?	is it really that this is not a problem?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	bunu nasıl çözmeyi düşünüyorsunuz?	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	altın tacı gösterdi	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	peki, yakında sana göstereceğim	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	ama önce bir çay daha	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	Sende istermisin?	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	Evet teşekkür ederim	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	aynı kafede'	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	bir şey oluyor, bunu sürdürüyor (yapıyor)	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	plan yapmak, planlamak, planlamak	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	o ve o planlamaya devam ediyor	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	lütfen, işte çayın	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	bu arada davetiyeye baktım	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	IJK'nin davetine baktım	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	Çoğunu anlıyorum ama hepsini değil	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	tamam tamam, sadece sor	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	işte bazı şeyler	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	şeyleri temizle	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	kafa karıştırıcı şeyler	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	kafamı karıştırıyor	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	katılmak için bir kayıt formu	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	Dünya Esperanto Gençlik Örgütü	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	Pepo, TEJO'yu temsil eden bir kuş	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	kalacak yer, kalacak yer (konaklama yeri)	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	kitlesel insanlar için bir konaklama yeri	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	kayıt formu kayıt için bir araçtır	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	adınızı, adresinizi vb. yazdığınız bir üyelik formu	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	uzun, bir kısaltma	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	Dünya Esperanto Gençlik Örgütü'nün kısaltması	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	Pepo, TEJO'nun komik kuşu	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	toplu konaklama, birçok insanın kaldığı bir yerdir	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	uyku, uyku hapı, uyku tulumu	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	genellikle orada bir uyku tulumuna ihtiyaç duyulur	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	çok hızlı açıkladın	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	her şeyi yakalayamadım	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	o kadar önemli değil	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	şu an pek önemli değil sanırım	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	daha sonra daha fazla konuşabiliriz	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	IJK daveti hakkında daha fazla konuşmak için	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	yani seyahati şimdi planlamak istiyorsun, değil mi?	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	Evet memnuniyetle	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	yani şunu göreceksin ~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	bu kadara mal olacak	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	seyahatin bu kadar pahalıya mal olmayacağını göreceksiniz	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	Bilmek istiyorum	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	~ hakkında bilgi edinmek istiyorum	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	geceleme sorununu nasıl çözeceksin	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	çünkü param yok	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	gençlik pansiyonu	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	bir otel ya da gençlik yurdu için parası var	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	işte çözüm	here's the solution	grupo	alternativoj	prononco
level	pasporto	pasaport	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	Pasaport Hizmeti, Esperantistlerin Evde Konaklaması	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	&quot;Pasaport Hizmeti&quot; isimli kitapçık	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	ne için hizmet?	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	bizim gibi insanlar için	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	deneyimlemek, bir uzman	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	seyahat etmeyi ve ülkeleri deneyimlemeyi seven insanlar	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	kazanmak ve harcamak	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	çok para harcamadan	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	bir hizmet, hizmet, o hizmet	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	Peki bu hizmet nasıl çalışıyor?	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	Kitapçıkta şunu görüyorum ~	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	çok sayıda adres	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	birçok ülkeden birçok adres var	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	doğru, evet!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	senin emrinde	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	hepsi, hepsi	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	aslında hepsi emrinizde!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	kastedilen, anlamı	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	&quot;Benim emrimde&quot;, bu ne anlama geliyor?	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	şu anlama geliyor ~	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	misafir ağırlamak, misafir ağırlamak	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	hazır, hazır, hazır ol!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	bu adreslerdeki kişiler sizi ağırlamaya hazır	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	(bir kişiyi) tanımak, tanınmak, tanınmak	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	ve bölgelerini tanımanıza yardımcı olur	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	insanların sizi ağırlamaya ve yardım etmeye istekli olduğu anlamına gelir	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	kulağa ilginç geliyor!	sounds interesting!	grupo	alternativoj	prononco
level	do	Bu yüzden	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	birisi diğer Esperantistlerin evinde kalıyor, değil mi?	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	Pasaport Hizmeti ile ilgili çeşitli deneyimler	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	Birkaç ilginç deneyimim oldu	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	Üç kıtada kullandım	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	(o) kötü çalışıyor	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	ve şu ana kadar çok iyi çalıştı	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	Harika! nereye gidiyoruz?	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	yani planım şu ki ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	geldi, geldi	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	başarılı bir yolculuktan sonra	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	iki şehirde Pasaport Hizmetini kullandıktan sonra	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	Başarılı bir yolculuktan sonra varırlar	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	işte, bak!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	orada büyük bir Esperanto bayrağı var	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	&quot;IJK'ye hoş geldiniz!&quot; yazan bir tabela	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	evet ve altında ~ var	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	Yaşasın!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	sonunda geldik	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	çok yorgunum ve açım	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	~ yapabileceğimizi mi düşünüyorsun?	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	bir şeyler yemek	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	Sizce hemen bir şeyler yiyebilir miyiz?	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	Bundan şüpheliyim	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	önce kabullenmeliyiz	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	resepsiyonda kabul edilmelidir	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	ve bu uzun bir süre sürebilir	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	deneyimlerimde uzun süre dayanacak	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	ne yazık ki!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	Bu resepsiyon hattı mı?	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	korkarım ki öyle	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	yapılacak ~ tamamen mükemmel değil	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	akşam varmak tamamen mükemmel	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	insanlarla sohbet edebiliriz	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	ama sıradaki insanlarla sohbet edebiliriz	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	işte, Rusya'nın bir dostunu görüyorum!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	Açım, yemek istiyorum	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	yaklaşık 2 saat sonra	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	yeni ve eski arkadaşlar doğrultusunda	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	yerel kongre komitesi	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	yerel kongre komitesi üyesi	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	hoş geldin sen kimsin?	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	Hangi ülkeden?	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	ön ödeme yaptınız mı?	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	lütfen göster	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	eğer öyleyse, lütfen makbuzu gösterin	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	TEJO'ya üye misiniz?	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	bir standa üye olmak	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	yoksa bir sonraki standa katılabilirsiniz	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	işte avans ödemelerinin makbuzları	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	üyelik kartları ve pasaportlarımız	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	Çok iyi	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	yani toplu konaklamalarda (çarpışma alanı) yaşayacağınızı görüyorum	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	ve gençlik yurdunda yemek yiyeceğim	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	bu bilgiler doğru mu?	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	Evet mükemmel	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	program, harita vb. içeren bir çanta	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	ödeme yaparak program, harita vb. içeren bir çanta alabilirsiniz.	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	oradaki kırmızı kabinde	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	iyi, teşekkürler	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	yorgun ama sağlıklı görünüyor	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	bu insanlar gerçekten yorgun görünüyordu	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	ve pek nazik değildik	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	Haklısın	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	ama şunu unutma ~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	8 saat çalışıyoruz	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	LKK belki sekiz saattir çalışıyor	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	fazla ara vermeden	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	ancak LKK'nın ara vermeden çalıştığını unutmayın	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	hafta boyunca konuşkan	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	Eminim ki ~	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	Daha nazik olacaklarına eminim	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	daha nazik ve daha konuşkan olacaklar	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	hadi bulalım	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	peki, şimdi toplu konaklama yerini bulalım	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	ve sonra bir şeyler yemek isterim	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	TEJO standındaki kızı gördün mü?	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	evet, peki ya ona?	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	onu tanıyor musun?	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	Ne yazık ki hayır	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	ama çok güzel, değil mi?	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	Kabul ediyorum	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	ancak pek iyi anlamıyor	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	katılıyorum ama anlamıyorum	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	kadınlardan hoşlanır mısın?	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	evet sana daha önce söylemek istiyorum	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	ama nedense olmadı	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	görünüş vb.	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	sen misin, sen misin?	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	evet eşcinselim	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	lezbiyen de diyebiliriz	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	yani hiç bilmiyordum	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	ama söylediğine sevindim	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	aslında eşcinsel olmana sevindim	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	sen en nazik ve hoş lezbiyensin	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	tanıdığım en hoş lezbiyen	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	Teşekkürler! başkalarını tanıyor musun?	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	ama bunu nasıl biliyorsun?	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	bu kız erkekleri tercih ediyor!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	ne olursa olsun o kızın erkekleri tercih ettiğine inanıyorum!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	bahsettiğin kız	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	göreceğiz	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	toplu konaklama yerinde (bir çarpışma alanı)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	Günaydın!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	iyi uyudun mu?	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	zar zor görüyorum	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	tam tersine zar zor uyuyabildim	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	ama neden?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	belki IJK'deki ilk gününüz için gergindiniz?	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	Tam olarak değil	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	bütün gece, bütün gece boyunca	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	çok yüksek sesle horladım	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	sadece birisi bütün gece çok yüksek sesle horladı	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	beni rahatsız etme	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	ve bu beni çok rahatsız etti	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	bunu duymadın mı	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	hiç de değil, derin uyudum	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	sana bunu söylemeyi mi unuttum ~?	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	kulak tıkacı, kulak tıkacı	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	kulak tıkacı kullanmaya değer	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	~ kullanmaya değer	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	sana kulak tıkacı kullanmanın faydalı olduğunu söylemiştim	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	toplu bir konaklama yerinde uyuduğunuzda (kaza yeri)	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	Açıkçası evet	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	ah, zavallı Katty!	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	kimden bahsediyorsun?	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	senin hakkında	about you	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	okşamak, okşamak isim, lakap	to caress, caressing name, nickname	grupo	alternativoj	prononco
level	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	-ĉjo veya -njo ile Esperanto'da takma adlar oluşturmak mümkündür	with -ĉjo or -njo, it is possible to create nicknames in Esperanto	grupo	alternativoj	prononco
level	ha, jes, mi iam legis pri tio	ah, evet, bir keresinde okumuştum	ah, yes, I once read about it	grupo	alternativoj	prononco
level	kaj vi do estus Injo?	ve o zaman Injo mu olacaksın?	and then you would be Injo?	grupo	alternativoj	prononco
