C.ja-jp content.tsv
Level	Esperanto	ja-jp	en-us	Grupo	Alternativoj	Pronoco
level	justa	公正な	fair, just, righteous	grupo	alternativoj	prononco
level	lumo	光	a light	grupo	alternativoj	prononco
level	malgraŭ ~	〜にもかかわらず	(preposition)  despite ~, in spite of ~	grupo	alternativoj	prononco
level	drinkado	飲酒	drinking action	grupo	alternativoj	prononco
level	aŭtomobilo	車(=aŭto)	a car, an automobile, a motor car (=aŭto)	grupo	alternativoj	prononco
level	bonvoli	好意を払う、自発的にする	to will (from heart), to want (from heart)	grupo	alternativoj	prononco
level	studi	勉強する、研究する	to study	grupo	alternativoj	prononco
level	profunda	深い	deep, profound	grupo	alternativoj	prononco
level	peni	努める、努力する	to try, to aim, to endeavour, to attempt	grupo	alternativoj	prononco
level	ekskurso	ピクニック	an excursion	grupo	alternativoj	prononco
level	trinkakvo	飲料水	drinking water	grupo	alternativoj	prononco
level	batali	戦う	to fight, to battle, to engage in combat	grupo	alternativoj	prononco
level	ordoni	命じる	to command, to ordr, to tell	grupo	alternativoj	prononco
level	seka	乾燥した	dry	grupo	alternativoj	prononco
level	mezuri	測定する	to measure	grupo	alternativoj	prononco
level	broso	ブラシ	a brush	grupo	alternativoj	prononco
level	veki	起こす、目覚めさせる	to wake up, to awaken	grupo	alternativoj	prononco
level	poŝto	郵便	a mail, a postal mail, a stamp	grupo	alternativoj	prononco
level	karto	カード	a card, a map	grupo	alternativoj	prononco
level	sango	血	blood, a blood	grupo	alternativoj	prononco
level	doloro	痛み、痛み	a pain, an ache	grupo	alternativoj	prononco
level	nombro	数	a number	grupo	alternativoj	prononco
level	speco	種類、種（種）	species, a species, a kind, a sort	grupo	alternativoj	prononco
level	prava	正しい	right, true	grupo	alternativoj	prononco
level	bedaŭri	残念に思う。	to regret, to be sorry about	grupo	alternativoj	prononco
level	stato	状態、地位、身分	status, condition, state	grupo	alternativoj	prononco
level	ripozi	休む	to repose, to rest, to take a rest	grupo	alternativoj	prononco
level	gaja	にぎやかな	gay, cheerful, merry	grupo	alternativoj	prononco
level	dankon	ありがとうございます。	thank you, thanks	grupo	alternativoj	prononco
level	foti	写真を撮る	to photograph, to take picture	grupo	alternativoj	prononco
level	marko	記号、マーク、商標	a mark, a brand	grupo	alternativoj	prononco
level	ĉapelo	（縁付き）帽子	a hat, a circumflex, a caret	grupo	alternativoj	prononco
level	kioma	どのくらいの、何度目の、何時の	of how much, of how many, what number	grupo	alternativoj	prononco
level	rompi	壊す	to break	grupo	alternativoj	prononco
level	kajero	帳面、ノート	a notebook	grupo	alternativoj	prononco
level	stacio	駅	a station	grupo	alternativoj	prononco
level	kanto	歌	a song	grupo	alternativoj	prononco
level	ĉiom	すべての量、全量	all, total, of all, of all amount	grupo	alternativoj	prononco
level	ligno	木材	a wood, timber	grupo	alternativoj	prononco
level	ŝtono	石	a stone	grupo	alternativoj	prononco
level	ĉelo	細胞、セル	a cell, a memory cell	grupo	alternativoj	prononco
level	miliono	1,000,000(百万)	a million	grupo	alternativoj	prononco
level	ĝenerala	一般的な、全般の	general	grupo	alternativoj	prononco
level	insulo	島	an island	grupo	alternativoj	prononco
level	daŭro	持続、期間	duration, a duration	grupo	alternativoj	prononco
level	angla	イギリスの、英語の	English, of England	grupo	alternativoj	prononco
level	antaŭe	〜前に、〜以前に	ago (adv), previously, formely	grupo	alternativoj	prononco
level	precipa	主に、特に、格別に	chief, main, principal	grupo	alternativoj	prononco
level	antaŭen	前へ(方向)	forward (direction), ahead, forward on	grupo	alternativoj	prononco
level	nordo	北	north	grupo	alternativoj	prononco
level	kolekto	収集	collection	grupo	alternativoj	prononco
level	supro	上方、頂上	a top, a summit	grupo	alternativoj	prononco
level	oriento	東	east	grupo	alternativoj	prononco
level	ju	（pliと一緒に）〜すればするほど（ju pli）	(adverb)  the (more, less)	grupo	alternativoj	prononco
level	sudo	南	south	grupo	alternativoj	prononco
level	okcidento	西	west	grupo	alternativoj	prononco
level	juĝi	審判する、裁く	to judge	grupo	alternativoj	prononco
level	tuko	タオル	a towel, a cloth	grupo	alternativoj	prononco
level	ŝteli	盗む	to steal	grupo	alternativoj	prononco
level	ondo	波	a wave	grupo	alternativoj	prononco
level	pasporto	パスポート	a passport	grupo	alternativoj	prononco
level	malantaŭ ~	〜の後ろ	behind ~	grupo	alternativoj	prononco
level	korespondi	文通する	to correspond	grupo	alternativoj	prononco
level	ĉefa	主な、主要な	chief, main	grupo	alternativoj	prononco
level	ligi	つなぐ, 結ぶ	to link, to tie, to connect	grupo	alternativoj	prononco
level	rilati	~に関連する	to relate, to have a relation, to concern	grupo	alternativoj	prononco
level	taso	（取っ手付き）カップ	a cup	grupo	alternativoj	prononco
level	golo	ゴール（得点）	a goal (in a soccer)	grupo	alternativoj	prononco
level	industrio	産業、工業	an industry	grupo	alternativoj	prononco
level	trovi	見つける、発見する	to find	grupo	alternativoj	prononco
level	ĝeni	邪魔する、迷惑をかける	to bother, to trouble, to disturb, to hinder	grupo	alternativoj	prononco
level	kombi	櫛で髪をとかす	to comb	grupo	alternativoj	prononco
level	oro	金	gold, a gold	grupo	alternativoj	prononco
level	premio	賞	a prize, an award	grupo	alternativoj	prononco
level	terpomo	ジャガイモ	a potato	grupo	alternativoj	prononco
level	leciono	学科、学習、レッスン	a lesson	grupo	alternativoj	prononco
level	malbona	悪い	bad, nasty	grupo	alternativoj	prononco
level	malami	憎む	to hate	grupo	alternativoj	prononco
level	signo	表示、合図、信号、記号、目印	a sign, a mark	grupo	alternativoj	prononco
level	malamiko	敵	an enemy	grupo	alternativoj	prononco
level	botelo	ボトル	a bottle	grupo	alternativoj	prononco
level	naĝi	泳ぐ	to swim	grupo	alternativoj	prononco
level	maljuna	古い、年をとった	old (not young)	grupo	alternativoj	prononco
level	prezo	値、価格	price, a price	grupo	alternativoj	prononco
level	butono	ボタン	a button	grupo	alternativoj	prononco
level	ŝuo	靴	a shoe	grupo	alternativoj	prononco
level	malnova	古い	old (not new)	grupo	alternativoj	prononco
level	piki	つき刺す	to pick, to stab, to sting	grupo	alternativoj	prononco
level	malriĉa	貧しい	poor	grupo	alternativoj	prononco
level	informi	〜に知らせる、情報を提供する	to inform, to give information, to report	grupo	alternativoj	prononco
level	tegmento	屋根	a roof	grupo	alternativoj	prononco
level	lipo	唇	lip, a lip	grupo	alternativoj	prononco
level	rando	エッジ、縁、辺	margin, edge, boundary, beveled edge	grupo	alternativoj	prononco
level	malmola	硬い	hard	grupo	alternativoj	prononco
level	telefono	電話	a telephone	grupo	alternativoj	prononco
level	forko	フォーク	fork, a fork	grupo	alternativoj	prononco
level	teo	お茶	tea, a tea	grupo	alternativoj	prononco
level	pantalono	パンツ、ズボン	trousers, pants	grupo	alternativoj	prononco
level	pinto	先端、頂点	a peak, a top, a tip, a summit	grupo	alternativoj	prononco
level	skatolo	箱、ケース	a case, a box	grupo	alternativoj	prononco
level	malvarma	寒い	cold, chilly	grupo	alternativoj	prononco
level	salo	塩	salt	grupo	alternativoj	prononco
level	reto	ネット、網	a network, a net	grupo	alternativoj	prononco
level	donaci	贈る	to donate, to give, to present	grupo	alternativoj	prononco
level	malalta	低い	low	grupo	alternativoj	prononco
level	viando	肉	meat, a meat	grupo	alternativoj	prononco
level	respekti	尊敬する、尊重する	to respect	grupo	alternativoj	prononco
level	forno	ストーブ	a furnace, a stove, an oven	grupo	alternativoj	prononco
level	-er-	〜の粒＜接尾辞＞	(suffix)  element, small particle of whole	grupo	alternativoj	prononco
level	malkovri	発見する、あらわにする	to discover, to uncover, to unveil	grupo	alternativoj	prononco
level	-aĉ-	粗悪を表す<接尾辞>	(suffix)  bad, disgusting	grupo	alternativoj	prononco
level	branĉo	枝	a branch, a bough	grupo	alternativoj	prononco
level	malhela	暗い	dark, dismal, bleak	grupo	alternativoj	prononco
level	mensogi	嘘をつく、偽る	to lie, to tell a lie	grupo	alternativoj	prononco
level	opinio	意見、所見、思考	an opinion	grupo	alternativoj	prononco
level	bieno	土地（農地、農場）、私有地	a farm, a property, a land, an estate	grupo	alternativoj	prononco
level	malhelpi	邪魔する	to hinder, to impede, to thwart, to bar	grupo	alternativoj	prononco
level	gasto	ゲスト、客	a guest	grupo	alternativoj	prononco
level	aviadilo	飛行機、航空機	an airplane, a aircraft	grupo	alternativoj	prononco
level	kutimi	〜に慣れている、習慣がある	to accustom, to be in the habit of	grupo	alternativoj	prononco
level	malsana	病気の	ill, sick, unhealthy	grupo	alternativoj	prononco
level	bastono	スティック、杖	a stick, a baton, a cane	grupo	alternativoj	prononco
level	frunto	額、ひたい	a forehead, brow	grupo	alternativoj	prononco
level	lampo	ランプ、ライト	a lamp	grupo	alternativoj	prononco
level	cetera	残りの、その他の	rest of, remaining, additional	grupo	alternativoj	prononco
level	malaperi	消える	to disappear	grupo	alternativoj	prononco
level	vango	頬、ほお	a cheek, a jowl	grupo	alternativoj	prononco
level	atingi	達する、到る	to attain, to achieve, to reach, to accomplish	grupo	alternativoj	prononco
level	malpaki	荷物を解く	to unpack	grupo	alternativoj	prononco
level	polico	警察	a police	grupo	alternativoj	prononco
level	kapro	ヤギ	a goat	grupo	alternativoj	prononco
level	kongreso	大会	a congress, a conference, a convention	grupo	alternativoj	prononco
level	ekzisti	存在する	to exist	grupo	alternativoj	prononco
level	jako	ジャケット、上着	a jacket (=jaketo)	grupo	alternativoj	prononco
level	gliti	滑る	to glide, to slip	grupo	alternativoj	prononco
level	nepre	必ず、ぜひ、きっと	necessarily, absolutely, definately	grupo	alternativoj	prononco
level	anonci	通知する、発表する	to announce, to inform, to advertise	grupo	alternativoj	prononco
level	supo	スープ	soup, a soup	grupo	alternativoj	prononco
level	kapabla	有能な、能力のある	capable of, able to	grupo	alternativoj	prononco
level	antaŭulo	先輩	a predecessor	grupo	alternativoj	prononco
level	danĝero	危険	a danger	grupo	alternativoj	prononco
level	stomako	胃、胃袋	stomach, a stomach	grupo	alternativoj	prononco
level	fromaĝo	チーズ	cheese, a cheese	grupo	alternativoj	prononco
level	ungo	爪	a nail, a fingernail, a tonail	grupo	alternativoj	prononco
level	egala	等しい、均等の	equal, even	grupo	alternativoj	prononco
level	centro	中央、中心	center, a center	grupo	alternativoj	prononco
level	riĉulo	金持ち	a richer, a rich person	grupo	alternativoj	prononco
level	bani	入浴させる	to bathe, to wash over, to rinse	grupo	alternativoj	prononco
level	efiki	効果がある、効果を出す	to effect, to be effective, to have effect	grupo	alternativoj	prononco
level	stelulo	芸能スター	a star, a celebrity	grupo	alternativoj	prononco
level	sapo	石鹸	soap, a soap	grupo	alternativoj	prononco
level	iel	どういうわけか	somehow, anyhow	grupo	alternativoj	prononco
level	aspekti	〜のように見える、〜の様に見える	to look like, to appear, to seem	grupo	alternativoj	prononco
level	junulo	若者	a young person, youngster	grupo	alternativoj	prononco
level	lano	ウール	a wool	grupo	alternativoj	prononco
level	ombro	影、日陰	a shadow	grupo	alternativoj	prononco
level	maljunulo	高齢者	an old person	grupo	alternativoj	prononco
level	ĉesi	やめる	to cease, to stop	grupo	alternativoj	prononco
level	raporti	報告する	to report	grupo	alternativoj	prononco
level	golulo	ゴールキーパー	a goalkeeper	grupo	alternativoj	prononco
level	sceno	シーン、光景、状況	a scene	grupo	alternativoj	prononco
level	objekto	物体	an object, an article, a thing	grupo	alternativoj	prononco
level	preĝi	祈る	to pray	grupo	alternativoj	prononco
level	limo	境界、限界	a limit, a border, a boundary	grupo	alternativoj	prononco
level	krimulo	罪人	a criminal	grupo	alternativoj	prononco
level	krei	創造する	to create	grupo	alternativoj	prononco
level	fonto	泉、源、源泉	a source, a spring, a fountain	grupo	alternativoj	prononco
level	kravato	ネクタイ	a necktie	grupo	alternativoj	prononco
level	flui	流れる	to flow	grupo	alternativoj	prononco
level	kudri	縫う	to sew, to stitch	grupo	alternativoj	prononco
level	intenci	意図する	to intend	grupo	alternativoj	prononco
level	konservi	保存する	to save, to conserve, to keep	grupo	alternativoj	prononco
level	ial	何らかの理由で	for some reason	grupo	alternativoj	prononco
level	obei	従う	to obey	grupo	alternativoj	prononco
level	filino	娘	a daughter	grupo	alternativoj	prononco
level	fulmo	雷	a lightning, a flashlight	grupo	alternativoj	prononco
level	junulino	若い女性	a young woman, a young female person	grupo	alternativoj	prononco
level	knabino	女の子	a girl, a lass	grupo	alternativoj	prononco
level	leĝo	法律	a law, a rule	grupo	alternativoj	prononco
level	simila	似たような	similar, alike	grupo	alternativoj	prononco
level	edzino	妻	a wife	grupo	alternativoj	prononco
level	globo	球、丸いもの、ボール	globe, a globe, a ball, a sphere	grupo	alternativoj	prononco
level	kulpa	有罪の、誤りを犯した	guilty	grupo	alternativoj	prononco
level	svelta	細い、ほっそりした	slim, slender	grupo	alternativoj	prononco
level	ombrelo	傘	an umbrella	grupo	alternativoj	prononco
level	ordinara	通常の、ありふれた、並の	ordinary, common, usual	grupo	alternativoj	prononco
level	plaĉi (al ~)	〜に好まれる、〜のお気に入り	to please, to be pleasing (to ~)	grupo	alternativoj	prononco
level	regiono	地域、地方	a region	grupo	alternativoj	prononco
level	danci	踊る	to dance	grupo	alternativoj	prononco
level	kompati	同情する、哀れむ	to have compassion for, to feel pity for	grupo	alternativoj	prononco
level	kruĉo	やかん	a jar, a pot,a jug, a cruse, a pitcher	grupo	alternativoj	prononco
level	reĝo	王	king, a king	grupo	alternativoj	prononco
level	animo	魂	a soul	grupo	alternativoj	prononco
level	religio	宗教	a religion	grupo	alternativoj	prononco
level	ŝtato	国、国家、州	a state, a nation	grupo	alternativoj	prononco
level	komuniki	伝える、伝達する	to communicate	grupo	alternativoj	prononco
level	promesi	約束する	to promise	grupo	alternativoj	prononco
level	noti	記録する、書き留める	to note, to write down	grupo	alternativoj	prononco
level	daŭrigi	続ける	to prolong, to proceed, to sustain, to maintain	grupo	alternativoj	prononco
level	ĝui	~を楽しむ	to enjoy	grupo	alternativoj	prononco
level	sekve	したがって、	therefore, consequently, thus	grupo	alternativoj	prononco
level	peza	重い	heavy, burdensome	grupo	alternativoj	prononco
level	aranĝi	整える、準備する	to arrange	grupo	alternativoj	prononco
level	teruro	恐怖	a terror, fear, fright	grupo	alternativoj	prononco
level	mastro	主人、雇用主	a master, an owner, a boss	grupo	alternativoj	prononco
level	magazeno	小売店、百貨店	warehouse, a department store	grupo	alternativoj	prononco
level	amuzi	楽しませる	to amuse, to entertain	grupo	alternativoj	prononco
level	ofico	職務、任務	an office (duty, task), function, job	grupo	alternativoj	prononco
level	metro	メートル（長さの単位）	a meter	grupo	alternativoj	prononco
level	vasta	広い	vast, extensive, spacious	grupo	alternativoj	prononco
level	dorso	背中	back (of body)	grupo	alternativoj	prononco
level	brusto	胸、胸部	breast, a breast, a chest (body)	grupo	alternativoj	prononco
level	estimi	尊敬する	to esteem, to respect	grupo	alternativoj	prononco
level	trafi	当たる、命中する	to hit, to strike, to run accross	grupo	alternativoj	prononco
level	kopii	コピーする	to copy	grupo	alternativoj	prononco
level	senco	意味	a meaning, a sense	grupo	alternativoj	prononco
level	sumo	合計	a sum (of numbers)	grupo	alternativoj	prononco
level	foresti	不在する、欠席する	to be absent, to be away, to be missing	grupo	alternativoj	prononco
level	gvidanto	指導者、リーダー	a leader, a guide	grupo	alternativoj	prononco
level	Esperanto	エスペラント	Esperanto, someone who hopes	grupo	alternativoj	prononco
level	manĝante	食べながら	while eating	grupo	alternativoj	prononco
level	plano	計画、設計	a plan	grupo	alternativoj	prononco
level	prepari	準備する	to prepare	grupo	alternativoj	prononco
level	spirito	魂、精神、心	spirit, a spirit	grupo	alternativoj	prononco
level	hotelo	ホテル	a hotel	grupo	alternativoj	prononco
level	ripeti	繰り返す	to repeat	grupo	alternativoj	prononco
level	parolante	話しながら	while speaking	grupo	alternativoj	prononco
level	pendi	ぶら下がる、掛かってる	to hang, to droop	grupo	alternativoj	prononco
level	serioza	深刻な、真剣な	serious	grupo	alternativoj	prononco
level	klini	傾ける、斜めにする	to bend, to tilt, to incline	grupo	alternativoj	prononco
level	moki	嘲笑する、あざける	to make fun of, to mock, to scoff at	grupo	alternativoj	prononco
level	membro	会員、メンバー	a member	grupo	alternativoj	prononco
level	greno	穀物	grain (corn, rice, wheat), a grain	grupo	alternativoj	prononco
level	kriante	叫びながら	shouting, crying	grupo	alternativoj	prononco
level	truo	穴	a hole, a burrow	grupo	alternativoj	prononco
level	supozi	推測する、仮定する,想定する	to suppose, to guess, to presume	grupo	alternativoj	prononco
level	malpli	より少ない	less, fewer	grupo	alternativoj	prononco
level	sekvanta	次の	following, next	grupo	alternativoj	prononco
level	spiri	呼吸する	to breathe	grupo	alternativoj	prononco
level	trinkinte	飲み終わって	after having drink	grupo	alternativoj	prononco
level	lango	舌	a tongue	grupo	alternativoj	prononco
level	biero	ビール	beer, ale, a beer	grupo	alternativoj	prononco
level	bileto	切符、チケット	a ticket, a bill	grupo	alternativoj	prononco
level	precipe	主に、特に、ことに	chiefly, mainly, principally, above all	grupo	alternativoj	prononco
level	elektro	電気	electricity	grupo	alternativoj	prononco
level	korbo	バスケット、かご	a basket	grupo	alternativoj	prononco
level	ŝlosi	ロックする、鍵をかける	to lock	grupo	alternativoj	prononco
level	sendinto	差出人、送り主	a sender (someone who has sent)	grupo	alternativoj	prononco
level	triangulo	三角形	triangle, a triangle	grupo	alternativoj	prononco
level	odori	におう	to smell, to give off an odour, to reek	grupo	alternativoj	prononco
level	kurso	講座、講習	a course, a class	grupo	alternativoj	prononco
level	supre	上、上に	above, on top, overhead	grupo	alternativoj	prononco
level	lernanto	生徒、学生	a student, a learner	grupo	alternativoj	prononco
level	verko	著作、作品	a work (of writing)	grupo	alternativoj	prononco
level	lernantino	女子生徒、女学生	a female learner (student)	grupo	alternativoj	prononco
level	venonta	次の	upcoming, next	grupo	alternativoj	prononco
level	jupo	スカート	a skirt	grupo	alternativoj	prononco
level	kuzo	いとこ	a cousin (male)	grupo	alternativoj	prononco
level	aŭtobuso	バス(=buso)	a bus (=buso)	grupo	alternativoj	prononco
level	kvadrato	正方形	a square	grupo	alternativoj	prononco
level	produkto	生産、製品	a product	grupo	alternativoj	prononco
level	produkti	生産する、製造する	to produce, to bear	grupo	alternativoj	prononco
level	banko	銀行	a bank	grupo	alternativoj	prononco
level	donaco	贈り物	a gift, a present	grupo	alternativoj	prononco
level	gardi	守る	to guard, to keep, to look after	grupo	alternativoj	prononco
level	fiksa	固定した、確定した	fixed	grupo	alternativoj	prononco
level	volonte	自発的に、喜んで	willingly (from heart)	grupo	alternativoj	prononco
level	laŭta	音が大きい	loud	grupo	alternativoj	prononco
level	fadeno	糸	a thread	grupo	alternativoj	prononco
level	gusto	味	a taste	grupo	alternativoj	prononco
level	leginte	読んでから	after reading	grupo	alternativoj	prononco
level	enironte	入ろうとして	while about to enter	grupo	alternativoj	prononco
level	dato	日付、月日、期日	date, a date	grupo	alternativoj	prononco
level	fundo	底	bottom, foundation	grupo	alternativoj	prononco
level	radiko	根	a root	grupo	alternativoj	prononco
level	bonvole -u	〜してください 	please (~u)	grupo	alternativoj	prononco
level	signifo	意味	a meaning, a significance	grupo	alternativoj	prononco
level	fiksi	〜を固定する、確定する	to fix, to fasten	grupo	alternativoj	prononco
level	vana	無駄な、やりがいのない	vain, useless	grupo	alternativoj	prononco
level	vaporo	蒸気	steam, vapor	grupo	alternativoj	prononco
level	rakonto	ストーリー、物語	a narrative, a story	grupo	alternativoj	prononco
level	bonvolu -i	〜してください	please (~i)	grupo	alternativoj	prononco
level	figuro	外観、姿、形状	a figure, a picture, an image	grupo	alternativoj	prononco
level	arĝento	銀	silver	grupo	alternativoj	prononco
level	ĝirafo	キリン	a giraffe	grupo	alternativoj	prononco
level	ĉarma	魅惑的な	charming	grupo	alternativoj	prononco
level	rulo	転がり、ロール	a roll, a run	grupo	alternativoj	prononco
level	gitaro	ギター	a guitar	grupo	alternativoj	prononco
level	miliardo	1,000,000,000(十億)	a billion	grupo	alternativoj	prononco
level	eterna	永遠の	eternal, everlasting	grupo	alternativoj	prononco
level	ĵurnalo (tag-)	新聞（日刊）	a newspaper	grupo	alternativoj	prononco
level	memoro	記憶	a memory	grupo	alternativoj	prononco
level	ruli	転がす、スクロールする	to roll, to run a program	grupo	alternativoj	prononco
level	larmo	涙	tear, a tear	grupo	alternativoj	prononco
level	inko	インク	an ink	grupo	alternativoj	prononco
level	majstro	巨匠、大先生	Master, a maestro, a master (of one's art)	grupo	alternativoj	prononco
level	leono	ライオン	a lion	grupo	alternativoj	prononco
level	tiom da ~	それだけの〜	so much of ~, that much of ~, that many of ~	grupo	alternativoj	prononco
level	ventro	腹、腹部	belly, abdomen, tummy	grupo	alternativoj	prononco
level	placo	広場	a squre, a plaza	grupo	alternativoj	prononco
level	fidi	信じる、信頼する	to trust, to have faith in	grupo	alternativoj	prononco
level	iom da ~	いくらかの〜	small amount of ~, some	grupo	alternativoj	prononco
level	babili	おしゃべりする、雑談する	to chat, to babble, to chatter	grupo	alternativoj	prononco
level	kavo	洞窟、窪み	a cave, a cavity	grupo	alternativoj	prononco
level	ioma	少しの	of some amout, some	grupo	alternativoj	prononco
level	ŝultro	肩	a shoulder	grupo	alternativoj	prononco
level	adiaŭ	さようなら！	goodbye, adieu, farewell	grupo	alternativoj	prononco
level	rezigni	あきらめる	to resign, to give up, to surrender, to abandon	grupo	alternativoj	prononco
level	sekreto	秘密	a secret	grupo	alternativoj	prononco
level	droni	溺れる、沈む	to drown	grupo	alternativoj	prononco
level	celi	目指す、目標とする	to aim, to target, to intend	grupo	alternativoj	prononco
level	restoracio	レストラン	a restaurant	grupo	alternativoj	prononco
level	turo	塔	a tower	grupo	alternativoj	prononco
level	sablo	砂	sand, a sand	grupo	alternativoj	prononco
level	tondro	雷	a thunder	grupo	alternativoj	prononco
level	ies	誰かの、ある人の	someone's	grupo	alternativoj	prononco
level	tapiŝo	カーペット	a carpet, a rug	grupo	alternativoj	prononco
level	bezonata	必要な	needed, required, wanted	grupo	alternativoj	prononco
level	ilustrita	図解の、図解入りの	illustrated	grupo	alternativoj	prononco
level	razi	剃る	to shave	grupo	alternativoj	prononco
level	standardo	旗、旗印	a banner, a flag	grupo	alternativoj	prononco
level	mentono	あご	chin, a chin	grupo	alternativoj	prononco
level	valizo	スーツケース、旅行カバン	a suitcase, a valise	grupo	alternativoj	prononco
level	okupata	忙しい	(being) occupied, busy	grupo	alternativoj	prononco
level	suko	ジュース、汁	juice, a sap	grupo	alternativoj	prononco
level	komunumo	コミュニティ	a community	grupo	alternativoj	prononco
level	fontano	噴水	a fountain	grupo	alternativoj	prononco
level	konato	知っている人	a person known, an aquaintance	grupo	alternativoj	prononco
level	okupita	占められた、忙しい、従事している	(having been) occupied, busy, engaged	grupo	alternativoj	prononco
level	esti okupita	忙しい	to be occupied, to be involved, to engage upon	grupo	alternativoj	prononco
level	pino	松の木	a pine tree	grupo	alternativoj	prononco
level	konstruota	建設予定	(will be) constructed	grupo	alternativoj	prononco
level	kaptita	捕まった	(having been) caught, captive	grupo	alternativoj	prononco
level	kaptota	捕まえられそうな	(will be) captured	grupo	alternativoj	prononco
level	rezulti	結果が〜なる、〜で結果する	to result	grupo	alternativoj	prononco
level	kaptito	囚人、捕虜	a prisoner (had been caught)	grupo	alternativoj	prononco
level	komputi	計算する	to compute	grupo	alternativoj	prononco
level	batite	叩かれて	after (having been) beaten	grupo	alternativoj	prononco
level	kovrita	覆われた	covered	grupo	alternativoj	prononco
level	teatro	劇場、演劇	a theatre	grupo	alternativoj	prononco
level	sezono	季節	season, a season	grupo	alternativoj	prononco
level	kelnero	給仕、ウェイター	a waiter	grupo	alternativoj	prononco
level	tabelo	テーブル、一覧表、表	a table, a tabulation, an index	grupo	alternativoj	prononco
level	publiko	民衆、大衆	public, public people	grupo	alternativoj	prononco
level	apogi	支える、支持する	to support, to uphold	grupo	alternativoj	prononco
level	distri	気晴らしさせる、娯楽する	to distract, to divert, to entertain	grupo	alternativoj	prononco
level	patrino	母	a mother	grupo	alternativoj	prononco
level	distanco	距離、間隔	a distance	grupo	alternativoj	prononco
level	aparte	別に、特に	apart, separately	grupo	alternativoj	prononco
level	originala	オリジナルの、原文の	original	grupo	alternativoj	prononco
level	bicikli	自転車に乗る	to bicycle, to ride a bike	grupo	alternativoj	prononco
level	regulo	ルール	a rule, a regulation	grupo	alternativoj	prononco
level	troa	過度な	excessive, undue	grupo	alternativoj	prononco
level	tre agrable!	快適！	very nice!	grupo	alternativoj	prononco
level	balanci	揺れる（上/下、前/後）、うなずく	to swing, to rock	grupo	alternativoj	prononco
level	ŝtrumpo	ストッキング、ロングソックス	a stocking	grupo	alternativoj	prononco
level	kontroli	検討する、点検する、確認する	to check, to audit, to check up on	grupo	alternativoj	prononco
level	pasto	ペースト、生地	a paste, a dough	grupo	alternativoj	prononco
level	rektangulo	直角	rectangle, a rectangle	grupo	alternativoj	prononco
level	falsa	偽の、偽造の	false, counterfeit, fake, forged, spurious	grupo	alternativoj	prononco
level	ŝerci	冗談を言う	to joke, to jest	grupo	alternativoj	prononco
level	problemo	問題	a problem, a trouble	grupo	alternativoj	prononco
level	kulturi	耕作する、啓発する、育てる	to culture (soil, land)	grupo	alternativoj	prononco
level	lernejo	学校	a school, a learning place	grupo	alternativoj	prononco
level	manĝejo	食堂、レストラン	an eating place, a restaurant, a dining room, a canteen	grupo	alternativoj	prononco
level	flago	旗	a flag, a banner	grupo	alternativoj	prononco
level	universala	世界的な、全世界の	universal, general, worldwide	grupo	alternativoj	prononco
level	vendejo	ショップ、売店	a store, a shop	grupo	alternativoj	prononco
level	parko	公園	a park	grupo	alternativoj	prononco
level	kesto	箱、ケース	a chest, a box, a case	grupo	alternativoj	prononco
level	preĝejo	教会	a church, a kirk	grupo	alternativoj	prononco
level	ataki	攻撃する	to attack	grupo	alternativoj	prononco
level	fako	専門分野、課、部	a branch, a discipline, a specialty, a compartment	grupo	alternativoj	prononco
level	librovendejo	本屋	a bookshop, a bookstore	grupo	alternativoj	prononco
level	fama	有名な	famous	grupo	alternativoj	prononco
level	kafejo	喫茶店	a cafe, a coffee shop	grupo	alternativoj	prononco
level	kuseno	クッション、座布団	a cushion, a throw pillow	grupo	alternativoj	prononco
level	desegni	描く、デザインする	to design, to delineate, to draw	grupo	alternativoj	prononco
level	konveni	適している	to be appropriate, to be suitable	grupo	alternativoj	prononco
level	akceptejo	受付	a reception desk	grupo	alternativoj	prononco
level	necesejo	便所、トイレ	a toilet, a restroom	grupo	alternativoj	prononco
level	sporto	スポーツ	sport, a sport	grupo	alternativoj	prononco
level	fridujo	冷蔵庫	a fridge, a refrigerator	grupo	alternativoj	prononco
level	rubujo	ゴミ箱	a trash bin, a bin, a trash can	grupo	alternativoj	prononco
level	defendi	守る、防御する	to defend	grupo	alternativoj	prononco
level	eduki	教育する	to educate	grupo	alternativoj	prononco
level	hejti	暖房をする、火をたく	to heat up, to warm up	grupo	alternativoj	prononco
level	listo	リスト、集計表	a list	grupo	alternativoj	prononco
level	kondiĉo	条件、条項	a condition	grupo	alternativoj	prononco
level	poste	その後、後で	later, afterwards, next	grupo	alternativoj	prononco
level	brakumi	抱きしめる	to embrace, to hug	grupo	alternativoj	prononco
level	ĝoja	嬉しい、楽しい	joyfull, glad, happy	grupo	alternativoj	prononco
level	malvarmumo	風邪	a cold (caught)	grupo	alternativoj	prononco
level	salono	広間、サロン	a sitting room, a lounge, a salon	grupo	alternativoj	prononco
level	konsisti	構成されている	to consist	grupo	alternativoj	prononco
level	hejme	家庭で	at home	grupo	alternativoj	prononco
level	spezo	価格、値段、定価	a turnover	grupo	alternativoj	prononco
level	kalendaro	カレンダー	a calendar	grupo	alternativoj	prononco
level	imagi	想像する	to imagine	grupo	alternativoj	prononco
level	fidela	忠実な	faithful, trustworthy	grupo	alternativoj	prononco
