A.sw content.tsv
Level	Esperanto	sw	en-us	Grupo	Alternativoj	Pronoco
level	staris kaj sidis	alisimama na kukaa	stood and sat	grupo	alternativoj	prononco
level	tie staris antaŭ la foto	hapo alisimama mbele ya picha	there stood in front of the photo	grupo	alternativoj	prononco
level	mi havas tion	Nina hiyo	I have that	grupo	alternativoj	prononco
level	kion vi havas en via mano?	una nini mkononi mwako?	what do you have in your hand?	grupo	alternativoj	prononco
level	antaŭ aŭ malantaŭ?	mbele au nyuma?	in front or behind?	grupo	alternativoj	prononco
level	antaŭ aŭ post?	kabla au baada?	before or after?	grupo	alternativoj	prononco
level	tie malantaŭ la pordo	hapo nyuma ya mlango	there behind the door	grupo	alternativoj	prononco
level	aliaj, aliaj homoj	wengine, watu wengine	others, other people	grupo	alternativoj	prononco
level	leteroj de aliaj	barua kutoka kwa wengine	letters from others	grupo	alternativoj	prononco
level	falis el la mano	akaanguka kutoka kwa mkono	fell out of the hand	grupo	alternativoj	prononco
level	sur la tablo, sur la tablon	juu ya meza, juu ya meza	on the table, onto the table	grupo	alternativoj	prononco
level	ĝi falis sur la tablon	ikaanguka juu ya meza	it fell on the table	grupo	alternativoj	prononco
level	petis pardonon	aliomba msamaha	asked for pardon	grupo	alternativoj	prononco
level	serĉis kvin librojn	alikuwa akitafuta vitabu vitano	was searching for five books	grupo	alternativoj	prononco
level	pardonu, mi serĉis mian libron	samahani, nilikuwa nikitafuta kitabu changu.	sorry, I was looking for my book.	grupo	alternativoj	prononco
level	sed vi bone scias	lakini unajua vizuri	but you know well	grupo	alternativoj	prononco
level	ne estas sur mia tablo	haipo kwenye meza yangu	is not on my table	grupo	alternativoj	prononco
level	viaj libroj ne estas sur mia tablo	vitabu vyako havipo kwenye meza yangu	your books are not on my table	grupo	alternativoj	prononco
level	ree donis, redonis	tena alitoa, akarudi	again gave, returned	grupo	alternativoj	prononco
level	redonu la leteron al mi.	nirudishie barua	return the letter to me	grupo	alternativoj	prononco
level	ricevis bonan lecionon	alipata somo zuri	received a good lesson	grupo	alternativoj	prononco
level	plu lavis, ne plu manĝis	nikanawa zaidi, nikala tena	further washed, ate any more	grupo	alternativoj	prononco
level	ne plu legos	haitasoma tena	will no longer read	grupo	alternativoj	prononco
level	ankaŭ mi ricevis	Nilipokea pia	I also received	grupo	alternativoj	prononco
level	devas fermi	inabidi kufungwa	has to close	grupo	alternativoj	prononco
level	mi devas bone fermi	Lazima nifunge vizuri	I have to close well	grupo	alternativoj	prononco
level	bone fermis la pordon	alifunga mlango kwa nguvu	closed the door tightly	grupo	alternativoj	prononco
level	trankvila, trankviliĝu	tulia, tulia	calm, calm down	grupo	alternativoj	prononco
level	aŭdis sed ne aŭskultis	walisikia lakini hawakusikia	heard but did not listen	grupo	alternativoj	prononco
level	aŭdis trankvilan sonon	ikasikika sauti tulivu	heard a calm sound	grupo	alternativoj	prononco
level	ĉe mi estis kvar poŝoj	kwangu, kuna mifuko 4	at me, there are 4 pockets	grupo	alternativoj	prononco
level	dek tagoj post la lasta leciono	siku kumi baada ya somo la mwisho	ten days after the last lesson	grupo	alternativoj	prononco
level	inter la du tabloj	kati ya meza hizo mbili	between the two tables	grupo	alternativoj	prononco
level	tri leteroj, ses paperoj	barua tatu, karatasi sita	three letters, six papers	grupo	alternativoj	prononco
level	de kapo ĝis piedo	kutoka kichwa hadi mguu	from head to foot	grupo	alternativoj	prononco
level	kvar, kvara, kvaropo, kvarono	nne, nne, quartet, robo	four, fourth, a quartet, a quarter	grupo	alternativoj	prononco
level	kien iris la triopo?	watatu walienda wapi	where did the trio go	grupo	alternativoj	prononco
level	kvin fingroj en ambaŭaj manoj	vidole vitano katika mikono yote miwili	five fingers in both hands	grupo	alternativoj	prononco
level	si mem, sia poŝo	peke yake, mfuko wa mtu mwenyewe	by oneself, one's own pocket	grupo	alternativoj	prononco
level	meti, kunmeti, kunmetaĵo	weka, weka pamoja, kiwanja	put, put together, a compound	grupo	alternativoj	prononco
level	metis en sian poŝon	kuweka katika mfuko wa mtu mwenyewe	put in one's own pocket	grupo	alternativoj	prononco
level	du cent nacioj en la mondo	mataifa mia mbili duniani	two hundred nations in the world	grupo	alternativoj	prononco
level	prenis, forprenis	kuchukuliwa, kuondolewa	took, took away	grupo	alternativoj	prononco
level	prenis sep el siaj naŭ libroj	alichukua saba kati ya vitabu vyake tisa	took seven out of his own nine books	grupo	alternativoj	prononco
level	lasi, forlasita	kuondoka, kuachwa	to leave, abandoned	grupo	alternativoj	prononco
level	lasu min sola kaj trankvila	niache na utulivu	leave me alone and calm	grupo	alternativoj	prononco
level	mil ok cent ok dek sep	elfu mia nane themanini na saba (1887)	thousand eight hundred and eighty seven (1887)	grupo	alternativoj	prononco
level	taso da teo	kikombe cha chai	a cup of tea	grupo	alternativoj	prononco
level	oni lavis ok tasojn	mtu aliosha vikombe nane	somebody washed eight cups	grupo	alternativoj	prononco
level	du mil dek naŭ	elfu mbili kumi na tisa (2019)	two thousand nineteen (2019)	grupo	alternativoj	prononco
level	li lavis sin	akaoga	he washed himself	grupo	alternativoj	prononco
level	sia korpo, sia propra posedo	mwili wa mtu, mali yake mwenyewe	one's body, one's own possession	grupo	alternativoj	prononco
level	sur la tablo, la kato dormis	juu ya meza, paka akalala	on the table, the cat slept	grupo	alternativoj	prononco
level	la kato saltis sur la tablon	paka akaruka juu ya meza	the cat jumped onto the table	grupo	alternativoj	prononco
level	en la halo, en la halon	ukumbini, ukumbini	in the hall, into the hall	grupo	alternativoj	prononco
level	enfalis en lian manon	akaanguka mkononi mwake	fell into his hand	grupo	alternativoj	prononco
level	labori, ellabori	kufanya kazi, kufafanua	to work, to elaborate	grupo	alternativoj	prononco
level	ellabori por tiu libro	kufafanua kitabu hicho	to elaborate for that book	grupo	alternativoj	prononco
level	scias, scivolas, scivolo	anajua, anataka kujua, udadisi	knows, wants to know, curiosity	grupo	alternativoj	prononco
level	dulingva, dulingveco	lugha mbili, lugha mbili	bilingual, bilingualism	grupo	alternativoj	prononco
level	scivolas pri trilingva lernanto	maajabu kuhusu mwanafunzi wa lugha tatu	wonders about a trilingual learner	grupo	alternativoj	prononco
level	iris, reiris	akaenda, akarudi	went, returned	grupo	alternativoj	prononco
level	la katoj reiris al siaj domoj	paka walirudi majumbani mwao	the cats returned to their (own) homes	grupo	alternativoj	prononco
level	en la sako, en la sakon	kwenye begi, kwenye begi	in the bag, into the bag	grupo	alternativoj	prononco
level	enmetu ĝin en vian sakon	weka kwenye begi lako	put it into your bag	grupo	alternativoj	prononco
level	piedo, piediras, piediranto	mguu, tembea, mtembea kwa miguu	a foot, walks, a pedestrian	grupo	alternativoj	prononco
level	dek-tage ili piediris	kwa siku kumi, walitembea	for ten days, they walked	grupo	alternativoj	prononco
level	preni, elpreni	kuchukua, kuchukua nje	to take, to take out	grupo	alternativoj	prononco
level	belaj floroj, prenis belajn florojn	maua mazuri, alichukua maua mazuri	beautiful flowers, took beautiful flowers	grupo	alternativoj	prononco
level	li elprenis nur belajn florojn	akatoa maua mazuri tu	he took out only beautiful flowers	grupo	alternativoj	prononco
level	malfermis, sed tuj fermis	kufunguliwa, lakini mara moja kufungwa	opened, but immediately closed	grupo	alternativoj	prononco
level	malfermis internacian kunvenon	alifungua mkutano wa kimataifa	opened an international meeting	grupo	alternativoj	prononco
level	eldonis kaj disdonis	kuchapishwa na kusambazwa	published and distributed	grupo	alternativoj	prononco
level	la eldonisto eldonis dudek tri librojn	mchapishaji alichapisha vitabu ishirini na tatu	the publisher published twenty-three books	grupo	alternativoj	prononco
level	revenis kaj revidis sian filon	akarudi na kumwona mwanawe tena	returned and saw one's own son again	grupo	alternativoj	prononco
level	en la jaro dumil dudek tri	katika mwaka wa elfu mbili ishirini na tatu (2023)	in the year two thousand and twenty three (2023)	grupo	alternativoj	prononco
level	sinjoro eniris la vendejon	bwana mmoja aliingia (ndani) dukani	a gentleman entered (into) the store	grupo	alternativoj	prononco
level	la vendejo de aŭtoj	duka la magari	the store of cars	grupo	alternativoj	prononco
level	tie li vidas sinjorinon	hapo anamuona mwanamke	there he sees a lady	grupo	alternativoj	prononco
level	karaj gesinjoroj	wapendwa wanawake na mabwana	dear ladies and gentlemen	grupo	alternativoj	prononco
level	tio plaĉis al mi	hiyo ilinifurahisha (napenda hiyo)	that pleased me (I like that)	grupo	alternativoj	prononco
level	la sinjorino plaĉis al li	yule mwanamke alimpendeza (alimpenda yule mwanamke)	the lady pleased him (he liked the lady)	grupo	alternativoj	prononco
level	vidis la belan sinjorinon	alimuona yule mrembo	saw the beautiful lady	grupo	alternativoj	prononco
level	kiu plaĉis al li?	nani alimpendeza? (alimpenda nani?)	who pleased him? (whom did he like?)	grupo	alternativoj	prononco
level	la virino, kiu plaĉis al mi	mwanamke, ambaye alinipendeza	the woman, who pleased me	grupo	alternativoj	prononco
level	tiu, kiu eniris la domon	yule aliyeingia ndani ya nyumba	the one who entered the house	grupo	alternativoj	prononco
level	la viro, kiu donacis ĝin	mtu aliyeitoa	the man who donated it	grupo	alternativoj	prononco
level	li donacis ringon al lia edzino	akampa mke wake pete	he gave a ring to his wife	grupo	alternativoj	prononco
level	la ringo plaĉis al ŝi	alipenda pete	she liked the ring	grupo	alternativoj	prononco
level	la edzino, al kiu la ringo plaĉis	mke aliyependa pete	the wife who liked the ring	grupo	alternativoj	prononco
level	vendisto laboras en la vendejo	muuzaji anafanya kazi katika duka	a salesman works in the store	grupo	alternativoj	prononco
level	vendisto de aŭtoj	muuzaji wa magari	a salesman of cars	grupo	alternativoj	prononco
level	la sinjoro demandis al la vendisto	bwana alimuuliza muuzaji	the gentleman asked the salesman	grupo	alternativoj	prononco
level	kiu aŭto plaĉas al vi?	unapenda gari gani?	which car do you like?	grupo	alternativoj	prononco
level	kiun aŭton vi elektos?	utachagua gari gani?	which car will you choose?	grupo	alternativoj	prononco
level	mi elektis tiun aŭton	Nilichagua gari hilo	I chose that car	grupo	alternativoj	prononco
level	ĝi estas pli bona	ni bora zaidi	it is better	grupo	alternativoj	prononco
level	pli bona ol ĉi tio	bora kuliko hii	better than this	grupo	alternativoj	prononco
level	plej bona el ili	bora wao	best of them	grupo	alternativoj	prononco
level	estas la plej bona	ndiyo bora zaidi	is the best	grupo	alternativoj	prononco
level	kiu aŭto estas la plej bona?	gari gani ni bora?	which car is the best?	grupo	alternativoj	prononco
level	tiu ĉi aŭto estas pli bona	gari hili ni bora	this car is better	grupo	alternativoj	prononco
level	tiu ĉi estas la plej bona	huyu ndiye bora zaidi	this one is the best	grupo	alternativoj	prononco
level	vidis ĉiujn aŭtojn	aliona magari yote	saw all the cars	grupo	alternativoj	prononco
level	la plej bona el ĉiuj	bora kuliko yote	the best of all	grupo	alternativoj	prononco
level	ĉu ĝi estas rapida?	ni haraka?	is it fast?	grupo	alternativoj	prononco
level	pli rapida ol aliaj	haraka kuliko wengine	faster than others	grupo	alternativoj	prononco
level	estas ankaŭ forta	pia ni nguvu	is also strong	grupo	alternativoj	prononco
level	ho jes, kompreneble!	oh ndio, bila shaka!	oh yes, of course!	grupo	alternativoj	prononco
level	estas tre forta	ina nguvu sana	is very strong	grupo	alternativoj	prononco
level	certe ĝi estas forta	hakika ni nguvu	certainly it is strong	grupo	alternativoj	prononco
level	estas ankaŭ multekosta	pia ni ghali	is also expensive	grupo	alternativoj	prononco
level	la plej multekosta el ĉiuj	ghali kuliko zote	the most expensive of all	grupo	alternativoj	prononco
level	malmultekosta sed forta	nafuu lakini nguvu	cheap but strong	grupo	alternativoj	prononco
level	bedaŭras kaj bedaŭrindas	anasikitika na ana huruma (inastahili kusikitika)	feels sorry and is pityful (worth feeling sorry)	grupo	alternativoj	prononco
level	bedaŭrinde mi ne aĉetos	kwa bahati mbaya sitanunua	unfortunately I will not buy	grupo	alternativoj	prononco
level	estas bedaŭrinda afero	ni jambo la bahati mbaya	is an unfortunate thing	grupo	alternativoj	prononco
level	li aĉetis novan aŭton	alinunua gari jipya	he bought a new car	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	kwa sababu sina pesa	because I do not have money	grupo	alternativoj	prononco
level	mia malnova aŭto	gari langu la zamani	my old car	grupo	alternativoj	prononco
level	la plej malmultekosta el ĉiuj	nafuu kuliko zote	the cheapest of all	grupo	alternativoj	prononco
level	mi veturos tien	Nitaendesha gari huko	I'll drive there	grupo	alternativoj	prononco
level	ankoraŭ veturos per ĝi	bado utaendesha nayo	will still drive with it	grupo	alternativoj	prononco
level	dum la tuta tago	siku nzima	all day long	grupo	alternativoj	prononco
level	dum li diris tion	huku akisema hivyo	while he said that	grupo	alternativoj	prononco
level	li denove rigardis ŝin	akamtazama tena	he looked at her again	grupo	alternativoj	prononco
level	sed la vendisto diris	lakini muuzaji alisema	but the salesman said	grupo	alternativoj	prononco
level	estus pli bone, ke ~	ingekuwa bora kwamba ~	it would be better that ~	grupo	alternativoj	prononco
level	rigardu tiun ĉi sinjorinon	mtazame bibi huyu	look at this lady	grupo	alternativoj	prononco
level	ankaŭ tio estas tre multekosta	hiyo pia ni ghali sana	that is also very expensive	grupo	alternativoj	prononco
level	mi estas ŝia edzo	Mimi ni mume wake	I am her husband	grupo	alternativoj	prononco
level	kiom via vojaĝo kostis?	safari yako iligharimu kiasi gani?	how much did your trip cost?	grupo	alternativoj	prononco
level	aŭskultu la kanton de via edzino	sikiliza wimbo wa mkeo	listen to your wife's song	grupo	alternativoj	prononco
level	ne forgesu, ke ĝi tre multe kostas	usisahau kuwa inagharimu sana	don’t forget that it costs a lot	grupo	alternativoj	prononco
level	li helpis la vendiston dum du horoj	alimsaidia muuzaji kwa saa mbili	he helped the salesman for two hours	grupo	alternativoj	prononco
level	jam pli ol tri jaroj	kwa zaidi ya miaka mitatu	for more than three years	grupo	alternativoj	prononco
level	kovri, kovrilo, malkovri	funika, funika, funua (gundua)	cover, cover, uncover (discover)	grupo	alternativoj	prononco
level	la kialon li ankoraŭ ne malkovris	sababu bado hajagundua	the reason he has not yet discovered	grupo	alternativoj	prononco
level	kial vi komencis sendi leterojn?	kwanini umeanza kutuma barua?	why did you start sending letters?	grupo	alternativoj	prononco
level	dum ok monatoj li vivis tie	kwa muda wa miezi minane aliishi huko	for eight months he lived there	grupo	alternativoj	prononco
level	ne havis tempon por aŭskulti	hakuwa na muda wa kusikiliza	didn't have time to listen	grupo	alternativoj	prononco
level	la aŭto estis jam plena	gari lilikuwa tayari limejaa	the car was already full	grupo	alternativoj	prononco
level	kion vi manĝas?	unakula nini	what are you eating	grupo	alternativoj	prononco
level	kia estas la vetero?	hali ya hewa ikoje?	what's the weather like?	grupo	alternativoj	prononco
level	kian aŭton vi havas?	una gari la aina gani?	what kind of car do you have?	grupo	alternativoj	prononco
level	kiaj estis ŝiaj leteroj?	barua zake zilikuwaje?	what were her letters like?	grupo	alternativoj	prononco
level	kie ni estas?	tuko wapi?	where are we?	grupo	alternativoj	prononco
level	kien vi iras?	unaenda wapi?	where are you going to?	grupo	alternativoj	prononco
level	al kiu vi donis ĝin?	umempa nani?	to whom did you give it?	grupo	alternativoj	prononco
level	la viro, kun kiu vi vojaĝis	mwanaume uliyesafiri naye	the man whom you traveled with	grupo	alternativoj	prononco
level	pli granda ol la aŭto	kubwa kuliko gari	bigger than the car	grupo	alternativoj	prononco
level	la plej alta el tiuj homoj	mrefu zaidi ya watu hao	the tallest of those people	grupo	alternativoj	prononco
level	li sidis dum la manĝo	alikuwa amekaa kwenye chakula cha jioni	he was sitting at dinner	grupo	alternativoj	prononco
level	ŝi skribas dum li legas	anaandika huku yeye akisoma	she writes while he reads	grupo	alternativoj	prononco
level	ĉi tie, en ĉi tiu ĉambro	hapa, katika chumba hiki	here, in this room	grupo	alternativoj	prononco
level	tiu ĉi sinjoro	bwana huyu	this gentleman	grupo	alternativoj	prononco
level	aŭskultinda novaĵo	habari inayostahili kusikilizwa	a news worth listening	grupo	alternativoj	prononco
level	la libro estas vere leginda	kitabu kinafaa kusoma	the book is really worth reading	grupo	alternativoj	prononco
level	bedaŭra afero	jambo la bahati mbaya	an unfortunate thing	grupo	alternativoj	prononco
level	bedaŭrinde, mi ne povas	kwa bahati mbaya, siwezi	unfortunately, I can't	grupo	alternativoj	prononco
level	nedankinde. estis mia plezuro	Unakaribishwa. ilikuwa furaha yangu	you are welcome. it was my pleasure	grupo	alternativoj	prononco
level	eta belulino ege belas	msichana mdogo mzuri ni mzuri sana	small pretty girl is very beautiful	grupo	alternativoj	prononco
level	ĉiuj amikoj amas ŝin	marafiki wote wanampenda	all friends love her	grupo	alternativoj	prononco
level	antaŭ tri monatoj	miezi mitatu iliyopita	three months ago	grupo	alternativoj	prononco
level	okazis malbono al ŝi	jambo baya lilimtokea	something bad happened to her	grupo	alternativoj	prononco
level	ŝi falis pro aŭto	alianguka kwa sababu ya gari	she fell because of a car	grupo	alternativoj	prononco
level	malsaniĝis kaj temperaturo altiĝis	akawa mgonjwa na joto kuongezeka	became ill and temperature rose	grupo	alternativoj	prononco
level	patrino diris, ke ŝi devas ripozi	mama akasema apumzike	mother said she should rest	grupo	alternativoj	prononco
level	ŝi devas resti hejme	inabidi abaki nyumbani	she has to stay home	grupo	alternativoj	prononco
level	ŝi vokos doktoron	atamwita daktari	she will call a doctor	grupo	alternativoj	prononco
level	je la naŭa horo	saa tisa	at nine o'clock	grupo	alternativoj	prononco
level	matene venis je la oka	asubuhi ikafika saa nane	in the morning came at eight o'clock	grupo	alternativoj	prononco
level	je la sepa morgaŭ vespere	saa saba kesho jioni	at seven tomorrow evening	grupo	alternativoj	prononco
level	montris liajn manojn	alionyesha mikono yake	showed his hands	grupo	alternativoj	prononco
level	vesto, vestiĝas	mavazi, anavaa	dress, is getting dressed	grupo	alternativoj	prononco
level	vestiĝu kaj varmigu vian korpon	vaa na joto mwili wako	get dressed and warm your body	grupo	alternativoj	prononco
level	hejme tuj malvestis kaj duŝis	nyumbani mara moja akavua nguo na kuoga	at home immediately undressed and showered	grupo	alternativoj	prononco
level	doktoro rigardis ĉion	daktari aliangalia kila kitu	a doctor looked at everything	grupo	alternativoj	prononco
level	bone rigardis kaj fine diris	aliangalia kwa makini na hatimaye akasema	looked throughly and finally said	grupo	alternativoj	prononco
level	unu semajnon restu hejme	kukaa nyumbani kwa wiki	stay home for a week	grupo	alternativoj	prononco
level	deziras, ke vi estu trankvila	anataka uwe mtulivu	wants you to be calm	grupo	alternativoj	prononco
level	post unu semajno	baada ya wiki moja	after one week	grupo	alternativoj	prononco
level	vi fartos pli bone	utajisikia vizuri	you will feel better	grupo	alternativoj	prononco
level	trinku multe da teo	kunywa chai nyingi	drink plenty of tea	grupo	alternativoj	prononco
level	venos por revidi vin	nitakuja kukuona tena	will come to see you again	grupo	alternativoj	prononco
level	ankaŭ li estu trankvila	awe mtulivu pia	let him be calm too	grupo	alternativoj	prononco
level	sana homo, sanulo	mtu mwenye afya, mtu mwenye afya	healthy man, healthy person	grupo	alternativoj	prononco
level	zorgis pri si mem	alijijali mwenyewe	took care of oneself	grupo	alternativoj	prononco
level	tuta afero tuje utilis al mi	jambo lote lilikuwa na manufaa kwangu mara moja	the whole thing was useful to me at once	grupo	alternativoj	prononco
level	rimarkis, ke teruraĵo proksimas	niliona kwamba jambo la kutisha lilikuwa karibu	noticed that horrible thing is near	grupo	alternativoj	prononco
level	petis tuj rimarki ĝin	aliuliza kuiona mara moja	asked to notice it immediately	grupo	alternativoj	prononco
level	pensis, ke tio ne necesas	walidhani hiyo haikuwa lazima	thought that was not necessary	grupo	alternativoj	prononco
level	loĝis proksime, kaj tio utilis	aliishi karibu, na hiyo ilikuwa muhimu	lived nearby, and that was useful	grupo	alternativoj	prononco
level	nia lando hodiaŭ teruriĝis	nchi yetu leo imekuwa na hofu	our country became terrified today	grupo	alternativoj	prononco
level	karaj infanoj el ĉiuj familioj	watoto wapendwa kutoka kwa familia zote	dear children from all families	grupo	alternativoj	prononco
level	unu fojon hieraŭ, du fojojn morgaŭ	mara moja jana, mara mbili kesho	once yesterday, twice tomorrow	grupo	alternativoj	prononco
level	hodiaŭ familioj bezonas infanojn	leo familia zinahitaji watoto	today families need children	grupo	alternativoj	prononco
level	esperis, ke li fartos bone morgaŭ	alitumaini angekuwa mzima kesho	hoped he would be well tomorrow	grupo	alternativoj	prononco
level	li fartis ege trankvila	alikuwa anahisi (amekuwa) ametulia sana	he was feeling (has been) very calm	grupo	alternativoj	prononco
level	tri etuloj altigis la monton	watoto watatu waliinua mlima	three little ones raised the mountain	grupo	alternativoj	prononco
level	gravuloj ne petis helpon	watu muhimu hawakuomba msaada	important people did not ask for help	grupo	alternativoj	prononco
level	piediris tien por helpi	alitembea hapo kusaidia	walked there to help	grupo	alternativoj	prononco
level	restu hejme se temperaturo altas	kaa nyumbani ikiwa halijoto ni ya juu	stay home if temperature is high	grupo	alternativoj	prononco
level	temperaturo restis simila hodiaŭ	joto limebakia sawa leo	temperature remained similar today	grupo	alternativoj	prononco
level	voku la doktoron je la naŭa	piga simu daktari saa tisa	call the doctor at nine	grupo	alternativoj	prononco
level	montru ĝin al via doktoro	onyesha kwa daktari wako	show it to your doctor	grupo	alternativoj	prononco
level	por montri vian piedon	kuonyesha mguu wako	to show your foot	grupo	alternativoj	prononco
level	vestu ĉi tiun ĉemizon	vaa shati hili	wear this shirt	grupo	alternativoj	prononco
level	semajnfine ĉio trankviliĝos	wikendi kila kitu kitatulia	on the weekend everything will calm down	grupo	alternativoj	prononco
level	sub la te-taso kion vi trovis?	chini ya kikombe cha chai umepata nini?	under the tea-cup what did you find?	grupo	alternativoj	prononco
level	mi deziras matenan teon	Nataka chai ya asubuhi	I want morning tea	grupo	alternativoj	prononco
level	esperis trankvilan vesperon	natumaini jioni ya utulivu	hoped for a quiet evening	grupo	alternativoj	prononco
level	deziras, ke vi lernu	anataka ujifunze	wants that you learn	grupo	alternativoj	prononco
level	insistis, ke mi iru	akasisitiza niende	insisted that I go	grupo	alternativoj	prononco
level	je kioma horo?	saa ngapi?	at what hour?	grupo	alternativoj	prononco
level	je la sesa, li venos	saa sita atakuja	at six he will come	grupo	alternativoj	prononco
level	la libreto estis ĉarma	libretto ilikuwa haiba	the libretto was charming	grupo	alternativoj	prononco
level	estu trankvila	nyamaza	be quiet	grupo	alternativoj	prononco
level	li estu trankvila	anyamaze	let him be quiet	grupo	alternativoj	prononco
level	ankaŭ li	yeye pia	he too	grupo	alternativoj	prononco
level	mi deziras	Nataka (tamani)	I want (desire)	grupo	alternativoj	prononco
level	mi deziras, ke ~	Natamani (tamani) that ~	I wish (desire) that ~	grupo	alternativoj	prononco
level	ke vi lernu	kwamba unajifunza	that you learn	grupo	alternativoj	prononco
level	mi deziras, ke vi lernu	Nataka ujifunze	I want you to learn	grupo	alternativoj	prononco
level	patro insistas	baba anasisitiza	father insists	grupo	alternativoj	prononco
level	patro insistas, ke ~	baba anasisitiza kwamba ~	father insists that ~	grupo	alternativoj	prononco
level	ke mi iru	kwamba niende	that I go	grupo	alternativoj	prononco
level	patro insistas, ke mi iru	baba anasisitiza niende	father insists that I go	grupo	alternativoj	prononco
level	je kioma horo	saa ngapi	at what hour	grupo	alternativoj	prononco
level	je kioma horo vi venos?	unakuja saa ngapi?	what time do you come?	grupo	alternativoj	prononco
level	je la kvina	saa tano (saa)	at five (o'clock)	grupo	alternativoj	prononco
level	je la kvina horo	saa tano	at five o'clock	grupo	alternativoj	prononco
level	kiel li fartas?	anaendeleaje?	how does he doing?	grupo	alternativoj	prononco
level	kiel vi fartis lastatempe?	umekuwaje siku za hivi karibuni?	how have you been lately?	grupo	alternativoj	prononco
level	etaj libroj belas	vitabu vidogo ni nzuri	little books are beautiful	grupo	alternativoj	prononco
level	libreto, belaj libroj	kijitabu, vitabu vizuri	a booklet, beautiful books	grupo	alternativoj	prononco
level	bela, beleta, belega	mrembo, mrembo kidogo, mrembo sana	beautiful, a little pretty, very beautiful	grupo	alternativoj	prononco
level	varma, varmeta, varmega	joto, vuguvugu, moto sana	warm, lukewarm, very hot	grupo	alternativoj	prononco
level	librego, libreto	kitabu kikubwa, kijitabu	a big book, a booklet	grupo	alternativoj	prononco
level	bona, bonega, bonege	nzuri, nzuri, nzuri	good, great, well	grupo	alternativoj	prononco
level	riĉa, riĉiĝi, riĉulo	tajiri, kuwa tajiri, mtu tajiri	rich, become rich, a rich person	grupo	alternativoj	prononco
level	trankvila, trankviliĝi, trankviliĝu	utulivu, utulivu, utulivu	calm, to calm down, calm down	grupo	alternativoj	prononco
level	sana, resaniĝi, resaniĝis	mwenye afya, kuponywa, akawa mzima	healthy, to become healed, became healed	grupo	alternativoj	prononco
level	edzo, edziĝo, geedziĝis	mume, ndoa, ndoa	a husband, marriage, married	grupo	alternativoj	prononco
level	leterportisto	tarishi barua	a letter postman	grupo	alternativoj	prononco
level	hejmlando	nchi ya asili	a homeland	grupo	alternativoj	prononco
level	iom, iomete	kiasi, kidogo	somewhat, a little	grupo	alternativoj	prononco
level	ni bonege vespermanĝis	tulikuwa na chakula cha jioni kikubwa	we had a great dinner	grupo	alternativoj	prononco
level	espereble, prizorgu vin	kwa matumaini, jitunze	hopefully, take care of yourself	grupo	alternativoj	prononco
level	mi zorgis pri la altkvalita loĝejo	Nilijali kuhusu makazi ya hali ya juu	I cared about the high-quality housing	grupo	alternativoj	prononco
level	pripensu dufoje, multfoje	fikiria mara mbili, mara nyingi	think twice, many times	grupo	alternativoj	prononco
level	kiu deprenis la libreton?	nani alikiondoa kijitabu?	who took down the booklet?	grupo	alternativoj	prononco
level	kato, kiu nomiĝas Cezaro	paka aitwaye Kaisari	a cat named Caesar	grupo	alternativoj	prononco
level	kuko, kiu estas sur la tablo	keki ambayo iko kwenye meza	a cake which is on the table	grupo	alternativoj	prononco
level	manĝu kukon, kiu estas sur la tablo	kula keki iliyo mezani	eat a cake that is on the table	grupo	alternativoj	prononco
level	fariĝis varmega kaj ruĝiĝis	ikawa moto na kuona haya usoni	became hot and blushed	grupo	alternativoj	prononco
level	patro volas, ke lia infano manĝu	baba anataka mtoto wake ale	a father wants his child to eat	grupo	alternativoj	prononco
level	en malgranda ĉambro	katika chumba kidogo	in a small room	grupo	alternativoj	prononco
level	ni loĝas en ~	tunaishi ~	we live in ~	grupo	alternativoj	prononco
level	mi fariĝis maltrankvila	Nikawa na wasiwasi	I became anxious	grupo	alternativoj	prononco
level	tiam, kiam mi vidis vin	wakati huo nilipokuona	at that time when I saw you	grupo	alternativoj	prononco
level	ĉiuj rimarkis tion	kila mtu aliliona hilo	everyone noticed that	grupo	alternativoj	prononco
level	tion, ke ŝi estas belega	ukweli kwamba yeye ni mrembo	the fact that she is beautiful	grupo	alternativoj	prononco
level	ĉu vi deziras, ke ~ ?	unataka hiyo ~? (deziri)	do you want that ~ ? (deziri)	grupo	alternativoj	prononco
level	ke mi montru al vi	ili nikuonyeshe	that I may show you	grupo	alternativoj	prononco
level	ĉu vi deziras, ke mi montru?	unataka nionyeshe?	do you want me to show?	grupo	alternativoj	prononco
level	mian plej novan libron	kitabu changu kipya (lengo)	my newest book (objective)	grupo	alternativoj	prononco
level	morgaŭ matene, kion vi volas?	kesho asubuhi, unataka nini?	tomorrow morning, what do you want?	grupo	alternativoj	prononco
level	matenmanĝis malfrue	alikuwa na kifungua kinywa marehemu	had breakfast late	grupo	alternativoj	prononco
level	kiam Marko alvenos?	Mark atafika lini?	when will Mark arrive?	grupo	alternativoj	prononco
level	je la kvina aŭ je la oka horo	saa tano au nane	at five or eight o'clock	grupo	alternativoj	prononco
level	kiam vi rimarkis, ke ~ ?	lini uligundua hilo ~ ?	when did you notice that ~ ?	grupo	alternativoj	prononco
level	la tuta familio nomas min bonfarulo	familia nzima inaniita mfadhili	the whole family calls me a benefactor	grupo	alternativoj	prononco
