C.es content.tsv
Level	Esperanto	es	en-us	Grupo	Alternativoj	Pronoco
level	bongusta	delicioso, de buen sabor	delicious, good-tasted	grupo	alternativoj	prononco
level	flegi	cuidar, amamantar	to take care of, to nurse	grupo	alternativoj	prononco
level	-njo	(sufijo) nombre de mascota femenina	(suffix)  female pet name	grupo	alternativoj	prononco
level	-ĉjo	(sufijo) nombre de mascota masculina	(suffix)  male pet name	grupo	alternativoj	prononco
level	plugi	arar, arar, labrar	to plow, to plough, to till	grupo	alternativoj	prononco
level	amletero	una carta de amor	a loveletter	grupo	alternativoj	prononco
level	glaso da	un vaso de	a glass of	grupo	alternativoj	prononco
level	valo	un valle	a valley	grupo	alternativoj	prononco
level	taso da	una taza de	a cup of	grupo	alternativoj	prononco
level	ŝarĝo	una carga, una carga, una carga	a burden, a load, a charge	grupo	alternativoj	prononco
level	bufedo	Un buffet	a buffet	grupo	alternativoj	prononco
level	avino	una abuela	a grandmother	grupo	alternativoj	prononco
level	guto	una gota, un goteo	a drop, a drip	grupo	alternativoj	prononco
level	estingi	apagar, apagar	to put out, to extinguish	grupo	alternativoj	prononco
level	feliĉe	felizmente	happily	grupo	alternativoj	prononco
level	gorĝo	una garganta	a throat	grupo	alternativoj	prononco
level	serpento	una serpiente	a snake	grupo	alternativoj	prononco
level	klare	claramente	clearly	grupo	alternativoj	prononco
level	alveni	llegar, conseguir	to arrive, to get	grupo	alternativoj	prononco
level	aldoni	agregar	to add	grupo	alternativoj	prononco
level	vesti (sin)	vestirse (uno mismo), ponerse	to dress (oneself), to put on	grupo	alternativoj	prononco
level	vosto	una cola	a tail	grupo	alternativoj	prononco
level	alporti	traer, traer	to bring, to fetch	grupo	alternativoj	prononco
level	vestiblo	un vestíbulo (quitarse el vestido), vestíbulo de entrada, vestíbulo	a lobby (putting dress off), entrance hall, vestibule	grupo	alternativoj	prononco
level	korno	un cuerno, sirena, bocina	a horn, hooter, klaxon	grupo	alternativoj	prononco
level	avara	codicioso, avaricioso	greedy, avarious	grupo	alternativoj	prononco
level	ebla	posible, capaz	possible, able	grupo	alternativoj	prononco
level	eble	tal vez, posiblemente, tal vez	perhaps, possibly, maybe	grupo	alternativoj	prononco
level	balai	para barrer	to sweep	grupo	alternativoj	prononco
level	kompreneble	por supuesto (comprensiblemente)	of course (understandably)	grupo	alternativoj	prononco
level	glitkuri	patinar, deslizarse	to skate, to sliding-run	grupo	alternativoj	prononco
level	sketi (glitkuri)	patinar (patinar sobre hielo)	to skate (ice skating)	grupo	alternativoj	prononco
level	ŝvito	sudor, un sudor, transpiración	sweat, a sweat, perspiration	grupo	alternativoj	prononco
level	nenies	de nadie, de nadie	nobody's, no-one's	grupo	alternativoj	prononco
level	simili	parecerse, parecerse	to look similar, to resemble	grupo	alternativoj	prononco
level	kameno	una chimenea, un hogar	a fireplace, a hearth	grupo	alternativoj	prononco
level	portebla	portátil	portable	grupo	alternativoj	prononco
level	memkomprenebla	evidente, por supuesto	evident, of course	grupo	alternativoj	prononco
level	prezidanto	un presidente, un presidente	a chairman, a president	grupo	alternativoj	prononco
level	pluraj	varios	several	grupo	alternativoj	prononco
level	kongresnumero	un número de registro en un congreso	a registering number in a congress	grupo	alternativoj	prononco
level	UK (U.K.)	el Congreso Universal (de Esperanto)	the Universal Congress (of Esperanto)	grupo	alternativoj	prononco
level	surda	sordo	deaf	grupo	alternativoj	prononco
level	UEA (U.E.A)	la Asociación Universal de Esperanto	the Universal Esperanto-Association	grupo	alternativoj	prononco
level	ordi	arreglar, poner las cosas en orden	to arrange, to make things in order	grupo	alternativoj	prononco
level	fraŭlino	Una mujer soltera y maden, señorita.	a maden, unmarried woman, Miss.	grupo	alternativoj	prononco
level	ringo	un anillo	a ring	grupo	alternativoj	prononco
level	pasaĝerŝipo	un barco de pasajeros	a passenger ship	grupo	alternativoj	prononco
level	kongreslibro	un libro de congreso	a congress book	grupo	alternativoj	prononco
level	beko	un pico, un billete	a beak, a bill	grupo	alternativoj	prononco
level	libroservo	una librería (en un congreso)	a bookshop (in a congress)	grupo	alternativoj	prononco
level	libroŝranko	una estantería	a book shelf	grupo	alternativoj	prononco
level	kapkuseno	una almohada	a pillow	grupo	alternativoj	prononco
level	cindro	ceniza, ceniza	ash, cinder	grupo	alternativoj	prononco
level	artikolo	un artículo (revista, periódico)	an article (magazine, newspaper)	grupo	alternativoj	prononco
level	nombri	numerar, contar	to number, to count	grupo	alternativoj	prononco
level	duobla	doble	double	grupo	alternativoj	prononco
level	duoble	dos veces, doblemente	twice, doubly	grupo	alternativoj	prononco
level	dekobla	de diez veces	of ten-fold	grupo	alternativoj	prononco
level	ĉapo	una gorra	a cap	grupo	alternativoj	prononco
level	dekoblo	diez veces, diez veces	ten-fold, ten times	grupo	alternativoj	prononco
level	kasedo	un casete	a cassette	grupo	alternativoj	prononco
level	dekoble	diez veces más (muchos)	ten times as much (many)	grupo	alternativoj	prononco
level	jesuo	Jesús	Jesus	grupo	alternativoj	prononco
level	poluro	pulimento, pulimento	polish, polishment	grupo	alternativoj	prononco
level	tusi	toser	to cough	grupo	alternativoj	prononco
level	pinglo	alfiler, aguja	pin, needle	grupo	alternativoj	prononco
level	buĝeto	un presupuesto (=budĝeto)	a budget (=budĝeto)	grupo	alternativoj	prononco
level	duono	la mitad	an half	grupo	alternativoj	prononco
level	subjekto	un sujeto	a subject	grupo	alternativoj	prononco
level	pesi	medir peso, pesar	to measure weight, to weigh	grupo	alternativoj	prononco
level	ĉiutage	todos los días, diariamente	every day, daily	grupo	alternativoj	prononco
level	lanterno	una linterna	a lantern	grupo	alternativoj	prononco
level	tagmanĝo	un almuerzo, comida del mediodía	a lunch, midday meal	grupo	alternativoj	prononco
level	importi	importar	to import	grupo	alternativoj	prononco
level	duona	la mitad (ly)	half(ly)	grupo	alternativoj	prononco
level	dekono	un décimo	a tenth	grupo	alternativoj	prononco
level	skrapi	raspar, raspar	to scrape, to scratch	grupo	alternativoj	prononco
level	kvarono	un cuarto, un cuarto	a quarter, one fourth	grupo	alternativoj	prononco
level	triono	un tercio, un tercio	a third, one third	grupo	alternativoj	prononco
level	pezi	pesar (tener el peso de una cantidad)	to weigh (to have a heaviness of an amount)	grupo	alternativoj	prononco
level	naztuko	un pañuelo (=kajertuko)	a handkerchief (=kajertuko)	grupo	alternativoj	prononco
level	bantuko	una toalla de baño	a bath towel	grupo	alternativoj	prononco
level	littuko	una sábana	a bed sheet	grupo	alternativoj	prononco
level	terure	terriblemente, terriblemente	terribly, awfully	grupo	alternativoj	prononco
level	kvaropo	un cuarteto, un cuádruple	a foursome, a quadruple	grupo	alternativoj	prononco
level	tualeto	un baño (vestimenta)	a toilet (attire)	grupo	alternativoj	prononco
level	pardono	perdón, perdón, absolución	forgiveness, pardon, absolution	grupo	alternativoj	prononco
level	kuvo	una tina, un baño, una tina	a tub, a bath, a vat	grupo	alternativoj	prononco
level	vizitadi	visitar regularmente, frecuentar	to visit regularily, to frequent	grupo	alternativoj	prononco
level	esplori	explorar, investigar	to explore, to investigate	grupo	alternativoj	prononco
level	regali	regalar, tratar, entretener	to regale, to treat, to entertain	grupo	alternativoj	prononco
level	diskuti	discutir	to discuss	grupo	alternativoj	prononco
level	propagandi	hacer propaganda, publicitar	to make propaganda, to advertise	grupo	alternativoj	prononco
level	kudrilo	una aguja de coser	a sewing needle	grupo	alternativoj	prononco
level	ŝoveli	palear	to shovel	grupo	alternativoj	prononco
level	aplaŭdo	un aplauso, aclamación	an applause, acclamation	grupo	alternativoj	prononco
level	malsata	hambriento	hungry	grupo	alternativoj	prononco
level	esprimi	para expresar	to express	grupo	alternativoj	prononco
level	subtaso	un platillo	a saucer	grupo	alternativoj	prononco
level	traduko	una traduccion	a translation	grupo	alternativoj	prononco
level	kopiilo	una fotocopiadora, una fotocopiadora	a copying machine, a copier	grupo	alternativoj	prononco
level	provizo	una provisión, un stock, un suministro	a provision, a stock, a supply	grupo	alternativoj	prononco
level	traduki	traducir	to translate	grupo	alternativoj	prononco
level	terglobo	el globo terráqueo	the earth globe	grupo	alternativoj	prononco
level	breto	un estante	a shelf	grupo	alternativoj	prononco
level	sekreti	guardar secretos	to keep secrets	grupo	alternativoj	prononco
level	ekonomio	economía, una economía	economy, an economy	grupo	alternativoj	prononco
level	evolui	evolucionar	to evolve	grupo	alternativoj	prononco
level	ĉambristo	una ama de casa	a housekeeper	grupo	alternativoj	prononco
level	dimanĉe	el domingo	on Sunday	grupo	alternativoj	prononco
level	pruntedoni	a prestar	to lend	grupo	alternativoj	prononco
level	veturado	ir de paseo	going on a ride	grupo	alternativoj	prononco
level	ĥoro	un coro, un coro	a choir, a chorus	grupo	alternativoj	prononco
level	pruntepreni	pedir prestado y tomar	to borrow and take	grupo	alternativoj	prononco
level	vestaĵo	ropa	clothes	grupo	alternativoj	prononco
level	rapide	rápidamente, rápidamente, rápidamente	rapidly, quickly, swiftly	grupo	alternativoj	prononco
level	urbomezo	un centro de una ciudad	a center of a city	grupo	alternativoj	prononco
level	tridekjara	30 años	30 years old	grupo	alternativoj	prononco
level	tiuokaze	en ese caso	in that case	grupo	alternativoj	prononco
level	sekigi	Secar	to dry	grupo	alternativoj	prononco
level	varmigi	calentar, mantener caliente, calentar	to make warm, to keep warm, to heat	grupo	alternativoj	prononco
level	surloka	en el lugar	at the place	grupo	alternativoj	prononco
level	supren	hacia arriba	upward	grupo	alternativoj	prononco
level	subakvigi	hundirse, hacer hundirse	to sink, to make sink	grupo	alternativoj	prononco
level	foto	una foto, fotografía	a photo, photograph	grupo	alternativoj	prononco
level	sovaĝejo	un desierto	a wilderness	grupo	alternativoj	prononco
level	skribotablo	una mesa de escritura	a writing table	grupo	alternativoj	prononco
level	varmiĝi	calentarse	to become warm	grupo	alternativoj	prononco
level	klarigi	explicar, aclarar	to explain, to clarify	grupo	alternativoj	prononco
level	sentimulo	un hombre intrépido	a fearless man	grupo	alternativoj	prononco
level	krepusko	un crepúsculo, un anochecer	a twilight, a dusk	grupo	alternativoj	prononco
level	laciga	desgastar, cansar, causar fatiga	wearing, tiring, causing fatigue	grupo	alternativoj	prononco
level	senkolora	incoloro	colorless	grupo	alternativoj	prononco
level	senbrue	Sin ruido	without noise	grupo	alternativoj	prononco
level	lernigi	hacer aprendizaje, enseñar	to make learning, to teach	grupo	alternativoj	prononco
level	ŝuldi	deber	to owe	grupo	alternativoj	prononco
level	sekreta	secreto	secret	grupo	alternativoj	prononco
level	finigi	poner fin, terminar	to make an end, to finish	grupo	alternativoj	prononco
level	salto	un salto	a jump	grupo	alternativoj	prononco
level	finiĝi	terminar, terminar, llegar a su fin	to become finished, to end, to come to an end	grupo	alternativoj	prononco
level	malvarmiĝi	volverse frio	to become cold	grupo	alternativoj	prononco
level	rideto	una sonrisa	a smile	grupo	alternativoj	prononco
level	sidiĝi	sentarse	to sit down	grupo	alternativoj	prononco
level	repaciĝo	volviéndose pacífico nuevamente	becoming peaceful again	grupo	alternativoj	prononco
level	redoni	devolver	to give back	grupo	alternativoj	prononco
level	stariĝi	levantarse, levantarse, levantarse	to get up, to rise, to stand up	grupo	alternativoj	prononco
level	rapidege	muy rápidamente	very quickly	grupo	alternativoj	prononco
level	servo	servicio, un servicio	service, a service	grupo	alternativoj	prononco
level	konsideri	considerar	to consider	grupo	alternativoj	prononco
level	promenejo	un paseo	a promenade	grupo	alternativoj	prononco
level	komenciĝi	empezar, empezar	to get started, to begin	grupo	alternativoj	prononco
level	plibeligi	embellecer (más)	to beautify (more)	grupo	alternativoj	prononco
level	perdigi	hacer para perderse	to make to get lost	grupo	alternativoj	prononco
level	ordigi	hacer pedido	to make ordered	grupo	alternativoj	prononco
level	maristo	un marinero, un marinero, un marinero	a seaman, a sailor, a mariner	grupo	alternativoj	prononco
level	neinteresa	no es interesante	not interesting	grupo	alternativoj	prononco
level	naturaĵo	algo natural	a natural thing	grupo	alternativoj	prononco
level	fariĝi ~	convertirse en ~	to become ~	grupo	alternativoj	prononco
level	multpieda	muchos pies	many-footed	grupo	alternativoj	prononco
level	moviĝi	alejarse, mudarse a otro lugar	to move (away), to move into another place	grupo	alternativoj	prononco
level	konatiĝi (kun)	conocer (con)	to get acquainted (with)	grupo	alternativoj	prononco
level	morgaŭa	mañana	tomorrow's	grupo	alternativoj	prononco
level	ekzameni	examinar	to examine	grupo	alternativoj	prononco
level	malŝati	odiar, no gustar	to hate, do not like	grupo	alternativoj	prononco
level	plenigi	llenar, llenar	to fill up, to fill in	grupo	alternativoj	prononco
level	malĝoja	triste	sad	grupo	alternativoj	prononco
level	frosto	escarcha, una escarcha, congelar, frío glacial	frost, a frost, freeze, freezing cold	grupo	alternativoj	prononco
level	manplato	palma, una palma	palm, a palm	grupo	alternativoj	prononco
level	maltrankvila	ansioso	anxious	grupo	alternativoj	prononco
level	respubliko	una república	a republic	grupo	alternativoj	prononco
level	malseka	húmedo	wet	grupo	alternativoj	prononco
level	malsaniĝi	enfermarse	to become ill	grupo	alternativoj	prononco
level	aliĝi	unir	to join	grupo	alternativoj	prononco
level	malplaĉa	incómodo	uncomfortable	grupo	alternativoj	prononco
level	malofte	casi nunca	rarely	grupo	alternativoj	prononco
level	malmulto	pocos	few	grupo	alternativoj	prononco
level	rezignigi	hacer dimitir, forzar dimitir	to make to resign, to force resign	grupo	alternativoj	prononco
level	filmo	una película, una película	a film, a motion picture	grupo	alternativoj	prononco
level	malmulte	en poco	in few	grupo	alternativoj	prononco
level	terni	estornudar	to sneeze	grupo	alternativoj	prononco
level	fermigi	hacer para cerrar	to make to close	grupo	alternativoj	prononco
level	malkontentigi	molestar	to annoy	grupo	alternativoj	prononco
level	malfrui	llegar tarde	to be late	grupo	alternativoj	prononco
level	malforta	débil	weak	grupo	alternativoj	prononco
level	fermiĝi	estar cerrado, estar cerrado	to become closed, to be closed	grupo	alternativoj	prononco
level	malfacila	difícil	difficult	grupo	alternativoj	prononco
level	alkoholaĵo	licor, bebida alcohólica	liquor, alcoholic beverage	grupo	alternativoj	prononco
level	difini	definir	to define	grupo	alternativoj	prononco
level	malagrabla	desagradable	unpleasant	grupo	alternativoj	prononco
level	anstataŭigi	sustituir, sustituir, sustituir	to replace, to put in place of, to substitute	grupo	alternativoj	prononco
level	laboristo	un trabajador	a worker	grupo	alternativoj	prononco
level	koncerni	a la preocupación	to concern	grupo	alternativoj	prononco
level	sciigi	hacer saber, informar, compartir, notificar	to let know, to inform, to share, to notify	grupo	alternativoj	prononco
level	planti	plantar	to plant	grupo	alternativoj	prononco
level	politiko	una política, política	a policy, politics	grupo	alternativoj	prononco
level	kunporti	traer a lo largo	to bring along	grupo	alternativoj	prononco
level	amikiĝi (kun ~)	hacer amigos (con ~)	to make friends (with ~)	grupo	alternativoj	prononco
level	korpoforto	fuerza física	physical strength	grupo	alternativoj	prononco
level	klarigo	una explicación	an explanation	grupo	alternativoj	prononco
level	dividi	dividir, compartir	to divide, to share	grupo	alternativoj	prononco
level	armi	para armar	to arm	grupo	alternativoj	prononco
level	karulino	un cariño	a darling	grupo	alternativoj	prononco
level	intervidiĝi	para vernos	to see each other	grupo	alternativoj	prononco
level	instruistino	una profesora	a female teacher	grupo	alternativoj	prononco
level	ŝlosilo	una llave	a key	grupo	alternativoj	prononco
level	ideoriĉa	imaginativo	imaginative	grupo	alternativoj	prononco
level	falsi	falsificar, falsificar, falsificar, falsificar	to falsify, to fake, to forge, to counterfeit	grupo	alternativoj	prononco
level	ŝuoj	zapatos	shoes	grupo	alternativoj	prononco
level	homformo	una forma de una persona	a form of a person	grupo	alternativoj	prononco
level	scipovi	saber como	to know how	grupo	alternativoj	prononco
level	haltigi	causar parada	to cause stop	grupo	alternativoj	prononco
level	spezi	realizar transacciones de dinero	to transact money	grupo	alternativoj	prononco
level	grandula	gigante	giant's	grupo	alternativoj	prononco
level	grafino	una condesa	a countess	grupo	alternativoj	prononco
level	supra	superior	upper	grupo	alternativoj	prononco
level	gondolisto	un gondolista	a gondolist	grupo	alternativoj	prononco
level	paŭzi	hacer una pausa, descansar, descansar	to pause, to break, to take a rest	grupo	alternativoj	prononco
level	gefrato	hermanos	siblings	grupo	alternativoj	prononco
level	sandviĉo	un sándwich	a sandwich	grupo	alternativoj	prononco
level	knedi	mezclar, amasar, trabajar en	to mix, to knead, to work into	grupo	alternativoj	prononco
level	fuŝparoli	hablar mal	to speak wrongly	grupo	alternativoj	prononco
level	ekzerci	ejercitar, entrenar, ejercitar, practicar	to exercise, to train, to drill, to practice	grupo	alternativoj	prononco
level	fine	al final	at the end	grupo	alternativoj	prononco
level	verŝajne	probablemente, aparentemente	probably, apparently	grupo	alternativoj	prononco
level	familiano	un miembro de la familia	a family member	grupo	alternativoj	prononco
level	energio	una energía	an energy	grupo	alternativoj	prononco
level	faligi	hacer caer, atropellar	to cause falling, to run over	grupo	alternativoj	prononco
level	aparato	un aparato, máquina, dispositivo	an apparatus, machine, device	grupo	alternativoj	prononco
level	informo	Una información	an information	grupo	alternativoj	prononco
level	eniri	Entrar	to go in	grupo	alternativoj	prononco
level	saluton!	¡Hola!	hello!	grupo	alternativoj	prononco
level	ekvidi	para empezar a ver	to start seeing	grupo	alternativoj	prononco
level	balancilo	un columpio, un equilibrio	a swing, a balance	grupo	alternativoj	prononco
level	ekstervoje	a la salida	on the way out	grupo	alternativoj	prononco
level	flugilo	un ala	a wing	grupo	alternativoj	prononco
level	ekrigardi	para empezar a buscar	to start looking	grupo	alternativoj	prononco
level	laŭtparolilo	un altavoz	a speaker	grupo	alternativoj	prononco
level	ekmire	maravillosamente	wonderously	grupo	alternativoj	prononco
level	dumtage	en el día	at day	grupo	alternativoj	prononco
level	socio	una sociedad	a society	grupo	alternativoj	prononco
level	doloriga	causando dolor	causing pain	grupo	alternativoj	prononco
level	laborilo	una herramienta para el trabajo	a tool for work	grupo	alternativoj	prononco
level	devojiĝi	extraviarse	to go astray	grupo	alternativoj	prononco
level	banujo	una bañera (=bankuvo)	a bathtub (=bankuvo)	grupo	alternativoj	prononco
level	afiŝo	un cartel, una publicación, un artículo	a poster, a post, an article	grupo	alternativoj	prononco
level	ellitiĝi	levantarse de la cama, levantarse	to get out of bed, to get up	grupo	alternativoj	prononco
level	signifi	significar, significar, implicar	to mean, to signify, to imply	grupo	alternativoj	prononco
level	tondilo	tijeras	scissors	grupo	alternativoj	prononco
level	besteto	un animalito	a little animal	grupo	alternativoj	prononco
level	pasio	pasión	passion	grupo	alternativoj	prononco
level	bedaŭrinde	desafortunadamente	unfortunately	grupo	alternativoj	prononco
level	ekdormi	quedarse dormido	to fall asleep	grupo	alternativoj	prononco
level	aĉodora	mal olor	bad smelling	grupo	alternativoj	prononco
level	tranĉilo	un cuchillo	a knife	grupo	alternativoj	prononco
level	rano	una rana	a frog	grupo	alternativoj	prononco
level	arboplena	lleno de arboles	full of trees	grupo	alternativoj	prononco
level	vespere	Por la tarde	in the evening	grupo	alternativoj	prononco
level	temo	un tema, un tema	a theme, a topic	grupo	alternativoj	prononco
level	antaŭeniri	ir hacia adelante	to go ahead	grupo	alternativoj	prononco
level	kalkulilo	una calculadora	a calculator	grupo	alternativoj	prononco
level	amikino	una novia	a girl friend	grupo	alternativoj	prononco
level	alilanda	extranjero	foreign	grupo	alternativoj	prononco
level	kovrilo	una funda, un encendido, una manta	a cover, a lit, a blanket	grupo	alternativoj	prononco
level	menuo	un menú	a menu	grupo	alternativoj	prononco
level	informilo	un boletín, un anuncio	a newsletter, an anouncement	grupo	alternativoj	prononco
level	Venecia	Venecia	Venice	grupo	alternativoj	prononco
level	teroro	un terror	a terror	grupo	alternativoj	prononco
level	doĝo	un dux, un virrey	a doge, a viceroy	grupo	alternativoj	prononco
level	kvanto	cantidad, cantidad	quantity, amount	grupo	alternativoj	prononco
level	batilo	un bate (golpear)	a bat (to hit)	grupo	alternativoj	prononco
level	kvalito	calidad, propiedad	quality, property	grupo	alternativoj	prononco
level	laŭte	en voz alta, en voz alta	loudly, aloud	grupo	alternativoj	prononco
level	-ut-	(sufijo) condicional pasivo	(suffix)  conditional passive	grupo	alternativoj	prononco
level	kristnasko	Navidad	Christmas	grupo	alternativoj	prononco
level	vivo	una vida	a life	grupo	alternativoj	prononco
level	freneza	loco, demente, loco	crazy, insane, mad	grupo	alternativoj	prononco
level	solvi	resolver, disolver	to solve, to dissolve	grupo	alternativoj	prononco
level	rilate al	relativa a	relating to	grupo	alternativoj	prononco
level	fi!	¡mierda!	shit!	grupo	alternativoj	prononco
level	rideti	sonreír	to smile	grupo	alternativoj	prononco
level	temas pri	se trata	it is about	grupo	alternativoj	prononco
level	alilande	en el extranjero	abroad	grupo	alternativoj	prononco
level	pli-malpli	más o menos	more or less	grupo	alternativoj	prononco
level	kadro	un marco, un escenario, un cuadro	a frame, a setting, a cadre	grupo	alternativoj	prononco
level	eta	pequeño, diminuto (=malgranda)	small, tiny (=malgranda)	grupo	alternativoj	prononco
level	dumil	dos mil	two thousands	grupo	alternativoj	prononco
level	ŝtormo	una tormenta	a storm	grupo	alternativoj	prononco
level	elektra	electrico, electrico	electric, electrical	grupo	alternativoj	prononco
level	ducent	dos cientos	two hundreds	grupo	alternativoj	prononco
level	lageto	un charco	a pond	grupo	alternativoj	prononco
level	tridek	treinta	thirty	grupo	alternativoj	prononco
level	kukurbo	una calabaza, una calabaza	a pumpkin, a gourd	grupo	alternativoj	prononco
level	varmete	en tibio	in lukewarm	grupo	alternativoj	prononco
level	dek naŭ	diecinueve	nineteen	grupo	alternativoj	prononco
level	eĥo	un eco	an echo	grupo	alternativoj	prononco
level	ekrano	una pantalla	a screen	grupo	alternativoj	prononco
level	dek sep	diecisiete	seventeen	grupo	alternativoj	prononco
level	malvarmeta	Frío	cool	grupo	alternativoj	prononco
level	dek kvin	quince	fifteen	grupo	alternativoj	prononco
level	oratoro	un orador, un portavoz, un orador	an orator, a spokesman, a speaker	grupo	alternativoj	prononco
level	mansako	un bolso (=mansaketo)	a handbag (=mansaketo)	grupo	alternativoj	prononco
level	dek tri	trece	thirteen	grupo	alternativoj	prononco
level	kristalo	un cristal	a crystal	grupo	alternativoj	prononco
level	cigaredo	Un cigarro	a cigarette	grupo	alternativoj	prononco
level	pronomo	Un pronombre	a pronoun	grupo	alternativoj	prononco
level	frapeti	tocar	to tap	grupo	alternativoj	prononco
level	nukso	una nuez	a nut	grupo	alternativoj	prononco
level	dek unu	once	eleven	grupo	alternativoj	prononco
level	mirinda	asombroso, maravilloso	amazing, marvelous	grupo	alternativoj	prononco
level	pordego	un portal, una puerta principal, una puerta	a portal, a main gate, a gate	grupo	alternativoj	prononco
level	funkcio	Una función	a function	grupo	alternativoj	prononco
level	impliki	implicar, enredar, implicar	to implicate, to entangle, to involve	grupo	alternativoj	prononco
level	tasko	una tarea, un trabajo	a task, a job	grupo	alternativoj	prononco
level	tunelo	un túnel, una madriguera	a tunnel, a burrow	grupo	alternativoj	prononco
level	volo	voluntad	willingness	grupo	alternativoj	prononco
level	intermanĝeto	un almuerzo (intermedio, pequeño)	a lunch (intermediate, small)	grupo	alternativoj	prononco
level	interreto	Internet, Internet	internet, Internet	grupo	alternativoj	prononco
level	tikli	para hacerle cosquillas	to tickle	grupo	alternativoj	prononco
level	vigle	animadamente, enérgicamente	animatedly, briskly	grupo	alternativoj	prononco
level	bendo	una banda, una cinta, una tira	a band, a tape, a strip	grupo	alternativoj	prononco
level	stulta	estúpido, tonto	stupid, foolish	grupo	alternativoj	prononco
level	haloo	Hola	hello	grupo	alternativoj	prononco
level	himno	un himno, un himno	a hymn, an anthem	grupo	alternativoj	prononco
level	taŭgi	ser adecuado, encajar	to be suitable, to fit	grupo	alternativoj	prononco
level	plenaĝa	adulto, adulto	adult, grown-up	grupo	alternativoj	prononco
level	recenzi	revisar, escribir	to review, to write up	grupo	alternativoj	prononco
level	gratulo	felicitaciones	congratulation	grupo	alternativoj	prononco
level	flati	para halagar	to flatter	grupo	alternativoj	prononco
level	komitato	un comité	a committee	grupo	alternativoj	prononco
level	frataro	un grupo de molestos	a group of bothers	grupo	alternativoj	prononco
level	dorno	una espina	a thorn	grupo	alternativoj	prononco
level	nebulo	neblina	fog, mist	grupo	alternativoj	prononco
level	fervojo	un ferrocarril	a railway	grupo	alternativoj	prononco
level	uzado	cómo usar, usando	how to use, using	grupo	alternativoj	prononco
level	klimato	un clima	a climate	grupo	alternativoj	prononco
level	brakumo	un abrazo	a hug	grupo	alternativoj	prononco
level	bandaĝo	una venda, vendaje	a bandage, dressing	grupo	alternativoj	prononco
level	drato	un alambre	a wire	grupo	alternativoj	prononco
level	unuo	unidad	unit	grupo	alternativoj	prononco
level	materialo	material, un material	material, a material	grupo	alternativoj	prononco
level	malvarmumi	para resfriarse	to catch cold	grupo	alternativoj	prononco
level	unue	en primer lugar	first of all	grupo	alternativoj	prononco
level	gramo	un gramo	a gram	grupo	alternativoj	prononco
level	turniĝi	convertirse	to become turned	grupo	alternativoj	prononco
level	malsano	una enfermedad	a disease	grupo	alternativoj	prononco
level	porcio	una porción, una parte	a portion, a share	grupo	alternativoj	prononco
level	armeo	un ejército	an army	grupo	alternativoj	prononco
level	bulteno	un boletín, un boletín	a bulletin, a newsletter	grupo	alternativoj	prononco
level	partio	fiesta, una fiesta, un partido, un bando	party, a party, a match, a side	grupo	alternativoj	prononco
level	trio	un trío	a trio	grupo	alternativoj	prononco
level	proksimume	aproximadamente, aproximadamente	approximately, about	grupo	alternativoj	prononco
level	determini	para determinar	to determine	grupo	alternativoj	prononco
level	oferi	sacrificar, ofrecer, ofrecer	to sacrifice, to offer, to offer up	grupo	alternativoj	prononco
level	naĝo	nadar, bañarse	swimming, bathe	grupo	alternativoj	prononco
level	evidenta	evidente, claro, obvio	evident, clear, obvious	grupo	alternativoj	prononco
level	tria	tercero	third	grupo	alternativoj	prononco
level	familiara	familiar, amigable	familiar, friendly	grupo	alternativoj	prononco
level	pastro	un sacerdote, un clérigo, un pastor	a priest, a clergyman, a pastor	grupo	alternativoj	prononco
level	foliumi	pasar páginas, hojear, hojear	to turn pages, to browse, to leaf through	grupo	alternativoj	prononco
level	sufiĉi	ser suficiente	to be sufficient	grupo	alternativoj	prononco
level	okulumi	hacer ojos a, mirar con los ojos, mirar fijamente, guiñar un ojo	to make eyes at, to ogle, to stare at, to wink	grupo	alternativoj	prononco
level	ekzakta	exacto	exact	grupo	alternativoj	prononco
level	konstati	comprobar, establecer que es un hecho	to ascertain, to establish to be a fact	grupo	alternativoj	prononco
level	tombo	una tumba, una tumba	a tomb, a grave	grupo	alternativoj	prononco
level	sperto	una experiencia	an experience	grupo	alternativoj	prononco
level	ŝmiri	engrasar, untar, ungir	to grease, to smear, to anoint	grupo	alternativoj	prononco
level	pioniro	Un pionero	a pioneer	grupo	alternativoj	prononco
level	emerito	un emérito, un jubilado, un pensionado	an emeritus, a retiree, a pensioner	grupo	alternativoj	prononco
level	skribilo	una herramienta de escritura, cualquier cosa para escribir	a writing tool, anything for writing	grupo	alternativoj	prononco
level	favora	favorable	favorable	grupo	alternativoj	prononco
level	kaĉo	una papilla, un puré	a porridge, a puree	grupo	alternativoj	prononco
level	senhalte	sin pausa	without pause	grupo	alternativoj	prononco
level	horizonto	un horizonte	a horizon	grupo	alternativoj	prononco
level	vertikalo	una línea vertical	a vertical line	grupo	alternativoj	prononco
level	protekti	proteger	to protect	grupo	alternativoj	prononco
level	fikcio	una ficcion	a fiction	grupo	alternativoj	prononco
level	ventumi	abanicar, airear	to fan, to aerate	grupo	alternativoj	prononco
level	obstaklo	un obstaculo	an obstacle	grupo	alternativoj	prononco
level	satiĝi	quedar satisfecho	to become satisfied	grupo	alternativoj	prononco
level	kredito	un credito	a credit	grupo	alternativoj	prononco
level	rompiĝi	romperse	to become broken	grupo	alternativoj	prononco
