B.es content.tsv
Level	Esperanto	es	en-us	Grupo	Alternativoj	Pronoco
level	bone, sonas interese	Está bien, suena a interés.	all right, sounds like interest	grupo	alternativoj	prononco
level	mi pripensos	voy a pensar en	I will think about	grupo	alternativoj	prononco
level	certe	con seguridad	for sure	grupo	alternativoj	prononco
level	tamen, problemo estas ~	sin embargo, un problema es ~	however, a problem is ~	grupo	alternativoj	prononco
level	tiom da mono	tanto dinero	that much money	grupo	alternativoj	prononco
level	mi ne havas tiom da mono nun	No tengo tanto dinero ahora	I don't have that much money right now	grupo	alternativoj	prononco
level	problemo estas ke mi ne havas tiom da mono	El problema es que no tengo tanto dinero.	problem is I don't have that much money	grupo	alternativoj	prononco
level	mi komprenas, sed ne estus multe-koste	Lo entiendo, pero no costaría mucho.	I understand, but it wouldn't cost much	grupo	alternativoj	prononco
level	ne estus multe-koste, mia-krede	no seria muy caro creo	it would not be much expensive, I believe	grupo	alternativoj	prononco
level	tabelo de kotizo de programeroj	una tabla de tarifas de programas	a table of fees of programs	grupo	alternativoj	prononco
level	jen, se vi rigardas la kotiztabelon	es decir, si nos fijamos en la tabla de cuotas/tarifas	that is, if you look at the share/fees table	grupo	alternativoj	prononco
level	la kotiztabelo de la IJK-invitilo	la tabla de cuotas/comisiones de IJK-invitation	the share/fees table of IJK-invitation	grupo	alternativoj	prononco
level	vi vidas, ke ~	encuentras eso ~	you find that ~	grupo	alternativoj	prononco
level	temas pri entute nur 50 eŭroj	son solo 50 euros en total	it's only 50 euros in total	grupo	alternativoj	prononco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	Ya ves que para ti son solo 50 euros en total.	you see that for you it's only 50 euros in total	grupo	alternativoj	prononco
level	se ni dormas surplanke	si dormimos en el suelo	if we sleep on the floor	grupo	alternativoj	prononco
level	en ordo	está bien	all right	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	bueno, eso suena bien	well, that sounds fine	grupo	alternativoj	prononco
level	sed kio pri la vojaĝo	pero ¿qué pasa con el viaje?	but what about the travel	grupo	alternativoj	prononco
level	trajno kostus ĉirkaŭ 70 eŭrojn	un tren costaría unos 70 euros	a train would cost around 70 euros	grupo	alternativoj	prononco
level	ĉu tio eblus por vi?	¿Sería posible para ti?	would that be possible for you?	grupo	alternativoj	prononco
level	espereble	con un poco de suerte	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	pero duraría bastante en tren	but would last long enough by train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	Sí, pero podemos parar en una o dos ciudades.	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
level	dum la vojo	por el camino	along the way	grupo	alternativoj	prononco
level	kaj la tranoktado?	y la noche de estancia?	and the night stay?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	¿pagarías por ello?	would you pay for it?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	No, yo no, pero no es un problema.	no, not me, but it's not a problem	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	¿Es realmente que esto no es un problema?	is it really that this is not a problem?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	¿Cómo planeas solucionar eso?	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	mostró la corona de oro	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	bueno, te lo mostraré pronto	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	pero primero más té	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	¿Tu tambien quieres?	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	si, gracias	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	en el mismo cafe'	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	algo sucede, sigue (haciendo) eso	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	un plan, planear, planear	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	ella y él continúan la planificación	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	por favor, aquí tienes tu té	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	mientras tanto miré la invitación	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	miró la invitación de IJK	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	Entiendo mucho, pero no todo.	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	Está bien, está bien, sólo pregunta	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	aquí están las cosas	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	cosas claras	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	las cosas que son confusas	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	son confusos para mi	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	para unirse, un formulario de registro	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	La Organización Mundial de la Juventud de Esperanto	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	Pepo, un pájaro que representa el TEJO	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	quedarse, un lugar para quedarse (un alojamiento)	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	un alojamiento para gente en masa	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	un formulario de registro es una herramienta para registrarse	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	un formulario de membresía en el que escribe su nombre, dirección, etc.	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	largo, una abreviatura	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	una abreviatura de la Organización Mundial de la Juventud de Esperanto	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	Pepo es el pájaro divertido de TEJO	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	un alojamiento masivo es un lugar donde se aloja mucha gente	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	un sueño, una pastilla para dormir, un saco de dormir	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	normalmente se necesita un saco de dormir allí	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	explicaste demasiado rápido	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	no entendí todo	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	no es tan importante	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	Creo que ya no es muy importante	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	luego podemos hablar mas	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	más para hablar sobre la invitación IJK	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	Entonces quieres planificar el viaje ahora, ¿verdad?	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	sí gustosamente	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	entonces verás eso ~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	costará tanto	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	Verás que el viaje no te costará tanto.	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	Quiero saber	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	Quiero saber sobre ~	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	cómo solucionarás la pernoctación	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	porque no tengo dinero	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	un albergue de jovenes	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	tiene dinero para un hotel o un albergue juvenil	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	aquí está la solución	here's the solution	grupo	alternativoj	prononco
level	pasporto	un pasaporte	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	Servicio de Pasaportes, Alojamiento en Casa de Esperantistas	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	folleto con el nombre &quot;Servicio de pasaportes&quot;	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	servicio para que?	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	para gente como nosotros	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	experimentar, un experto	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	personas a las que les gusta viajar y experimentar países	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	ganar y gastar	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	sin gastar mucho dinero	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	un servicio, el servicio, ese servicio	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	bueno y como funciona ese servicio?	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	Veo que en el booket hay ~	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	muchas direcciones	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	hay muchas direcciones de varios países	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	cierto, si!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	a su disposición	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	todos ellos, todos ellos	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	¡De hecho están todos a tu disposición!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	significado, significado	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	&quot;a mi disposición&quot;, ¿qué significa eso?	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	significa que ~	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	invitar, invitar, acoger a un invitado	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	está listo, está preparado, ¡prepárate!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	Las personas en esas direcciones están listas para recibirte.	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	conocer (una persona), conocido, llegar a ser conocido	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	y ayudarle a familiarizarse con su región.	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	significa que la gente está dispuesta a hospedarte y ayudarte	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	¡suena interesante!	sounds interesting!	grupo	alternativoj	prononco
level	do	entonces	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	alguien se queda en casa de otros esperantistas, ¿no?	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	varias experiencias con Passport Service	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	Tuve varias experiencias interesantes.	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	Lo he usado en tres continentes.	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	(funciona mal)	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	y hasta ahora ha funcionado muy bien	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	¡excelente! ¿A dónde vamos?	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	Entonces, mi plan es que nosotros ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	viene, llegó	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	después de un viaje exitoso	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	después de usar el Servicio de Pasaporte en dos ciudades	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	llegan después de un viaje exitoso	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	¡Mira, mira!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	hay una gran bandera de esperanto allí	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	un cartel con el texto &quot;¡Bienvenido a IJK!&quot;	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	si, y debajo esta ~	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	¡Hurra!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	así que finalmente llegamos	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	estoy muy cansada y hambrienta	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	¿Crees que podemos ~?	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	comer algo	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	¿Crees que podamos comer algo ahora mismo?	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	dudo que	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	primero debemos ser aceptados	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	debe ser aceptado en la recepción	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	y eso puede durar mucho tiempo	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	para durar mucho en mi experiencia	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	¡Pobre de mí!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	¿Es esa la cola para la recepción?	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	Me temo que sí	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	hacer ~ no es totalmente perfecto	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	Es totalmente perfecto para llegar por la noche.	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	podemos charlar con la gente	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	pero podemos chatear con personas en la fila	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	¡He aquí, veo a un amigo de Rusia!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	tengo hambre quiero comer	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	después de aproximadamente 2 horas	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	en línea con nuevos y viejos amigos	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	comité del congreso local	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	un miembro del comité del congreso local	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	Bienvenido, ¿quién eres?	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	¿de qué país?	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	¿pagaste por adelantado?	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	Por favor muestra	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	Si es así, por favor muestre el recibo.	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	¿Eres miembro de TEJO?	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	hacerse miembro en un stand	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	Si no, puedes unirte en el siguiente stand.	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	aquí están los recibos de pagos anticipados	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	tarjetas de membresía y nuestros pasaportes	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	muy bien	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	entonces, veo que vivirás en un alojamiento masivo (espacio de choque)	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	y comeremos en el albergue juvenil	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	¿Esa información es correcta?	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	si perfecto	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	una bolsa con programa, mapa, etc.	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	puedes pagar y recibir una bolsa con programa, mapa, etc.	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	en el stand rojo, allí	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	bien gracias	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	parece cansado pero saludable	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	esas personas realmente parecían cansadas	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	y no fueron muy amables	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	tienes razón	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	pero recuerda eso ~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	están trabajando durante 8 horas	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	El LKK ha estado trabajando durante unas ocho horas.	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	sin mucha pausa	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	pero recuerda que el LKK funciona sin interrupciones	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	hablador durante la semana	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	Estoy seguro de que ~	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	Estoy seguro de que serán más amables.	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	Serán más amables y conversadores.	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	vamos a encontrarlo	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	bueno ahora busquemos el lugar de alojamiento masivo	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	y luego quisiera algo de comer	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	¿Viste a la chica en el stand de TEJO?	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	si, ¿y ella?	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	¿la conoces?	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	Lamentablemente no	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	pero es muy bonita ¿no?	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	Estoy de acuerdo	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	sin embargo no entiende bien	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	Estoy de acuerdo pero no entiendo	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	te gustan las hembras?	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	si, quiero decírtelo antes	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	pero por alguna razón no	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	aspecto, etc.	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	¿eres, eres?	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	si, soy homosexual	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	también se puede decir lesbiana	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	bueno, no sabía nada	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	pero me alegra que hayas dicho	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	de hecho me alegro que seas homosexual	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	Eres la lesbiana más amable y simpática.	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	la lesbiana más simpática que conozco	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	¡gracias! ¿conoces a otros?	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	pero ¿cómo sabes eso?	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	¡Esa chica prefiere a los hombres!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	¡En cualquier caso creo que esa chica prefiere a los hombres!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	esa chica de la que estabas hablando	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	ya veremos	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	en el lugar de alojamiento masivo (un espacio de choque)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	¡buen día!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	¿Dormiste bien?	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	casi no veo	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	al contrario, casi no podía dormir	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	¿pero por qué?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	¿Quizás estabas nervioso por tu primer día en IJK?	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	no precisamente	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	toda la noche, toda la noche	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	ronca muy fuerte	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	solo alguien roncó muy fuerte toda la noche	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	no me molestes	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	y eso me molestó mucho	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	¿No escuchaste eso?	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	para nada, dormí profundamente	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	¿Se me olvidó decirte eso ~?	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	oído, enchufar, tapones para los oídos	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	vale la pena usar tapones para los oídos	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	vale la pena usarlo ~	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	Te dije que vale la pena usar tapones para los oídos.	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	cuando duermes en un alojamiento masivo (lugar de choque)	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	obviamente, sí	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	¡Ay, pobre Katty!	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	¿De qué estás hablando?	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	acerca de ti	about you	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	acariciar, acariciar nombre, apodo	to caress, caressing name, nickname	grupo	alternativoj	prononco
level	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	con -ĉjo o -njo es posible crear apodos en esperanto	with -ĉjo or -njo, it is possible to create nicknames in Esperanto	grupo	alternativoj	prononco
level	ha, jes, mi iam legis pri tio	Ah, sí, una vez leí sobre eso.	ah, yes, I once read about it	grupo	alternativoj	prononco
level	kaj vi do estus Injo?	¿Y entonces serías Injo?	and then you would be Injo?	grupo	alternativoj	prononco
level	se vi volas iri tien	si quieres ve allí	if you want go there	grupo	alternativoj	prononco
level	kioma horo estas nun?	¿qué hora es en este momento?	what time is it now?	grupo	alternativoj	prononco
level	jam estas kvin minutoj antaŭ la deka	ya son las diez menos cinco	it's already five minutes to ten	grupo	alternativoj	prononco
level	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	cinco minutos antes de las diez, o nueve cincuenta y cinco	five minutes before ten, or nine fifty-five	grupo	alternativoj	prononco
level	trafis aŭ maltrafis?	¿Acertar o fallar?	hit or missed?	grupo	alternativoj	prononco
level	vi maltrafis la matenmanĝon	te perdiste el desayuno	you missed breakfast	grupo	alternativoj	prononco
level	o, fek!	¡Oh, mierda!	oh, shit!	grupo	alternativoj	prononco
level	ĉu vi estas sata?	estás satisfecho ?	are you satisfied ?	grupo	alternativoj	prononco
level	kaj mi kiu estas ege malsata	y yo que tengo mucha hambre	and I who am extremely hungry	grupo	alternativoj	prononco
level	se vi hastos	si te das prisa	if you hurry	grupo	alternativoj	prononco
level	povas almenaŭ trafi la malfermon	al menos puede llegar a la apertura	can at least hit the opening	grupo	alternativoj	prononco
level	la malfermo de la kongreso	la apertura del congreso	the opening of the congress	grupo	alternativoj	prononco
level	vi povas almenaŭ trafi la malfermon de la kongreso	al menos puedes llegar a la inauguración de la convención.	you can at least hit the opening of the convention	grupo	alternativoj	prononco
level	kiam ĝi estos?	¿Cuando sera?	when will it be?	grupo	alternativoj	prononco
level	je kvarono post la deka	a las diez y cuarto	at a quarter past ten	grupo	alternativoj	prononco
level	ĝi daŭros horon	durará una hora	it will last an hour	grupo	alternativoj	prononco
level	kaj je la dek dua eblos manĝi	y a las doce se podrá comer	and at twelve it will be possible to eat	grupo	alternativoj	prononco
level	bele mi antaŭĝojas	hermosamente lo espero con ansias	beautifully I'm looking forward to it	grupo	alternativoj	prononco
