C.en-us content.tsv
Level	Esperanto	en-us	fr	Grupo	Alternativoj	Pronoco
level	plenigi	to fill up, to fill in	faire le plein, remplir	grupo	alternativoj	prononco
level	malĝoja	sad	triste	grupo	alternativoj	prononco
level	frosto	frost, a frost, freeze, freezing cold	gel, un gel, geler, un froid glacial	grupo	alternativoj	prononco
level	manplato	palm, a palm	paume, une paume	grupo	alternativoj	prononco
level	maltrankvila	anxious	anxieux	grupo	alternativoj	prononco
level	respubliko	a republic	une république	grupo	alternativoj	prononco
level	malseka	wet	mouillé	grupo	alternativoj	prononco
level	malsaniĝi	to become ill	tomber malade	grupo	alternativoj	prononco
level	aliĝi	to join	joindre	grupo	alternativoj	prononco
level	malplaĉa	uncomfortable	inconfortable	grupo	alternativoj	prononco
level	malofte	rarely	rarement	grupo	alternativoj	prononco
level	malmulto	few	peu	grupo	alternativoj	prononco
level	rezignigi	to make to resign, to force resign	faire démissionner, forcer à démissionner	grupo	alternativoj	prononco
level	filmo	a film, a motion picture	un film, un film	grupo	alternativoj	prononco
level	malmulte	in few	en quelques	grupo	alternativoj	prononco
level	terni	to sneeze	éternuer	grupo	alternativoj	prononco
level	fermigi	to make to close	faire pour fermer	grupo	alternativoj	prononco
level	malkontentigi	to annoy	ennuyer	grupo	alternativoj	prononco
level	malfrui	to be late	être en retard	grupo	alternativoj	prononco
level	malforta	weak	faible	grupo	alternativoj	prononco
level	fermiĝi	to become closed, to be closed	devenir fermé, être fermé	grupo	alternativoj	prononco
level	malfacila	difficult	difficile	grupo	alternativoj	prononco
level	alkoholaĵo	liquor, alcoholic beverage	liqueur, boisson alcoolisée	grupo	alternativoj	prononco
level	difini	to define	définir	grupo	alternativoj	prononco
level	malagrabla	unpleasant	désagréable	grupo	alternativoj	prononco
level	anstataŭigi	to replace, to put in place of, to substitute	remplacer, mettre à la place de, substituer	grupo	alternativoj	prononco
level	laboristo	a worker	un travailleur	grupo	alternativoj	prononco
level	koncerni	to concern	concerner	grupo	alternativoj	prononco
level	sciigi	to let know, to inform, to share, to notify	faire savoir, informer, partager, notifier	grupo	alternativoj	prononco
level	planti	to plant	planter	grupo	alternativoj	prononco
level	politiko	a policy, politics	une politique, une politique	grupo	alternativoj	prononco
level	kunporti	to bring along	à emporter	grupo	alternativoj	prononco
level	amikiĝi (kun ~)	to make friends (with ~)	se faire des amis (avec ~)	grupo	alternativoj	prononco
level	korpoforto	physical strength	force physique	grupo	alternativoj	prononco
level	klarigo	an explanation	une explication	grupo	alternativoj	prononco
level	dividi	to divide, to share	diviser, partager	grupo	alternativoj	prononco
level	armi	to arm	armer	grupo	alternativoj	prononco
level	karulino	a darling	un chéri	grupo	alternativoj	prononco
level	intervidiĝi	to see each other	se voir	grupo	alternativoj	prononco
level	instruistino	a female teacher	une enseignante	grupo	alternativoj	prononco
level	ŝlosilo	a key	une clé	grupo	alternativoj	prononco
level	ideoriĉa	imaginative	imaginatif	grupo	alternativoj	prononco
level	falsi	to falsify, to fake, to forge, to counterfeit	falsifier, contrefaire, contrefaire	grupo	alternativoj	prononco
level	ŝuoj	shoes	chaussures	grupo	alternativoj	prononco
level	homformo	a form of a person	une forme de personne	grupo	alternativoj	prononco
level	scipovi	to know how	de savoir comment	grupo	alternativoj	prononco
level	haltigi	to cause stop	provoquer l'arrêt	grupo	alternativoj	prononco
level	spezi	to transact money	effectuer des transactions d'argent	grupo	alternativoj	prononco
level	grandula	giant's	géants	grupo	alternativoj	prononco
level	grafino	a countess	une comtesse	grupo	alternativoj	prononco
level	supra	upper	supérieur	grupo	alternativoj	prononco
level	gondolisto	a gondolist	un gondoliste	grupo	alternativoj	prononco
level	paŭzi	to pause, to break, to take a rest	faire une pause, se reposer, se reposer	grupo	alternativoj	prononco
level	gefrato	siblings	frères et sœurs	grupo	alternativoj	prononco
level	sandviĉo	a sandwich	un sandwich	grupo	alternativoj	prononco
level	knedi	to mix, to knead, to work into	mélanger, pétrir, travailler	grupo	alternativoj	prononco
level	fuŝparoli	to speak wrongly	parler mal	grupo	alternativoj	prononco
level	ekzerci	to exercise, to train, to drill, to practice	faire de l'exercice, s'entraîner, percer, s'entraîner	grupo	alternativoj	prononco
level	fine	at the end	à la fin	grupo	alternativoj	prononco
level	verŝajne	probably, apparently	probablement, apparemment	grupo	alternativoj	prononco
level	familiano	a family member	un membre de la famille	grupo	alternativoj	prononco
level	energio	an energy	une énergie	grupo	alternativoj	prononco
level	faligi	to cause falling, to run over	provoquer une chute, écraser	grupo	alternativoj	prononco
level	aparato	an apparatus, machine, device	un appareil, une machine, un dispositif	grupo	alternativoj	prononco
level	informo	an information	une information	grupo	alternativoj	prononco
level	eniri	to go in	aller dans	grupo	alternativoj	prononco
level	saluton!	hello!	Bonjour!	grupo	alternativoj	prononco
level	ekvidi	to start seeing	pour commencer à voir	grupo	alternativoj	prononco
level	balancilo	a swing, a balance	un swing, un équilibre	grupo	alternativoj	prononco
level	ekstervoje	on the way out	en sortant	grupo	alternativoj	prononco
level	flugilo	a wing	une aile	grupo	alternativoj	prononco
level	ekrigardi	to start looking	pour commencer à chercher	grupo	alternativoj	prononco
level	laŭtparolilo	a speaker	un haut-parleur	grupo	alternativoj	prononco
level	ekmire	wonderously	à merveille	grupo	alternativoj	prononco
level	dumtage	at day	le jour	grupo	alternativoj	prononco
level	socio	a society	une societe	grupo	alternativoj	prononco
level	doloriga	causing pain	Causant de la douleur	grupo	alternativoj	prononco
level	laborilo	a tool for work	un outil de travail	grupo	alternativoj	prononco
level	devojiĝi	to go astray	s'égarer	grupo	alternativoj	prononco
level	banujo	a bathtub (=bankuvo)	une baignoire (=bankuvo)	grupo	alternativoj	prononco
level	afiŝo	a poster, a post, an article	une affiche, un post, un article	grupo	alternativoj	prononco
level	ellitiĝi	to get out of bed, to get up	sortir du lit, se lever	grupo	alternativoj	prononco
level	signifi	to mean, to signify, to imply	signifier, signifier, impliquer	grupo	alternativoj	prononco
level	tondilo	scissors	ciseaux	grupo	alternativoj	prononco
level	besteto	a little animal	un petit animal	grupo	alternativoj	prononco
level	pasio	passion	passion	grupo	alternativoj	prononco
level	bedaŭrinde	unfortunately	malheureusement	grupo	alternativoj	prononco
level	ekdormi	to fall asleep	s'endormir	grupo	alternativoj	prononco
level	aĉodora	bad smelling	mauvaise odeur	grupo	alternativoj	prononco
level	tranĉilo	a knife	un couteau	grupo	alternativoj	prononco
level	rano	a frog	une grenouille	grupo	alternativoj	prononco
level	arboplena	full of trees	plein d'arbres	grupo	alternativoj	prononco
level	vespere	in the evening	dans la soirée	grupo	alternativoj	prononco
level	temo	a theme, a topic	un thème, un sujet	grupo	alternativoj	prononco
level	antaŭeniri	to go ahead	aller de l'avant	grupo	alternativoj	prononco
level	kalkulilo	a calculator	une calculatrice	grupo	alternativoj	prononco
level	amikino	a girl friend	une petite amie	grupo	alternativoj	prononco
level	alilanda	foreign	étranger	grupo	alternativoj	prononco
level	kovrilo	a cover, a lit, a blanket	une couverture, un lit, une couverture	grupo	alternativoj	prononco
level	menuo	a menu	un menu	grupo	alternativoj	prononco
level	informilo	a newsletter, an anouncement	une newsletter, une annonce	grupo	alternativoj	prononco
level	Venecia	Venice	Venise	grupo	alternativoj	prononco
level	teroro	a terror	une terreur	grupo	alternativoj	prononco
level	doĝo	a doge, a viceroy	un doge, un vice-roi	grupo	alternativoj	prononco
level	kvanto	quantity, amount	quantité, montant	grupo	alternativoj	prononco
level	batilo	a bat (to hit)	une batte (pour frapper)	grupo	alternativoj	prononco
level	kvalito	quality, property	qualité, propriété	grupo	alternativoj	prononco
level	laŭte	loudly, aloud	fort, à haute voix	grupo	alternativoj	prononco
level	-ut-	<suffix> conditional passive	<suffix>passif conditionnel	grupo	alternativoj	prononco
level	kristnasko	Christmas	Noël	grupo	alternativoj	prononco
level	vivo	a life	une vie	grupo	alternativoj	prononco
level	freneza	crazy, insane, mad	fou, fou, fou	grupo	alternativoj	prononco
level	solvi	to solve, to dissolve	résoudre, dissoudre	grupo	alternativoj	prononco
level	rilate al	relating to	relatif à	grupo	alternativoj	prononco
level	fi!	shit!	merde!	grupo	alternativoj	prononco
level	rideti	to smile	sourir	grupo	alternativoj	prononco
level	temas pri	it is about	c'est à propos de	grupo	alternativoj	prononco
level	alilande	abroad	à l'étranger	grupo	alternativoj	prononco
level	pli-malpli	more or less	plus ou moins	grupo	alternativoj	prononco
level	kadro	a frame, a setting, a cadre	un cadre, un décor, un cadre	grupo	alternativoj	prononco
level	eta	small, tiny (=malgranda)	petit, minuscule (=malgranda)	grupo	alternativoj	prononco
level	dumil	two thousands	deux mille	grupo	alternativoj	prononco
level	ŝtormo	a storm	une tempête	grupo	alternativoj	prononco
level	elektra	electric, electrical	électrique, électrique	grupo	alternativoj	prononco
level	ducent	two hundreds	deux cents	grupo	alternativoj	prononco
level	lageto	a pond	un étang	grupo	alternativoj	prononco
level	tridek	thirty	trente	grupo	alternativoj	prononco
level	kukurbo	a pumpkin, a gourd	une citrouille, une gourde	grupo	alternativoj	prononco
level	varmete	in lukewarm	à tiède	grupo	alternativoj	prononco
level	dek naŭ	nineteen	dix-neuf	grupo	alternativoj	prononco
level	eĥo	an echo	un écho	grupo	alternativoj	prononco
level	ekrano	a screen	un écran	grupo	alternativoj	prononco
level	dek sep	seventeen	dix-sept	grupo	alternativoj	prononco
level	malvarmeta	cool	cool	grupo	alternativoj	prononco
level	dek kvin	fifteen	quinze	grupo	alternativoj	prononco
level	oratoro	an orator, a spokesman, a speaker	un orateur, un porte-parole, un orateur	grupo	alternativoj	prononco
level	mansako	a handbag (=mansaketo)	un sac à main (=mansaketo)	grupo	alternativoj	prononco
level	dek tri	thirteen	treize	grupo	alternativoj	prononco
level	kristalo	a crystal	un cristal	grupo	alternativoj	prononco
level	cigaredo	a cigarette	une cigarette	grupo	alternativoj	prononco
level	pronomo	a pronoun	un pronom	grupo	alternativoj	prononco
level	frapeti	to tap	taper	grupo	alternativoj	prononco
level	nukso	a nut	une noix	grupo	alternativoj	prononco
level	dek unu	eleven	onze	grupo	alternativoj	prononco
level	mirinda	amazing, marvelous	incroyable, merveilleux	grupo	alternativoj	prononco
level	pordego	a portal, a main gate, a gate	un portail, une porte principale, une porte	grupo	alternativoj	prononco
level	funkcio	a function	une fonction	grupo	alternativoj	prononco
level	impliki	to implicate, to entangle, to involve	impliquer, emmêler, impliquer	grupo	alternativoj	prononco
level	tasko	a task, a job	une tâche, un travail	grupo	alternativoj	prononco
level	tunelo	a tunnel, a burrow	un tunnel, un terrier	grupo	alternativoj	prononco
level	volo	willingness	volonté	grupo	alternativoj	prononco
level	intermanĝeto	a lunch (intermediate, small)	un déjeuner (intermédiaire, petit)	grupo	alternativoj	prononco
level	interreto	internet, Internet	Internet, Internet	grupo	alternativoj	prononco
level	tikli	to tickle	chatouiller	grupo	alternativoj	prononco
level	vigle	animatedly, briskly	avec animation, vivement	grupo	alternativoj	prononco
level	bendo	a band, a tape, a strip	un groupe, une cassette, une bande	grupo	alternativoj	prononco
level	stulta	stupid, foolish	stupide, insensé	grupo	alternativoj	prononco
level	haloo	hello	Bonjour	grupo	alternativoj	prononco
level	himno	a hymn, an anthem	un hymne, un hymne	grupo	alternativoj	prononco
level	taŭgi	to be suitable, to fit	être convenable, s'adapter	grupo	alternativoj	prononco
level	plenaĝa	adult, grown-up	adulte, adulte	grupo	alternativoj	prononco
level	recenzi	to review, to write up	réviser, rédiger	grupo	alternativoj	prononco
level	gratulo	congratulation	félicitation	grupo	alternativoj	prononco
level	flati	to flatter	flatter	grupo	alternativoj	prononco
level	komitato	a committee	un comité	grupo	alternativoj	prononco
level	frataro	a group of bothers	un groupe de tracas	grupo	alternativoj	prononco
level	dorno	a thorn	une épine	grupo	alternativoj	prononco
level	nebulo	fog, mist	brouillard, brume	grupo	alternativoj	prononco
level	fervojo	a railway	un chemin de fer	grupo	alternativoj	prononco
level	uzado	how to use, using	comment utiliser, en utilisant	grupo	alternativoj	prononco
level	klimato	a climate	un climat	grupo	alternativoj	prononco
level	brakumo	a hug	un câlin	grupo	alternativoj	prononco
level	bandaĝo	a bandage, dressing	un pansement, un pansement	grupo	alternativoj	prononco
level	drato	a wire	un fil	grupo	alternativoj	prononco
level	unuo	unit	unité	grupo	alternativoj	prononco
level	materialo	material, a material	matériau, un matériau	grupo	alternativoj	prononco
level	malvarmumi	to catch cold	prendre froid	grupo	alternativoj	prononco
level	unue	first of all	tout d'abord	grupo	alternativoj	prononco
level	gramo	a gram	un gramme	grupo	alternativoj	prononco
level	turniĝi	to become turned	se transformer	grupo	alternativoj	prononco
level	malsano	a disease	Une maladie	grupo	alternativoj	prononco
level	porcio	a portion, a share	une portion, une part	grupo	alternativoj	prononco
level	armeo	an army	une armée	grupo	alternativoj	prononco
level	bulteno	a bulletin, a newsletter	un bulletin, un bulletin d'information	grupo	alternativoj	prononco
level	partio	party, a party, a match, a side	fête, une fête, un match, un côté	grupo	alternativoj	prononco
level	trio	a trio	un trio	grupo	alternativoj	prononco
level	proksimume	approximately, about	environ, environ	grupo	alternativoj	prononco
level	determini	to determine	déterminer	grupo	alternativoj	prononco
level	oferi	to sacrifice, to offer, to offer up	sacrifier, offrir, offrir	grupo	alternativoj	prononco
level	naĝo	swimming, bathe	nager, se baigner	grupo	alternativoj	prononco
level	evidenta	evident, clear, obvious	évident, clair, évident	grupo	alternativoj	prononco
level	tria	third	troisième	grupo	alternativoj	prononco
level	familiara	familiar, friendly	familier, amical	grupo	alternativoj	prononco
level	pastro	a priest, a clergyman, a pastor	un prêtre, un ecclésiastique, un pasteur	grupo	alternativoj	prononco
level	foliumi	to turn pages, to browse, to leaf through	tourner les pages, feuilleter, feuilleter	grupo	alternativoj	prononco
level	sufiĉi	to be sufficient	être suffisant	grupo	alternativoj	prononco
level	okulumi	to make eyes at, to ogle, to stare at, to wink	faire des yeux, lorgner, regarder, cligner des yeux	grupo	alternativoj	prononco
level	ekzakta	exact	exact	grupo	alternativoj	prononco
level	konstati	to ascertain, to establish to be a fact	vérifier, établir comme étant un fait	grupo	alternativoj	prononco
level	tombo	a tomb, a grave	un tombeau, une tombe	grupo	alternativoj	prononco
level	sperto	an experience	une expérience	grupo	alternativoj	prononco
level	ŝmiri	to grease, to smear, to anoint	graisser, enduire, oindre	grupo	alternativoj	prononco
level	pioniro	a pioneer	un pionnier	grupo	alternativoj	prononco
level	emerito	an emeritus, a retiree, a pensioner	un émérite, un retraité, un retraité	grupo	alternativoj	prononco
level	skribilo	a writing tool, anything for writing	un outil d'écriture, tout pour écrire	grupo	alternativoj	prononco
level	favora	favorable	favorable	grupo	alternativoj	prononco
level	kaĉo	a porridge, a puree	un porridge, une purée	grupo	alternativoj	prononco
level	senhalte	without pause	sans pause	grupo	alternativoj	prononco
level	horizonto	a horizon	un horizon	grupo	alternativoj	prononco
level	vertikalo	a vertical line	une ligne verticale	grupo	alternativoj	prononco
level	protekti	to protect	protéger	grupo	alternativoj	prononco
level	fikcio	a fiction	une fiction	grupo	alternativoj	prononco
level	ventumi	to fan, to aerate	ventiler, aérer	grupo	alternativoj	prononco
level	obstaklo	an obstacle	un obstacle	grupo	alternativoj	prononco
level	satiĝi	to become satisfied	être satisfait	grupo	alternativoj	prononco
level	kredito	a credit	un crédit	grupo	alternativoj	prononco
level	rompiĝi	to become broken	devenir brisé	grupo	alternativoj	prononco
level	dorloti	to pamper, to coddle, to pet, to dote	chouchouter, dorloter, caresser, adorer	grupo	alternativoj	prononco
level	epoko	an epoch, an age, a period, time	une époque, un âge, une période, un temps	grupo	alternativoj	prononco
level	ventumilo	a fan	un fan	grupo	alternativoj	prononco
level	nutri	to nourish, to feed	nourrir, nourrir	grupo	alternativoj	prononco
level	maizo	a maize, a corn, a mealies	un maïs, un maïs, une farine	grupo	alternativoj	prononco
level	influi	to influence, to affect	influencer, affecter	grupo	alternativoj	prononco
level	reviziti	to visit again	à visiter à nouveau	grupo	alternativoj	prononco
level	graveda	pregnant	enceinte	grupo	alternativoj	prononco
level	potenco	a power	un pouvoir	grupo	alternativoj	prononco
level	surprizi	to surprise	de surprendre	grupo	alternativoj	prononco
level	minimumo	a minimum	un minimum	grupo	alternativoj	prononco
level	fabo	a bean, a fava bean, a broad bean	un haricot, une fève, une fève	grupo	alternativoj	prononco
level	renkontiĝi	to meet	rencontrer	grupo	alternativoj	prononco
level	abunda	abundant, copious, bountiful	abondant, copieux, généreux	grupo	alternativoj	prononco
level	plonĝi	to dive, to plunge, to plummet	plonger, plonger, s'effondrer	grupo	alternativoj	prononco
level	grado	degree, grade	diplôme, note	grupo	alternativoj	prononco
level	kajo	a quay, a platform, a conjunction	un quai, une plateforme, une conjonction	grupo	alternativoj	prononco
level	reciproke	reciprocally	réciproquement	grupo	alternativoj	prononco
level	reprezenti	to represent	représenter	grupo	alternativoj	prononco
level	gimnastiko	gymnastics	gymnastique	grupo	alternativoj	prononco
level	Tero (La -o)	Earth (The Earth)	Terre (La Terre)	grupo	alternativoj	prononco
level	bindi	to bind, to link	lier, lier	grupo	alternativoj	prononco
level	titolo	a title	un titre	grupo	alternativoj	prononco
level	plumamiko	a penpal (=leteramiko)	un correspondant (=leteramiko)	grupo	alternativoj	prononco
level	bukedo	a bouquet	Un bouquet	grupo	alternativoj	prononco
level	plaĉo	pleasing thing	chose agréable	grupo	alternativoj	prononco
level	logi	to lure, to entice, to attract	attirer, séduire, attirer	grupo	alternativoj	prononco
level	rizo	rice	riz	grupo	alternativoj	prononco
level	rajdi	to ride	conduire	grupo	alternativoj	prononco
level	Zamenhof	Zamenhof (Esperanto Creator)	Zamenhof (créateur d'espéranto)	grupo	alternativoj	prononco
level	peceto	a small piece	un petit morceau	grupo	alternativoj	prononco
level	detrui	to destroy	détruire	grupo	alternativoj	prononco
level	rubando	a ribbon, a fascia	un ruban, un fascia	grupo	alternativoj	prononco
level	papersako	a paper bag	un sac en papier	grupo	alternativoj	prononco
level	ĝardenisto	a gardener	un jardinier	grupo	alternativoj	prononco
level	salajro	salary, wage	salaire	grupo	alternativoj	prononco
level	severa	severe, strict	sévère, strict	grupo	alternativoj	prononco
level	junulara	of youth, of young people	de la jeunesse, des jeunes	grupo	alternativoj	prononco
level	organizanto	an organizer	un organisateur	grupo	alternativoj	prononco
level	oficistino	a female office worker	une employée de bureau	grupo	alternativoj	prononco
level	protesti	to protest	protester	grupo	alternativoj	prononco
level	taksi	to evaluate, to estimate, to rate	évaluer, estimer, noter	grupo	alternativoj	prononco
level	nove	newly	nouvellement	grupo	alternativoj	prononco
level	ŝtuparo	stairs, staircase	escaliers, escalier	grupo	alternativoj	prononco
level	kolumo	a collar	un collier	grupo	alternativoj	prononco
level	akcidento	an accident	un accident	grupo	alternativoj	prononco
level	mizero	misery	misère	grupo	alternativoj	prononco
level	miliono da	a million of	un million de	grupo	alternativoj	prononco
level	krokodilo	a crocodile	un crocodile	grupo	alternativoj	prononco
level	arbaro	a forest, woods	une forêt, des bois	grupo	alternativoj	prononco
level	etendi	to extend	étendre	grupo	alternativoj	prononco
level	persekuti	to persecute, to chase	persécuter, chasser	grupo	alternativoj	prononco
level	bakterio	a bacterium	une bactérie	grupo	alternativoj	prononco
level	neŭtraleco	neutrality	neutralité	grupo	alternativoj	prononco
level	spaco	space, a space	un espace, un espace	grupo	alternativoj	prononco
level	koridoro	a corridor, a passageway, a lane	un couloir, un passage, une ruelle	grupo	alternativoj	prononco
level	kurioza	curious	curieux	grupo	alternativoj	prononco
level	hararo	hair (person), coat (animal)	cheveux (personne), pelage (animal)	grupo	alternativoj	prononco
level	naĝvesto	a swimming suit, a bathing costume	un maillot de bain, un maillot de bain	grupo	alternativoj	prononco
level	privata	private	privé	grupo	alternativoj	prononco
level	konsoli	to console, to comfort	consoler, réconforter	grupo	alternativoj	prononco
level	amatoro	an amateur	un amateur	grupo	alternativoj	prononco
level	ornami	to decorate, to ornament	décorer, orner	grupo	alternativoj	prononco
level	homaro	human race, mankind	race humaine, humanité	grupo	alternativoj	prononco
level	milda	mild, gentle, smooth	doux, doux, lisse	grupo	alternativoj	prononco
level	multekosta	expensive	cher	grupo	alternativoj	prononco
level	verŝi	to pour, to spill	verser, renverser	grupo	alternativoj	prononco
level	karesi	to caress, to flatter, to chuck	caresser, flatter, jeter	grupo	alternativoj	prononco
level	eksciti	to excite	exciter	grupo	alternativoj	prononco
level	poeto	a poet	un poëte	grupo	alternativoj	prononco
level	vortaro	a dictionary, a vocabulary	un dictionnaire, un vocabulaire	grupo	alternativoj	prononco
level	grundo	ground, soil	sol, sol	grupo	alternativoj	prononco
level	ŝpari	to save, to spare, to keep for future use	économiser, épargner, conserver pour une utilisation future	grupo	alternativoj	prononco
level	registro	registration, record	inscription, enregistrement	grupo	alternativoj	prononco
level	monujo	a wallet	un porte-monnaie	grupo	alternativoj	prononco
level	enlandano	an in-lander	un in-lander	grupo	alternativoj	prononco
level	konto	an account	un compte	grupo	alternativoj	prononco
level	origino	origin	origine	grupo	alternativoj	prononco
level	samideano	a person with same idea, a commrade, a fellow-thinker	une personne avec la même idée, un camarade, un camarade de pensée	grupo	alternativoj	prononco
level	oportuna	convenient, handy, opportune	pratique, pratique, opportun	grupo	alternativoj	prononco
level	minerala	mineral	minéral	grupo	alternativoj	prononco
level	lui	to rent	louer	grupo	alternativoj	prononco
level	policano	a policeman, a police officer (=policisto)	un policier, un policier (=policisto)	grupo	alternativoj	prononco
level	pajlo	a straw	une paille	grupo	alternativoj	prononco
level	lukso	luxury	luxe	grupo	alternativoj	prononco
level	mesaĝo	a message	un message	grupo	alternativoj	prononco
level	embaraso	embarrassment, perplexity	embarras, perplexité	grupo	alternativoj	prononco
level	memlerni	to learn by oneself	apprendre par soi-même	grupo	alternativoj	prononco
level	diveni	to guess	deviner	grupo	alternativoj	prononco
level	razilo	a razor	un rasoir	grupo	alternativoj	prononco
level	ŝirmi	to shelter, to shield, to screen, to shadow	abriter, protéger, faire écran, faire de l'ombre	grupo	alternativoj	prononco
level	sonĝi	to dream	rêver	grupo	alternativoj	prononco
level	injekti	to inject	injecter	grupo	alternativoj	prononco
level	malsaneta	weak, soft-illed	faible, malade	grupo	alternativoj	prononco
level	peki	to sin	pécher	grupo	alternativoj	prononco
level	fandi	to melt	fondre	grupo	alternativoj	prononco
level	malĝusta	incorrect	Incorrect	grupo	alternativoj	prononco
level	faldo	a fold	un pli	grupo	alternativoj	prononco
level	skulpti	to sculpture, to carve	sculpter, sculpter	grupo	alternativoj	prononco
level	roko	a rock	un rocher	grupo	alternativoj	prononco
level	malfrue	later and delayed	plus tard et retardé	grupo	alternativoj	prononco
level	statuo	a statue	une statue	grupo	alternativoj	prononco
level	sekundo	second, a second	seconde, une seconde	grupo	alternativoj	prononco
level	laŭdi	to praise, to loud, to acclaim	louer, trop fort, acclamer	grupo	alternativoj	prononco
level	luksa	luxurious	luxueux	grupo	alternativoj	prononco
level	deklivo	a slope, acclivity, a hillside	une pente, une acclivité, un flanc de colline	grupo	alternativoj	prononco
level	dekoracio	a decoration	une décoration	grupo	alternativoj	prononco
level	majstra	of a master, of a maestro	d'un maître, d'un maestro	grupo	alternativoj	prononco
level	pruno	a prune, a plum	un pruneau, une prune	grupo	alternativoj	prononco
level	prudenta	prudent, wise, sensible, reasonable	prudent, sage, sensé, raisonnable	grupo	alternativoj	prononco
level	murmuri	to murmur, to mutter	murmurer, marmonner	grupo	alternativoj	prononco
level	renversi	to upset, to overturn, to overthrow, to turn over	bouleverser, renverser, renverser, retourner	grupo	alternativoj	prononco
level	libereco	liberty	liberté	grupo	alternativoj	prononco
level	fortika	fortified, durable, firm, sturdy	fortifié, durable, ferme, robuste	grupo	alternativoj	prononco
level	vidinda	worth seeing	vaut la peine d'être vu	grupo	alternativoj	prononco
level	kuraĝe	courageously	courageusement	grupo	alternativoj	prononco
level	kora	of heart	de coeur	grupo	alternativoj	prononco
level	vidindaĵo	a sight worth seeing, a sightseeing spot	un spectacle à voir, un lieu touristique	grupo	alternativoj	prononco
level	skalo	scale, a scale	échelle, une échelle	grupo	alternativoj	prononco
level	amindumi	to woo, to court	courtiser, courtiser	grupo	alternativoj	prononco
level	dankinda	thankful, appreciatable	reconnaissant, appréciable	grupo	alternativoj	prononco
level	sterni	to spread out, to lay out	étaler, disposer	grupo	alternativoj	prononco
level	fidinda	reliable, trustworthy	fiable, digne de confiance	grupo	alternativoj	prononco
level	vadi	to wade, to paddle	patauger, pagayer	grupo	alternativoj	prononco
level	kongresejo	the congress place	le lieu du congrès	grupo	alternativoj	prononco
level	veŝto	a vest, a waistcoat	un gilet, un gilet	grupo	alternativoj	prononco
level	nomkarto	a name card, a business card	une carte de visite, une carte de visite	grupo	alternativoj	prononco
level	bildkarto	a picture postcard	une carte postale illustrée	grupo	alternativoj	prononco
level	makulo	a macule, a spot, a stain, a blot	une macule, une tache, une tache, une tache	grupo	alternativoj	prononco
level	kompatinda	deplorable, miserable, piteable, poor	déplorable, misérable, pitoyable, pauvre	grupo	alternativoj	prononco
level	poŝtkarto	a postcard	une carte postale	grupo	alternativoj	prononco
level	halo	a hall	un hall	grupo	alternativoj	prononco
level	urĝi	to urge, to hurry	exhorter, se dépêcher	grupo	alternativoj	prononco
level	plenumi	to accomplish, to fulfill	accomplir, accomplir	grupo	alternativoj	prononco
level	kreditkarto	a credit card	Une carte de crédit	grupo	alternativoj	prononco
level	iomete	a little, a few	un peu, quelques	grupo	alternativoj	prononco
level	kaĝo	a cage	une cage	grupo	alternativoj	prononco
level	haki	to chop, to hack, to cut	hacher, hacher, couper	grupo	alternativoj	prononco
level	dezerto	a desert, wilderness	un désert, une nature sauvage	grupo	alternativoj	prononco
level	humila	humble	humble	grupo	alternativoj	prononco
level	pipo	a pipe	un tuyau	grupo	alternativoj	prononco
level	gumo	gum, an eraser, a rubber	une gomme, une gomme, un caoutchouc	grupo	alternativoj	prononco
level	fakte	in fact	En fait	grupo	alternativoj	prononco
level	persiko	a peach, nectarine	une pêche, une nectarine	grupo	alternativoj	prononco
level	vulkano	a volcano	un volcan	grupo	alternativoj	prononco
level	estro	a boss, a chief	un patron, un chef	grupo	alternativoj	prononco
level	delegi	to delegate	déléguer	grupo	alternativoj	prononco
level	blinda	blind	aveugle	grupo	alternativoj	prononco
level	fianĉo	a fiance, a fiancé	un fiancé, un fiancé	grupo	alternativoj	prononco
level	elektromotoro	an electric motor	un moteur électrique	grupo	alternativoj	prononco
level	kroĉi	to hook, to concatenate	accrocher, concaténer	grupo	alternativoj	prononco
level	ekveturi	to start off driving	pour commencer à conduire	grupo	alternativoj	prononco
level	ĉiel	in every way	dans tous les sens	grupo	alternativoj	prononco
level	klera	educated, cultured	instruit, cultivé	grupo	alternativoj	prononco
level	dolaro	a dollar	un dollar	grupo	alternativoj	prononco
level	fajfi	to whistle	siffler	grupo	alternativoj	prononco
level	duone	in half	à moitié	grupo	alternativoj	prononco
level	glata	smooth, slick	lisse, lisse	grupo	alternativoj	prononco
level	vomi	to vomit	vomir	grupo	alternativoj	prononco
level	difekti	to damage, to impair, to spoil, to injure	endommager, détériorer, gâcher, blesser	grupo	alternativoj	prononco
level	ĝemi	to groan, to moan	gémir, gémir	grupo	alternativoj	prononco
level	devo	a duty	un devoir	grupo	alternativoj	prononco
level	heziti	to hesitate	hésiter	grupo	alternativoj	prononco
level	dekstre	at right	à droite	grupo	alternativoj	prononco
level	velo	a sail	un voilier	grupo	alternativoj	prononco
level	muta	silent, mute, dumb	silencieux, muet, muet	grupo	alternativoj	prononco
level	tiel A kiel B	such A as B	tel A que B	grupo	alternativoj	prononco
level	ĉifono	a rag, a tatter, a scrap	un chiffon, un lambeau, un morceau	grupo	alternativoj	prononco
level	danko	thank, appreciation	merci, appréciation	grupo	alternativoj	prononco
