B.sw content.tsv
Level	Esperanto	sw	en-us	Grupo	Alternativoj	Pronoco
level	ekzemple, preskaŭ ĉiam eblas sportumi, kart-ludi	kwa mfano, karibu kila mara inawezekana kucheza michezo na kadi	for example, it is almost always possible to play sports and cards	grupo	alternativoj	prononco
level	babili kun amikoj dum la tuta nokto	kuzungumza na marafiki usiku kucha	to talk with friends all night	grupo	alternativoj	prononco
level	kanti ĉirkaŭ fajro kaj danci	kuimba karibu na moto na kucheza	to sing around fire and to dance	grupo	alternativoj	prononco
level	partopreni koncertojn, ktp	kushiriki katika matamasha, na kadhalika	to take part in concerts, and so forth	grupo	alternativoj	prononco
level	nu, tion mi povas fari ankaŭ hejme	vizuri, naweza kufanya hivyo nyumbani pia	well, I can do that at home too	grupo	alternativoj	prononco
level	prave, sed	sawa, lakini	right, but	grupo	alternativoj	prononco
level	sed la grava afero dum IJK estas ~	lakini jambo muhimu wakati wa IJK ni ~	but the important thing during IJK is ~	grupo	alternativoj	prononco
level	venas de multaj diversaj landoj	inatoka nchi nyingi tofauti	comes from many different countries	grupo	alternativoj	prononco
level	estas ke la partoprenantoj venas de diversaj landoj	ni kwamba washiriki wanatoka nchi mbalimbali	is that the participants come from different countries	grupo	alternativoj	prononco
level	pro tiu mikso de diversaj homoj	kwa sababu ya mchanganyiko huo wa watu mbalimbali	because of that mix of different people	grupo	alternativoj	prononco
level	estas bona etoso, kiu tre plaĉas al mi	ni mazingira mazuri ambayo naipenda sana	it's a good atmosphere that I like very much	grupo	alternativoj	prononco
level	bone, sonas interese	sawa, inaonekana kama nia	all right, sounds like interest	grupo	alternativoj	prononco
level	mi pripensos	nitafikiria	I will think about	grupo	alternativoj	prononco
level	certe	kwa hakika	for sure	grupo	alternativoj	prononco
level	tamen, problemo estas ~	hata hivyo, tatizo ni ~	however, a problem is ~	grupo	alternativoj	prononco
level	tiom da mono	pesa nyingi kiasi hicho	that much money	grupo	alternativoj	prononco
level	mi ne havas tiom da mono nun	Sina pesa nyingi hivyo sasa hivi	I don't have that much money right now	grupo	alternativoj	prononco
level	problemo estas ke mi ne havas tiom da mono	tatizo sina pesa nyingi hivyo	problem is I don't have that much money	grupo	alternativoj	prononco
level	mi komprenas, sed ne estus multe-koste	Ninaelewa, lakini haingegharimu sana	I understand, but it wouldn't cost much	grupo	alternativoj	prononco
level	ne estus multe-koste, mia-krede	haingekuwa ghali sana, naamini	it would not be much expensive, I believe	grupo	alternativoj	prononco
level	tabelo de kotizo de programeroj	jedwali la ada ya programu	a table of fees of programs	grupo	alternativoj	prononco
level	jen, se vi rigardas la kotiztabelon	yaani ukiangalia jedwali la hisa/ada	that is, if you look at the share/fees table	grupo	alternativoj	prononco
level	la kotiztabelo de la IJK-invitilo	jedwali la hisa/ada za mwaliko wa IJK	the share/fees table of IJK-invitation	grupo	alternativoj	prononco
level	vi vidas, ke ~	you find that ~	you find that ~	grupo	alternativoj	prononco
level	temas pri entute nur 50 eŭroj	ni euro 50 tu kwa jumla	it's only 50 euros in total	grupo	alternativoj	prononco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	unaona kuwa kwako ni euro 50 tu kwa jumla	you see that for you it's only 50 euros in total	grupo	alternativoj	prononco
level	se ni dormas surplanke	ikiwa tunalala kwenye sakafu	if we sleep on the floor	grupo	alternativoj	prononco
level	en ordo	sawa	all right	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	vizuri, hiyo inasikika vizuri	well, that sounds fine	grupo	alternativoj	prononco
level	sed kio pri la vojaĝo	lakini vipi kuhusu safari	but what about the travel	grupo	alternativoj	prononco
level	trajno kostus ĉirkaŭ 70 eŭrojn	treni itagharimu karibu euro 70	a train would cost around 70 euros	grupo	alternativoj	prononco
level	ĉu tio eblus por vi?	hilo litawezekana kwako?	would that be possible for you?	grupo	alternativoj	prononco
level	espereble	kwa matumaini	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	lakini ingedumu kwa muda wa kutosha kwa treni	but would last long enough by train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	ndio, lakini tunaweza kuacha katika mji mmoja au miwili	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
level	dum la vojo	njiani	along the way	grupo	alternativoj	prononco
level	kaj la tranoktado?	na kukaa usiku?	and the night stay?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	ungelipa?	would you pay for it?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	hapana, sio mimi, lakini sio shida	no, not me, but it's not a problem	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	ni kweli kwamba hili si tatizo?	is it really that this is not a problem?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	una mpango gani wa kutatua hilo?	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	ilionyesha taji ya dhahabu	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	vizuri, nitakuonyesha hivi karibuni	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	lakini kwanza chai zaidi	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	unataka pia?	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	ndio Asante	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	katika cafe hiyo hiyo'	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	kitu kinaendelea, kinaendelea (kufanya) hivyo	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	mpango, kupanga, kupanga	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	yeye na yeye wanaendelea na mipango	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	tafadhali, hii hapa chai yako	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	wakati huo huo nilitazama mwaliko	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	alitazama mwaliko wa IJK	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	Ninaelewa sana, lakini sio wote	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	sawa sawa, uliza tu	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	hapa ni mambo	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	mambo wazi	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	mambo ambayo yanachanganya	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	zinanichanganya	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	kujiunga, fomu ya usajili	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	Shirika la Vijana la Kiesperanto Ulimwenguni	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	Pepo, ndege anayewakilisha TEJO	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	kukaa, mahali pa kukaa (makazi)	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	makao ya watu wengi	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	fomu ya usajili ni chombo cha kusajili	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	fomu ya uanachama ambayo unaandika jina lako, anwani, n.k	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	ndefu, kifupi	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	ufupisho wa Shirika la Vijana la Kiesperanto Ulimwenguni	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	Pepo ndiye ndege mcheshi wa TEJO	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	makaazi ya watu wengi ni mahali ambapo watu wengi hukaa	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	usingizi, kidonge cha kulala, mfuko wa kulala	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	kwa kawaida mtu anahitaji begi la kulalia hapo	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	umeeleza haraka sana	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	Sikupata kila kitu	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	sio muhimu hivyo	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	Nadhani sio muhimu sana sasa	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	baadaye tunaweza kuzungumza zaidi	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	zaidi kuzungumzia mwaliko wa IJK	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	kwa hivyo unataka kupanga safari sasa, sivyo?	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	ndio, kwa furaha	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	kwa hivyo utaona kwamba ~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	itagharimu kiasi hicho	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	utaona kuwa safari hiyo haitagharimu kiasi hicho	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	Nataka kujua	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	Nataka kujua kuhusu ~	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	jinsi utakavyotatua kulala usiku	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	kwa sababu sina pesa	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	hosteli ya vijana	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	ina pesa kwa hoteli au hosteli ya vijana	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	hapa ndio suluhisho	here's the solution	grupo	alternativoj	prononco
level	pasporto	pasipoti	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	Huduma ya Pasipoti, Makao ya Wahudumu wa Nyumbani	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	kijitabu chenye jina &quot;Huduma ya Pasipoti&quot;	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	huduma kwa ajili ya nini?	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	kwa watu kama sisi	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	kwa uzoefu, mtaalam	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	watu wanaopenda kusafiri na uzoefu wa nchi	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	kupata na kutumia	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	bila kutumia pesa nyingi	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	huduma, huduma, huduma hiyo	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	vizuri, na huduma hiyo inafanya kazi vipi?	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	Ninaona kuwa kwenye kijitabu kuna ~	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	anwani nyingi	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	kuna anwani nyingi kutoka nchi kadhaa	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	sawa, ndiyo!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	ovyo wako	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	wote, wote	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	kwa kweli wote ni ovyo wako!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	maana, maana	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	&quot;ovyo wangu&quot;, hiyo inamaanisha nini?	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	maana yake ~	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	mgeni, mgeni, kuwakaribisha mgeni	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	iko tayari, iko tayari, jitayarishe!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	watu katika anwani hizo wako tayari kukukaribisha	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	kujua (mtu), kujulikana, kujulikana	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	na kukusaidia kufahamu eneo lao	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	inamaanisha watu wako tayari kukukaribisha na kukusaidia	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	inaonekana kuvutia!	sounds interesting!	grupo	alternativoj	prononco
level	do	hivyo	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	mtu anakaa katika nyumba ya Waesperanti wengine, sivyo?	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	uzoefu kadhaa na Huduma ya Pasipoti	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	Nilipata uzoefu kadhaa wa kupendeza	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	Nimeitumia kwenye mabara matatu	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	(inafanya kazi vibaya).	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	na hadi sasa (i) imefanya kazi vizuri sana	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	kubwa! tunaenda wapi?	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	kwa hivyo, mpango wangu ni kwamba we ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	inakuja, imefika	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	baada ya safari ya mafanikio	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	baada ya kutumia Huduma ya Pasipoti katika miji miwili	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	wanafika baada ya safari ya mafanikio	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	tazama, tazama!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	kuna bendera kubwa ya Kiesperanto hapo	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	ishara yenye maandishi &quot;Karibu IJK!&quot;	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	ndio, na chini yake kuna ~	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	Hooray!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	hivyo hatimaye tulifika	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	Nimechoka sana na nina njaa	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	unafikiri tunaweza ~ ?	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	kula kitu	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	unafikiri tunaweza kula kitu mara moja?	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	Nina shaka hilo	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	lazima kwanza tukubalike	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	lazima ukubaliwe kwenye dawati la mapokezi	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	na hiyo inaweza kudumu kwa muda mrefu	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	kudumu kwa muda mrefu katika uzoefu wangu	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	ole!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	huo ndio mstari wa mapokezi?	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	Ninaogopa hivyo	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	to do ~ si kamilifu kabisa	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	ni kamili kabisa kufika jioni	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	tunaweza kuzungumza na watu	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	lakini tunaweza kuzungumza na watu kwenye mstari	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	tazama, naona rafiki wa Urusi!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	Nina njaa, nataka kula	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	baada ya kama masaa 2	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	sambamba na marafiki wapya na wa zamani	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	kamati ya congress ya mtaa	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	mjumbe katika kamati ya bunge ya mtaa	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	karibu, wewe ni nani?	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	kutoka nchi gani?	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	ulilipa mapema?	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	tafadhali onyesha	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	ikiwa ni hivyo, tafadhali onyesha risiti	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	wewe ni mwanachama wa TEJO?	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	kuwa mwanachama kwenye kibanda	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	ikiwa sivyo, unaweza kujiunga kwenye kibanda kinachofuata	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	hapa kuna risiti za malipo ya mapema	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	kadi za uanachama na pasipoti zetu	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	vizuri sana	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	kwa hivyo, naona utaishi katika eneo la kulala watu wengi (nafasi ya ajali)	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	na atakula katika hosteli ya vijana	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	hizo taarifa ni sahihi?	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	ndio, kamili	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	mfuko na mpango, ramani nk	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	unaweza kulipa na kupokea mfuko na mpango, ramani nk	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	kwenye kibanda chekundu, pale	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	nzuri, asante	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	anaonekana amechoka lakini mwenye afya	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	watu wale walionekana kuchoka sana	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	na hawakuwa wema sana	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	uko sahihi	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	lakini kumbuka kwamba ~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	wanafanya kazi kwa masaa 8	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	LKK imekuwa ikifanya kazi labda kwa saa nane	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	bila pause nyingi	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	lakini kumbuka kuwa LKK inafanya kazi bila mapumziko	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	mazungumzo wakati wa wiki	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	Nina hakika kwamba ~	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	Nina hakika watakuwa wema	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	watakuwa wapole na waongeaji zaidi	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	tuipate	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	vizuri, sasa hebu tupate mahali pa kulala watu wengi	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	na kisha ningependa chakula	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	ulimwona yule binti kwenye kibanda cha TEJO?	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	ndio, vipi kuhusu yeye?	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	unamfahamu?	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	kwa bahati mbaya hapana	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	lakini yeye ni mrembo sana, sivyo?	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	nakubali	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	hata hivyo haelewi vizuri	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	Nakubali lakini sielewi	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	unapenda wanawake?	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	ndio, nataka kukuambia hapo awali	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	lakini kwa sababu fulani hakufanya hivyo	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	kipengele nk	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	wewe ni wewe?	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	ndio, mimi ni shoga	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	mtu anaweza pia kusema msagaji	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	vizuri, sikujua kabisa	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	lakini nimefurahi umesema	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	kwa kweli nafurahi kuwa wewe ni shoga	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	wewe ndiye msagaji mpole na mzuri zaidi	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	msagaji mzuri zaidi ninayemjua	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	Asante! unawajua wengine?	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	lakini unajuaje hilo?	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	huyo binti anapendelea wanaume!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	kwa vyovyote vile naamini huyo binti anapendelea wanaume!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	yule binti uliyekuwa unamzungumzia	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	tutaona	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	katika mahali pa kulala watu wengi (mahali pa ajali)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	Habari za asubuhi!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	ulilala vizuri?	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	vigumu kuona	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	kinyume chake, sikuweza kulala	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	lakini kwanini?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	labda ulikuwa na wasiwasi kuhusu siku yako ya kwanza ya IJK?	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	si kweli	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	usiku kucha, usiku kucha	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	alikoroma kwa nguvu sana	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	tu mtu alikoroma sana usiku kucha	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	usinisumbue	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	na hilo lilinisumbua sana	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	hukusikia hivyo	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	hata kidogo, nililala sana	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	nilisahau kukuambia kwamba ~?	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	sikio, kuziba, kuziba masikio	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	ni thamani ya kutumia earplugs	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	inafaa kutumia ~	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	nilikuambia inafaa kutumia vifunga masikioni	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	unapolala kwenye makao ya watu wengi (mahali pa ajali)	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	ni wazi ndiyo	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	oh, maskini Katty!	oh, poor Katty!	grupo	alternativoj	prononco
