C.sw content.tsv
Level	Esperanto	sw	en-us	Grupo	Alternativoj	Pronoco
level	batite	baada ya (kupigwa).	after (having been) beaten	grupo	alternativoj	prononco
level	kovrita	kufunikwa	covered	grupo	alternativoj	prononco
level	teatro	ukumbi wa michezo	a theatre	grupo	alternativoj	prononco
level	sezono	msimu, msimu	season, a season	grupo	alternativoj	prononco
level	kelnero	mhudumu	a waiter	grupo	alternativoj	prononco
level	tabelo	jedwali, jedwali, faharisi	a table, a tabulation, an index	grupo	alternativoj	prononco
level	publiko	umma, watu wa umma	public, public people	grupo	alternativoj	prononco
level	apogi	kuunga mkono, kuunga mkono	to support, to uphold	grupo	alternativoj	prononco
level	distri	kuvuruga, kugeuza, kuburudisha	to distract, to divert, to entertain	grupo	alternativoj	prononco
level	patrino	mama	a mother	grupo	alternativoj	prononco
level	distanco	umbali	a distance	grupo	alternativoj	prononco
level	aparte	kando, tofauti	apart, separately	grupo	alternativoj	prononco
level	originala	asili	original	grupo	alternativoj	prononco
level	bicikli	kwa baiskeli, kuendesha baiskeli	to bicycle, to ride a bike	grupo	alternativoj	prononco
level	regulo	kanuni, kanuni	a rule, a regulation	grupo	alternativoj	prononco
level	troa	kupita kiasi, isiyofaa	excessive, undue	grupo	alternativoj	prononco
level	tre agrable!	nzuri sana!	very nice!	grupo	alternativoj	prononco
level	balanci	swing, rock	to swing, to rock	grupo	alternativoj	prononco
level	ŝtrumpo	hifadhi	a stocking	grupo	alternativoj	prononco
level	kontroli	kuangalia, kukagua, kukagua	to check, to audit, to check up on	grupo	alternativoj	prononco
level	pasto	kuweka, unga	a paste, a dough	grupo	alternativoj	prononco
level	rektangulo	mstatili, mstatili	rectangle, a rectangle	grupo	alternativoj	prononco
level	falsa	uwongo, ghushi, uwongo, ghushi, uwongo	false, counterfeit, fake, forged, spurious	grupo	alternativoj	prononco
level	ŝerci	kutania, kutania	to joke, to jest	grupo	alternativoj	prononco
level	problemo	shida, shida	a problem, a trouble	grupo	alternativoj	prononco
level	kulturi	kwa utamaduni (ardhi, ardhi)	to culture (soil, land)	grupo	alternativoj	prononco
level	lernejo	shule, mahali pa kusomea	a school, a learning place	grupo	alternativoj	prononco
level	manĝejo	sehemu ya kula, mgahawa, chumba cha kulia chakula, kantini	an eating place, a restaurant, a dining room, a canteen	grupo	alternativoj	prononco
level	flago	bendera, bendera	a flag, a banner	grupo	alternativoj	prononco
level	universala	zima, kwa ujumla, duniani kote	universal, general, worldwide	grupo	alternativoj	prononco
level	vendejo	duka, duka	a store, a shop	grupo	alternativoj	prononco
level	parko	bustani	a park	grupo	alternativoj	prononco
level	kesto	kifua, sanduku, kesi	a chest, a box, a case	grupo	alternativoj	prononco
level	preĝejo	kanisa, kirk	a church, a kirk	grupo	alternativoj	prononco
level	ataki	kushambulia	to attack	grupo	alternativoj	prononco
level	fako	tawi, nidhamu, maalum, compartment	a branch, a discipline, a specialty, a compartment	grupo	alternativoj	prononco
level	librovendejo	duka la vitabu, duka la vitabu	a bookshop, a bookstore	grupo	alternativoj	prononco
level	fama	maarufu	famous	grupo	alternativoj	prononco
level	kafejo	cafe, duka la kahawa	a cafe, a coffee shop	grupo	alternativoj	prononco
level	kuseno	mto, mto wa kutupa	a cushion, a throw pillow	grupo	alternativoj	prononco
level	desegni	kubuni, kufafanua, kuchora	to design, to delineate, to draw	grupo	alternativoj	prononco
level	konveni	kufaa, kufaa	to be appropriate, to be suitable	grupo	alternativoj	prononco
level	akceptejo	dawati la mapokezi	a reception desk	grupo	alternativoj	prononco
level	necesejo	choo, choo	a toilet, a restroom	grupo	alternativoj	prononco
level	sporto	mchezo, mchezo	sport, a sport	grupo	alternativoj	prononco
level	fridujo	friji, jokofu	a fridge, a refrigerator	grupo	alternativoj	prononco
level	rubujo	pipa la takataka, pipa, pipa la takataka	a trash bin, a bin, a trash can	grupo	alternativoj	prononco
level	defendi	kutetea	to defend	grupo	alternativoj	prononco
level	eduki	kuelimisha	to educate	grupo	alternativoj	prononco
level	hejti	kuwasha moto, kuwasha moto	to heat up, to warm up	grupo	alternativoj	prononco
level	listo	Orodha	a list	grupo	alternativoj	prononco
level	kondiĉo	hali	a condition	grupo	alternativoj	prononco
level	poste	baadaye, baadaye, ijayo	later, afterwards, next	grupo	alternativoj	prononco
level	brakumi	kukumbatia, kukumbatia	to embrace, to hug	grupo	alternativoj	prononco
level	ĝoja	furaha, furaha, furaha	joyfull, glad, happy	grupo	alternativoj	prononco
level	malvarmumo	baridi (kushikwa)	a cold (caught)	grupo	alternativoj	prononco
level	salono	sebule, sebule, saluni	a sitting room, a lounge, a salon	grupo	alternativoj	prononco
level	konsisti	kujumuisha	to consist	grupo	alternativoj	prononco
level	hejme	nyumbani	at home	grupo	alternativoj	prononco
level	spezo	mauzo	a turnover	grupo	alternativoj	prononco
level	kalendaro	kalenda	a calendar	grupo	alternativoj	prononco
level	imagi	kufikiria	to imagine	grupo	alternativoj	prononco
level	fidela	mwaminifu, mwaminifu	faithful, trustworthy	grupo	alternativoj	prononco
level	partopreni	kushiriki, kushiriki	to participate, to take part	grupo	alternativoj	prononco
level	kastelo	ngome, ngome	a castle, a citadel	grupo	alternativoj	prononco
level	-op-	(kiambishi) kikundi kwa idadi	(suffix)  a group in numbers	grupo	alternativoj	prononco
level	ĉeesti	kuhudhuria, kuhudhuria	to attend, to be present at	grupo	alternativoj	prononco
level	televido	TV, televisheni	TV, television	grupo	alternativoj	prononco
level	studento	mwanafunzi (chuo kikuu)	a student (university)	grupo	alternativoj	prononco
level	impreso	hisia	an impression	grupo	alternativoj	prononco
level	pupo	mwanasesere, kikaragosi	a doll, a puppet	grupo	alternativoj	prononco
level	konstanta	mara kwa mara, daima, kudumu	constant, continual, permanent	grupo	alternativoj	prononco
level	ebena	gorofa, hata, ndege, ngazi	flat, even, plane, level	grupo	alternativoj	prononco
level	jaraĝa	~ umri wa miaka	~ years old	grupo	alternativoj	prononco
level	blovi	kupiga	to blow	grupo	alternativoj	prononco
level	konfesi	kukiri, kukiri	to confess, to admit	grupo	alternativoj	prononco
level	ekstere	nje, nje ya nchi	outside, abroad	grupo	alternativoj	prononco
level	remi	kwa safu	to row	grupo	alternativoj	prononco
level	kaserolo	sufuria, sufuria, sufuria	a casserole, a pan, a saucepan	grupo	alternativoj	prononco
level	gepatroj	(wote) wazazi	(both) parents	grupo	alternativoj	prononco
level	geedziĝi	kuoa, kuoa	to get married, to marry	grupo	alternativoj	prononco
level	vundo	jeraha, jeraha	a wound, an injury	grupo	alternativoj	prononco
level	scienco	sayansi, sayansi	science, a science	grupo	alternativoj	prononco
level	monero	sarafu	a coin	grupo	alternativoj	prononco
level	kompari	kulinganisha	to compare	grupo	alternativoj	prononco
level	arko	arc (ya curve)	an arc (of a curve)	grupo	alternativoj	prononco
level	sperta	uzoefu, mtaalam	experienced, expert	grupo	alternativoj	prononco
level	sankta	takatifu, takatifu	holy, sacred	grupo	alternativoj	prononco
level	lavujo	beseni la kuogea	a washbasin	grupo	alternativoj	prononco
level	trajno	treni	a train	grupo	alternativoj	prononco
level	domaĝo	huruma, kitu cha kusikitisha	a pity, something regrettable	grupo	alternativoj	prononco
level	akra	mkali, abrasive	sharp, abrasive	grupo	alternativoj	prononco
level	meriti	kustahili, kustahili, kustahili	to deserve, to merit, to be worthy of	grupo	alternativoj	prononco
level	ekparoli	kuanza kuongea	to start speaking	grupo	alternativoj	prononco
level	ekscii	kupata kujua, kutambua, kujifunza	to get to know, to realise, to learn	grupo	alternativoj	prononco
level	semo	mbegu	a seed	grupo	alternativoj	prononco
level	reveni	kurudi, kurudi	to come back, to return	grupo	alternativoj	prononco
level	lupo	mbwa mwitu	a wolf	grupo	alternativoj	prononco
level	elefanto	tembo	an elephant	grupo	alternativoj	prononco
level	karoto	karoti	a carrot	grupo	alternativoj	prononco
level	haŭto	ngozi, ngozi	skin, a skin	grupo	alternativoj	prononco
level	palaco	ikulu	a palace	grupo	alternativoj	prononco
level	eksidi	ili kukaa chini	to get sit down	grupo	alternativoj	prononco
level	mamo	matiti (ya mwanamke), kifua	a breast (of a woman), boob	grupo	alternativoj	prononco
level	urso	dubu	a bear	grupo	alternativoj	prononco
level	vulpo	mbweha	a fox	grupo	alternativoj	prononco
level	kuracisto	daktari (matibabu), daktari	a (medical) doctor, a physician	grupo	alternativoj	prononco
level	kurteno	pazia, skrini, pazia	a curtain, a screen, a veil	grupo	alternativoj	prononco
level	venki	kushinda, kushinda, kushinda, kushinda	to conquer, to conquest, to win, to overcome	grupo	alternativoj	prononco
level	soldato	askari	a soldier	grupo	alternativoj	prononco
level	trunko	shina, shimoni, torso	a trunk, a shaft, a torso	grupo	alternativoj	prononco
level	ŝtelisto	Mwizi	a thief	grupo	alternativoj	prononco
level	miksi	kuchanganya, kuchanganya, kuchanganya	to mix, to blend, to shuffle	grupo	alternativoj	prononco
level	preciza	sahihi, sahihi	precise, accurate	grupo	alternativoj	prononco
level	instruisto	mwalimu, mwalimu	a teacher, an instructor	grupo	alternativoj	prononco
level	tedi	kuchoka	to bore	grupo	alternativoj	prononco
level	gaso	gesi	gas	grupo	alternativoj	prononco
level	fervora	bidii, hamu, bidii, shauku	earnest, eager, fervent, impassioned	grupo	alternativoj	prononco
level	diablo	shetani	a devil	grupo	alternativoj	prononco
level	densa	mnene, nene, kujilimbikizia	dense, thick, concentrated	grupo	alternativoj	prononco
level	stranga	ajabu, isiyo ya kawaida, ya kipekee	strange, odd, peculiar	grupo	alternativoj	prononco
level	savi	kuokoa, kuokoa	to save, to rescue	grupo	alternativoj	prononco
level	vico	zamu, zamu (katika mlolongo)	turn, a turn (in a sequence)	grupo	alternativoj	prononco
level	kilometro	kilomita	a kilometer	grupo	alternativoj	prononco
level	puni	kuadhibu	to punish	grupo	alternativoj	prononco
level	prunto	mkopo	a loan	grupo	alternativoj	prononco
level	planto	mmea, mmea	plant, a plant	grupo	alternativoj	prononco
level	praktiko	mazoezi, mazoezi	practice, a practice	grupo	alternativoj	prononco
level	kune	pamoja	together	grupo	alternativoj	prononco
level	temperaturo	joto	temperature	grupo	alternativoj	prononco
level	nepo	mjukuu	a grandson	grupo	alternativoj	prononco
level	kunveni	kukusanyika, kukusanyika, kukutana	to convene, to gather, to meet	grupo	alternativoj	prononco
level	tono	sauti	a tone	grupo	alternativoj	prononco
level	plata	gorofa	flat	grupo	alternativoj	prononco
level	ekskursi	kwa udhuru, kwenda kwenye picnic, jaunt	to excurse, to go on a picnic, to jaunt	grupo	alternativoj	prononco
level	ripari	kutengeneza, kurekebisha	to repair, to fix	grupo	alternativoj	prononco
level	dramo	mchezo wa kuigiza	a drama	grupo	alternativoj	prononco
level	sovaĝa	mshenzi, mwitu	savage, wild	grupo	alternativoj	prononco
level	progresi	kwa maendeleo	to progress	grupo	alternativoj	prononco
level	sonĝo	ndoto	a dream	grupo	alternativoj	prononco
level	legomo	mboga	a vegetable	grupo	alternativoj	prononco
level	proksimuma	takriban	approximate	grupo	alternativoj	prononco
level	mapo	ramani	a map	grupo	alternativoj	prononco
level	foje (iu foje)	wakati mwingine (wakati fulani)	sometimes (some times)	grupo	alternativoj	prononco
level	aŭtoritato	mamlaka	an authority	grupo	alternativoj	prononco
level	distribui	kusambaza	to distribute	grupo	alternativoj	prononco
level	distingi	kutofautisha	to distinguish	grupo	alternativoj	prononco
level	speciala	Maalum	special	grupo	alternativoj	prononco
level	boli	kuchemsha	to boil	grupo	alternativoj	prononco
level	osto	mfupa	a bone	grupo	alternativoj	prononco
level	rekomendi	kupendekeza	to recommend	grupo	alternativoj	prononco
level	postmorgaŭ	kesho kutwa	the day after tomorrow	grupo	alternativoj	prononco
level	komplezi	kulazimisha, kuwa mkarimu, kufanya upendeleo	to oblige, to be kind as to, to do a favor	grupo	alternativoj	prononco
level	ĝentila	mpole, mstaarabu, mstaarabu, mstaarabu	gentle, polite, courteous, well-mannered	grupo	alternativoj	prononco
level	komforta	starehe	comfortable	grupo	alternativoj	prononco
level	strio	mstari, miale	a stripe, a ray	grupo	alternativoj	prononco
level	tolo	turubai, kitambaa, kitani	a canvas, a cloth, a linen	grupo	alternativoj	prononco
level	ŝnuro	kamba, chord, kamba	a rope, a chord, a string	grupo	alternativoj	prononco
level	imperio	himaya	an empire	grupo	alternativoj	prononco
level	ĉemizo	shati	a shirt	grupo	alternativoj	prononco
level	anaso	bata	a duck	grupo	alternativoj	prononco
level	organo	chombo, mapitio, taarifa rasmi	an organ, a review, an official bulletin	grupo	alternativoj	prononco
level	longe	kwa muda mrefu, kwa muda mrefu	long, for a long time	grupo	alternativoj	prononco
level	biskvito	biskuti, kuki, cracker	a biscuit, a cookie, a cracker	grupo	alternativoj	prononco
level	panjo	mama, mama, mama	mom, a mom, mommy	grupo	alternativoj	prononco
level	paĉjo	baba, baba, baba	dad, a dad, daddy	grupo	alternativoj	prononco
level	mendi	kuagiza, kuweka kitabu	to order, to book	grupo	alternativoj	prononco
level	lingva	kiisimu	linguistic	grupo	alternativoj	prononco
level	biciklo	baiskeli, baiskeli	a bike, a bicycle	grupo	alternativoj	prononco
level	imiti	kuiga	to imitate	grupo	alternativoj	prononco
level	abelo	nyuki	a bee	grupo	alternativoj	prononco
level	konfidi	kuamini, kuamini	to confide, to entrust	grupo	alternativoj	prononco
level	ferio (feria tago)	likizo, likizo (=libertago)	holiday, a holiday (=libertago)	grupo	alternativoj	prononco
level	kisi	kumbusu	to kiss	grupo	alternativoj	prononco
level	nokte	usiku, usiku, usiku	at night, night-time, by night	grupo	alternativoj	prononco
level	transdoni	kutoa, kuhamisha, kukabidhi	to give over, to transfer, to hand over	grupo	alternativoj	prononco
level	litero	mhusika, barua	a character, a letter	grupo	alternativoj	prononco
level	maŝino	mashine	a machine	grupo	alternativoj	prononco
level	haveno	bandari, bandari	a harbor, a port	grupo	alternativoj	prononco
level	graso	mafuta, mafuta	grease, fat	grupo	alternativoj	prononco
level	klopodi	kujitahidi, kujaribu, kulenga, kufanya	to endeavor, to attempt, to aim, to undertake	grupo	alternativoj	prononco
level	ŝanco	nafasi, fursa	a chance, an opportunity	grupo	alternativoj	prononco
level	ŝiri	kurarua, kurarua	to tear, to rip	grupo	alternativoj	prononco
level	mantelo	kanzu, manteau, vazi	a coat, a manteau, a cloak	grupo	alternativoj	prononco
level	programo	programu	a program	grupo	alternativoj	prononco
level	volvi	kukunja, kukunja, kupeperusha, kukunja	to wrap, to roll, to wind, to roll up	grupo	alternativoj	prononco
level	prunte	kwa mkopo	on loan	grupo	alternativoj	prononco
level	naskiĝtago	siku ya kuzaliwa	a birthday	grupo	alternativoj	prononco
level	karbo	makaa ya mawe	coal	grupo	alternativoj	prononco
level	proponi	kupendekeza, kutoa	to propose, to offer	grupo	alternativoj	prononco
level	muzeo	makumbusho	a museum	grupo	alternativoj	prononco
level	metalo	chuma, chuma	metal, a metal	grupo	alternativoj	prononco
level	streĉi	kunyoosha, kukaza	to strech, to tighten	grupo	alternativoj	prononco
level	gustumi	kuonja, sampuli	to taste, to sample	grupo	alternativoj	prononco
level	atenti	kutunza, kuwa makini, kuwa makini	to take care, to pay attention, to watch out for	grupo	alternativoj	prononco
level	presi	kuchapisha	to print	grupo	alternativoj	prononco
level	tabulo	ubao, ubao, kibao	a board, a plank, a tablette	grupo	alternativoj	prononco
level	tute	kabisa, kabisa, kabisa	totally, completely, entirely	grupo	alternativoj	prononco
level	serio	mfululizo	a series	grupo	alternativoj	prononco
level	universitato	chuo kikuu	a university	grupo	alternativoj	prononco
level	situacio	hali, hali, hali	a situation, circumstances, a condition	grupo	alternativoj	prononco
level	paro	jozi, wanandoa	a pair, a couple	grupo	alternativoj	prononco
level	metio	ufundi, kazi za mikono	craft, handicraft	grupo	alternativoj	prononco
level	meblo	kipande cha samani	a piece of furniture	grupo	alternativoj	prononco
level	oleo	mafuta, mafuta	oil, an oil	grupo	alternativoj	prononco
level	scivola	mdadisi, mdadisi	curious, inquisitive	grupo	alternativoj	prononco
level	ĉu ne?	sivyo? sivyo?	isn't it? aren't they?	grupo	alternativoj	prononco
level	nepra	muhimu, lazima kabisa	essential, absolutely necessary	grupo	alternativoj	prononco
level	kapabli	kuweza, kuwa na uwezo	to be able to, to be capable of	grupo	alternativoj	prononco
level	ŝranko	kabati, kabati, kabati, ubao wa pembeni	a locker, a cupboard, a closet, a sideboard	grupo	alternativoj	prononco
level	po ~	kwa, kwa kiwango cha, kwa	per, at the rate of, by	grupo	alternativoj	prononco
level	direktoro	mkurugenzi, meneja	a director, a manager	grupo	alternativoj	prononco
level	ve!	Ole!	Alas!	grupo	alternativoj	prononco
level	eviti	kukwepa, kukwepa	to avoid, to evade	grupo	alternativoj	prononco
level	posedi	kumiliki, kumiliki	to possess, to own	grupo	alternativoj	prononco
level	rubriko	kichwa, sehemu, rubriki, safu	a heading, a section, a rubric, a column	grupo	alternativoj	prononco
level	krimo	uhalifu	a crime	grupo	alternativoj	prononco
level	akiri	kupata, kupata, kupata, kupata	to acquire, to attain, to obtain, to get	grupo	alternativoj	prononco
level	fuŝi	kuchafua, kubanga, kusumbua, kukasirisha	to mess, to bungle, to botch, to screw up	grupo	alternativoj	prononco
level	virino	mwanamke	a woman	grupo	alternativoj	prononco
level	viŝi	kufuta, kufuta, kufuta	to wipe, to delete, ti wipe off	grupo	alternativoj	prononco
level	flanke	pembeni	at the side	grupo	alternativoj	prononco
level	oferti	kupendekeza, kutoa zabuni, kutoa ofa, kutoa	to propose, to bid, to make an offer of, to offer	grupo	alternativoj	prononco
level	muŝo	inzi (mdudu)	a fly (insect)	grupo	alternativoj	prononco
level	subite	ghafla, ghafla	suddenly, all of a sudden	grupo	alternativoj	prononco
level	spegulo	kioo, kioo cha kutazama	a mirror, a looking glass	grupo	alternativoj	prononco
level	taŭga	yanafaa	suitable	grupo	alternativoj	prononco
level	neniel	kwa vyovyote, la hasha, hata kidogo	in no way, by no means, not at all	grupo	alternativoj	prononco
level	persona	binafsi	personal	grupo	alternativoj	prononco
level	rado	gurudumu	a wheel	grupo	alternativoj	prononco
level	najbaro	jirani	a neighbor	grupo	alternativoj	prononco
level	tremi	kutetemeka, kutetemeka, kutetemeka	to tremble, to quiver, to shiver	grupo	alternativoj	prononco
level	familia ĉambro	chumba cha familia, sebule	a family room, a living room	grupo	alternativoj	prononco
level	poto	sufuria, mtungi	a pot, a jug	grupo	alternativoj	prononco
level	pasigi	kutumia, kupita	to spend, to pass	grupo	alternativoj	prononco
level	akompani	kuandamana	to accompany	grupo	alternativoj	prononco
level	noto	noti, (shule) daraja, alama	a note, (school) grade, mark	grupo	alternativoj	prononco
level	brovo	nyusi	an eyebrow	grupo	alternativoj	prononco
level	infanĉambro	chumba cha watoto	a child room	grupo	alternativoj	prononco
level	vigla	uhuishaji, haraka	animated, brisk	grupo	alternativoj	prononco
level	simio	tumbili	a monkey	grupo	alternativoj	prononco
level	pilko	mpira	a ball	grupo	alternativoj	prononco
level	konscii	kuwa na ufahamu, kufahamu	to be concious, to be aware of	grupo	alternativoj	prononco
level	honoro	heshima, heshima	honor, an honour	grupo	alternativoj	prononco
level	inaŭguro	uzinduzi, uzinduzi	inauguration, an inauguration	grupo	alternativoj	prononco
level	bebo	mtoto	a baby	grupo	alternativoj	prononco
level	rajti	kuruhusiwa, kuwa na haki ya	to be allowed, to have the right to	grupo	alternativoj	prononco
level	apetito	hamu ya kula	an appetite	grupo	alternativoj	prononco
level	klubo	klabu, jamii	a club, a society	grupo	alternativoj	prononco
level	soifi	kuwa na kiu, kuwa na kiu	to thirst, to be thirsty	grupo	alternativoj	prononco
level	muso	panya	a mouse	grupo	alternativoj	prononco
level	nevo	mpwa	a nephew	grupo	alternativoj	prononco
level	vespermanĝo	chakula cha jioni, chakula cha jioni, chakula cha jioni	a dinner, a supper, evening meal	grupo	alternativoj	prononco
level	matene	Asubuhi	in the morning	grupo	alternativoj	prononco
level	trompi	kudanganya, kudanganya	to deceive, to cheat	grupo	alternativoj	prononco
level	farmi	kulima, kukodisha shamba	to farm, to lease a farm	grupo	alternativoj	prononco
level	cifero	tarakimu, tarakimu, cipher, takwimu	digit, a digit, cipher, a figure	grupo	alternativoj	prononco
level	honesta	mwaminifu	honest	grupo	alternativoj	prononco
level	tagmezo	mchana, mchana	noon, midday	grupo	alternativoj	prononco
level	romano	riwaya	a novel	grupo	alternativoj	prononco
level	rato	panya	a rat	grupo	alternativoj	prononco
level	antaŭtagmeze	kabla ya mchana (asubuhi)	before noon (in the morning)	grupo	alternativoj	prononco
level	fosi	kuchimba, kusugua, kwa jembe	to dig, to grub, to spade	grupo	alternativoj	prononco
level	foso	shimo, nguzo	a pit, pole	grupo	alternativoj	prononco
level	posttagmeze	mchana	in the afternoon	grupo	alternativoj	prononco
level	fiera	fahari	proud	grupo	alternativoj	prononco
level	bari	kwa bar, kuzuia	to bar, to obstruct	grupo	alternativoj	prononco
level	oscedi	kupiga miayo	to yawn	grupo	alternativoj	prononco
level	poento	uhakika, kukimbia	a point, a run	grupo	alternativoj	prononco
level	minaci	kutisha, kutisha, kutisha, kutisha	to minace, to threaten, to intimidate, to menace	grupo	alternativoj	prononco
level	armo	silaha, ghala la silaha	arms, armory	grupo	alternativoj	prononco
level	parenco	jamaa, jamaa, jamaa	relative, a relative, a kinsman	grupo	alternativoj	prononco
level	rikolti	kuvuna, kuvuna, kuhifadhi	to harvest, to reap, to garner	grupo	alternativoj	prononco
level	duŝo	kuoga, kuoga	shower, a shower	grupo	alternativoj	prononco
level	mueli	kusaga	to grind	grupo	alternativoj	prononco
level	fabelo	hadithi ya hadithi, hadithi ya kulala	a fairy tale, a bedtime story	grupo	alternativoj	prononco
level	publika	umma, wazi kwa umma	public, open to public	grupo	alternativoj	prononco
level	baro	kizuizi, kizuizi	a barrier, an obstruction	grupo	alternativoj	prononco
level	kubuto	kiwiko	an elbow	grupo	alternativoj	prononco
level	flughaveno	uwanja wa ndege	an airport	grupo	alternativoj	prononco
level	spico	kiungo	a spice	grupo	alternativoj	prononco
level	kubo	mchemraba, kete	a cube, a dice	grupo	alternativoj	prononco
level	transirejo	kivuko, njia panda	a crossing, a crossway	grupo	alternativoj	prononco
level	lastanokte	(saa) jana usiku	(at) last night	grupo	alternativoj	prononco
level	pafi	kufyatua risasi, kufyatua risasi	to shoot, to fire	grupo	alternativoj	prononco
level	aprobi	kuidhinisha	to approve	grupo	alternativoj	prononco
level	kutime	kawaida, kawaida	ordinarily, usually	grupo	alternativoj	prononco
level	reala	halisi	real	grupo	alternativoj	prononco
level	kolekti	kukusanya	to collect	grupo	alternativoj	prononco
level	okulvitroj	miwani ya macho, miwani, miwani	eye-glasses, spectacles, glasses	grupo	alternativoj	prononco
level	rolo	jukumu, jukumu, sehemu	role, a role, a part	grupo	alternativoj	prononco
level	rifuzi	kukataa	to refuse	grupo	alternativoj	prononco
level	riproĉi	kulaumu, kukemea, kukemea, kukemea	to reproach, to reprimand, to rebuke, to scold	grupo	alternativoj	prononco
level	fakturo	ankara, bili	an invoice, a bill	grupo	alternativoj	prononco
level	sun-floro	maua ya jua	a sun-flower	grupo	alternativoj	prononco
level	peli	kusukuma, kuendesha, kufukuza, kusukuma	to propel, to drive, to chase, to impel	grupo	alternativoj	prononco
level	bluzo	blauzi	a blouse	grupo	alternativoj	prononco
level	ĉial	kwa kila sababu	for every reason	grupo	alternativoj	prononco
level	pluvi	kunyesha	to rain	grupo	alternativoj	prononco
level	deserto	dessert, baada ya	a dessert, an afters	grupo	alternativoj	prononco
level	regno	ufalme, ufalme	a kingdom, a realm	grupo	alternativoj	prononco
level	bedaŭrinda	ya kusikitisha, ya kusikitisha	regrettable, deplorable	grupo	alternativoj	prononco
level	nenial	bila sababu, si kwa sababu yoyote	for no reason, not for any reason	grupo	alternativoj	prononco
level	indulgi	kuwa mpole (na), kujifurahisha	to be lenient (with), to indulge	grupo	alternativoj	prononco
level	ĉiĉerono	Cicerone, mwongozo wa watalii, docent	a cicerone, a tour guide, a docent	grupo	alternativoj	prononco
level	krano	bomba, bomba	a tap, a faucet	grupo	alternativoj	prononco
level	prezidi	kuongoza	to preside over	grupo	alternativoj	prononco
level	najbara	jirani	neighboring	grupo	alternativoj	prononco
level	kruciĝejo	njia panda	a crossway	grupo	alternativoj	prononco
level	polvo	vumbi, vumbi	dust, a dust	grupo	alternativoj	prononco
level	ĉapitro	sura, sura	chapter, a chapter	grupo	alternativoj	prononco
level	reklamo	tangazo	an advertisement	grupo	alternativoj	prononco
level	pia	wachamungu	pious	grupo	alternativoj	prononco
level	lastjare	mwaka jana	last year	grupo	alternativoj	prononco
level	vojmontrilo	alama, alama	a landmark, a signpost	grupo	alternativoj	prononco
level	kelo	pishi, basement	a cellar, a basement	grupo	alternativoj	prononco
level	firma	imara, imara	firm, stable	grupo	alternativoj	prononco
level	eks-	(prefix) ex-, zamani	(prefix)  ex-, former	grupo	alternativoj	prononco
level	kilogramo	kilo	a kilogram	grupo	alternativoj	prononco
level	frago	strawberry	a strawberry	grupo	alternativoj	prononco
level	pato	sufuria ya kukaanga	a frying pan	grupo	alternativoj	prononco
level	delikata	maridadi, nyeti	delicate, sensitive	grupo	alternativoj	prononco
level	ĉasi	kukimbiza, kuwinda, kuwinda	to chase after, to pursue, to hunt	grupo	alternativoj	prononco
level	verdire	kusema ukweli	to tell the truth	grupo	alternativoj	prononco
level	pra-	umbali kwa wakati, kabla ya historia, mbele-, grandgrand-	remoteness in time, prehistorical, fore-, greatgrand-	grupo	alternativoj	prononco
level	matura	kukomaa, mbivu	mature, ripe	grupo	alternativoj	prononco
level	kulerego	ndoo, kijiko kikubwa	bucket, a large spoon	grupo	alternativoj	prononco
level	konduti	kujiendesha, kuwa na tabia	to conduct oneself, to behave	grupo	alternativoj	prononco
level	vere	kweli, kweli, kweli	really, genuinly, truly	grupo	alternativoj	prononco
level	mis-	(kiambishi awali) mis-	(prefix)  mis-	grupo	alternativoj	prononco
level	kvieta	utulivu, utulivu	quiet, calm	grupo	alternativoj	prononco
level	funkcii	kufanya kazi, kufanya kazi, kufanya kazi	to function, to operate, to work	grupo	alternativoj	prononco
level	konvena	inafaa, inafaa	appropriate, suitable	grupo	alternativoj	prononco
level	turisto	mtalii	a tourist	grupo	alternativoj	prononco
level	honti	kuwa na aibu	to be ashamed	grupo	alternativoj	prononco
level	averti	kuonya, kuonya	to warn, to caution	grupo	alternativoj	prononco
level	turismo	utalii	tourism	grupo	alternativoj	prononco
level	stumpo	kisiki, kitako (sigara)	a stump, a butt (cigarret)	grupo	alternativoj	prononco
level	trinkmono (gratifiko)	kidokezo (bonus), malipo ya bure	a tip (bonus), a gratuity	grupo	alternativoj	prononco
level	pacienca	mgonjwa	patient	grupo	alternativoj	prononco
level	mieno	usemi (usoni).	a (facial) expression	grupo	alternativoj	prononco
level	pensio	pensheni, mwaka	pension, annuity	grupo	alternativoj	prononco
level	princo	mkuu	a prince	grupo	alternativoj	prononco
level	sorto	hatima, hatima, bahati	destiny, fate, fortune	grupo	alternativoj	prononco
level	-end-	(kiambishi) wajibu	(suffix)  obligation	grupo	alternativoj	prononco
level	longaj ŝtrumpoj	soksi ndefu	long stockings	grupo	alternativoj	prononco
level	barbo	ndevu	beard	grupo	alternativoj	prononco
level	-ing-	(suffix) kishikilia kirefu, tundu	(suffix)  long holder, socket	grupo	alternativoj	prononco
level	bongusta	ladha, ladha nzuri	delicious, good-tasted	grupo	alternativoj	prononco
level	flegi	kutunza, kunyonyesha	to take care of, to nurse	grupo	alternativoj	prononco
level	-njo	(kiambishi) jina la kipenzi cha kike	(suffix)  female pet name	grupo	alternativoj	prononco
level	-ĉjo	(kiambishi) jina la mnyama kipenzi	(suffix)  male pet name	grupo	alternativoj	prononco
level	plugi	kulima, kulima, kulima	to plow, to plough, to till	grupo	alternativoj	prononco
