A.ja-jp content.tsv
Level	Esperanto	ja-jp	en-us	Grupo	Alternativoj	Pronoco
level	antaŭ aŭ post?	前のあるいは後の？	before or after?	grupo	alternativoj	prononco
level	tie malantaŭ la pordo	あそこに、そのドアの後ろに（そのドアの後ろのあそこに）	there behind the door	grupo	alternativoj	prononco
level	aliaj, aliaj homoj	他の（複数形）、他の人たち	others, other people	grupo	alternativoj	prononco
level	leteroj de aliaj	他の人たちの手紙	letters from others	grupo	alternativoj	prononco
level	falis el la mano	手から落ちた	fell out of the hand	grupo	alternativoj	prononco
level	sur la tablo, sur la tablon	そのテーブルの上に、そのテーブルの上に	on the table, onto the table	grupo	alternativoj	prononco
level	ĝi falis sur la tablon	それはテーブルの上に落ちた	it fell on the table	grupo	alternativoj	prononco
level	petis pardonon	許しを求めた	asked for pardon	grupo	alternativoj	prononco
level	serĉis kvin librojn	五冊の本を探していた	was searching for five books	grupo	alternativoj	prononco
level	pardonu, mi serĉis mian libron	ごめんなさい、私は私の本を探していました	sorry, I was looking for my book.	grupo	alternativoj	prononco
level	sed vi bone scias	しかし、あなたはよく知っています	but you know well	grupo	alternativoj	prononco
level	ne estas sur mia tablo	私のテーブルの上にない	is not on my table	grupo	alternativoj	prononco
level	viaj libroj ne estas sur mia tablo	あなたの本は私のテーブルの上にない	your books are not on my table	grupo	alternativoj	prononco
level	ree donis, redonis	私はそれを返した、私はそれを返した	again gave, returned	grupo	alternativoj	prononco
level	redonu la leteron al mi.	その手紙を私に返してください	return the letter to me	grupo	alternativoj	prononco
level	ricevis bonan lecionon	良い教訓を得た	received a good lesson	grupo	alternativoj	prononco
level	plu lavis, ne plu manĝis	もっと洗った、もう食べなかった	further washed, ate any more	grupo	alternativoj	prononco
level	ne plu legos	もう読まないだろう	will no longer read	grupo	alternativoj	prononco
level	ankaŭ mi ricevis	私も受け取った	I also received	grupo	alternativoj	prononco
level	devas fermi	閉じなければならない	has to close	grupo	alternativoj	prononco
level	mi devas bone fermi	私はよく閉めなければならない	I have to close well	grupo	alternativoj	prononco
level	bone fermis la pordon	その扉をよく閉じた	closed the door tightly	grupo	alternativoj	prononco
level	trankvila, trankviliĝu	静かに、落ち着いて	calm, calm down	grupo	alternativoj	prononco
level	aŭdis sed ne aŭskultis	聞こえはしたが、聞こえなかった	heard but did not listen	grupo	alternativoj	prononco
level	aŭdis trankvilan sonon	静かな音が聞こえた	heard a calm sound	grupo	alternativoj	prononco
level	ĉe mi estis kvar poŝoj	私には4つのポケットがある	at me, there are 4 pockets	grupo	alternativoj	prononco
level	dek tagoj post la lasta leciono	前回から10日後	ten days after the last lesson	grupo	alternativoj	prononco
level	inter la du tabloj	その二つのテーブルの間に	between the two tables	grupo	alternativoj	prononco
level	tri leteroj, ses paperoj	3通の手紙、6枚の紙	three letters, six papers	grupo	alternativoj	prononco
level	de kapo ĝis piedo	頭から足まで	from head to foot	grupo	alternativoj	prononco
level	kvar, kvara, kvaropo, kvarono	4、4番目の、4人組、4分の1	four, fourth, a quartet, a quarter	grupo	alternativoj	prononco
level	kien iris la triopo?	その3人組はどこへ行ったのか？	where did the trio go	grupo	alternativoj	prononco
level	kvin fingroj en ambaŭaj manoj	両手に五本の指	five fingers in both hands	grupo	alternativoj	prononco
level	si mem, sia poŝo	自分自身、自分のポケット	by oneself, one's own pocket	grupo	alternativoj	prononco
level	meti, kunmeti, kunmetaĵo	置く, 一緒に置く, 合成物	put, put together, a compound	grupo	alternativoj	prononco
level	metis en sian poŝon	自分自身のポケットに入れた	put in one's own pocket	grupo	alternativoj	prononco
level	du cent nacioj en la mondo	世界の200の国々	two hundred nations in the world	grupo	alternativoj	prononco
level	prenis, forprenis	取った(取った, 取った), 奪ってしまった	took, took away	grupo	alternativoj	prononco
level	prenis sep el siaj naŭ libroj	自分の九冊の本の中から七冊を取り上げた	took seven out of his own nine books	grupo	alternativoj	prononco
level	lasi, forlasita	残しておく、捨てられた	to leave, abandoned	grupo	alternativoj	prononco
level	lasu min sola kaj trankvila	私をひとりで静かにしておいてください。	leave me alone and calm	grupo	alternativoj	prononco
level	mil ok cent ok dek sep	千八百八十七 (1887)	thousand eight hundred and eighty seven (1887)	grupo	alternativoj	prononco
level	taso da teo	一杯のお茶	a cup of tea	grupo	alternativoj	prononco
level	oni lavis ok tasojn	誰かが八つのカップを包んだ	somebody washed eight cups	grupo	alternativoj	prononco
level	du mil dek naŭ	二千九十九 (2019)	two thousand nineteen (2019)	grupo	alternativoj	prononco
level	li lavis sin	彼は自分自身を洗った	he washed himself	grupo	alternativoj	prononco
level	sia korpo, sia propra posedo	自分の身体、自分の所有物	one's body, one's own possession	grupo	alternativoj	prononco
level	sur la tablo, la kato dormis	テーブルの上で、その猫は寝た	on the table, the cat slept	grupo	alternativoj	prononco
level	la kato saltis sur la tablon	その猫はそのテーブルの上に飛び乗った	the cat jumped onto the table	grupo	alternativoj	prononco
level	en la halo, en la halon	そのホールの中で、そのホールの中に	in the hall, into the hall	grupo	alternativoj	prononco
level	enfalis en lian manon	彼の手の中に落ちた	fell into his hand	grupo	alternativoj	prononco
level	labori, ellabori	作業する、手間をかけて作業する	to work, to elaborate	grupo	alternativoj	prononco
level	ellabori por tiu libro	その本に心を込めて最後まで作る	to elaborate for that book	grupo	alternativoj	prononco
level	scias, scivolas, scivolo	知る, 知りたがる, 好奇心が強い	knows, wants to know, curiosity	grupo	alternativoj	prononco
level	dulingva, dulingveco	2言語の, バイリンガル	bilingual, bilingualism	grupo	alternativoj	prononco
level	scivolas pri trilingva lernanto	3ヶ国語の学生について気になる	wonders about a trilingual learner	grupo	alternativoj	prononco
level	iris, reiris	行った, 戻った	went, returned	grupo	alternativoj	prononco
level	la katoj reiris al siaj domoj	その猫たちは自分の家に戻っていった	the cats returned to their (own) homes	grupo	alternativoj	prononco
level	en la sako, en la sakon	バッグの中、バッグの中へ	in the bag, into the bag	grupo	alternativoj	prononco
level	enmetu ĝin en vian sakon	それを君のカバンの中に入れておけ	put it into your bag	grupo	alternativoj	prononco
level	piedo, piediras, piediranto	足、歩く、歩行者	a foot, walks, a pedestrian	grupo	alternativoj	prononco
level	dek-tage ili piediris	10日間彼らは歩いた	for ten days, they walked	grupo	alternativoj	prononco
level	preni, elpreni	酔う, ~から選んで酔う	to take, to take out	grupo	alternativoj	prononco
level	belaj floroj, prenis belajn florojn	美しい花々、美しい花々を取った	beautiful flowers, took beautiful flowers	grupo	alternativoj	prononco
level	li elprenis nur belajn florojn	彼は美しい花だけを選んだ、選んだ、選んだ	he took out only beautiful flowers	grupo	alternativoj	prononco
level	malfermis, sed tuj fermis	開いた, しかしすぐに閉じた	opened, but immediately closed	grupo	alternativoj	prononco
level	malfermis internacian kunvenon	国際大会を開幕した	opened an international meeting	grupo	alternativoj	prononco
level	eldonis kaj disdonis	出版し、配布した	published and distributed	grupo	alternativoj	prononco
level	la eldonisto eldonis dudek tri librojn	その出版業者は23冊の本を出版した	the publisher published twenty-three books	grupo	alternativoj	prononco
level	revenis kaj revidis sian filon	彼は戻ってきて、自分の息子に再会した	returned and saw one's own son again	grupo	alternativoj	prononco
level	en la jaro dumil dudek tri	2023年に	in the year two thousand and twenty three (2023)	grupo	alternativoj	prononco
level	sinjoro eniris la vendejon	紳士は店の中に入った	a gentleman entered (into) the store	grupo	alternativoj	prononco
level	la vendejo de aŭtoj	その車たちの店	the store of cars	grupo	alternativoj	prononco
level	tie li vidas sinjorinon	そこで彼は女性を見た	there he sees a lady	grupo	alternativoj	prononco
level	karaj gesinjoroj	親愛なる紳士淑女の皆さん	dear ladies and gentlemen	grupo	alternativoj	prononco
level	tio plaĉis al mi	それは私の好みだった	that pleased me (I like that)	grupo	alternativoj	prononco
level	la sinjorino plaĉis al li	その女性は彼の気に入った	the lady pleased him (he liked the lady)	grupo	alternativoj	prononco
level	vidis la belan sinjorinon	彼はその美しい女性を見た	saw the beautiful lady	grupo	alternativoj	prononco
level	kiu plaĉis al li?	誰が彼の好きだったのか（彼は誰のことが好きだったのか？）	who pleased him? (whom did he like?)	grupo	alternativoj	prononco
level	la virino, kiu plaĉis al mi	その女性、私の気に入った	the woman, who pleased me	grupo	alternativoj	prononco
level	tiu, kiu eniris la domon	その人、その家に入った	the one who entered the house	grupo	alternativoj	prononco
level	la viro, kiu donacis ĝin	その男、それをプレゼントした	the man who donated it	grupo	alternativoj	prononco
level	li donacis ringon al lia edzino	彼は妻に指輪をプレゼントした	he gave a ring to his wife	grupo	alternativoj	prononco
level	la ringo plaĉis al ŝi	その指輪が彼女の気に入った	she liked the ring	grupo	alternativoj	prononco
level	la edzino, al kiu la ringo plaĉis	その妻、その指輪が気に入っていた	the wife who liked the ring	grupo	alternativoj	prononco
level	vendisto laboras en la vendejo	セールスマンはその店で働いている	a salesman works in the store	grupo	alternativoj	prononco
level	vendisto de aŭtoj	車の売り手	a salesman of cars	grupo	alternativoj	prononco
level	la sinjoro demandis al la vendisto	その紳士はその販売員に質問した	the gentleman asked the salesman	grupo	alternativoj	prononco
level	kiu aŭto plaĉas al vi?	どの車があなたの好みですか？	which car do you like?	grupo	alternativoj	prononco
level	kiun aŭton vi elektos?	どの車をあなたは選びますか？	which car will you choose?	grupo	alternativoj	prononco
level	mi elektis tiun aŭton	私はあの車を選びました	I chose that car	grupo	alternativoj	prononco
level	ĝi estas pli bona	その方が良い	it is better	grupo	alternativoj	prononco
level	pli bona ol ĉi tio	これより良い	better than this	grupo	alternativoj	prononco
level	plej bona el ili	それらの中で一番良い	best of them	grupo	alternativoj	prononco
level	estas la plej bona	一番良い	is the best	grupo	alternativoj	prononco
level	kiu aŭto estas la plej bona?	どの車が一番いいのか？	which car is the best?	grupo	alternativoj	prononco
level	tiu ĉi aŭto estas pli bona	この車の方が良い	this car is better	grupo	alternativoj	prononco
level	tiu ĉi estas la plej bona	これが一番良い	this one is the best	grupo	alternativoj	prononco
level	vidis ĉiujn aŭtojn	すべての車を見た	saw all the cars	grupo	alternativoj	prononco
level	la plej bona el ĉiuj	すべてのものの中で一番良い	the best of all	grupo	alternativoj	prononco
level	ĉu ĝi estas rapida?	それは速いか？	is it fast?	grupo	alternativoj	prononco
level	pli rapida ol aliaj	他のものより速い	faster than others	grupo	alternativoj	prononco
level	estas ankaŭ forta	また、強力です	is also strong	grupo	alternativoj	prononco
level	ho jes, kompreneble!	はい、もちろんです	oh yes, of course!	grupo	alternativoj	prononco
level	estas tre forta	とても強力だ	is very strong	grupo	alternativoj	prononco
level	certe ĝi estas forta	確かにそれは強力です	certainly it is strong	grupo	alternativoj	prononco
level	estas ankaŭ multekosta	また、高価です	is also expensive	grupo	alternativoj	prononco
level	la plej multekosta el ĉiuj	すべてのものの中で最も高価なもの	the most expensive of all	grupo	alternativoj	prononco
level	malmultekosta sed forta	安いが強い	cheap but strong	grupo	alternativoj	prononco
level	bedaŭras kaj bedaŭrindas	嘆かわしい そして嘆かわしいに値する	feels sorry and is pityful (worth feeling sorry)	grupo	alternativoj	prononco
level	bedaŭrinde mi ne aĉetos	残念ながら私は買わないでしょう	unfortunately I will not buy	grupo	alternativoj	prononco
level	estas bedaŭrinda afero	悲しむに値することだ	is an unfortunate thing	grupo	alternativoj	prononco
level	li aĉetis novan aŭton	彼は新しい車を買った	he bought a new car	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	なぜなら私はお金がないからです	because I do not have money	grupo	alternativoj	prononco
level	mia malnova aŭto	私の古い車	my old car	grupo	alternativoj	prononco
level	la plej malmultekosta el ĉiuj	すべてのものの中で最も安いもの	the cheapest of all	grupo	alternativoj	prononco
level	mi veturos tien	私はそこにザルに乗るつもりです	I'll drive there	grupo	alternativoj	prononco
level	ankoraŭ veturos per ĝi	私はまだそれを運転します	will still drive with it	grupo	alternativoj	prononco
level	dum la tuta tago	一日中	all day long	grupo	alternativoj	prononco
level	dum li diris tion	彼がそれを言っている間	while he said that	grupo	alternativoj	prononco
level	li denove rigardis ŝin	彼は再び彼女を見ました	he looked at her again	grupo	alternativoj	prononco
level	sed la vendisto diris	しかし、セールスマンは言った	but the salesman said	grupo	alternativoj	prononco
level	estus pli bone, ke ~	~した方がいいと思います	it would be better that ~	grupo	alternativoj	prononco
level	rigardu tiun ĉi sinjorinon	この女性を見てください	look at this lady	grupo	alternativoj	prononco
level	ankaŭ tio estas tre multekosta	それも非常に高価です	that is also very expensive	grupo	alternativoj	prononco
level	mi estas ŝia edzo	私は彼女の夫です	I am her husband	grupo	alternativoj	prononco
level	kiom via vojaĝo kostis?	あなたの旅行の費用はいくらでしたか？	how much did your trip cost?	grupo	alternativoj	prononco
level	aŭskultu la kanton de via edzino	あなたの妻の歌を聞いてください	listen to your wife's song	grupo	alternativoj	prononco
level	ne forgesu, ke ĝi tre multe kostas	それが非常に高価であることを忘れないでください	don’t forget that it costs a lot	grupo	alternativoj	prononco
level	li helpis la vendiston dum du horoj	彼は2時間そのセールスマンを助けました	he helped the salesman for two hours	grupo	alternativoj	prononco
level	jam pli ol tri jaroj	すでに3年以上	for more than three years	grupo	alternativoj	prononco
level	kovri, kovrilo, malkovri	覆う, 覆う/蓋をする, 掘り起こす/明らかにする	cover, cover, uncover (discover)	grupo	alternativoj	prononco
level	la kialon li ankoraŭ ne malkovris	その理由を彼はまだ明らかにしていない	the reason he has not yet discovered	grupo	alternativoj	prononco
level	kial vi komencis sendi leterojn?	なぜあなたは手紙を送り始めたのですか？	why did you start sending letters?	grupo	alternativoj	prononco
level	dum ok monatoj li vivis tie	8ヶ月間、彼はそこに住んでいた	for eight months he lived there	grupo	alternativoj	prononco
level	ne havis tempon por aŭskulti	聞く時間がなかった	didn't have time to listen	grupo	alternativoj	prononco
level	la aŭto estis jam plena	その車はすでに満杯だった	the car was already full	grupo	alternativoj	prononco
level	kion vi manĝas?	あなたは何を食べますか？	what are you eating	grupo	alternativoj	prononco
level	kia estas la vetero?	天気はどうですか？	what's the weather like?	grupo	alternativoj	prononco
level	kian aŭton vi havas?	どんな車を持っていますか？	what kind of car do you have?	grupo	alternativoj	prononco
level	kiaj estis ŝiaj leteroj?	彼女の手紙はどうだったか？	what were her letters like?	grupo	alternativoj	prononco
level	kie ni estas?	私たちはどこにいるのか？	where are we?	grupo	alternativoj	prononco
level	kien vi iras?	あなたはどこへ向かっていますか？	where are you going to?	grupo	alternativoj	prononco
level	al kiu vi donis ĝin?	誰にあなたはそれを与えましたか？	to whom did you give it?	grupo	alternativoj	prononco
level	la viro, kun kiu vi vojaĝis	あなたが一緒に旅行したあの男	the man whom you traveled with	grupo	alternativoj	prononco
level	pli granda ol la aŭto	あの車より大きい	bigger than the car	grupo	alternativoj	prononco
level	la plej alta el tiuj homoj	それらの人々の中で最も背が高い	the tallest of those people	grupo	alternativoj	prononco
level	li sidis dum la manĝo	彼はその食事の間に座っていた	he was sitting at dinner	grupo	alternativoj	prononco
level	ŝi skribas dum li legas	彼が読んでいる間、彼女は書いている	she writes while he reads	grupo	alternativoj	prononco
level	ĉi tie, en ĉi tiu ĉambro	ここに、この部屋で	here, in this room	grupo	alternativoj	prononco
level	tiu ĉi sinjoro	この紳士	this gentleman	grupo	alternativoj	prononco
level	aŭskultinda novaĵo	聞くべきニュース	a news worth listening	grupo	alternativoj	prononco
level	la libro estas vere leginda	その本は本当に読む価値がある	the book is really worth reading	grupo	alternativoj	prononco
level	bedaŭra afero	心配なこと	an unfortunate thing	grupo	alternativoj	prononco
level	bedaŭrinde, mi ne povas	残念ながら、私はできません	unfortunately, I can't	grupo	alternativoj	prononco
level	nedankinde. estis mia plezuro	どういたしまして、私の楽しみでした	you are welcome. it was my pleasure	grupo	alternativoj	prononco
level	eta belulino ege belas	小さな美女はとても美しいです	small pretty girl is very beautiful	grupo	alternativoj	prononco
level	ĉiuj amikoj amas ŝin	すべての友達は彼女を愛しています	all friends love her	grupo	alternativoj	prononco
level	antaŭ tri monatoj	3ヶ月前	three months ago	grupo	alternativoj	prononco
level	okazis malbono al ŝi	彼女に悪いことが起こった	something bad happened to her	grupo	alternativoj	prononco
level	ŝi falis pro aŭto	車が彼女を転倒させた	she fell because of a car	grupo	alternativoj	prononco
level	malsaniĝis kaj temperaturo altiĝis	体調が悪くなり、体温が高くなった	became ill and temperature rose	grupo	alternativoj	prononco
level	patrino diris, ke ŝi devas ripozi	母親は彼女が休むべきだと言った	mother said she should rest	grupo	alternativoj	prononco
level	ŝi devas resti hejme	彼女は家にいる必要がある	she has to stay home	grupo	alternativoj	prononco
level	ŝi vokos doktoron	彼女は医者を呼ぶだろう	she will call a doctor	grupo	alternativoj	prononco
level	je la naŭa horo	9時に	at nine o'clock	grupo	alternativoj	prononco
level	matene venis je la oka	朝8時に来た	in the morning came at eight o'clock	grupo	alternativoj	prononco
level	je la sepa morgaŭ vespere	明日の夜7時に	at seven tomorrow evening	grupo	alternativoj	prononco
level	montris liajn manojn	彼の手を見せた	showed his hands	grupo	alternativoj	prononco
level	vesto, vestiĝas	服を着る、服を着る	dress, is getting dressed	grupo	alternativoj	prononco
level	vestiĝu kaj varmigu vian korpon	服を着て、あなたの体を温めてください	get dressed and warm your body	grupo	alternativoj	prononco
level	hejme tuj malvestis kaj duŝis	家ですぐに服を脱いでシャワーを浴びた	at home immediately undressed and showered	grupo	alternativoj	prononco
level	doktoro rigardis ĉion	医者はすべてを調べました	a doctor looked at everything	grupo	alternativoj	prononco
level	bone rigardis kaj fine diris	よく見て、最後に言った	looked throughly and finally said	grupo	alternativoj	prononco
level	unu semajnon restu hejme	一週間家にいる	stay home for a week	grupo	alternativoj	prononco
level	deziras, ke vi estu trankvila	あなたが落ち着いていることを願っています	wants you to be calm	grupo	alternativoj	prononco
level	post unu semajno	1週間後	after one week	grupo	alternativoj	prononco
level	vi fartos pli bone	あなたはより良くなるでしょう	you will feel better	grupo	alternativoj	prononco
level	trinku multe da teo	お茶をたくさん飲む	drink plenty of tea	grupo	alternativoj	prononco
level	venos por revidi vin	あなたを再会するために来ます	will come to see you again	grupo	alternativoj	prononco
level	ankaŭ li estu trankvila	彼もまた静かにしてください	let him be calm too	grupo	alternativoj	prononco
level	sana homo, sanulo	健康な人、健康な人	healthy man, healthy person	grupo	alternativoj	prononco
level	zorgis pri si mem	自分自身について自分の世話をした	took care of oneself	grupo	alternativoj	prononco
level	tuta afero tuje utilis al mi	そのすべてはすぐに私にとって有用であった	the whole thing was useful to me at once	grupo	alternativoj	prononco
level	rimarkis, ke teruraĵo proksimas	恐ろしいものが近くにあることに気づいた。	noticed that horrible thing is near	grupo	alternativoj	prononco
level	petis tuj rimarki ĝin	すぐにそれに注目してほしいと頼んだ	asked to notice it immediately	grupo	alternativoj	prononco
level	pensis, ke tio ne necesas	それは必要ないと思った	thought that was not necessary	grupo	alternativoj	prononco
level	loĝis proksime, kaj tio utilis	近くに住んでいて、それが役に立った	lived nearby, and that was useful	grupo	alternativoj	prononco
level	nia lando hodiaŭ teruriĝis	私の国は今日恐ろしくなりました	our country became terrified today	grupo	alternativoj	prononco
level	karaj infanoj el ĉiuj familioj	すべての家庭の親愛なる子供たち	dear children from all families	grupo	alternativoj	prononco
level	unu fojon hieraŭ, du fojojn morgaŭ	昨日一度、明日二度	once yesterday, twice tomorrow	grupo	alternativoj	prononco
level	hodiaŭ familioj bezonas infanojn	今日、家族は子供たちを必要としている	today families need children	grupo	alternativoj	prononco
level	esperis, ke li fartos bone morgaŭ	明日がうまくいくことを願っていた	hoped he would be well tomorrow	grupo	alternativoj	prononco
level	li fartis ege trankvila	彼はとても静かに過ごした	he was feeling (has been) very calm	grupo	alternativoj	prononco
level	tri etuloj altigis la monton	三人の小人がその山を高くした。	three little ones raised the mountain	grupo	alternativoj	prononco
level	gravuloj ne petis helpon	主要人物は助けを求めなかった	important people did not ask for help	grupo	alternativoj	prononco
level	piediris tien por helpi	助けるためにそこに歩いて行った	walked there to help	grupo	alternativoj	prononco
level	restu hejme se temperaturo altas	温度が高いなら、家にいてください	stay home if temperature is high	grupo	alternativoj	prononco
level	temperaturo restis simila hodiaŭ	温度は今日も同じように保たれた	temperature remained similar today	grupo	alternativoj	prononco
level	voku la doktoron je la naŭa	9時に医者を呼んでください	call the doctor at nine	grupo	alternativoj	prononco
level	montru ĝin al via doktoro	それをあなたの医者に見せてください	show it to your doctor	grupo	alternativoj	prononco
level	por montri vian piedon	あなたの足を示すために	to show your foot	grupo	alternativoj	prononco
level	vestu ĉi tiun ĉemizon	このシャツを着てください	wear this shirt	grupo	alternativoj	prononco
level	semajnfine ĉio trankviliĝos	週末にはすべてが静かになります	on the weekend everything will calm down	grupo	alternativoj	prononco
level	sub la te-taso kion vi trovis?	そのティーカップの下に何を見つけましたか？	under the tea-cup what did you find?	grupo	alternativoj	prononco
level	mi deziras matenan teon	私は朝のお茶が欲しい	I want morning tea	grupo	alternativoj	prononco
level	esperis trankvilan vesperon	静かな夜を望んでいた	hoped for a quiet evening	grupo	alternativoj	prononco
level	deziras, ke vi lernu	あなたが学ぶことを願っています	wants that you learn	grupo	alternativoj	prononco
level	insistis, ke mi iru	私は行くことを主張しました	insisted that I go	grupo	alternativoj	prononco
level	je kioma horo?	何時に？	at what hour?	grupo	alternativoj	prononco
level	je la sesa, li venos	6時に彼は来るでしょう	at six he will come	grupo	alternativoj	prononco
level	la libreto estis ĉarma	その小冊子は魅力的だった	the libretto was charming	grupo	alternativoj	prononco
level	estu trankvila	静かにしてください	be quiet	grupo	alternativoj	prononco
level	li estu trankvila	その人を、静かにさせなさい。	let him be quiet	grupo	alternativoj	prononco
level	ankaŭ li	彼もまた	he too	grupo	alternativoj	prononco
level	mi deziras	私は欲しい (dzr)	I want (desire)	grupo	alternativoj	prononco
level	mi deziras, ke ~	私は～したい	I wish (desire) that ~	grupo	alternativoj	prononco
level	ke vi lernu	あなたが学ぶことを	that you learn	grupo	alternativoj	prononco
level	mi deziras, ke vi lernu	私はあなたが学ぶことを望んでいる	I want you to learn	grupo	alternativoj	prononco
level	patro insistas	父は主張する	father insists	grupo	alternativoj	prononco
level	patro insistas, ke ~	父は～と言い張る	father insists that ~	grupo	alternativoj	prononco
level	ke mi iru	私が行くことを	that I go	grupo	alternativoj	prononco
level	patro insistas, ke mi iru	父は私が行くことを主張する	father insists that I go	grupo	alternativoj	prononco
level	je kioma horo	何時に	at what hour	grupo	alternativoj	prononco
level	je kioma horo vi venos?	何時にあなたは来るのか？	what time do you come?	grupo	alternativoj	prononco
level	je la kvina	5時に	at five (o'clock)	grupo	alternativoj	prononco
level	je la kvina horo	五時に	at five o'clock	grupo	alternativoj	prononco
level	kiel li fartas?	彼はどうですか？	how does he doing?	grupo	alternativoj	prononco
level	kiel vi fartis lastatempe?	最近、あなたはどうでしたか？ (挨拶)	how have you been lately?	grupo	alternativoj	prononco
level	etaj libroj belas	小さな本は美しいです	little books are beautiful	grupo	alternativoj	prononco
level	libreto, belaj libroj	小冊子、美しい本	a booklet, beautiful books	grupo	alternativoj	prononco
level	bela, beleta, belega	美しい、少し美しい、とても美しい	beautiful, a little pretty, very beautiful	grupo	alternativoj	prononco
level	varma, varmeta, varmega	暖かい, 少し暖かい, とても暑い	warm, lukewarm, very hot	grupo	alternativoj	prononco
level	librego, libreto	大きな本, 小冊子	a big book, a booklet	grupo	alternativoj	prononco
level	bona, bonega, bonege	よい, とてもよい(とてもよい), すばらしく, 훌륭하게	good, great, well	grupo	alternativoj	prononco
level	riĉa, riĉiĝi, riĉulo	金持ち, 金持ちになる, 金持ちになる	rich, become rich, a rich person	grupo	alternativoj	prononco
level	trankvila, trankviliĝi, trankviliĝu	穏やかな, 落ち着く, 落ち着く, 落ち着く, 落ち着く	calm, to calm down, calm down	grupo	alternativoj	prononco
level	sana, resaniĝi, resaniĝis	健康である, 回復する, 回復した	healthy, to become healed, became healed	grupo	alternativoj	prononco
level	edzo, edziĝo, geedziĝis	夫, 結婚する, 嫁に行く(結婚する)	a husband, marriage, married	grupo	alternativoj	prononco
level	leterportisto	手紙の配達人(郵便配達員)	a letter postman	grupo	alternativoj	prononco
level	hejmlando	祖国, 母国	a homeland	grupo	alternativoj	prononco
level	iom, iomete	少し、ほんの少し	somewhat, a little	grupo	alternativoj	prononco
level	ni bonege vespermanĝis	私たちはとてもおいしく夕食を食べた	we had a great dinner	grupo	alternativoj	prononco
level	espereble, prizorgu vin	望みます、あなた自身の世話をしなさい	hopefully, take care of yourself	grupo	alternativoj	prononco
level	mi zorgis pri la altkvalita loĝejo	私はその上品な宿舎の世話をした。	I cared about the high-quality housing	grupo	alternativoj	prononco
level	pripensu dufoje, multfoje	二度、何度も考えてください	think twice, many times	grupo	alternativoj	prononco
level	kiu deprenis la libreton?	誰がその本をはがしたのか？	who took down the booklet?	grupo	alternativoj	prononco
level	kato, kiu nomiĝas Cezaro	シーザーと名付けられた猫	a cat named Caesar	grupo	alternativoj	prononco
level	kuko, kiu estas sur la tablo	テーブルの上のお菓子	a cake which is on the table	grupo	alternativoj	prononco
level	manĝu kukon, kiu estas sur la tablo	テーブルの上にあるお菓子を食べなさい	eat a cake that is on the table	grupo	alternativoj	prononco
level	fariĝis varmega kaj ruĝiĝis	とても熱くなり、赤くなった	became hot and blushed	grupo	alternativoj	prononco
level	patro volas, ke lia infano manĝu	父は欲しかった、彼の赤ちゃんが食べることを望んでいた	a father wants his child to eat	grupo	alternativoj	prononco
level	en malgranda ĉambro	小さな部屋で	in a small room	grupo	alternativoj	prononco
level	ni loĝas en ~	私たちは～に住んでいる	we live in ~	grupo	alternativoj	prononco
level	mi fariĝis maltrankvila	私は不安になった	I became anxious	grupo	alternativoj	prononco
level	tiam, kiam mi vidis vin	私があなたを見たとき	at that time when I saw you	grupo	alternativoj	prononco
level	ĉiuj rimarkis tion	みんながそれに気づいた	everyone noticed that	grupo	alternativoj	prononco
level	tion, ke ŝi estas belega	そのことを、彼女がとても美しいこと（それを）。	the fact that she is beautiful	grupo	alternativoj	prononco
level	ĉu vi deziras, ke ~ ?	あなたは～したいですか？ (deziri)	do you want that ~ ? (deziri)	grupo	alternativoj	prononco
level	ke mi montru al vi	私があなたに見せることを	that I may show you	grupo	alternativoj	prononco
level	ĉu vi deziras, ke mi montru?	あなたは私に見せたいですか？	do you want me to show?	grupo	alternativoj	prononco
level	mian plej novan libron	私の最も新しい本を	my newest book (objective)	grupo	alternativoj	prononco
level	morgaŭ matene, kion vi volas?	明日の朝、あなたは何が欲しいですか？	tomorrow morning, what do you want?	grupo	alternativoj	prononco
level	matenmanĝis malfrue	遅めの朝食を食べた	had breakfast late	grupo	alternativoj	prononco
level	kiam Marko alvenos?	マルコはいつ到着しますか？	when will Mark arrive?	grupo	alternativoj	prononco
level	je la kvina aŭ je la oka horo	5時か8時に	at five or eight o'clock	grupo	alternativoj	prononco
level	kiam vi rimarkis, ke ~ ?	いつあなたは〜に気づきましたか？	when did you notice that ~ ?	grupo	alternativoj	prononco
level	la tuta familio nomas min bonfarulo	家族全員が私をパトロンと呼んでいます	the whole family calls me a benefactor	grupo	alternativoj	prononco
level	utila por vi	あなたにとって有用な	useful for you	grupo	alternativoj	prononco
level	ĉu la libreto estis utila?	その小冊子は役に立ちましたか？	was the booklet useful?	grupo	alternativoj	prononco
level	tiu libreto, kiun mi sendis	その小冊子、私が送ったその小冊子。	the booklet, which I sent	grupo	alternativoj	prononco
level	matene dormis tre longe	朝はとても長く眠った	in the morning slept for a long time	grupo	alternativoj	prononco
level	kiam li vidis la sunon	彼が太陽を見たとき	when he saw the sun	grupo	alternativoj	prononco
level	subite li eksaltis	突然彼は走った	suddenly he jumped up	grupo	alternativoj	prononco
level	li estis ĉiam frua	彼はいつも早かった	he was always early	grupo	alternativoj	prononco
level	ĉiam li malfruas	いつも彼は遅かった	he is always late	grupo	alternativoj	prononco
