B.bg content.tsv
Level	Esperanto	bg	en-us	Grupo	Alternativoj	Pronoco
level	ne estus multe-koste, mia-krede	няма да е много скъпо, вярвам	it would not be much expensive, I believe	grupo	alternativoj	prononco
level	tabelo de kotizo de programeroj	таблица с таксите на програмите	a table of fees of programs	grupo	alternativoj	prononco
level	jen, se vi rigardas la kotiztabelon	тоест, ако погледнете таблицата с дялове/такси	that is, if you look at the share/fees table	grupo	alternativoj	prononco
level	la kotiztabelo de la IJK-invitilo	таблицата с акции/такси на IJK-покана	the share/fees table of IJK-invitation	grupo	alternativoj	prononco
level	vi vidas, ke ~	намирате, че ~	you find that ~	grupo	alternativoj	prononco
level	temas pri entute nur 50 eŭroj	това е само 50 евро общо	it's only 50 euros in total	grupo	alternativoj	prononco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	виждате, че за вас това е само 50 евро общо	you see that for you it's only 50 euros in total	grupo	alternativoj	prononco
level	se ni dormas surplanke	ако спим на пода	if we sleep on the floor	grupo	alternativoj	prononco
level	en ordo	добре	all right	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	добре, това звучи добре	well, that sounds fine	grupo	alternativoj	prononco
level	sed kio pri la vojaĝo	но какво да кажем за пътуването	but what about the travel	grupo	alternativoj	prononco
level	trajno kostus ĉirkaŭ 70 eŭrojn	влак ще струва около 70 евро	a train would cost around 70 euros	grupo	alternativoj	prononco
level	ĉu tio eblus por vi?	дали това е възможно за вас?	would that be possible for you?	grupo	alternativoj	prononco
level	espereble	да се надяваме	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	но ще издържи достатъчно дълго с влак	but would last long enough by train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	да, но можем да спрем в един или два града	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
level	dum la vojo	по пътя	along the way	grupo	alternativoj	prononco
level	kaj la tranoktado?	а нощувката?	and the night stay?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	би ли платил за него?	would you pay for it?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	не, не аз, но не е проблем	no, not me, but it's not a problem	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	наистина ли това не е проблем?	is it really that this is not a problem?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	как смятате да разрешите това?	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	показа златната корона	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	добре, скоро ще ти покажа	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	но първо още чай	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	искаш ли и ти	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	да, благодаря Ви	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	в същото кафене	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	нещо се случва, продължава (да прави) това	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	план, планиране, планиране	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	тя и той продължават планирането	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	моля те, ето твоя чай	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	междувременно погледнах поканата	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	разгледах поканата на IJK	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	Разбирам много, но не всичко	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	добре добре, просто попитай	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	ето нещата	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	ясни неща	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	нещата, които са объркващи	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	са объркващи за мен	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	за присъединяване, регистрационна форма	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	Световната есперантска младежка организация	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	Пепо, птица, която представлява TEJO	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	да остана, място за настаняване (квартира)	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	квартира за масови хора	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	регистрационната форма е инструмент за регистрация	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	формуляр за членство, в който записвате вашето име, адрес и др	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	дълго, съкращение	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	съкращение от Световната есперантска младежка организация	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	Пепо е забавната птица на TEJO	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	масовото настаняване е място, където отсядат много хора	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	сън, хапче за сън, спален чувал	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	там обикновено човек има нужда от спален чувал	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	твърде бързо обяснихте	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	Не хванах всичко	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	не е толкова важно	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	Мисля, че сега не е много важно	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	по-късно можем да говорим повече	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	повече да говорим за поканата на IJK	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	така че искате да планирате пътуването сега, нали?	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	да, с удоволствие	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	така че ще видите, че ~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	ще струва толкова	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	ще видя, че пътуването няма да струва толкова много	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	искам да знам	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	Искам да знам за ~	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	как ще решиш нощувката	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	защото нямам пари	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	младежко общежитие	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	има пари за хотел или младежки хостел	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	ето го решението	here's the solution	grupo	alternativoj	prononco
level	pasporto	паспорт	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	Паспортна служба, домашен престой на есперантистите	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	книжка с името &quot;Паспортна служба&quot;	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	услуга за какво?	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	за хора като нас	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	на опит, експерт	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	хора, които обичат да пътуват и да изживяват страни	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	да печелите и да харчите	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	без да харчите много пари	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	услуга, услугата, тази услуга	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	добре, и как работи тази услуга?	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	Виждам, че в книжката има ~	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	много адреси	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	има много адреси от няколко държави	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	правилно, да!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	на ваше разположение	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	всички те, всички те	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	всъщност всички те са на ваше разположение!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	означаваше, значение	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	&quot;на мое разположение&quot;, какво означава това?	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	означава, че ~	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	на гости, на гости, на гости	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	готов е, готов е, гответе се!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	хората на тези адреси са готови да ви приемат	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	да познавам (човек), известен, да се опозная	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	и да ви помогнат да се запознаете с техния регион	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	означава, че хората са готови да ви приемат и да ви помогнат	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	звучи интересно!	sounds interesting!	grupo	alternativoj	prononco
level	do	така	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	някой остава в дома на други есперантисти, нали?	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	няколко опита с паспортна служба	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	Имах няколко интересни преживявания	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	Използвал съм го на три континента	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	(тя) работи зле	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	и досега (това) работи много добре	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	страхотен! къде отиваме?	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	така че моят план е да ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	идва, пристигна	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	след успешно пътуване	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	след използване на Passport Service в два града	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	те пристигат след успешно пътуване	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	ето, виж!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	там има голямо есперантско знаме	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	табела с текст &quot;Добре дошли в IJK!&quot;	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	да, и под него има ~	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	Ура!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	така че най-накрая пристигнахме	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	Много съм уморен и гладен	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	мислиш ли, че можем ~?	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	да хапне нещо	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	мислиш ли, че можем да хапнем нещо веднага?	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	съмнявам се в това	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	първо трябва да бъдем приети	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	трябва да се приемат на рецепция	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	и това може да продължи дълго време	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	да продължи дълго според моя опит	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	уви!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	това ли е редът за рецепцията?	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	Страхувам се, че е така	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	да правя ~ не е напълно перфектно	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	е напълно идеален за пристигане вечерта	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	можем да чатим с хора	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	но можем да чатим с хора на опашката	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	ето, виждам приятел на Русия!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	Гладен съм, искам да ям	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	след около 2 часа	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	в съответствие с нови и стари приятели	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	местен конгресен комитет	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	член на местния конгресен комитет	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	добре дошъл, кой си ти?	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	от коя държава?	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	предплатихте ли?	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	Моля Покажи	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	ако е така, моля, покажете касовата бележка	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	член ли си на TEJO?	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	да станете член на щанд	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	ако не, можете да се присъедините на следващия щанд	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	ето разписки за авансови плащания	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	членски карти и нашите паспорти	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	много добре	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	така че виждам, че ще живеете в масово настаняване (пространство за катастрофа)	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	и ще се храни в младежкия хостел	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	тази информация вярна ли е?	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	да, перфектно	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	чанта с програма, карта и др	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	можете да платите и да получите чанта с програма, карта и др	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	на червената кабина, там	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	добре, благодаря	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	изглежда уморен, но здрав	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	тези хора наистина изглеждаха уморени	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	и не бяха много мили	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	ти си прав	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	но помнете, че ~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	работят по 8 часа	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	ЛКК работи може би осем часа	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	без много пауза	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	но не забравяйте, че LKK работи без прекъсвания	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	бъбриви през седмицата	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	Сигурен съм, че ~	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	Сигурен съм, че ще бъдат по-мили	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	те ще бъдат по-добри и по-приказливи	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	нека го намерим	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	добре, сега да намерим мястото за масово настаняване	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	и тогава бих искал нещо за ядене	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	видяхте ли момичето на щанда на TEJO?	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	да, какво за нея?	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	Познаваш ли я?	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	за съжаление не	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	но тя е много красива, нали?	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	съгласен съм	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	обаче не разбира добре	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	Съгласен съм, но не разбирам	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	харесваш ли жени	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	да, искам да ти кажа преди	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	но по някаква причина не го направи	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	аспект и др	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	ти ли си, ти ли си	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	да, аз съм хомосексуалист	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	може да се каже и лесбийка	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	ами изобщо не знаех	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	но се радвам, че каза	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	всъщност се радвам, че си хомосексуалист	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	ти си най-милата и мила лесбийка	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	най-хубавата лесбийка, която познавам	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	Благодаря ти! други познаваш ли	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	но откъде знаеш това?	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	това момиче предпочита мъже!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	във всеки случай вярвам, че момичето предпочита мъжете!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	това момиче, за което говориш	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	ще видим	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	в мястото за масово настаняване (произволно място)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	добро утро!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	добре ли спа?	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	почти не виждам	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	напротив, почти не можех да спя	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	но защо?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	може би сте били нервни за първия си IJK ден?	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	не точно	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	цяла нощ, цяла нощ	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	хъркаше много силно	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	просто някой хъркаше много силно цяла нощ	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	не ме притеснявай	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	и това много ме притесни	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	не чухте ли това	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	изобщо не, спах дълбоко	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	забравих ли да ти го кажа ~?	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	ухо, за запушване, тапи за уши	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	струва си да използвате тапи за уши	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	струва си да използвате ~	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	казах ви, че си струва да използвате тапи за уши	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	когато спите в масово настаняване (място на катастрофа)	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	очевидно да	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	о, горката Кати!	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	за кого говориш?	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	относно теб	about you	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	галя, гальовно име, прякор	to caress, caressing name, nickname	grupo	alternativoj	prononco
level	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	с -ĉjo или -njo е възможно да се създават псевдоними на есперанто	with -ĉjo or -njo, it is possible to create nicknames in Esperanto	grupo	alternativoj	prononco
level	ha, jes, mi iam legis pri tio	а, да, веднъж четох за това	ah, yes, I once read about it	grupo	alternativoj	prononco
level	kaj vi do estus Injo?	и тогава щеше да си Иньо?	and then you would be Injo?	grupo	alternativoj	prononco
level	se vi volas iri tien	ако искаш иди там	if you want go there	grupo	alternativoj	prononco
level	kioma horo estas nun?	колко е часът?	what time is it now?	grupo	alternativoj	prononco
level	jam estas kvin minutoj antaŭ la deka	вече е пет без десет	it's already five minutes to ten	grupo	alternativoj	prononco
level	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	пет минути преди десет или девет петдесет и пет	five minutes before ten, or nine fifty-five	grupo	alternativoj	prononco
level	trafis aŭ maltrafis?	хит или пропуснат?	hit or missed?	grupo	alternativoj	prononco
level	vi maltrafis la matenmanĝon	пропуснал си закуската	you missed breakfast	grupo	alternativoj	prononco
level	o, fek!	о, мамка му!	oh, shit!	grupo	alternativoj	prononco
level	ĉu vi estas sata?	доволни ли сте ?	are you satisfied ?	grupo	alternativoj	prononco
level	kaj mi kiu estas ege malsata	и аз, който съм много гладен	and I who am extremely hungry	grupo	alternativoj	prononco
level	se vi hastos	ако бързаш	if you hurry	grupo	alternativoj	prononco
level	povas almenaŭ trafi la malfermon	може поне да удари отварянето	can at least hit the opening	grupo	alternativoj	prononco
level	la malfermo de la kongreso	откриването на конгреса	the opening of the congress	grupo	alternativoj	prononco
level	vi povas almenaŭ trafi la malfermon de la kongreso	можете поне да уцелите откриването на конгреса	you can at least hit the opening of the convention	grupo	alternativoj	prononco
level	kiam ĝi estos?	кога ще бъде?	when will it be?	grupo	alternativoj	prononco
level	je kvarono post la deka	в десет и четвърт	at a quarter past ten	grupo	alternativoj	prononco
level	ĝi daŭros horon	ще продължи един час	it will last an hour	grupo	alternativoj	prononco
level	kaj je la dek dua eblos manĝi	и в дванадесет ще може да се яде	and at twelve it will be possible to eat	grupo	alternativoj	prononco
level	bele mi antaŭĝojas	красиво, очаквам го с нетърпение	beautifully I'm looking forward to it	grupo	alternativoj	prononco
level	diru, kio okazas dum la malfermo?	кажи ми какво се случва по време на отварянето?	tell me, what happens during the opening?	grupo	alternativoj	prononco
level	ĉu ĝi estas vizitinda entute?	заслужава ли си изобщо да се посети?	is it worth visiting at all?	grupo	alternativoj	prononco
level	laŭ mi jes	според мен да	in my opinion yes	grupo	alternativoj	prononco
level	kutime ĝi ne estas tre vigla	обикновено не е много оживено	usually it is not very lively	grupo	alternativoj	prononco
level	sed por vi, kiel "novulo"	но за теб като &quot;новобранец&quot;	but for you as a 'rookie'	grupo	alternativoj	prononco
level	povus esti interese ĉeesti ĝin	може да е интересно да присъстваш	it might be interesting to attend it	grupo	alternativoj	prononco
level	mi supozas ke ~	Предполагам, че ~	I guess that ~	grupo	alternativoj	prononco
level	la prezidanto de TEJO diros kelkajn vortojn	президентът на TEJO ще каже няколко думи	the president of TEJO will say a few words	grupo	alternativoj	prononco
level	la temon de la kongreso	темата на конгреса	the theme of the congress	grupo	alternativoj	prononco
level	ŝajnas, verŝajne	изглежда, вероятно	it seems, probably	grupo	alternativoj	prononco
level	iu de LKK verŝajne prezentos la temon de la kongreso	сигурно някой от ЛКК ще представи темата на конгреса	someone from LKK will probably present the topic of the congress	grupo	alternativoj	prononco
level	ĉiu IJK havas sian temon	всеки IJK има своя тема	each IJK has its theme	grupo	alternativoj	prononco
level	mi esperas ke estos iom da muziko ankaŭ	Надявам се да има и музика	I hope there will be some music as well	grupo	alternativoj	prononco
level	bone, kie ĝi okazos?	добре, къде ще се проведе?	well, where will it take place?	grupo	alternativoj	prononco
