B.en-us content.tsv
Level	Esperanto	en-us	fr	Grupo	Alternativoj	Pronoco
level	venas de multaj diversaj landoj	comes from many different countries	vient de nombreux pays différents	grupo	alternativoj	prononco
level	estas ke la partoprenantoj venas de diversaj landoj	is that the participants come from different countries	c'est que les participants viennent de divers pays	grupo	alternativoj	prononco
level	pro tiu mikso de diversaj homoj	because of that mix of different people	à cause de ce mélange de personnes différentes	grupo	alternativoj	prononco
level	estas bona etoso, kiu tre plaĉas al mi	it's a good atmosphere that I like very much	c'est une bonne ambiance que j'aime beaucoup	grupo	alternativoj	prononco
level	bone, sonas interese	all right, sounds like interest	d'accord, cela semble intéressant	grupo	alternativoj	prononco
level	mi pripensos	I will think about	je vais y réfléchir	grupo	alternativoj	prononco
level	certe	for sure	bien sûr	grupo	alternativoj	prononco
level	tamen, problemo estas ~	however, a problem is ~	cependant, un problème est ~	grupo	alternativoj	prononco
level	tiom da mono	that much money	autant d'argent	grupo	alternativoj	prononco
level	mi ne havas tiom da mono nun	I don't have that much money right now	je n'ai pas autant d'argent maintenant	grupo	alternativoj	prononco
level	problemo estas ke mi ne havas tiom da mono	problem is I don't have that much money	le problème est que je n'ai pas autant d'argent	grupo	alternativoj	prononco
level	mi komprenas, sed ne estus multe-koste	I understand, but it wouldn't cost much	Je comprends, mais ça ne coûterait pas cher	grupo	alternativoj	prononco
level	ne estus multe-koste, mia-krede	it would not be much expensive, I believe	ce ne serait pas très cher, je crois	grupo	alternativoj	prononco
level	tabelo de kotizo de programeroj	a table of fees of programs	un tableau des tarifs des programmes	grupo	alternativoj	prononco
level	jen, se vi rigardas la kotiztabelon	that is, if you look at the share/fees table	voici, si vous regardez le tableau des tarifs	grupo	alternativoj	prononco
level	la kotiztabelo de la IJK-invitilo	the share/fees table of IJK-invitation	le tableau parts/frais d'IJK-invitation	grupo	alternativoj	prononco
level	vi vidas, ke ~	you find that ~	tu trouves ça ~	grupo	alternativoj	prononco
level	temas pri entute nur 50 eŭroj	it's only 50 euros in total	c'est seulement 50 euros au total	grupo	alternativoj	prononco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	you see that for you it's only 50 euros in total	tu vois que pour toi c'est seulement 50 euros au total	grupo	alternativoj	prononco
level	se ni dormas surplanke	if we sleep on the floor	si nous dormons par terre	grupo	alternativoj	prononco
level	en ordo	all right	d'accord	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	well, that sounds fine	eh bien, ça a l'air bien	grupo	alternativoj	prononco
level	sed kio pri la vojaĝo	but what about the travel	mais qu'en est-il du voyage	grupo	alternativoj	prononco
level	trajno kostus ĉirkaŭ 70 eŭrojn	a train would cost around 70 euros	un train coûterait environ 70 euros	grupo	alternativoj	prononco
level	ĉu tio eblus por vi?	would that be possible for you?	est-ce que cela serait possible pour vous ?	grupo	alternativoj	prononco
level	espereble	hopefully	espérablement	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	but would last long enough by train	mais cela durerait assez longtemps en train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	yes, but we can stop in one or two cities	oui, mais on peut s'arrêter dans une ou deux villes	grupo	alternativoj	prononco
level	dum la vojo	along the way	le long du chemin	grupo	alternativoj	prononco
level	kaj la tranoktado?	and the night stay?	et la nuitée ?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	would you pay for it?	est-ce que tu le paierais ?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	no, not me, but it's not a problem	non, pas moi, mais ce n'est pas un problème	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	is it really that this is not a problem?	est-ce vrai que ce n'est pas un problème ?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	how do you plan to solve that?	comment comptez-vous résoudre cela ?	grupo	alternativoj	prononco
level	montris la oran kronon	showed the golden crown	a montré la couronne d'or	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	well, I will show you soon	eh bien, je te montrerai bientôt	grupo	alternativoj	prononco
level	sed unue pli da teo	but first more tea	mais d'abord, plus de thé	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	do you want too?	est-ce que tu veux aussi?	grupo	alternativoj	prononco
level	jes, dankon	yes, thank you	Oui merci	grupo	alternativoj	prononco
level	en la sama kafejo	in the same cafe'	dans le même café	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	something goes on, keeps (doing) that on	quelque chose continue, poursuit cela	grupo	alternativoj	prononco
level	plano, plani, planado	a plan, to plan, planning	un plan, planifier, une planification	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	she and he continue the planning	elle et lui continuent la planification	grupo	alternativoj	prononco
level	bonvolu, jen via teo	please, here's your tea	s'il te plaît, voici ton thé	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	meanwhile I looked at the invitation	entre-temps, j'ai regardé l'invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	looked at the invitation of IJK	j'ai regardé l'invitation d'IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	I understand much, but not all	Je comprends beaucoup de choses, mais pas tout	grupo	alternativoj	prononco
level	bone bone, nur demandu	all right all right, just ask	très bien, très bien, demande juste	grupo	alternativoj	prononco
level	jen la aferoj	here are the things	voici les choses	grupo	alternativoj	prononco
level	klaraj aferoj	clear things	choses claires	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	the things that are confusing	les choses qui sont flous	grupo	alternativoj	prononco
level	estas malklaraj por mi	are confusing to me	c'est flou pour moi	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	to join, a registration form	s'inscrire, un formulaire d'inscription	grupo	alternativoj	prononco
level	TEJO (la organizo)	The World Esperanto Youth Organization	L'Organisation Mondiale de la Jeunesse Espéranto	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	Pepo, a bird that represents the TEJO	Pepo, un oiseau qui représente le TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	to stay, a place to stay (a lodging)	loger, un logement	grupo	alternativoj	prononco
level	amasloĝejo	a lodging for mass people	un logement pour les gens de masse	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	a registration form is a tool for registering	un formulaire d'inscription est un outil d'inscription	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	a membership form in which you write your name, address, etc	un formulaire d'adhésion dans lequel vous inscrivez votre nom, adresse, etc.	grupo	alternativoj	prononco
level	longa, mallongigo	long, an abbreviation	long, une abréviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	an abbreviation of the World Esperanto Youth Organization	une abréviation de l'Organisation Mondiale de la Jeunesse Espéranto	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	Pepo is the funny bird of TEJO	Pepo est le drôle d'oiseau de TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	a mass-lodging is a place where a lot of people stay	un hébergement de masse est un endroit où beaucoup de gens séjournent	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	a sleep, a sleeping pill, a sleeping bag	un sommeil, un somnifère, un sac de couchage	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	usually one needs a sleeping bag there	Généralement, on a besoin d'un sac de couchage là-bas	grupo	alternativoj	prononco
level	vi klarigis tro rapide	you explained too quickly	tu as expliqué trop vite	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	I didn't catch everything	je n'ai pas tout compris	grupo	alternativoj	prononco
level	ne tre gravas	is not that important	ce n'est pas si important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	I think it's not very important now	Je pense que ce n'est pas très important maintenant	grupo	alternativoj	prononco
level	poste ni povas pli paroli	later we can talk more	plus tard, nous pourrons parler davantage	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	more to talk about the IJK invitation	Parler davantage de l'invitation à l'IJK	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	so you want to plan the travel now, right?	donc tu veux planifier le voyage maintenant, n'est-ce pas ?	grupo	alternativoj	prononco
level	jes, volonte	yes, gladly	oui, avec plaisir	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	so you will see that ~	ainsi, vous verrez que ~	grupo	alternativoj	prononco
level	kostos tiom multe	will cost that much	ça coûtera autant	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	will see that the travel will not cost that much	verrez que le voyage ne coûtera pas autant	grupo	alternativoj	prononco
level	mi volas scii	I want to know	Je veux savoir	grupo	alternativoj	prononco
level	mi scivolas pri ~	I want to know about ~	je suis curieux au sujet de ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	how you will solve the night-staying	comment tu vas résoudre la nuitée	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	because I don't have money	parce que je n'ai pas d'argent	grupo	alternativoj	prononco
level	junulara gastejo	a youth hostel	une auberge de jeunesse	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	has money for a hotel or a youth-hostel	a de l'argent pour un hôtel ou une auberge de jeunesse	grupo	alternativoj	prononco
level	jen la solvo!	here's the solution	voici la solution	grupo	alternativoj	prononco
level	pasporto	a passport	un passeport	grupo	alternativoj	prononco
level	Pasporta Servo	Passport Service, Esperantists' Home Stay	Service de passeport, séjour chez l'espérantiste	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	booklet with the name "Passport Service"	livret avec le nom 'Service Passeport'	grupo	alternativoj	prononco
level	servo por kio?	service for what?	service pour quoi ?	grupo	alternativoj	prononco
level	por homoj kiel ni	for people like us	pour les gens comme nous	grupo	alternativoj	prononco
level	sperti, spertulo	to experience, an expert	expérimenter, un expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	people who like to travel and experience countries	les gens qui aiment voyager et découvrir des pays	grupo	alternativoj	prononco
level	enspezi kaj elspezi	to earn and to spend	gagner et dépenser	grupo	alternativoj	prononco
level	sen elspezi multe da mono	without spending a lot of money	sans dépenser beaucoup d'argent	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	a service, the service, that service	un service, le service, ce service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	well, and how does that service work?	bien, et comment fonctionne ce service ?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	I see that in the booket there is ~	je vois que dans le livret il y a ~	grupo	alternativoj	prononco
level	multe da adresoj	lots of addresses	beaucoup d'adresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	there are many addresses from several countries	il existe de nombreuses adresses de plusieurs pays	grupo	alternativoj	prononco
level	ĝuste, jes!	right, yes!	c'est vrai, oui !	grupo	alternativoj	prononco
level	je via dispono	at your disposal	a ta disposition	grupo	alternativoj	prononco
level	ili ĉiuj	they all, all of them	ils tous, tous	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	in fact they are all at your disposal!	en fait, ils sont tous à votre disposition !	grupo	alternativoj	prononco
level	signifis, signifo	meant, meaning	signifiait, signification	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	"at my disposal", what does that mean?	à ma disposition, ça veut dire quoi ?	grupo	alternativoj	prononco
level	signifas ke ~	means that ~	ça veut dire que ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	to guest, a guest, to host a guest	invité, un invité, héberger un invité	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	is ready, is prepared, get ready!	est prêt, est prêt, préparez-vous !	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	people at those addresses are ready to host you	les personnes à ces adresses sont prêtes à vous accueillir	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	to know (a person), known, to get to be known	connaître (une personne), connu(e), faire connaître connaissance	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	and help you get acquainted with their region	et vous aider à connaître leur région	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	means people are willing to host you and help	signifie que les gens sont prêts à vous accueillir et à vous aider	grupo	alternativoj	prononco
level	sonas interese!	sounds interesting!	Ça semble intéressant!	grupo	alternativoj	prononco
level	do	so	donc	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	somebody stays in the home of other Esperantists, right?	on habite chez d'autres espérantistes, n'est-ce pas ?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	several experiences with Passport Service	plusieurs expériences avec Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	I had several interesting experiences	J'ai eu plusieurs expériences intéressantes	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	I have used it on three continents	Je l'ai utilisé sur trois continents	grupo	alternativoj	prononco
level	malbone funkcias	(it) works poorly	(ça) fonctionne mal	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	and so far (it) has worked very well	et jusqu'à présent, cela a très bien fonctionné	grupo	alternativoj	prononco
level	bonege! kien ni iru?	great! where are we going?	super ! où devrions-nous aller ?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	so, my plan is that we ~	donc, mon plan est que nous ~	grupo	alternativoj	prononco
level	venas, alvenis	comes, arrived	vient, est arrivé	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	after a successful trip	après un voyage réussi	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	after using Passport Service in two cities	après avoir utilisé le service Passeport dans deux villes	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	they arrive after a successful trip	ils arrivent après un voyage réussi	grupo	alternativoj	prononco
level	jen, vidu!	behold, look!	voici, regarde !	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	there's a big Esperanto flag over there	il y a un grand drapeau espéranto là-bas	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	a sign with the text "Welcome to IJK!"	un panneau avec le texte "Bienvenue à IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	yes, and below it there is ~	oui, et en dessous il y a ~	grupo	alternativoj	prononco
level	hu ra!	Hooray!	Hourra!	grupo	alternativoj	prononco
level	ni do finfine alvenis	so we finally arrived	donc nous sommes enfin arrivés	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	I am very tired and hungry	je suis très fatigué et j'ai faim	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	do you think we can ~ ?	pensez-vous que nous pouvons ~ ?	grupo	alternativoj	prononco
level	manĝi ion	to eat something	manger quelque chose	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	do you think we can eat something right away?	tu penses qu'on peut manger quelque chose tout de suite ?	grupo	alternativoj	prononco
level	mi dubas pri tio	I doubt that	je doute à propos de cela	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	we must first be accepted	nous devons d'abord être acceptés	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	must be accepted at the reception desk	doit être accepté à la réception	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	and that can last a long time	et ça peut durer longtemps	grupo	alternativoj	prononco
level	daŭri longe miasperte	to last long in my experience	durer longtemps selon mon expérience	grupo	alternativoj	prononco
level	ho ve!	alas!	Hélas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	is that the line for the reception?	est-ce la ligne pour la réception ?	grupo	alternativoj	prononco
level	mi timas ke jes	I'm afraid so	j'ai peur que oui	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	to do ~ is not totally perfect	ce n'est pas tout à fait parfait de faire ~	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	is totally perfect to arrive in the evening	totalement parfait pour arriver le soir	grupo	alternativoj	prononco
level	ni povas babili kun homoj	we can chat with people	nous pouvons discuter avec les gens	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	but we can chat with people in line	mais nous pouvons discuter avec les gens dans la file d'attente	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	behold, I see a friend of Russia!	voici, je vois un ami de la Russie !	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	I'm hungry, I want to eat	J'ai faim, je veux manger	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	after about 2 hours	après environ 2 heures	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	in line with new and old friends	dans la file avec de nouveaux et anciens amis	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	local congress commitee	CLC (Comité Local de Congrès)	grupo	alternativoj	prononco
level	LKK-ano	a member in the local congress commitee	un membre du Comité Local de Congrès	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	welcome, who are you?	bienvenue, qui es-tu ?	grupo	alternativoj	prononco
level	de kiu lando?	from which country?	de quel pays?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	did you prepay?	avez-vous payé d'avance ?	grupo	alternativoj	prononco
level	bonvolu montri	please show	s'il vous plaît montrez	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	if so, please show the receipt	si oui, veuillez montrer le reçu	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	are you a member of TEJO?	Êtes-vous membre de TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	to become a member at a booth	s'inscrire au stand	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	if not, you can join at the next booth	sinon, vous pouvez vous inscrire au prochain stand	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	here are receipts of advance payments	voici les reçus des acomptes	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	membership cards and our passports	cartes de membres et nos passeports	grupo	alternativoj	prononco
level	tre bone	very good	très bien	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	so, I see you will live in a mass-lodging (crash space)	donc, je vois que tu vivras dans un hébergement de masse (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	and will eat in the youth hostel	et je mangerai à l'auberge de jeunesse	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	are those information correct?	ces informations sont-elles correctes ?	grupo	alternativoj	prononco
level	jes, perfekte	yes, perfect	Oui parfait	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	a bag with program, map etc	un sac avec un programme, une carte etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	you can pay and receive a bag with program, map etc	vous pouvez payer et recevoir un sac avec un programme, une carte etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	at the red booth, there	au stand rouge, là	grupo	alternativoj	prononco
level	bone, dankon	good, thank you	bien, merci	grupo	alternativoj	prononco
level	aspektas laca sed sana	looks tired but healthy	a l'air fatigué mais en bonne santé	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	those people really looked tired	ces gens avaient vraiment l'air fatigués	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	and were not very kind	et n'étaient pas très gentils	grupo	alternativoj	prononco
level	vi pravas	you are right	tu as raison	grupo	alternativoj	prononco
level	sed memoru ke ~	but remember that ~	mais souviens-toi que ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	are working for 8 hours	travaille pendant 8 heures	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	the LKK has been working for maybe eight hours	le CLC travaille déjà depuis peut-être huit heures	grupo	alternativoj	prononco
level	sen multe da paŭzoj	without much pause	sans trop de pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	but remember that the LKK works without breaks	mais rappelez-vous que le CLC fonctionne sans interruption	grupo	alternativoj	prononco
level	babilema dum la semajno	chatty during the week	bavard pendant la semaine	grupo	alternativoj	prononco
level	mi certas ke ~	I'm sure that ~	Je suis sûr que ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	I'm sure they'll be kinder	Je suis sûr qu'ils seront plus gentils	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	they will be kinder and more talkative	ils seront plus gentils et plus bavards	grupo	alternativoj	prononco
level	ni trovu ĝin	let's find it	trouvons-le	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	well, now let's find the mass-lodging place	eh bien, trouvons maintenant le lieu d'hébergement collectif	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	and then I would like something to eat	et ensuite j'aimerais manger quelque chose	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	did you see the girl at the TEJO booth?	as-tu vu la fille au stand de TEJO ?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	yes, what about her?	Oui, qu'en est-il d'elle ?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	do you know her?	Est-ce que tu la connais?	grupo	alternativoj	prononco
level	bedaŭrinde ne	unfortunately no	Malheureusement non	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	but she's very pretty, isn't she?	mais elle est très jolie, n'est-ce pas ?	grupo	alternativoj	prononco
level	mi konsentas	I agree	Je suis d'accord	grupo	alternativoj	prononco
level	tamen ne bone komprenas	however does not understand well	mais ne comprend pas bien	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	I agree but I don't understand	Je suis d'accord mais je ne comprends pas	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	do you like females?	Est-ce que tu aimes les femmes ?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	yes, I want tell you before	oui, je voulais te le dire avant	grupo	alternativoj	prononco
level	sed ial ne faris	but for some reason did not	mais pour une raison quelconque, je ne l'ai pas fait	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	Les femmes me plaisent plus que les hommes	grupo	alternativoj	prononco
level	aspekte ktp	aspect etc	aspect, etc.	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	are you, are you?	es-tu, es-tu ?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	yes, I am a homosexual	oui, je suis homosexuel	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	one can also say lesbian	on peut aussi dire lesbienne	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	well, I didn't know at all	eh bien, je ne savais pas du tout	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	but I'm glad you said	mais je suis content que tu aies dit	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	in fact I am glad that you are a homosexual	en fait je suis content que tu sois homosexuel	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	you are the kindest and nicest lesbian	tu es la lesbienne la plus gentille et la plus aimable	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	the nicest lesbian I know	la plus aimable lesbienne que je connaisse	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	thank you! do you know others?	merci! en connaissez-vous d'autres ?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	but how do you know that?	mais comment le sais-tu ?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	that girl prefers men!	cette fille préfère les hommes !	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	in any case I believe that girl prefer men!	en tout cas je crois que cette fille préfère les hommes !	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	that girl whom you were talking about	cette fille dont tu parlais	grupo	alternativoj	prononco
level	ni vidos	we'll see	nous verrons	grupo	alternativoj	prononco
level	en la amasloĝejo	in the mass lodging place (a crash space)	dans le lieu d'hébergement de masse (un crash space)	grupo	alternativoj	prononco
level	bonan matenon!	good morning!	bonjour!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	did you sleep well?	avez-vous bien dormi?	grupo	alternativoj	prononco
level	apenaŭ vidas	hardly see	je vois à peine	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	on the contrary, I could hardly sleep	au contraire, j'arrivais à peine à dormir	grupo	alternativoj	prononco
level	sed kial?	but why?	mais pourquoi?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	maybe you were nervous about your first IJK day?	Peut-être que tu étais nerveux pour ta première journée à l'IJK ?	grupo	alternativoj	prononco
level	ne vere	not really	pas vraiment	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	all night, all night long	toute la nuit, pendant toute la nuit	grupo	alternativoj	prononco
level	tre laŭte ronkis	snored very loudly	a ronflé très fort	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	just someone snored very loudly all night	juste quelqu'un a ronflé très fort toute la nuit	grupo	alternativoj	prononco
level	ne ĝenu min	don't bother me	ne me dérange pas	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	and that bothered me greatly	et ça m'a beaucoup dérangé	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	didn't you hear that	tu n'as pas entendu ça	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	not at all, I slept deeply	pas du tout, j'ai dormi profondément	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	did I forget to tell you that ~?	ai-je oublié de te dire que ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	ear, to plug, ear plugs	oreille, boucher, bouchons d'oreilles	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	it is worth using earplugs	ça vaut la peine d'utiliser des bouchons d'oreilles	grupo	alternativoj	prononco
level	indas uzi ~	is worth using ~	ça vaut la peine d'être utilisé ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	told you it's worth using earplugs	t'a dit que ça valait la peine d'utiliser des bouchons d'oreilles	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	when you sleep at a mass lodging (crash place)	quand tu dors dans un hébergement de masse (accident place)	grupo	alternativoj	prononco
level	evidente jes	obviously yes	évidemment oui	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	oh, poor Katty!	oh, pauvre Katty !	grupo	alternativoj	prononco
level	pri kiu vi parolas?	who are you talking about?	de qui parles-tu?	grupo	alternativoj	prononco
level	pri vi	about you	au propos de vous	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	to caress, caressing name, nickname	caresser, nom de carresse, surnom	grupo	alternativoj	prononco
level	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	with -ĉjo or -njo, it is possible to create nicknames in Esperanto	avec -ĉjo ou -njo, il est possible de créer des surnoms en espéranto	grupo	alternativoj	prononco
level	ha, jes, mi iam legis pri tio	ah, yes, I once read about it	ah, oui, j'ai déjà lu à ce sujet	grupo	alternativoj	prononco
level	kaj vi do estus Injo?	and then you would be Injo?	et alors tu serais Injo ?	grupo	alternativoj	prononco
level	se vi volas iri tien	if you want go there	si tu veux y aller	grupo	alternativoj	prononco
level	kioma horo estas nun?	what time is it now?	quelle heure est-il maintenant?	grupo	alternativoj	prononco
level	jam estas kvin minutoj antaŭ la deka	it's already five minutes to ten	il est déjà dix heures moins cinq	grupo	alternativoj	prononco
level	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	five minutes before ten, or nine fifty-five	dix heures moins cinq ou neuf heures cinquante-cinq	grupo	alternativoj	prononco
level	trafis aŭ maltrafis?	hit or missed?	touché ou raté ?	grupo	alternativoj	prononco
level	vi maltrafis la matenmanĝon	you missed breakfast	tu as raté le petit déjeuner	grupo	alternativoj	prononco
level	o, fek!	oh, shit!	Oh merde!	grupo	alternativoj	prononco
level	ĉu vi estas sata?	are you satisfied ?	es-tu rassasié?	grupo	alternativoj	prononco
