C.lt content.tsv
Level	Esperanto	lt	en-us	Grupo	Alternativoj	Pronoco
level	familiano	šeimos narys	a family member	grupo	alternativoj	prononco
level	energio	energija	an energy	grupo	alternativoj	prononco
level	faligi	sukelti kritimą, pervažiuoti	to cause falling, to run over	grupo	alternativoj	prononco
level	aparato	aparatas, mašina, prietaisas	an apparatus, machine, device	grupo	alternativoj	prononco
level	informo	informaciją	an information	grupo	alternativoj	prononco
level	eniri	įeiti	to go in	grupo	alternativoj	prononco
level	saluton!	Sveiki!	hello!	grupo	alternativoj	prononco
level	ekvidi	pradėti matyti	to start seeing	grupo	alternativoj	prononco
level	balancilo	sūpynės, balansas	a swing, a balance	grupo	alternativoj	prononco
level	ekstervoje	išeinant	on the way out	grupo	alternativoj	prononco
level	flugilo	sparnas	a wing	grupo	alternativoj	prononco
level	ekrigardi	pradėti ieškoti	to start looking	grupo	alternativoj	prononco
level	laŭtparolilo	garsiakalbis	a speaker	grupo	alternativoj	prononco
level	ekmire	nuostabiai	wonderously	grupo	alternativoj	prononco
level	dumtage	dieną	at day	grupo	alternativoj	prononco
level	socio	visuomenė	a society	grupo	alternativoj	prononco
level	doloriga	sukeliantis skausmą	causing pain	grupo	alternativoj	prononco
level	laborilo	įrankis darbui	a tool for work	grupo	alternativoj	prononco
level	devojiĝi	nuklysti	to go astray	grupo	alternativoj	prononco
level	banujo	vonia (=bankuvo)	a bathtub (=bankuvo)	grupo	alternativoj	prononco
level	afiŝo	plakatas, įrašas, straipsnis	a poster, a post, an article	grupo	alternativoj	prononco
level	ellitiĝi	keltis iš lovos, keltis	to get out of bed, to get up	grupo	alternativoj	prononco
level	signifi	reikšti, reikšti, reikšti	to mean, to signify, to imply	grupo	alternativoj	prononco
level	tondilo	žirklės	scissors	grupo	alternativoj	prononco
level	besteto	mažas gyvūnas	a little animal	grupo	alternativoj	prononco
level	pasio	aistra	passion	grupo	alternativoj	prononco
level	bedaŭrinde	Deja	unfortunately	grupo	alternativoj	prononco
level	ekdormi	užmigti	to fall asleep	grupo	alternativoj	prononco
level	aĉodora	blogas kvapas	bad smelling	grupo	alternativoj	prononco
level	tranĉilo	peilis	a knife	grupo	alternativoj	prononco
level	rano	varlė	a frog	grupo	alternativoj	prononco
level	arboplena	pilna medžių	full of trees	grupo	alternativoj	prononco
level	vespere	vakare	in the evening	grupo	alternativoj	prononco
level	temo	tema, tema	a theme, a topic	grupo	alternativoj	prononco
level	antaŭeniri	eiti pirmyn	to go ahead	grupo	alternativoj	prononco
level	kalkulilo	Skaičiuotuvas	a calculator	grupo	alternativoj	prononco
level	amikino	mergina	a girl friend	grupo	alternativoj	prononco
level	alilanda	užsienio	foreign	grupo	alternativoj	prononco
level	kovrilo	užvalkalas, apšvietimas, antklodė	a cover, a lit, a blanket	grupo	alternativoj	prononco
level	menuo	meniu	a menu	grupo	alternativoj	prononco
level	informilo	informacinis biuletenis, anonsas	a newsletter, an anouncement	grupo	alternativoj	prononco
level	Venecia	Venecija	Venice	grupo	alternativoj	prononco
level	teroro	teroras	a terror	grupo	alternativoj	prononco
level	doĝo	dogas, vicekaralius	a doge, a viceroy	grupo	alternativoj	prononco
level	kvanto	kiekis, kiekis	quantity, amount	grupo	alternativoj	prononco
level	batilo	šikšnosparnis (smogti)	a bat (to hit)	grupo	alternativoj	prononco
level	kvalito	kokybė, nuosavybė	quality, property	grupo	alternativoj	prononco
level	laŭte	garsiai, garsiai	loudly, aloud	grupo	alternativoj	prononco
level	-ut-	(priesaga) sąlyginis pasyvus	(suffix)  conditional passive	grupo	alternativoj	prononco
level	kristnasko	Kalėdos	Christmas	grupo	alternativoj	prononco
level	vivo	gyvenimas	a life	grupo	alternativoj	prononco
level	freneza	beprotis, pamišęs, išprotėjęs	crazy, insane, mad	grupo	alternativoj	prononco
level	solvi	išspręsti, ištirpdyti	to solve, to dissolve	grupo	alternativoj	prononco
level	rilate al	susiję su	relating to	grupo	alternativoj	prononco
level	fi!	šūdas!	shit!	grupo	alternativoj	prononco
level	rideti	šypsotis	to smile	grupo	alternativoj	prononco
level	temas pri	Tai yra apie	it is about	grupo	alternativoj	prononco
level	alilande	užsienyje	abroad	grupo	alternativoj	prononco
level	pli-malpli	mažiau ar daugiau	more or less	grupo	alternativoj	prononco
level	kadro	rėmas, aplinka, kadras	a frame, a setting, a cadre	grupo	alternativoj	prononco
level	eta	mažas, mažytis (= malgranda)	small, tiny (=malgranda)	grupo	alternativoj	prononco
level	dumil	du tūkstančiai	two thousands	grupo	alternativoj	prononco
level	ŝtormo	audra	a storm	grupo	alternativoj	prononco
level	elektra	elektrinis, elektrinis	electric, electrical	grupo	alternativoj	prononco
level	ducent	du šimtai	two hundreds	grupo	alternativoj	prononco
level	lageto	tvenkinys	a pond	grupo	alternativoj	prononco
level	tridek	trisdešimt	thirty	grupo	alternativoj	prononco
level	kukurbo	moliūgas, moliūgas	a pumpkin, a gourd	grupo	alternativoj	prononco
level	varmete	drungname	in lukewarm	grupo	alternativoj	prononco
level	dek naŭ	devyniolika	nineteen	grupo	alternativoj	prononco
level	eĥo	aidas	an echo	grupo	alternativoj	prononco
level	ekrano	ekranas	a screen	grupo	alternativoj	prononco
level	dek sep	septyniolika	seventeen	grupo	alternativoj	prononco
level	malvarmeta	Saunus	cool	grupo	alternativoj	prononco
level	dek kvin	penkiolika	fifteen	grupo	alternativoj	prononco
level	oratoro	oratorius, atstovas spaudai, pranešėjas	an orator, a spokesman, a speaker	grupo	alternativoj	prononco
level	mansako	rankinė (= mansaketo)	a handbag (=mansaketo)	grupo	alternativoj	prononco
level	dek tri	trylika	thirteen	grupo	alternativoj	prononco
level	kristalo	kristalas	a crystal	grupo	alternativoj	prononco
level	cigaredo	cigaretę	a cigarette	grupo	alternativoj	prononco
level	pronomo	įvardis	a pronoun	grupo	alternativoj	prononco
level	frapeti	baksteleti	to tap	grupo	alternativoj	prononco
level	nukso	riešutas	a nut	grupo	alternativoj	prononco
level	dek unu	vienuolika	eleven	grupo	alternativoj	prononco
level	mirinda	nuostabu, nuostabu	amazing, marvelous	grupo	alternativoj	prononco
level	pordego	portalas, pagrindiniai vartai, vartai	a portal, a main gate, a gate	grupo	alternativoj	prononco
level	funkcio	funkcija	a function	grupo	alternativoj	prononco
level	impliki	įpainioti, įpainioti, įtraukti	to implicate, to entangle, to involve	grupo	alternativoj	prononco
level	tasko	užduotis, darbas	a task, a job	grupo	alternativoj	prononco
level	tunelo	tunelis, urvas	a tunnel, a burrow	grupo	alternativoj	prononco
level	volo	noras	willingness	grupo	alternativoj	prononco
level	intermanĝeto	pietūs (vidutiniai, maži)	a lunch (intermediate, small)	grupo	alternativoj	prononco
level	interreto	internetas, internetas	internet, Internet	grupo	alternativoj	prononco
level	tikli	kutenti	to tickle	grupo	alternativoj	prononco
level	vigle	gyvai, žvaliai	animatedly, briskly	grupo	alternativoj	prononco
level	bendo	juosta, juosta, juostelė	a band, a tape, a strip	grupo	alternativoj	prononco
level	stulta	kvailas, kvailas	stupid, foolish	grupo	alternativoj	prononco
level	haloo	Sveiki	hello	grupo	alternativoj	prononco
level	himno	himnas, himnas	a hymn, an anthem	grupo	alternativoj	prononco
level	taŭgi	tikti, tikti	to be suitable, to fit	grupo	alternativoj	prononco
level	plenaĝa	suaugęs, suaugęs	adult, grown-up	grupo	alternativoj	prononco
level	recenzi	peržiūrėti, parašyti	to review, to write up	grupo	alternativoj	prononco
level	gratulo	sveikinu	congratulation	grupo	alternativoj	prononco
level	flati	pamaloninti	to flatter	grupo	alternativoj	prononco
level	komitato	komitetas	a committee	grupo	alternativoj	prononco
level	frataro	vargo grupė	a group of bothers	grupo	alternativoj	prononco
level	dorno	erškėtis	a thorn	grupo	alternativoj	prononco
level	nebulo	rūkas, rūkas	fog, mist	grupo	alternativoj	prononco
level	fervojo	geležinkelis	a railway	grupo	alternativoj	prononco
level	uzado	kaip naudotis, naudoti	how to use, using	grupo	alternativoj	prononco
level	klimato	klimatas	a climate	grupo	alternativoj	prononco
level	brakumo	apkabinimas	a hug	grupo	alternativoj	prononco
level	bandaĝo	tvarstis, tvarstis	a bandage, dressing	grupo	alternativoj	prononco
level	drato	viela	a wire	grupo	alternativoj	prononco
level	unuo	vienetas	unit	grupo	alternativoj	prononco
level	materialo	medžiaga, medžiaga	material, a material	grupo	alternativoj	prononco
level	malvarmumi	peršalti	to catch cold	grupo	alternativoj	prononco
level	unue	pirmiausia	first of all	grupo	alternativoj	prononco
level	gramo	gramas	a gram	grupo	alternativoj	prononco
level	turniĝi	tapti pasukta	to become turned	grupo	alternativoj	prononco
level	malsano	liga	a disease	grupo	alternativoj	prononco
level	porcio	dalis, dalis	a portion, a share	grupo	alternativoj	prononco
level	armeo	armiją	an army	grupo	alternativoj	prononco
level	bulteno	biuletenį, informacinį biuletenį	a bulletin, a newsletter	grupo	alternativoj	prononco
level	partio	vakarėlis, vakarėlis, rungtynės, pusė	party, a party, a match, a side	grupo	alternativoj	prononco
level	trio	trijulė	a trio	grupo	alternativoj	prononco
level	proksimume	apytiksliai, apie	approximately, about	grupo	alternativoj	prononco
level	determini	siekiant nustatyti	to determine	grupo	alternativoj	prononco
level	oferi	aukoti, aukoti, aukoti	to sacrifice, to offer, to offer up	grupo	alternativoj	prononco
level	naĝo	maudytis, maudytis	swimming, bathe	grupo	alternativoj	prononco
level	evidenta	aišku, aišku, akivaizdu	evident, clear, obvious	grupo	alternativoj	prononco
level	tria	trečias	third	grupo	alternativoj	prononco
level	familiara	pažįstamas, draugiškas	familiar, friendly	grupo	alternativoj	prononco
level	pastro	kunigas, dvasininkas, klebonas	a priest, a clergyman, a pastor	grupo	alternativoj	prononco
level	foliumi	vartyti puslapius, naršyti, vartyti	to turn pages, to browse, to leaf through	grupo	alternativoj	prononco
level	sufiĉi	kad būtų pakankamai	to be sufficient	grupo	alternativoj	prononco
level	okulumi	daryti akis, spoksoti, spoksoti, mirkčioti	to make eyes at, to ogle, to stare at, to wink	grupo	alternativoj	prononco
level	ekzakta	tiksli	exact	grupo	alternativoj	prononco
level	konstati	išsiaiškinti, nustatyti būti faktu	to ascertain, to establish to be a fact	grupo	alternativoj	prononco
level	tombo	kapas, kapas	a tomb, a grave	grupo	alternativoj	prononco
level	sperto	patirtis	an experience	grupo	alternativoj	prononco
level	ŝmiri	tepti, ištepti, patepti	to grease, to smear, to anoint	grupo	alternativoj	prononco
level	pioniro	pionierius	a pioneer	grupo	alternativoj	prononco
level	emerito	emeritas, pensininkas, pensininkas	an emeritus, a retiree, a pensioner	grupo	alternativoj	prononco
level	skribilo	rašymo priemonė, bet kas rašymui	a writing tool, anything for writing	grupo	alternativoj	prononco
level	favora	palankus	favorable	grupo	alternativoj	prononco
level	kaĉo	košė, tyrelė	a porridge, a puree	grupo	alternativoj	prononco
level	senhalte	be pauzės	without pause	grupo	alternativoj	prononco
level	horizonto	horizontas	a horizon	grupo	alternativoj	prononco
level	vertikalo	vertikali linija	a vertical line	grupo	alternativoj	prononco
level	protekti	apsaugoti	to protect	grupo	alternativoj	prononco
level	fikcio	fikcija	a fiction	grupo	alternativoj	prononco
level	ventumi	vėdinti, vėdinti	to fan, to aerate	grupo	alternativoj	prononco
level	obstaklo	kliūtis	an obstacle	grupo	alternativoj	prononco
level	satiĝi	tapti patenkintam	to become satisfied	grupo	alternativoj	prononco
level	kredito	kreditą	a credit	grupo	alternativoj	prononco
level	rompiĝi	tapti palūžusiu	to become broken	grupo	alternativoj	prononco
level	dorloti	lepinti, glamonėti, paglostyti, mylėti	to pamper, to coddle, to pet, to dote	grupo	alternativoj	prononco
level	epoko	epocha, amžius, laikotarpis, laikas	an epoch, an age, a period, time	grupo	alternativoj	prononco
level	ventumilo	Gerbėjas	a fan	grupo	alternativoj	prononco
level	nutri	maitinti, maitinti	to nourish, to feed	grupo	alternativoj	prononco
level	maizo	kukurūzai, kukurūzai, rupiniai	a maize, a corn, a mealies	grupo	alternativoj	prononco
level	influi	daryti įtaką, paveikti	to influence, to affect	grupo	alternativoj	prononco
level	reviziti	apsilankyti dar kartą	to visit again	grupo	alternativoj	prononco
level	graveda	nėščia	pregnant	grupo	alternativoj	prononco
level	potenco	galia	a power	grupo	alternativoj	prononco
level	surprizi	nustebinti	to surprise	grupo	alternativoj	prononco
level	minimumo	minimumas	a minimum	grupo	alternativoj	prononco
level	fabo	pupelė, fava pupelė, plačioji pupelė	a bean, a fava bean, a broad bean	grupo	alternativoj	prononco
level	renkontiĝi	susitikti	to meet	grupo	alternativoj	prononco
level	abunda	gausus, gausus, gausus	abundant, copious, bountiful	grupo	alternativoj	prononco
level	plonĝi	nerti, pasinerti, smukti	to dive, to plunge, to plummet	grupo	alternativoj	prononco
level	grado	laipsnis, laipsnis	degree, grade	grupo	alternativoj	prononco
level	kajo	krantinė, platforma, sankryža	a quay, a platform, a conjunction	grupo	alternativoj	prononco
level	reciproke	abipusiai	reciprocally	grupo	alternativoj	prononco
level	reprezenti	atstovauti	to represent	grupo	alternativoj	prononco
level	gimnastiko	gimnastika	gymnastics	grupo	alternativoj	prononco
level	Tero (La -o)	Žemė (Žemė)	Earth (The Earth)	grupo	alternativoj	prononco
level	bindi	surišti, susieti	to bind, to link	grupo	alternativoj	prononco
level	titolo	titulą	a title	grupo	alternativoj	prononco
level	plumamiko	susirašinėjimo draugas (=leteramiko)	a penpal (=leteramiko)	grupo	alternativoj	prononco
level	bukedo	puokštė	a bouquet	grupo	alternativoj	prononco
level	plaĉo	malonus dalykas	pleasing thing	grupo	alternativoj	prononco
level	logi	suvilioti, suvilioti, pritraukti	to lure, to entice, to attract	grupo	alternativoj	prononco
level	rizo	ryžių	rice	grupo	alternativoj	prononco
level	rajdi	važiuoti	to ride	grupo	alternativoj	prononco
level	Zamenhof	Zamenhofas (esperanto kalbos kūrėjas)	Zamenhof (Esperanto Creator)	grupo	alternativoj	prononco
level	peceto	mažas gabaliukas	a small piece	grupo	alternativoj	prononco
level	detrui	sunaikinti	to destroy	grupo	alternativoj	prononco
level	rubando	juosta, fascija	a ribbon, a fascia	grupo	alternativoj	prononco
level	papersako	popierinis maišelis	a paper bag	grupo	alternativoj	prononco
level	ĝardenisto	sodininkas	a gardener	grupo	alternativoj	prononco
level	salajro	atlyginimas, atlyginimas	salary, wage	grupo	alternativoj	prononco
level	severa	griežtas, griežtas	severe, strict	grupo	alternativoj	prononco
level	junulara	jaunimo, jaunimo	of youth, of young people	grupo	alternativoj	prononco
level	organizanto	organizatorius	an organizer	grupo	alternativoj	prononco
level	oficistino	biuro darbuotoja moteris	a female office worker	grupo	alternativoj	prononco
level	protesti	protestuoti	to protest	grupo	alternativoj	prononco
level	taksi	įvertinti, įvertinti, vertinti	to evaluate, to estimate, to rate	grupo	alternativoj	prononco
level	nove	naujai	newly	grupo	alternativoj	prononco
level	ŝtuparo	laiptai, laiptinė	stairs, staircase	grupo	alternativoj	prononco
level	kolumo	apykaklė	a collar	grupo	alternativoj	prononco
level	akcidento	nelaimingas atsitikimas	an accident	grupo	alternativoj	prononco
level	mizero	vargas	misery	grupo	alternativoj	prononco
level	miliono da	milijonas	a million of	grupo	alternativoj	prononco
level	krokodilo	krokodilas	a crocodile	grupo	alternativoj	prononco
level	arbaro	miškas, miškai	a forest, woods	grupo	alternativoj	prononco
level	etendi	išplėsti	to extend	grupo	alternativoj	prononco
level	persekuti	persekioti, persekioti	to persecute, to chase	grupo	alternativoj	prononco
level	bakterio	bakterija	a bacterium	grupo	alternativoj	prononco
level	neŭtraleco	neutralumas	neutrality	grupo	alternativoj	prononco
level	spaco	erdvė, erdvė	space, a space	grupo	alternativoj	prononco
level	koridoro	koridorius, praėjimas, juosta	a corridor, a passageway, a lane	grupo	alternativoj	prononco
level	kurioza	smalsu	curious	grupo	alternativoj	prononco
level	hararo	plaukai (žmogus), kailis (gyvūnas)	hair (person), coat (animal)	grupo	alternativoj	prononco
level	naĝvesto	maudymosi kostiumėlį, maudymosi kostiumėlį	a swimming suit, a bathing costume	grupo	alternativoj	prononco
level	privata	privatus	private	grupo	alternativoj	prononco
level	konsoli	paguosti, paguosti	to console, to comfort	grupo	alternativoj	prononco
level	amatoro	mėgėjas	an amateur	grupo	alternativoj	prononco
level	ornami	papuošti, papuošti	to decorate, to ornament	grupo	alternativoj	prononco
level	homaro	žmonių rasė, žmonija	human race, mankind	grupo	alternativoj	prononco
level	milda	švelnus, švelnus, švelnus	mild, gentle, smooth	grupo	alternativoj	prononco
level	multekosta	brangus	expensive	grupo	alternativoj	prononco
level	verŝi	pilti, išsilieti	to pour, to spill	grupo	alternativoj	prononco
level	karesi	glamonėti, glostantis, čiupinėti	to caress, to flatter, to chuck	grupo	alternativoj	prononco
level	eksciti	sujaudinti	to excite	grupo	alternativoj	prononco
level	poeto	poetas	a poet	grupo	alternativoj	prononco
level	vortaro	žodynas, žodynas	a dictionary, a vocabulary	grupo	alternativoj	prononco
level	grundo	žemė, dirva	ground, soil	grupo	alternativoj	prononco
level	ŝpari	taupyti, pasigailėti, pasilikti naudojimui ateityje	to save, to spare, to keep for future use	grupo	alternativoj	prononco
level	registro	registracija, įrašas	registration, record	grupo	alternativoj	prononco
level	monujo	piniginė	a wallet	grupo	alternativoj	prononco
level	enlandano	vidinis nusileidimo aparatas	an in-lander	grupo	alternativoj	prononco
level	konto	paskyra	an account	grupo	alternativoj	prononco
level	origino	kilmės	origin	grupo	alternativoj	prononco
level	samideano	žmogus, turintis tą pačią idėją, bendražygis, mąstytojas	a person with same idea, a commrade, a fellow-thinker	grupo	alternativoj	prononco
level	oportuna	patogus, patogus, tinkamas	convenient, handy, opportune	grupo	alternativoj	prononco
level	minerala	mineralinis	mineral	grupo	alternativoj	prononco
level	lui	nuomotis	to rent	grupo	alternativoj	prononco
level	policano	policininkas, policininkas (=policininkas)	a policeman, a police officer (=policisto)	grupo	alternativoj	prononco
level	pajlo	šiaudelis	a straw	grupo	alternativoj	prononco
level	lukso	prabanga	luxury	grupo	alternativoj	prononco
level	mesaĝo	žinutė	a message	grupo	alternativoj	prononco
level	embaraso	sumišimas, sumišimas	embarrassment, perplexity	grupo	alternativoj	prononco
level	memlerni	mokytis pačiam	to learn by oneself	grupo	alternativoj	prononco
level	diveni	spėti	to guess	grupo	alternativoj	prononco
level	razilo	skustuvas	a razor	grupo	alternativoj	prononco
level	ŝirmi	prieglobstį, skydą, ekraną, šešėlį	to shelter, to shield, to screen, to shadow	grupo	alternativoj	prononco
level	sonĝi	svajoti	to dream	grupo	alternativoj	prononco
level	injekti	suleisti	to inject	grupo	alternativoj	prononco
level	malsaneta	silpnas, minkštas	weak, soft-illed	grupo	alternativoj	prononco
level	peki	nusidėti	to sin	grupo	alternativoj	prononco
level	fandi	tirpti	to melt	grupo	alternativoj	prononco
level	malĝusta	neteisinga	incorrect	grupo	alternativoj	prononco
level	faldo	raukšlė	a fold	grupo	alternativoj	prononco
level	skulpti	skulptūruoti, drožti	to sculpture, to carve	grupo	alternativoj	prononco
level	roko	akmuo	a rock	grupo	alternativoj	prononco
level	malfrue	vėliau ir vėluoja	later and delayed	grupo	alternativoj	prononco
level	statuo	statula	a statue	grupo	alternativoj	prononco
level	sekundo	antra, antra	second, a second	grupo	alternativoj	prononco
level	laŭdi	girti, garsiai girti, pagirti	to praise, to loud, to acclaim	grupo	alternativoj	prononco
level	luksa	prabangus	luxurious	grupo	alternativoj	prononco
level	deklivo	šlaitas, vingis, kalvos šlaitas	a slope, acclivity, a hillside	grupo	alternativoj	prononco
level	dekoracio	dekoracija	a decoration	grupo	alternativoj	prononco
level	majstra	meistro, maestro	of a master, of a maestro	grupo	alternativoj	prononco
level	pruno	slyva, slyva	a prune, a plum	grupo	alternativoj	prononco
level	prudenta	protingas, protingas, protingas, protingas	prudent, wise, sensible, reasonable	grupo	alternativoj	prononco
level	murmuri	murmėti, murmėti	to murmur, to mutter	grupo	alternativoj	prononco
level	renversi	nuliūdinti, apversti, nuversti, apversti	to upset, to overturn, to overthrow, to turn over	grupo	alternativoj	prononco
level	libereco	laisvė	liberty	grupo	alternativoj	prononco
level	fortika	sustiprintas, patvarus, tvirtas, tvirtas	fortified, durable, firm, sturdy	grupo	alternativoj	prononco
level	vidinda	verta pamatyti	worth seeing	grupo	alternativoj	prononco
level	kuraĝe	drąsiai	courageously	grupo	alternativoj	prononco
level	kora	širdies	of heart	grupo	alternativoj	prononco
level	vidindaĵo	verta pamatyti, lankytina vieta	a sight worth seeing, a sightseeing spot	grupo	alternativoj	prononco
level	skalo	skalė, skalė	scale, a scale	grupo	alternativoj	prononco
level	amindumi	suvilioti, į teismą	to woo, to court	grupo	alternativoj	prononco
level	dankinda	dėkingas, dėkingas	thankful, appreciatable	grupo	alternativoj	prononco
level	sterni	išskleisti, išdėlioti	to spread out, to lay out	grupo	alternativoj	prononco
level	fidinda	patikimas, patikimas	reliable, trustworthy	grupo	alternativoj	prononco
level	vadi	bristi, irkluoti	to wade, to paddle	grupo	alternativoj	prononco
level	kongresejo	kongreso vieta	the congress place	grupo	alternativoj	prononco
level	veŝto	liemenė, liemenė	a vest, a waistcoat	grupo	alternativoj	prononco
level	nomkarto	vardo kortelę, vizitinę kortelę	a name card, a business card	grupo	alternativoj	prononco
level	bildkarto	paveikslinis atvirukas	a picture postcard	grupo	alternativoj	prononco
level	makulo	dėmė, dėmė, dėmė, dėmė	a macule, a spot, a stain, a blot	grupo	alternativoj	prononco
level	kompatinda	apgailėtinas, apgailėtinas, apgailėtinas, vargšas	deplorable, miserable, piteable, poor	grupo	alternativoj	prononco
level	poŝtkarto	atvirukas	a postcard	grupo	alternativoj	prononco
level	halo	salė	a hall	grupo	alternativoj	prononco
level	urĝi	raginti, skubėti	to urge, to hurry	grupo	alternativoj	prononco
level	plenumi	įvykdyti, įvykdyti	to accomplish, to fulfill	grupo	alternativoj	prononco
level	kreditkarto	Kreditinė kortelė	a credit card	grupo	alternativoj	prononco
level	iomete	šiek tiek, keli	a little, a few	grupo	alternativoj	prononco
level	kaĝo	narvas	a cage	grupo	alternativoj	prononco
level	haki	kapoti, laužyti, pjaustyti	to chop, to hack, to cut	grupo	alternativoj	prononco
level	dezerto	dykuma, dykuma	a desert, wilderness	grupo	alternativoj	prononco
level	humila	nuolankus	humble	grupo	alternativoj	prononco
level	pipo	vamzdis	a pipe	grupo	alternativoj	prononco
level	gumo	guma, trintukas, guma	gum, an eraser, a rubber	grupo	alternativoj	prononco
level	fakte	faktiškai	in fact	grupo	alternativoj	prononco
level	persiko	persikas, nektarinas	a peach, nectarine	grupo	alternativoj	prononco
level	vulkano	ugnikalnis	a volcano	grupo	alternativoj	prononco
level	estro	viršininkas, viršininkas	a boss, a chief	grupo	alternativoj	prononco
level	delegi	deleguoti	to delegate	grupo	alternativoj	prononco
level	blinda	aklas	blind	grupo	alternativoj	prononco
level	fianĉo	sužadėtinis, sužadėtinis	a fiance, a fiancé	grupo	alternativoj	prononco
level	elektromotoro	elektros variklis	an electric motor	grupo	alternativoj	prononco
level	kroĉi	užkabinti, surišti	to hook, to concatenate	grupo	alternativoj	prononco
level	ekveturi	pradėti vairuoti	to start off driving	grupo	alternativoj	prononco
level	ĉiel	visais būdais	in every way	grupo	alternativoj	prononco
level	klera	išsilavinęs, kultūringas	educated, cultured	grupo	alternativoj	prononco
level	dolaro	doleris	a dollar	grupo	alternativoj	prononco
level	fajfi	švilpti	to whistle	grupo	alternativoj	prononco
level	duone	per pusę	in half	grupo	alternativoj	prononco
level	glata	lygus, glotnus	smooth, slick	grupo	alternativoj	prononco
level	vomi	vemti	to vomit	grupo	alternativoj	prononco
level	difekti	sugadinti, sugadinti, sugadinti, sužaloti	to damage, to impair, to spoil, to injure	grupo	alternativoj	prononco
level	ĝemi	dejuoti, dejuoti	to groan, to moan	grupo	alternativoj	prononco
level	devo	pareiga	a duty	grupo	alternativoj	prononco
level	heziti	dvejoti	to hesitate	grupo	alternativoj	prononco
level	dekstre	dešinėje	at right	grupo	alternativoj	prononco
level	velo	burė	a sail	grupo	alternativoj	prononco
level	muta	tylus, nebylus, nebylus	silent, mute, dumb	grupo	alternativoj	prononco
level	tiel A kiel B	tokie A kaip B	such A as B	grupo	alternativoj	prononco
level	ĉifono	skudurėlis, šukė, laužas	a rag, a tatter, a scrap	grupo	alternativoj	prononco
level	danko	ačiū, įvertinimas	thank, appreciation	grupo	alternativoj	prononco
level	kaj tiel plu (k.t.p.)	ir t.t. ir t.t	and so on, et cetra, e.t.c.	grupo	alternativoj	prononco
level	flamo	liepsna	a flame	grupo	alternativoj	prononco
level	ajlo	česnaką	a garlic	grupo	alternativoj	prononco
level	pala	blyškus	pale	grupo	alternativoj	prononco
level	danco	šokis	a dance	grupo	alternativoj	prononco
level	kamarado	bendražygis, bendražygis, bičiulis, draugas	a comrade, a companion, a buddy, a pal	grupo	alternativoj	prononco
level	k.t.p (ktp)	ir tt	etc	grupo	alternativoj	prononco
level	kokoso	kakavos riešutas	a cocoa nut	grupo	alternativoj	prononco
level	mastrino	šeimininkė, šeimininkė, (moteris) savininkė	a landlady, a mistriss, a (female) owner	grupo	alternativoj	prononco
level	bero	uoga	a berry	grupo	alternativoj	prononco
level	humoro	humoras	a humour	grupo	alternativoj	prononco
level	bonveno	pasveikinimas	a welcome	grupo	alternativoj	prononco
level	alilandano	užsienietis (=eksterlandano)	a foreigner (=eksterlandano)	grupo	alternativoj	prononco
level	sonoro	rezonansinis garsas	a resonant sound	grupo	alternativoj	prononco
level	lastatempe	neseniai, pastaruoju metu	recently, lately	grupo	alternativoj	prononco
level	bele	gražiai	beautifully	grupo	alternativoj	prononco
level	karaktero	charakteris, prigimtis, asmenybė	a character, a nature, a personality	grupo	alternativoj	prononco
level	moro	bendras paprotys, įprastas elgesys, papročiai	general custom, habitual conduct, mores	grupo	alternativoj	prononco
level	libero	laisvė, laisvė	liberty, a freedom	grupo	alternativoj	prononco
level	lama	luošas, silpnas, svyruojantis	lame, feeble, hobbling	grupo	alternativoj	prononco
level	ĉielarko	vaivorykštė	a rainbow	grupo	alternativoj	prononco
level	adiaŭi	atsisveikinti, atsisveikinti	to bid adieu, to say goodbye	grupo	alternativoj	prononco
level	biblioteko	biblioteka	a library	grupo	alternativoj	prononco
level	antikva	senovinis, senovinis	antique, ancient	grupo	alternativoj	prononco
level	societo	maža visuomenė	a small society	grupo	alternativoj	prononco
level	antaŭ-hieraŭ	prieš vakar, užvakar	before yesterday, the day before yesterday	grupo	alternativoj	prononco
level	abio	eglė	a fir	grupo	alternativoj	prononco
level	kuniklo	triušis, kūgis	a rabbit, a coney	grupo	alternativoj	prononco
level	biliono	milijardas, trilijonas	a billion, a trillion	grupo	alternativoj	prononco
level	etaĝo	aukštas, istorija (pastato)	floor, story (of a building)	grupo	alternativoj	prononco
level	konsilo	patarimas, patarimas	an advice, a counsel	grupo	alternativoj	prononco
level	lekcio	paskaita	a lecture	grupo	alternativoj	prononco
level	aventuro	nuotykis	an adventure	grupo	alternativoj	prononco
level	enua	nuobodu, nuobodu	boring, bored	grupo	alternativoj	prononco
level	grimpi	lipti	to climb	grupo	alternativoj	prononco
level	cerbumi	cerebruoti, krapštyti smegenis, galvosūkį	to cerebrate, to rack one's brains, to puzzle over	grupo	alternativoj	prononco
level	aminda	malonus	amiable	grupo	alternativoj	prononco
level	vero	tiesa	a truth	grupo	alternativoj	prononco
level	mordi	įkąsti	to bite	grupo	alternativoj	prononco
level	tondri	griaudėti	to thunder	grupo	alternativoj	prononco
level	kurbo	kreivė	a curve	grupo	alternativoj	prononco
level	nuda	nuogas, nuogas, nuogas	naked, bare, nude	grupo	alternativoj	prononco
level	marmelado	marmeladas, uogienė	a marmelade, a jam	grupo	alternativoj	prononco
level	verda stelo	žalia žvaigždė	a green star	grupo	alternativoj	prononco
