A.lt content.tsv
Level	Esperanto	lt	en-us	Grupo	Alternativoj	Pronoco
level	mi havas tion	as tai turiu	I have that	grupo	alternativoj	prononco
level	kion vi havas en via mano?	ką turi rankoje?	what do you have in your hand?	grupo	alternativoj	prononco
level	antaŭ aŭ malantaŭ?	priekyje ar gale?	in front or behind?	grupo	alternativoj	prononco
level	antaŭ aŭ post?	prieš ar po?	before or after?	grupo	alternativoj	prononco
level	tie malantaŭ la pordo	ten už durų	there behind the door	grupo	alternativoj	prononco
level	aliaj, aliaj homoj	kiti, kiti žmonės	others, other people	grupo	alternativoj	prononco
level	leteroj de aliaj	kitų laiškų	letters from others	grupo	alternativoj	prononco
level	falis el la mano	iškrito iš rankų	fell out of the hand	grupo	alternativoj	prononco
level	sur la tablo, sur la tablon	ant stalo, ant stalo	on the table, onto the table	grupo	alternativoj	prononco
level	ĝi falis sur la tablon	nukrito ant stalo	it fell on the table	grupo	alternativoj	prononco
level	petis pardonon	prašė atleidimo	asked for pardon	grupo	alternativoj	prononco
level	serĉis kvin librojn	ieškojo penkių knygų	was searching for five books	grupo	alternativoj	prononco
level	pardonu, mi serĉis mian libron	atsiprašau, aš ieškojau savo knygos.	sorry, I was looking for my book.	grupo	alternativoj	prononco
level	sed vi bone scias	bet tu gerai žinai	but you know well	grupo	alternativoj	prononco
level	ne estas sur mia tablo	nėra ant mano stalo	is not on my table	grupo	alternativoj	prononco
level	viaj libroj ne estas sur mia tablo	tavo knygų nėra ant mano stalo	your books are not on my table	grupo	alternativoj	prononco
level	ree donis, redonis	vėl davė, grąžino	again gave, returned	grupo	alternativoj	prononco
level	redonu la leteron al mi.	grąžinti man laišką	return the letter to me	grupo	alternativoj	prononco
level	ricevis bonan lecionon	gavo gerą pamoką	received a good lesson	grupo	alternativoj	prononco
level	plu lavis, ne plu manĝis	toliau prausdavo, daugiau valgydavo	further washed, ate any more	grupo	alternativoj	prononco
level	ne plu legos	nebeskaitys	will no longer read	grupo	alternativoj	prononco
level	ankaŭ mi ricevis	as irgi gavau	I also received	grupo	alternativoj	prononco
level	devas fermi	turi uždaryti	has to close	grupo	alternativoj	prononco
level	mi devas bone fermi	Turiu gerai užsidaryti	I have to close well	grupo	alternativoj	prononco
level	bone fermis la pordon	sandariai uždarė duris	closed the door tightly	grupo	alternativoj	prononco
level	trankvila, trankviliĝu	ramu, nusiramink	calm, calm down	grupo	alternativoj	prononco
level	aŭdis sed ne aŭskultis	girdėjo, bet neklausė	heard but did not listen	grupo	alternativoj	prononco
level	aŭdis trankvilan sonon	išgirdo ramų garsą	heard a calm sound	grupo	alternativoj	prononco
level	ĉe mi estis kvar poŝoj	pas mane yra 4 kišenės	at me, there are 4 pockets	grupo	alternativoj	prononco
level	dek tagoj post la lasta leciono	dešimt dienų po paskutinės pamokos	ten days after the last lesson	grupo	alternativoj	prononco
level	inter la du tabloj	tarp dviejų stalų	between the two tables	grupo	alternativoj	prononco
level	tri leteroj, ses paperoj	trys raidės, šeši popieriai	three letters, six papers	grupo	alternativoj	prononco
level	de kapo ĝis piedo	nuo galvos iki pėdos	from head to foot	grupo	alternativoj	prononco
level	kvar, kvara, kvaropo, kvarono	keturi, ketvirti, kvartetas, ketvirtis	four, fourth, a quartet, a quarter	grupo	alternativoj	prononco
level	kien iris la triopo?	kur dingo trijulė	where did the trio go	grupo	alternativoj	prononco
level	kvin fingroj en ambaŭaj manoj	penkis pirštus abiejose rankose	five fingers in both hands	grupo	alternativoj	prononco
level	si mem, sia poŝo	pats, savo kišenė	by oneself, one's own pocket	grupo	alternativoj	prononco
level	meti, kunmeti, kunmetaĵo	sudėti, sudėti, junginys	put, put together, a compound	grupo	alternativoj	prononco
level	metis en sian poŝon	įsidėti į savo kišenę	put in one's own pocket	grupo	alternativoj	prononco
level	du cent nacioj en la mondo	du šimtai pasaulio tautų	two hundred nations in the world	grupo	alternativoj	prononco
level	prenis, forprenis	paėmė, atėmė	took, took away	grupo	alternativoj	prononco
level	prenis sep el siaj naŭ libroj	paėmė septynias iš savo devynių knygų	took seven out of his own nine books	grupo	alternativoj	prononco
level	lasi, forlasita	palikti, paliktas	to leave, abandoned	grupo	alternativoj	prononco
level	lasu min sola kaj trankvila	palik mane ramybėje ir ramiai	leave me alone and calm	grupo	alternativoj	prononco
level	mil ok cent ok dek sep	tūkstančiai aštuoni šimtai aštuoniasdešimt septyni (1887)	thousand eight hundred and eighty seven (1887)	grupo	alternativoj	prononco
level	taso da teo	Arbatos puodelis	a cup of tea	grupo	alternativoj	prononco
level	oni lavis ok tasojn	kažkas išplovė aštuonis puodelius	somebody washed eight cups	grupo	alternativoj	prononco
level	du mil dek naŭ	du tūkstančiai devyniolika (2019 m.)	two thousand nineteen (2019)	grupo	alternativoj	prononco
level	li lavis sin	jis nusiprausė	he washed himself	grupo	alternativoj	prononco
level	sia korpo, sia propra posedo	savo kūną, savo nuosavybę	one's body, one's own possession	grupo	alternativoj	prononco
level	sur la tablo, la kato dormis	ant stalo katinas miegojo	on the table, the cat slept	grupo	alternativoj	prononco
level	la kato saltis sur la tablon	katė užšoko ant stalo	the cat jumped onto the table	grupo	alternativoj	prononco
level	en la halo, en la halon	salėje, į salę	in the hall, into the hall	grupo	alternativoj	prononco
level	enfalis en lian manon	įkrito jam į ranką	fell into his hand	grupo	alternativoj	prononco
level	labori, ellabori	dirbti, detalizuoti	to work, to elaborate	grupo	alternativoj	prononco
level	ellabori por tiu libro	detalizuoti tai knygai	to elaborate for that book	grupo	alternativoj	prononco
level	scias, scivolas, scivolo	žino, nori žinoti, smalsumas	knows, wants to know, curiosity	grupo	alternativoj	prononco
level	dulingva, dulingveco	dvikalbystė, dvikalbystė	bilingual, bilingualism	grupo	alternativoj	prononco
level	scivolas pri trilingva lernanto	stebisi trikalbio besimokančiojo	wonders about a trilingual learner	grupo	alternativoj	prononco
level	iris, reiris	nuėjo, grįžo	went, returned	grupo	alternativoj	prononco
level	la katoj reiris al siaj domoj	katės grįžo į savo (savo) namus	the cats returned to their (own) homes	grupo	alternativoj	prononco
level	en la sako, en la sakon	maiše, į maišą	in the bag, into the bag	grupo	alternativoj	prononco
level	enmetu ĝin en vian sakon	įsidėkite į savo krepšį	put it into your bag	grupo	alternativoj	prononco
level	piedo, piediras, piediranto	koja, pasivaikščiojimai, pėsčiasis	a foot, walks, a pedestrian	grupo	alternativoj	prononco
level	dek-tage ili piediris	dešimt dienų jie vaikščiojo	for ten days, they walked	grupo	alternativoj	prononco
level	preni, elpreni	paimti, išnešti	to take, to take out	grupo	alternativoj	prononco
level	belaj floroj, prenis belajn florojn	gražių gėlių, paėmė gražių gėlių	beautiful flowers, took beautiful flowers	grupo	alternativoj	prononco
level	li elprenis nur belajn florojn	jis išėmė tik gražias gėles	he took out only beautiful flowers	grupo	alternativoj	prononco
level	malfermis, sed tuj fermis	atidaryta, bet iškart uždaryta	opened, but immediately closed	grupo	alternativoj	prononco
level	malfermis internacian kunvenon	atidarė tarptautinį susitikimą	opened an international meeting	grupo	alternativoj	prononco
level	eldonis kaj disdonis	paskelbta ir platinama	published and distributed	grupo	alternativoj	prononco
level	la eldonisto eldonis dudek tri librojn	leidykla išleido dvidešimt tris knygas	the publisher published twenty-three books	grupo	alternativoj	prononco
level	revenis kaj revidis sian filon	grįžo ir vėl pamatė savo sūnų	returned and saw one's own son again	grupo	alternativoj	prononco
level	en la jaro dumil dudek tri	du tūkstančiai dvidešimt trečiais metais (2023 m.)	in the year two thousand and twenty three (2023)	grupo	alternativoj	prononco
level	sinjoro eniris la vendejon	ponas įėjo (į) parduotuvę	a gentleman entered (into) the store	grupo	alternativoj	prononco
level	la vendejo de aŭtoj	automobilių parduotuvė	the store of cars	grupo	alternativoj	prononco
level	tie li vidas sinjorinon	ten jis pamato damą	there he sees a lady	grupo	alternativoj	prononco
level	karaj gesinjoroj	Mielos Ponios ir Ponai	dear ladies and gentlemen	grupo	alternativoj	prononco
level	tio plaĉis al mi	tai man patiko (man tai patinka)	that pleased me (I like that)	grupo	alternativoj	prononco
level	la sinjorino plaĉis al li	ponia jam patiko (jam patiko ponia)	the lady pleased him (he liked the lady)	grupo	alternativoj	prononco
level	vidis la belan sinjorinon	pamatė gražią moterį	saw the beautiful lady	grupo	alternativoj	prononco
level	kiu plaĉis al li?	kas jam patiko? (kas jam patiko?)	who pleased him? (whom did he like?)	grupo	alternativoj	prononco
level	la virino, kiu plaĉis al mi	moteris, kuri man patiko	the woman, who pleased me	grupo	alternativoj	prononco
level	tiu, kiu eniris la domon	tas, kuris įėjo į namą	the one who entered the house	grupo	alternativoj	prononco
level	la viro, kiu donacis ĝin	jį padovanojęs žmogus	the man who donated it	grupo	alternativoj	prononco
level	li donacis ringon al lia edzino	jis padovanojo savo žmonai žiedą	he gave a ring to his wife	grupo	alternativoj	prononco
level	la ringo plaĉis al ŝi	jai patiko žiedas	she liked the ring	grupo	alternativoj	prononco
level	la edzino, al kiu la ringo plaĉis	žmona, kuriai patiko žiedas	the wife who liked the ring	grupo	alternativoj	prononco
level	vendisto laboras en la vendejo	parduotuvėje dirba pardavėja	a salesman works in the store	grupo	alternativoj	prononco
level	vendisto de aŭtoj	automobilių pardavėjas	a salesman of cars	grupo	alternativoj	prononco
level	la sinjoro demandis al la vendisto	— paklausė ponas pardavėjo	the gentleman asked the salesman	grupo	alternativoj	prononco
level	kiu aŭto plaĉas al vi?	koks automobilis tau patinka?	which car do you like?	grupo	alternativoj	prononco
level	kiun aŭton vi elektos?	kurį automobilį rinksitės?	which car will you choose?	grupo	alternativoj	prononco
level	mi elektis tiun aŭton	Aš pasirinkau tą mašiną	I chose that car	grupo	alternativoj	prononco
level	ĝi estas pli bona	geriau	it is better	grupo	alternativoj	prononco
level	pli bona ol ĉi tio	geriau nei ši	better than this	grupo	alternativoj	prononco
level	plej bona el ili	geriausias iš jų	best of them	grupo	alternativoj	prononco
level	estas la plej bona	yra geriausias	is the best	grupo	alternativoj	prononco
level	kiu aŭto estas la plej bona?	koks automobilis geriausias?	which car is the best?	grupo	alternativoj	prononco
level	tiu ĉi aŭto estas pli bona	šis automobilis geresnis	this car is better	grupo	alternativoj	prononco
level	tiu ĉi estas la plej bona	šis yra geriausias	this one is the best	grupo	alternativoj	prononco
level	vidis ĉiujn aŭtojn	matė visus automobilius	saw all the cars	grupo	alternativoj	prononco
level	la plej bona el ĉiuj	geriausias iš visų	the best of all	grupo	alternativoj	prononco
level	ĉu ĝi estas rapida?	ar tai greita?	is it fast?	grupo	alternativoj	prononco
level	pli rapida ol aliaj	greičiau nei kiti	faster than others	grupo	alternativoj	prononco
level	estas ankaŭ forta	taip pat yra stiprus	is also strong	grupo	alternativoj	prononco
level	ho jes, kompreneble!	o taip, žinoma!	oh yes, of course!	grupo	alternativoj	prononco
level	estas tre forta	yra labai stiprus	is very strong	grupo	alternativoj	prononco
level	certe ĝi estas forta	tikrai stiprus	certainly it is strong	grupo	alternativoj	prononco
level	estas ankaŭ multekosta	taip pat yra brangus	is also expensive	grupo	alternativoj	prononco
level	la plej multekosta el ĉiuj	brangiausias iš visų	the most expensive of all	grupo	alternativoj	prononco
level	malmultekosta sed forta	pigus, bet stiprus	cheap but strong	grupo	alternativoj	prononco
level	bedaŭras kaj bedaŭrindas	gailisi ir gailisi (verta gailėtis)	feels sorry and is pityful (worth feeling sorry)	grupo	alternativoj	prononco
level	bedaŭrinde mi ne aĉetos	deja nepirksiu	unfortunately I will not buy	grupo	alternativoj	prononco
level	estas bedaŭrinda afero	yra nelaimingas dalykas	is an unfortunate thing	grupo	alternativoj	prononco
level	li aĉetis novan aŭton	jis nusipirko naują automobilį	he bought a new car	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	nes neturiu pinigų	because I do not have money	grupo	alternativoj	prononco
level	mia malnova aŭto	mano sena mašina	my old car	grupo	alternativoj	prononco
level	la plej malmultekosta el ĉiuj	pigiausias iš visų	the cheapest of all	grupo	alternativoj	prononco
level	mi veturos tien	Aš ten važiuosiu	I'll drive there	grupo	alternativoj	prononco
level	ankoraŭ veturos per ĝi	vis tiek važiuos su juo	will still drive with it	grupo	alternativoj	prononco
level	dum la tuta tago	visą dieną	all day long	grupo	alternativoj	prononco
level	dum li diris tion	kol jis tai pasakė	while he said that	grupo	alternativoj	prononco
level	li denove rigardis ŝin	jis vėl pažvelgė į ją	he looked at her again	grupo	alternativoj	prononco
level	sed la vendisto diris	bet pardavėjas pasakė	but the salesman said	grupo	alternativoj	prononco
level	estus pli bone, ke ~	būtų geriau, kad ~	it would be better that ~	grupo	alternativoj	prononco
level	rigardu tiun ĉi sinjorinon	pažiūrėk į šią panelę	look at this lady	grupo	alternativoj	prononco
level	ankaŭ tio estas tre multekosta	tai irgi labai brangu	that is also very expensive	grupo	alternativoj	prononco
level	mi estas ŝia edzo	Aš esu jos vyras	I am her husband	grupo	alternativoj	prononco
level	kiom via vojaĝo kostis?	kiek kainavo tavo kelione?	how much did your trip cost?	grupo	alternativoj	prononco
level	aŭskultu la kanton de via edzino	klausytis savo žmonos dainos	listen to your wife's song	grupo	alternativoj	prononco
level	ne forgesu, ke ĝi tre multe kostas	nepamirškite, kad tai kainuoja daug	don’t forget that it costs a lot	grupo	alternativoj	prononco
level	li helpis la vendiston dum du horoj	jis pardavėjui padėjo dvi valandas	he helped the salesman for two hours	grupo	alternativoj	prononco
level	jam pli ol tri jaroj	daugiau nei trejus metus	for more than three years	grupo	alternativoj	prononco
level	kovri, kovrilo, malkovri	uždengti, uždengti, atskleisti (atrasti)	cover, cover, uncover (discover)	grupo	alternativoj	prononco
level	la kialon li ankoraŭ ne malkovris	priežasties jis dar neatrado	the reason he has not yet discovered	grupo	alternativoj	prononco
level	kial vi komencis sendi leterojn?	kodel pradėjai siųsti laiškus?	why did you start sending letters?	grupo	alternativoj	prononco
level	dum ok monatoj li vivis tie	aštuonis mėnesius jis ten gyveno	for eight months he lived there	grupo	alternativoj	prononco
level	ne havis tempon por aŭskulti	neturėjo laiko klausytis	didn't have time to listen	grupo	alternativoj	prononco
level	la aŭto estis jam plena	automobilis jau buvo pilnas	the car was already full	grupo	alternativoj	prononco
level	kion vi manĝas?	ką tu valgai	what are you eating	grupo	alternativoj	prononco
level	kia estas la vetero?	koks oras?	what's the weather like?	grupo	alternativoj	prononco
level	kian aŭton vi havas?	kokį automobilį turi?	what kind of car do you have?	grupo	alternativoj	prononco
level	kiaj estis ŝiaj leteroj?	kokie buvo jos laiškai?	what were her letters like?	grupo	alternativoj	prononco
level	kie ni estas?	Kur mes esame?	where are we?	grupo	alternativoj	prononco
level	kien vi iras?	Kur tu eini?	where are you going to?	grupo	alternativoj	prononco
level	al kiu vi donis ĝin?	kam davei?	to whom did you give it?	grupo	alternativoj	prononco
level	la viro, kun kiu vi vojaĝis	vyras, su kuriuo keliavai	the man whom you traveled with	grupo	alternativoj	prononco
level	pli granda ol la aŭto	didesnis nei automobilis	bigger than the car	grupo	alternativoj	prononco
level	la plej alta el tiuj homoj	aukščiausias iš tų žmonių	the tallest of those people	grupo	alternativoj	prononco
level	li sidis dum la manĝo	jis sėdėjo vakarienės metu	he was sitting at dinner	grupo	alternativoj	prononco
level	ŝi skribas dum li legas	ji rašo, o jis skaito	she writes while he reads	grupo	alternativoj	prononco
level	ĉi tie, en ĉi tiu ĉambro	čia, šiame kambaryje	here, in this room	grupo	alternativoj	prononco
level	tiu ĉi sinjoro	šis džentelmenas	this gentleman	grupo	alternativoj	prononco
level	aŭskultinda novaĵo	naujiena verta pasiklausyti	a news worth listening	grupo	alternativoj	prononco
level	la libro estas vere leginda	knyga tikrai verta perskaityti	the book is really worth reading	grupo	alternativoj	prononco
level	bedaŭra afero	nelaimingas dalykas	an unfortunate thing	grupo	alternativoj	prononco
level	bedaŭrinde, mi ne povas	deja, negaliu	unfortunately, I can't	grupo	alternativoj	prononco
level	nedankinde. estis mia plezuro	esate laukiami. tai buvo mano malonumas	you are welcome. it was my pleasure	grupo	alternativoj	prononco
level	eta belulino ege belas	maža graži mergaitė yra labai graži	small pretty girl is very beautiful	grupo	alternativoj	prononco
level	ĉiuj amikoj amas ŝin	visi draugai ją myli	all friends love her	grupo	alternativoj	prononco
level	antaŭ tri monatoj	prieš tris mėnesius	three months ago	grupo	alternativoj	prononco
level	okazis malbono al ŝi	jai atsitiko kažkas blogo	something bad happened to her	grupo	alternativoj	prononco
level	ŝi falis pro aŭto	ji nukrito dėl automobilio	she fell because of a car	grupo	alternativoj	prononco
level	malsaniĝis kaj temperaturo altiĝis	susirgo ir pakilo temperatūra	became ill and temperature rose	grupo	alternativoj	prononco
level	patrino diris, ke ŝi devas ripozi	mama pasakė, kad turėtų pailsėti	mother said she should rest	grupo	alternativoj	prononco
level	ŝi devas resti hejme	ji turi likti namuose	she has to stay home	grupo	alternativoj	prononco
level	ŝi vokos doktoron	ji paskambins gydytojui	she will call a doctor	grupo	alternativoj	prononco
level	je la naŭa horo	Devintą valandą	at nine o'clock	grupo	alternativoj	prononco
level	matene venis je la oka	ryto atėjo aštuntą valandą	in the morning came at eight o'clock	grupo	alternativoj	prononco
level	je la sepa morgaŭ vespere	rytoj septintą vakaro	at seven tomorrow evening	grupo	alternativoj	prononco
level	montris liajn manojn	parodė rankas	showed his hands	grupo	alternativoj	prononco
level	vesto, vestiĝas	suknelė, rengiasi	dress, is getting dressed	grupo	alternativoj	prononco
level	vestiĝu kaj varmigu vian korpon	apsirenkite ir sušildykite kūną	get dressed and warm your body	grupo	alternativoj	prononco
level	hejme tuj malvestis kaj duŝis	namuose iš karto nusirengė ir nusiprausė	at home immediately undressed and showered	grupo	alternativoj	prononco
level	doktoro rigardis ĉion	gydytojas viską apžiūrėjo	a doctor looked at everything	grupo	alternativoj	prononco
level	bone rigardis kaj fine diris	įdėmiai pažiūrėjo ir galiausiai pasakė	looked throughly and finally said	grupo	alternativoj	prononco
level	unu semajnon restu hejme	likti namuose savaitei	stay home for a week	grupo	alternativoj	prononco
level	deziras, ke vi estu trankvila	nori, kad būtum ramus	wants you to be calm	grupo	alternativoj	prononco
level	post unu semajno	po vienos savaitės	after one week	grupo	alternativoj	prononco
level	vi fartos pli bone	jausitės geriau	you will feel better	grupo	alternativoj	prononco
level	trinku multe da teo	gerti daug arbatos	drink plenty of tea	grupo	alternativoj	prononco
level	venos por revidi vin	vėl ateis pas tave	will come to see you again	grupo	alternativoj	prononco
level	ankaŭ li estu trankvila	tegul ir jis būna ramus	let him be calm too	grupo	alternativoj	prononco
level	sana homo, sanulo	sveikas žmogus, sveikas žmogus	healthy man, healthy person	grupo	alternativoj	prononco
level	zorgis pri si mem	pasirūpino savimi	took care of oneself	grupo	alternativoj	prononco
level	tuta afero tuje utilis al mi	visa tai man buvo naudinga iš karto	the whole thing was useful to me at once	grupo	alternativoj	prononco
level	rimarkis, ke teruraĵo proksimas	pastebėjo, kad šalia yra baisus dalykas	noticed that horrible thing is near	grupo	alternativoj	prononco
level	petis tuj rimarki ĝin	paprašė nedelsiant tai pastebėti	asked to notice it immediately	grupo	alternativoj	prononco
level	pensis, ke tio ne necesas	manė, kad to nereikia	thought that was not necessary	grupo	alternativoj	prononco
level	loĝis proksime, kaj tio utilis	gyveno netoliese, ir tai buvo naudinga	lived nearby, and that was useful	grupo	alternativoj	prononco
level	nia lando hodiaŭ teruriĝis	mūsų šalis šiandien išsigando	our country became terrified today	grupo	alternativoj	prononco
level	karaj infanoj el ĉiuj familioj	mieli vaikai iš visų šeimų	dear children from all families	grupo	alternativoj	prononco
level	unu fojon hieraŭ, du fojojn morgaŭ	vieną kartą vakar, du kartus rytoj	once yesterday, twice tomorrow	grupo	alternativoj	prononco
level	hodiaŭ familioj bezonas infanojn	šiandien šeimoms reikia vaikų	today families need children	grupo	alternativoj	prononco
level	esperis, ke li fartos bone morgaŭ	tikėjosi, kad rytoj jis pasveiks	hoped he would be well tomorrow	grupo	alternativoj	prononco
level	li fartis ege trankvila	jis jautėsi (buvo) labai ramus	he was feeling (has been) very calm	grupo	alternativoj	prononco
level	tri etuloj altigis la monton	trys mažyliai pakėlė kalną	three little ones raised the mountain	grupo	alternativoj	prononco
level	gravuloj ne petis helpon	svarbūs žmonės pagalbos neprašė	important people did not ask for help	grupo	alternativoj	prononco
level	piediris tien por helpi	nuėjo ten padėti	walked there to help	grupo	alternativoj	prononco
level	restu hejme se temperaturo altas	likti namuose, jei temperatūra aukšta	stay home if temperature is high	grupo	alternativoj	prononco
level	temperaturo restis simila hodiaŭ	ir šiandien temperatūra išliko panaši	temperature remained similar today	grupo	alternativoj	prononco
level	voku la doktoron je la naŭa	devintą paskambinti gydytojui	call the doctor at nine	grupo	alternativoj	prononco
level	montru ĝin al via doktoro	parodyk tai savo gydytojui	show it to your doctor	grupo	alternativoj	prononco
level	por montri vian piedon	parodyti savo koją	to show your foot	grupo	alternativoj	prononco
level	vestu ĉi tiun ĉemizon	dėvėti šiuos marškinius	wear this shirt	grupo	alternativoj	prononco
level	semajnfine ĉio trankviliĝos	savaitgalį viskas nurims	on the weekend everything will calm down	grupo	alternativoj	prononco
level	sub la te-taso kion vi trovis?	ką radai po arbatos puodeliu?	under the tea-cup what did you find?	grupo	alternativoj	prononco
level	mi deziras matenan teon	Noriu rytinės arbatos	I want morning tea	grupo	alternativoj	prononco
level	esperis trankvilan vesperon	tikėjosi ramaus vakaro	hoped for a quiet evening	grupo	alternativoj	prononco
level	deziras, ke vi lernu	nori, kad tu išmoktum	wants that you learn	grupo	alternativoj	prononco
level	insistis, ke mi iru	primygtinai reikalavo, kad eičiau	insisted that I go	grupo	alternativoj	prononco
level	je kioma horo?	kokia valanda?	at what hour?	grupo	alternativoj	prononco
level	je la sesa, li venos	šeštą jis ateis	at six he will come	grupo	alternativoj	prononco
level	la libreto estis ĉarma	libretas buvo žavus	the libretto was charming	grupo	alternativoj	prononco
level	estu trankvila	tylėk	be quiet	grupo	alternativoj	prononco
level	li estu trankvila	tegu tyli	let him be quiet	grupo	alternativoj	prononco
level	ankaŭ li	jis taip pat	he too	grupo	alternativoj	prononco
level	mi deziras	aš noriu (noras)	I want (desire)	grupo	alternativoj	prononco
level	mi deziras, ke ~	Linkiu (trokštu), kad ~	I wish (desire) that ~	grupo	alternativoj	prononco
level	ke vi lernu	kad tu išmoksti	that you learn	grupo	alternativoj	prononco
level	mi deziras, ke vi lernu	Noriu, kad išmoktum	I want you to learn	grupo	alternativoj	prononco
level	patro insistas	tėvas primygtinai reikalauja	father insists	grupo	alternativoj	prononco
level	patro insistas, ke ~	tėvas primygtinai reikalauja, kad ~	father insists that ~	grupo	alternativoj	prononco
level	ke mi iru	kad einu	that I go	grupo	alternativoj	prononco
level	patro insistas, ke mi iru	tėvas primygtinai reikalauja, kad eičiau	father insists that I go	grupo	alternativoj	prononco
level	je kioma horo	kurią valandą	at what hour	grupo	alternativoj	prononco
level	je kioma horo vi venos?	kada ateisi?	what time do you come?	grupo	alternativoj	prononco
level	je la kvina	penktą valandą)	at five (o'clock)	grupo	alternativoj	prononco
level	je la kvina horo	penktą valandą	at five o'clock	grupo	alternativoj	prononco
level	kiel li fartas?	kaip jam sekasi?	how does he doing?	grupo	alternativoj	prononco
level	kiel vi fartis lastatempe?	kaip sekesi pastaruoju metu?	how have you been lately?	grupo	alternativoj	prononco
level	etaj libroj belas	mažos knygelės gražios	little books are beautiful	grupo	alternativoj	prononco
level	libreto, belaj libroj	knygelė, gražios knygos	a booklet, beautiful books	grupo	alternativoj	prononco
level	bela, beleta, belega	gražus, šiek tiek gražus, labai gražus	beautiful, a little pretty, very beautiful	grupo	alternativoj	prononco
level	varma, varmeta, varmega	šiltas, drungnas, labai karštas	warm, lukewarm, very hot	grupo	alternativoj	prononco
level	librego, libreto	didelė knyga, knygelė	a big book, a booklet	grupo	alternativoj	prononco
level	bona, bonega, bonege	gerai, puiku, gerai	good, great, well	grupo	alternativoj	prononco
level	riĉa, riĉiĝi, riĉulo	turtingas, tapti turtingas, turtingas žmogus	rich, become rich, a rich person	grupo	alternativoj	prononco
level	trankvila, trankviliĝi, trankviliĝu	nurimti, nurimti, nusiraminti	calm, to calm down, calm down	grupo	alternativoj	prononco
level	sana, resaniĝi, resaniĝis	sveikas, pasveikti, tapo išgydytas	healthy, to become healed, became healed	grupo	alternativoj	prononco
level	edzo, edziĝo, geedziĝis	vyras, santuoka, vedęs	a husband, marriage, married	grupo	alternativoj	prononco
level	leterportisto	laiškininkas	a letter postman	grupo	alternativoj	prononco
level	hejmlando	tėvynė	a homeland	grupo	alternativoj	prononco
level	iom, iomete	šiek tiek, šiek tiek	somewhat, a little	grupo	alternativoj	prononco
level	ni bonege vespermanĝis	turėjome puikią vakarienę	we had a great dinner	grupo	alternativoj	prononco
level	espereble, prizorgu vin	tikiuosi, pasirūpink savimi	hopefully, take care of yourself	grupo	alternativoj	prononco
level	mi zorgis pri la altkvalita loĝejo	Man rūpėjo kokybiškas būstas	I cared about the high-quality housing	grupo	alternativoj	prononco
level	pripensu dufoje, multfoje	pagalvok du kartus, daug kartų	think twice, many times	grupo	alternativoj	prononco
level	kiu deprenis la libreton?	kas nuėmė knygelę?	who took down the booklet?	grupo	alternativoj	prononco
level	kato, kiu nomiĝas Cezaro	katė vardu Cezaris	a cat named Caesar	grupo	alternativoj	prononco
level	kuko, kiu estas sur la tablo	tortas, kuris yra ant stalo	a cake which is on the table	grupo	alternativoj	prononco
level	manĝu kukon, kiu estas sur la tablo	valgyti pyragą, kuris yra ant stalo	eat a cake that is on the table	grupo	alternativoj	prononco
level	fariĝis varmega kaj ruĝiĝis	pasidarė karšta ir paraudo	became hot and blushed	grupo	alternativoj	prononco
level	patro volas, ke lia infano manĝu	tėvas nori, kad jo vaikas valgytų	a father wants his child to eat	grupo	alternativoj	prononco
level	en malgranda ĉambro	mažame kambaryje	in a small room	grupo	alternativoj	prononco
level	ni loĝas en ~	mes gyvename ~	we live in ~	grupo	alternativoj	prononco
level	mi fariĝis maltrankvila	Man pasidarė neramu	I became anxious	grupo	alternativoj	prononco
level	tiam, kiam mi vidis vin	tuo metu, kai pamačiau tave	at that time when I saw you	grupo	alternativoj	prononco
level	ĉiuj rimarkis tion	visi tai pastebėjo	everyone noticed that	grupo	alternativoj	prononco
level	tion, ke ŝi estas belega	faktas, kad ji graži	the fact that she is beautiful	grupo	alternativoj	prononco
level	ĉu vi deziras, ke ~ ?	ar tu to nori? (deziri)	do you want that ~ ? (deziri)	grupo	alternativoj	prononco
level	ke mi montru al vi	kad galėčiau tau parodyti	that I may show you	grupo	alternativoj	prononco
level	ĉu vi deziras, ke mi montru?	nori, kad parodyčiau?	do you want me to show?	grupo	alternativoj	prononco
level	mian plej novan libron	mano naujausia knyga (tikslas)	my newest book (objective)	grupo	alternativoj	prononco
level	morgaŭ matene, kion vi volas?	rytoj ryte, ko tu nori?	tomorrow morning, what do you want?	grupo	alternativoj	prononco
level	matenmanĝis malfrue	vėlai papusryčiavo	had breakfast late	grupo	alternativoj	prononco
level	kiam Marko alvenos?	kada ateis Markas?	when will Mark arrive?	grupo	alternativoj	prononco
level	je la kvina aŭ je la oka horo	penktą ar aštuntą valandą	at five or eight o'clock	grupo	alternativoj	prononco
level	kiam vi rimarkis, ke ~ ?	kada tai pastebėjai ~ ?	when did you notice that ~ ?	grupo	alternativoj	prononco
level	la tuta familio nomas min bonfarulo	visa šeima mane vadina geradariu	the whole family calls me a benefactor	grupo	alternativoj	prononco
level	utila por vi	naudinga jums	useful for you	grupo	alternativoj	prononco
level	ĉu la libreto estis utila?	ar knygelė buvo naudinga?	was the booklet useful?	grupo	alternativoj	prononco
level	tiu libreto, kiun mi sendis	knygelę, kurią išsiunčiau	the booklet, which I sent	grupo	alternativoj	prononco
