A.en-us content.tsv
Level	Esperanto	en-us	fr	Grupo	Alternativoj	Pronoco
level	falis el la mano	fell out of the hand	est tombé des mains	grupo	alternativoj	prononco
level	sur la tablo, sur la tablon	on the table, onto the table	sur la table, sur la table(objectif)	grupo	alternativoj	prononco
level	ĝi falis sur la tablon	it fell on the table	ça est tombé sur la table	grupo	alternativoj	prononco
level	petis pardonon	asked for pardon	a demandé pardon	grupo	alternativoj	prononco
level	serĉis kvin librojn	was searching for five books	a cherché cinq livres	grupo	alternativoj	prononco
level	pardonu, mi serĉis mian libron	sorry, I was looking for my book.	excuse-moi, je cherchais mon livre.	grupo	alternativoj	prononco
level	sed vi bone scias	but you know well	mais tu sais bien	grupo	alternativoj	prononco
level	ne estas sur mia tablo	is not on my table	n'est pas sur ma table	grupo	alternativoj	prononco
level	viaj libroj ne estas sur mia tablo	your books are not on my table	tes livres ne sont pas sur ma table	grupo	alternativoj	prononco
level	ree donis, redonis	again gave, returned	a encore donné, a remis (a donné à nouveau)	grupo	alternativoj	prononco
level	redonu la leteron al mi.	return the letter to me	rends-moi la lettre	grupo	alternativoj	prononco
level	ricevis bonan lecionon	received a good lesson	a reçu une bonne leçon	grupo	alternativoj	prononco
level	plu lavis, ne plu manĝis	further washed, ate any more	a plus lavé,  n'a plus mangé	grupo	alternativoj	prononco
level	ne plu legos	will no longer read	ne lira plus	grupo	alternativoj	prononco
level	ankaŭ mi ricevis	I also received	j'ai aussi reçu	grupo	alternativoj	prononco
level	devas fermi	has to close	doit fermer	grupo	alternativoj	prononco
level	mi devas bone fermi	I have to close well	je dois bien fermer	grupo	alternativoj	prononco
level	bone fermis la pordon	closed the door tightly	a bien fermé la porte	grupo	alternativoj	prononco
level	trankvila, trankviliĝu	calm, calm down	calme(tranquille), calme-toi	grupo	alternativoj	prononco
level	aŭdis sed ne aŭskultis	heard but did not listen	a entendu mais n'a pas écouté	grupo	alternativoj	prononco
level	aŭdis trankvilan sonon	heard a calm sound	a entendu un son calme	grupo	alternativoj	prononco
level	ĉe mi estis kvar poŝoj	at me, there are 4 pockets	chez moi, il y avait quatre poches	grupo	alternativoj	prononco
level	dek tagoj post la lasta leciono	ten days after the last lesson	dix jours après le dernier cours	grupo	alternativoj	prononco
level	inter la du tabloj	between the two tables	entre les deux tables	grupo	alternativoj	prononco
level	tri leteroj, ses paperoj	three letters, six papers	trois lettres, six papiers	grupo	alternativoj	prononco
level	de kapo ĝis piedo	from head to foot	de la tête aux pieds	grupo	alternativoj	prononco
level	kvar, kvara, kvaropo, kvarono	four, fourth, a quartet, a quarter	quatre, quatrième, un quatuor, un quart	grupo	alternativoj	prononco
level	kien iris la triopo?	where did the trio go	où est allé le trio	grupo	alternativoj	prononco
level	kvin fingroj en ambaŭaj manoj	five fingers in both hands	cinq doigts dans les deux mains	grupo	alternativoj	prononco
level	si mem, sia poŝo	by oneself, one's own pocket	tout seul, sa propre poche	grupo	alternativoj	prononco
level	meti, kunmeti, kunmetaĵo	put, put together, a compound	mettre, assembler, un composé	grupo	alternativoj	prononco
level	metis en sian poŝon	put in one's own pocket	mettre dans sa propre poche	grupo	alternativoj	prononco
level	du cent nacioj en la mondo	two hundred nations in the world	deux cents nations dans le monde	grupo	alternativoj	prononco
level	prenis, forprenis	took, took away	pris, emporté	grupo	alternativoj	prononco
level	prenis sep el siaj naŭ libroj	took seven out of his own nine books	a pris sept de ses neuf livres	grupo	alternativoj	prononco
level	lasi, forlasita	to leave, abandoned	laisser, abandonné	grupo	alternativoj	prononco
level	lasu min sola kaj trankvila	leave me alone and calm	laisse-moi tranquille et calme	grupo	alternativoj	prononco
level	mil ok cent ok dek sep	thousand eight hundred and eighty seven (1887)	mille huit cent quatre vingt sept (1887)	grupo	alternativoj	prononco
level	taso da teo	a cup of tea	une tasse de thé	grupo	alternativoj	prononco
level	oni lavis ok tasojn	somebody washed eight cups	on a lavé huit tasses	grupo	alternativoj	prononco
level	du mil dek naŭ	two thousand nineteen (2019)	deux mille dix-neuf (2019)	grupo	alternativoj	prononco
level	li lavis sin	he washed himself	il s'est lavé	grupo	alternativoj	prononco
level	sia korpo, sia propra posedo	one's body, one's own possession	son corps, sa propre possession	grupo	alternativoj	prononco
level	sur la tablo, la kato dormis	on the table, the cat slept	sur la table, dormait le chat	grupo	alternativoj	prononco
level	la kato saltis sur la tablon	the cat jumped onto the table	le chat a sauté sur la table	grupo	alternativoj	prononco
level	en la halo, en la halon	in the hall, into the hall	dans le hall (salle), dans le hall (objectif)	grupo	alternativoj	prononco
level	enfalis en lian manon	fell into his hand	est tombé entre ses mains	grupo	alternativoj	prononco
level	labori, ellabori	to work, to elaborate	travailler, élaborer	grupo	alternativoj	prononco
level	ellabori por tiu libro	to elaborate for that book	élaborer pour ce livre	grupo	alternativoj	prononco
level	scias, scivolas, scivolo	knows, wants to know, curiosity	sait, veut savoir, curiosité	grupo	alternativoj	prononco
level	dulingva, dulingveco	bilingual, bilingualism	bilingue, bilinguisme	grupo	alternativoj	prononco
level	scivolas pri trilingva lernanto	wonders about a trilingual learner	s'interroge sur un apprenant trilingue	grupo	alternativoj	prononco
level	iris, reiris	went, returned	est parti, est revenu	grupo	alternativoj	prononco
level	la katoj reiris al siaj domoj	the cats returned to their (own) homes	les chats sont rentrés chez eux	grupo	alternativoj	prononco
level	en la sako, en la sakon	in the bag, into the bag	dans le sac, dans le sac(objectif)	grupo	alternativoj	prononco
level	enmetu ĝin en vian sakon	put it into your bag	mets-le dans ton sac	grupo	alternativoj	prononco
level	piedo, piediras, piediranto	a foot, walks, a pedestrian	un pied, merche(à pied), un piéton	grupo	alternativoj	prononco
level	dek-tage ili piediris	for ten days, they walked	pendant dix jours, ils ont marché (à pied)	grupo	alternativoj	prononco
level	preni, elpreni	to take, to take out	prendre, sortir (retirer)	grupo	alternativoj	prononco
level	belaj floroj, prenis belajn florojn	beautiful flowers, took beautiful flowers	belles fleurs, a pris de belles fleurs	grupo	alternativoj	prononco
level	li elprenis nur belajn florojn	he took out only beautiful flowers	il n'a sorti que de belles fleurs	grupo	alternativoj	prononco
level	malfermis, sed tuj fermis	opened, but immediately closed	ouvert, mais immédiatement fermé	grupo	alternativoj	prononco
level	malfermis internacian kunvenon	opened an international meeting	a ouvert une réunion internationale	grupo	alternativoj	prononco
level	eldonis kaj disdonis	published and distributed	publié et distribué	grupo	alternativoj	prononco
level	la eldonisto eldonis dudek tri librojn	the publisher published twenty-three books	l'éditeur a publié vingt-trois livres	grupo	alternativoj	prononco
level	revenis kaj revidis sian filon	returned and saw one's own son again	est revenu et a revu son propre fils	grupo	alternativoj	prononco
level	en la jaro dumil dudek tri	in the year two thousand and twenty three (2023)	dans l'année deux mille vingt-trois (2023)	grupo	alternativoj	prononco
level	sinjoro eniris la vendejon	a gentleman entered (into) the store	un monsieur est entré (dans) le magasin	grupo	alternativoj	prononco
level	la vendejo de aŭtoj	the store of cars	le magasin de voitures	grupo	alternativoj	prononco
level	tie li vidas sinjorinon	there he sees a lady	là, il voit une dame	grupo	alternativoj	prononco
level	karaj gesinjoroj	dear ladies and gentlemen	chers mesdames et messieurs	grupo	alternativoj	prononco
level	tio plaĉis al mi	that pleased me (I like that)	ça m'a plu	grupo	alternativoj	prononco
level	la sinjorino plaĉis al li	the lady pleased him (he liked the lady)	la dame lui plaisait (il aimait la dame)	grupo	alternativoj	prononco
level	vidis la belan sinjorinon	saw the beautiful lady	a vu la belle dame	grupo	alternativoj	prononco
level	kiu plaĉis al li?	who pleased him? (whom did he like?)	qui lui a plu ? (qui aimait-il ?)	grupo	alternativoj	prononco
level	la virino, kiu plaĉis al mi	the woman, who pleased me	la femme qui m'a plu	grupo	alternativoj	prononco
level	tiu, kiu eniris la domon	the one who entered the house	celui qui est entré dans la maison	grupo	alternativoj	prononco
level	la viro, kiu donacis ĝin	the man who donated it	l'homme qui l'a donné (en cadeau)	grupo	alternativoj	prononco
level	li donacis ringon al lia edzino	he gave a ring to his wife	il a donné (en cadeau) une bague à sa femme	grupo	alternativoj	prononco
level	la ringo plaĉis al ŝi	she liked the ring	la bague lui a plu (à elle)	grupo	alternativoj	prononco
level	la edzino, al kiu la ringo plaĉis	the wife who liked the ring	la femme à qui la bague a plu	grupo	alternativoj	prononco
level	vendisto laboras en la vendejo	a salesman works in the store	un vendeur travaille dans le magasin	grupo	alternativoj	prononco
level	vendisto de aŭtoj	a salesman of cars	un vendeur de voitures	grupo	alternativoj	prononco
level	la sinjoro demandis al la vendisto	the gentleman asked the salesman	le monsieur a demandé au vendeur	grupo	alternativoj	prononco
level	kiu aŭto plaĉas al vi?	which car do you like?	quelle voiture aimes-tu ?	grupo	alternativoj	prononco
level	kiun aŭton vi elektos?	which car will you choose?	quelle voiture choisirez-vous ?	grupo	alternativoj	prononco
level	mi elektis tiun aŭton	I chose that car	J'ai choisi cette voiture	grupo	alternativoj	prononco
level	ĝi estas pli bona	it is better	il est préférable	grupo	alternativoj	prononco
level	pli bona ol ĉi tio	better than this	meilleur que ça	grupo	alternativoj	prononco
level	plej bona el ili	best of them	le meilleur d'entre eux	grupo	alternativoj	prononco
level	estas la plej bona	is the best	est le meilleur	grupo	alternativoj	prononco
level	kiu aŭto estas la plej bona?	which car is the best?	quelle voiture est la meilleure ?	grupo	alternativoj	prononco
level	tiu ĉi aŭto estas pli bona	this car is better	cette voiture est meilleure	grupo	alternativoj	prononco
level	tiu ĉi estas la plej bona	this one is the best	Celui-ci est le meilleur	grupo	alternativoj	prononco
level	vidis ĉiujn aŭtojn	saw all the cars	a vu toutes les voitures	grupo	alternativoj	prononco
level	la plej bona el ĉiuj	the best of all	la meilleure de toutes	grupo	alternativoj	prononco
level	ĉu ĝi estas rapida?	is it fast?	est-ce rapide ?	grupo	alternativoj	prononco
level	pli rapida ol aliaj	faster than others	plus vite que les autres	grupo	alternativoj	prononco
level	estas ankaŭ forta	is also strong	est aussi fort	grupo	alternativoj	prononco
level	ho jes, kompreneble!	oh yes, of course!	Oh oui bien sûr!	grupo	alternativoj	prononco
level	estas tre forta	is very strong	est très fort	grupo	alternativoj	prononco
level	certe ĝi estas forta	certainly it is strong	c'est sûr que c'est fort	grupo	alternativoj	prononco
level	estas ankaŭ multekosta	is also expensive	c'est aussi cher	grupo	alternativoj	prononco
level	la plej multekosta el ĉiuj	the most expensive of all	le plus cher de tous	grupo	alternativoj	prononco
level	malmultekosta sed forta	cheap but strong	pas cher mais solide	grupo	alternativoj	prononco
level	bedaŭras kaj bedaŭrindas	feels sorry and is pityful (worth feeling sorry)	est désolé et a pitié (ça vaut la peine d'être désolé)	grupo	alternativoj	prononco
level	bedaŭrinde mi ne aĉetos	unfortunately I will not buy	malheureusement je n'achèterai pas	grupo	alternativoj	prononco
level	estas bedaŭrinda afero	is an unfortunate thing	c'est une chose malheureuse	grupo	alternativoj	prononco
level	li aĉetis novan aŭton	he bought a new car	il a acheté une nouvelle voiture	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	because I do not have money	parce que je n'ai pas d'argent	grupo	alternativoj	prononco
level	mia malnova aŭto	my old car	ma vieille voiture	grupo	alternativoj	prononco
level	la plej malmultekosta el ĉiuj	the cheapest of all	le moins cher de tous	grupo	alternativoj	prononco
level	mi veturos tien	I'll drive there	je vais y conduire	grupo	alternativoj	prononco
level	ankoraŭ veturos per ĝi	will still drive with it	conduirai toujours avec	grupo	alternativoj	prononco
level	dum la tuta tago	all day long	durant toute la journée	grupo	alternativoj	prononco
level	dum li diris tion	while he said that	pendant qu'il disait ça	grupo	alternativoj	prononco
level	li denove rigardis ŝin	he looked at her again	il l'a(elle) regardé à nouveau	grupo	alternativoj	prononco
level	sed la vendisto diris	but the salesman said	mais le vendeur a dit	grupo	alternativoj	prononco
level	estus pli bone, ke ~	it would be better that ~	ce serait mieux que ~	grupo	alternativoj	prononco
level	rigardu tiun ĉi sinjorinon	look at this lady	regarde cette dame	grupo	alternativoj	prononco
level	ankaŭ tio estas tre multekosta	that is also very expensive	c'est aussi très cher	grupo	alternativoj	prononco
level	mi estas ŝia edzo	I am her husband	je suis son mari	grupo	alternativoj	prononco
level	kiom via vojaĝo kostis?	how much did your trip cost?	combien a coûté ton voyage ?	grupo	alternativoj	prononco
level	aŭskultu la kanton de via edzino	listen to your wife's song	écoute la chanson de ta femme	grupo	alternativoj	prononco
level	ne forgesu, ke ĝi tre multe kostas	don’t forget that it costs a lot	n'oublie pas que ça coûte cher	grupo	alternativoj	prononco
level	li helpis la vendiston dum du horoj	he helped the salesman for two hours	il a aidé le vendeur pendant deux heures	grupo	alternativoj	prononco
level	jam pli ol tri jaroj	for more than three years	depuis plus de trois ans	grupo	alternativoj	prononco
level	kovri, kovrilo, malkovri	cover, cover, uncover (discover)	couvrir, couverture, découvrir	grupo	alternativoj	prononco
level	la kialon li ankoraŭ ne malkovris	the reason he has not yet discovered	la raison qu'il n'a pas encore découverte	grupo	alternativoj	prononco
level	kial vi komencis sendi leterojn?	why did you start sending letters?	pourquoi as-tu commencé à envoyer des lettres ?	grupo	alternativoj	prononco
level	dum ok monatoj li vivis tie	for eight months he lived there	il y a vécu huit mois (il y a vécu pendant huit mois)	grupo	alternativoj	prononco
level	ne havis tempon por aŭskulti	didn't have time to listen	n'a pas eu le temps d'écouter	grupo	alternativoj	prononco
level	la aŭto estis jam plena	the car was already full	la voiture était déjà pleine	grupo	alternativoj	prononco
level	kion vi manĝas?	what are you eating	Qu'est-ce que tu manges (que manges-tu?)	grupo	alternativoj	prononco
level	kia estas la vetero?	what's the weather like?	Quel temps fait-il?	grupo	alternativoj	prononco
level	kian aŭton vi havas?	what kind of car do you have?	quel type de voiture as-tu?	grupo	alternativoj	prononco
level	kiaj estis ŝiaj leteroj?	what were her letters like?	comment étaient ses lettres ?	grupo	alternativoj	prononco
level	kie ni estas?	where are we?	Où sommes-nous?	grupo	alternativoj	prononco
level	kien vi iras?	where are you going to?	Où vas-tu?	grupo	alternativoj	prononco
level	al kiu vi donis ĝin?	to whom did you give it?	à qui l'as-tu donné ?	grupo	alternativoj	prononco
level	la viro, kun kiu vi vojaĝis	the man whom you traveled with	l'homme avec qui tu as voyagé	grupo	alternativoj	prononco
level	pli granda ol la aŭto	bigger than the car	plus gros que la voiture	grupo	alternativoj	prononco
level	la plej alta el tiuj homoj	the tallest of those people	le plus grand (élevé) de ces gens	grupo	alternativoj	prononco
level	li sidis dum la manĝo	he was sitting at dinner	il était assis pendant la dîner	grupo	alternativoj	prononco
level	ŝi skribas dum li legas	she writes while he reads	elle écrit pendant qu'il lit	grupo	alternativoj	prononco
level	ĉi tie, en ĉi tiu ĉambro	here, in this room	ici, dans cette pièce	grupo	alternativoj	prononco
level	tiu ĉi sinjoro	this gentleman	ce monsieur	grupo	alternativoj	prononco
level	aŭskultinda novaĵo	a news worth listening	une nouvelle qui mérite d'être écoutée	grupo	alternativoj	prononco
level	la libro estas vere leginda	the book is really worth reading	le livre vaut vraiment la peine d'être lu	grupo	alternativoj	prononco
level	bedaŭra afero	an unfortunate thing	une chose malheureuse	grupo	alternativoj	prononco
level	bedaŭrinde, mi ne povas	unfortunately, I can't	malheureusement, je ne peux pas	grupo	alternativoj	prononco
level	nedankinde. estis mia plezuro	you are welcome. it was my pleasure	je vous en prie. le plaisir était pour moi	grupo	alternativoj	prononco
level	eta belulino ege belas	small pretty girl is very beautiful	petite jolie fille est très belle	grupo	alternativoj	prononco
level	ĉiuj amikoj amas ŝin	all friends love her	tous les amis l'aiment	grupo	alternativoj	prononco
level	antaŭ tri monatoj	three months ago	il ya trois mois	grupo	alternativoj	prononco
level	okazis malbono al ŝi	something bad happened to her	quelque chose de mal lui(à elle) est arrivé	grupo	alternativoj	prononco
level	ŝi falis pro aŭto	she fell because of a car	elle est tombée à cause d'une voiture	grupo	alternativoj	prononco
level	malsaniĝis kaj temperaturo altiĝis	became ill and temperature rose	est tombé malade et la température a augmenté	grupo	alternativoj	prononco
level	patrino diris, ke ŝi devas ripozi	mother said she should rest	une mère a dit qu'elle devrait se reposer	grupo	alternativoj	prononco
level	ŝi devas resti hejme	she has to stay home	elle doit rester à la maison	grupo	alternativoj	prononco
level	ŝi vokos doktoron	she will call a doctor	elle appellera un médecin	grupo	alternativoj	prononco
level	je la naŭa horo	at nine o'clock	à neuf heures	grupo	alternativoj	prononco
level	matene venis je la oka	in the morning came at eight o'clock	le matin est arrivé à huit heures	grupo	alternativoj	prononco
level	je la sepa morgaŭ vespere	at seven tomorrow evening	demain soir à sept heures	grupo	alternativoj	prononco
level	montris liajn manojn	showed his hands	a montré ses mains	grupo	alternativoj	prononco
level	vesto, vestiĝas	dress, is getting dressed	un habit, s'habiller	grupo	alternativoj	prononco
level	vestiĝu kaj varmigu vian korpon	get dressed and warm your body	habille-toi et réchauffe ton corps	grupo	alternativoj	prononco
level	hejme tuj malvestis kaj duŝis	at home immediately undressed and showered	à la maison, s'est immédiatement déshabillé et a pris une douche	grupo	alternativoj	prononco
level	doktoro rigardis ĉion	a doctor looked at everything	un médecin a tout regardé	grupo	alternativoj	prononco
level	bone rigardis kaj fine diris	looked throughly and finally said	a regardé attentivement et a finalement dit	grupo	alternativoj	prononco
level	unu semajnon restu hejme	stay home for a week	rester à la maison pendant une semaine	grupo	alternativoj	prononco
level	deziras, ke vi estu trankvila	wants you to be calm	veut que tu sois calme	grupo	alternativoj	prononco
level	post unu semajno	after one week	Après une semaine	grupo	alternativoj	prononco
level	vi fartos pli bone	you will feel better	vous vous sentirez mieux	grupo	alternativoj	prononco
level	trinku multe da teo	drink plenty of tea	bois beaucoup de thé	grupo	alternativoj	prononco
level	venos por revidi vin	will come to see you again	je reviendrai te voir	grupo	alternativoj	prononco
level	ankaŭ li estu trankvila	let him be calm too	qu'il soit calme aussi	grupo	alternativoj	prononco
level	sana homo, sanulo	healthy man, healthy person	homme en bonne santé, personne en bonne santé	grupo	alternativoj	prononco
level	zorgis pri si mem	took care of oneself	pris soin de soi	grupo	alternativoj	prononco
level	tuta afero tuje utilis al mi	the whole thing was useful to me at once	tout cela m'a été utile d'un coup	grupo	alternativoj	prononco
level	rimarkis, ke teruraĵo proksimas	noticed that horrible thing is near	a remarqué que cette chose horrible est proche	grupo	alternativoj	prononco
level	petis tuj rimarki ĝin	asked to notice it immediately	a demandé de le remarquer immédiatement	grupo	alternativoj	prononco
level	pensis, ke tio ne necesas	thought that was not necessary	pensait que ce n'était pas nécessaire	grupo	alternativoj	prononco
level	loĝis proksime, kaj tio utilis	lived nearby, and that was useful	habitait à proximité, et c'était utile	grupo	alternativoj	prononco
level	nia lando hodiaŭ teruriĝis	our country became terrified today	notre pays a été terrifié aujourd'hui	grupo	alternativoj	prononco
level	karaj infanoj el ĉiuj familioj	dear children from all families	chers enfants de toutes les familles	grupo	alternativoj	prononco
level	unu fojon hieraŭ, du fojojn morgaŭ	once yesterday, twice tomorrow	une fois hier, deux fois demain	grupo	alternativoj	prononco
level	hodiaŭ familioj bezonas infanojn	today families need children	aujourd'hui les familles ont besoin d'enfants	grupo	alternativoj	prononco
level	esperis, ke li fartos bone morgaŭ	hoped he would be well tomorrow	espérait qu'il irait bien demain	grupo	alternativoj	prononco
level	li fartis ege trankvila	he was feeling (has been) very calm	il se sentait (a été) très calme	grupo	alternativoj	prononco
level	tri etuloj altigis la monton	three little ones raised the mountain	trois petits ont élevé la montagne	grupo	alternativoj	prononco
level	gravuloj ne petis helpon	important people did not ask for help	les personnes importantes n'ont pas demandé d'aide	grupo	alternativoj	prononco
level	piediris tien por helpi	walked there to help	y était allé(à pied) pour aider	grupo	alternativoj	prononco
level	restu hejme se temperaturo altas	stay home if temperature is high	reste à la maison si la température est élevée	grupo	alternativoj	prononco
level	temperaturo restis simila hodiaŭ	temperature remained similar today	la température est restée similaire aujourd'hui	grupo	alternativoj	prononco
level	voku la doktoron je la naŭa	call the doctor at nine	appelle le médecin à neuf heures	grupo	alternativoj	prononco
level	montru ĝin al via doktoro	show it to your doctor	montre-le à ton médecin	grupo	alternativoj	prononco
level	por montri vian piedon	to show your foot	pour montrer ton pied	grupo	alternativoj	prononco
level	vestu ĉi tiun ĉemizon	wear this shirt	porte cette chemise	grupo	alternativoj	prononco
level	semajnfine ĉio trankviliĝos	on the weekend everything will calm down	le week-end, tout se calmera	grupo	alternativoj	prononco
level	sub la te-taso kion vi trovis?	under the tea-cup what did you find?	sous la tasse de thé, qu'as-tu trouvé ?	grupo	alternativoj	prononco
level	mi deziras matenan teon	I want morning tea	Je veux le thé du matin	grupo	alternativoj	prononco
level	esperis trankvilan vesperon	hoped for a quiet evening	espérait une soirée tranquille	grupo	alternativoj	prononco
level	deziras, ke vi lernu	wants that you learn	veut que tu apprennes	grupo	alternativoj	prononco
level	insistis, ke mi iru	insisted that I go	a insisté pour que j'y aille	grupo	alternativoj	prononco
level	je kioma horo?	at what hour?	à quelle heure?	grupo	alternativoj	prononco
level	je la sesa, li venos	at six he will come	à six heures, il viendra	grupo	alternativoj	prononco
level	la libreto estis ĉarma	the libretto was charming	le livret était charmant	grupo	alternativoj	prononco
level	estu trankvila	be quiet	sois calme	grupo	alternativoj	prononco
level	li estu trankvila	let him be quiet	qu'il soit calme	grupo	alternativoj	prononco
level	ankaŭ li	he too	lui aussi	grupo	alternativoj	prononco
level	mi deziras	I want (desire)	je veux (désir)	grupo	alternativoj	prononco
level	mi deziras, ke ~	I wish (desire) that ~	Je souhaite (désir) que ~	grupo	alternativoj	prononco
level	ke vi lernu	that you learn	que tu apprennes	grupo	alternativoj	prononco
level	mi deziras, ke vi lernu	I want you to learn	Je veux que tu apprennes	grupo	alternativoj	prononco
level	patro insistas	father insists	mon père insiste	grupo	alternativoj	prononco
level	patro insistas, ke ~	father insists that ~	mon père insiste que ~	grupo	alternativoj	prononco
level	ke mi iru	that I go	que j'aille	grupo	alternativoj	prononco
level	patro insistas, ke mi iru	father insists that I go	mon père insiste pour que j'y aille	grupo	alternativoj	prononco
level	je kioma horo	at what hour	à quelle heure	grupo	alternativoj	prononco
level	je kioma horo vi venos?	what time do you come?	à quelle heure viens-tu ?	grupo	alternativoj	prononco
level	je la kvina	at five (o'clock)	à cinq (heure)	grupo	alternativoj	prononco
level	je la kvina horo	at five o'clock	à cinq heure	grupo	alternativoj	prononco
level	kiel li fartas?	how does he doing?	comment va-t-il ?	grupo	alternativoj	prononco
level	kiel vi fartis lastatempe?	how have you been lately?	comment vas-tu ces derniers temps?	grupo	alternativoj	prononco
level	etaj libroj belas	little books are beautiful	les petits livres sont beaux	grupo	alternativoj	prononco
level	libreto, belaj libroj	a booklet, beautiful books	un livret, de beaux livres	grupo	alternativoj	prononco
level	bela, beleta, belega	beautiful, a little pretty, very beautiful	beau, un peu joli, très beau	grupo	alternativoj	prononco
level	varma, varmeta, varmega	warm, lukewarm, very hot	chaud, tiède, très chaud	grupo	alternativoj	prononco
level	librego, libreto	a big book, a booklet	un gros livre, un livret	grupo	alternativoj	prononco
level	bona, bonega, bonege	good, great, well	bien, super, eh bien	grupo	alternativoj	prononco
level	riĉa, riĉiĝi, riĉulo	rich, become rich, a rich person	riche, devenir riche, une personne riche	grupo	alternativoj	prononco
level	trankvila, trankviliĝi, trankviliĝu	calm, to calm down, calm down	calmer, se calmer, sois calme	grupo	alternativoj	prononco
level	sana, resaniĝi, resaniĝis	healthy, to become healed, became healed	en bonne santé, être guéri, s'est rétabli	grupo	alternativoj	prononco
level	edzo, edziĝo, geedziĝis	a husband, marriage, married	un mari, mariage, s'est marié	grupo	alternativoj	prononco
level	leterportisto	a letter postman	un facteur de lettres	grupo	alternativoj	prononco
level	hejmlando	a homeland	pays natal	grupo	alternativoj	prononco
level	iom, iomete	somewhat, a little	un peu, un peti peu	grupo	alternativoj	prononco
level	ni bonege vespermanĝis	we had a great dinner	nous avons eu un excellent dîner	grupo	alternativoj	prononco
level	espereble, prizorgu vin	hopefully, take care of yourself	j'espère, prends soin de toi	grupo	alternativoj	prononco
level	mi zorgis pri la altkvalita loĝejo	I cared about the high-quality housing	Je me souciais du logement de haute qualité	grupo	alternativoj	prononco
level	pripensu dufoje, multfoje	think twice, many times	réfléchis à deux fois, plusieurs fois	grupo	alternativoj	prononco
level	kiu deprenis la libreton?	who took down the booklet?	qui a retiré le livret ?	grupo	alternativoj	prononco
level	kato, kiu nomiĝas Cezaro	a cat named Caesar	un chat nommé César	grupo	alternativoj	prononco
level	kuko, kiu estas sur la tablo	a cake which is on the table	un gâteau qui est sur la table	grupo	alternativoj	prononco
level	manĝu kukon, kiu estas sur la tablo	eat a cake that is on the table	manges un gâteau qui est sur la table	grupo	alternativoj	prononco
level	fariĝis varmega kaj ruĝiĝis	became hot and blushed	est devenu chaud et a rougi	grupo	alternativoj	prononco
level	patro volas, ke lia infano manĝu	a father wants his child to eat	un père veut que son enfant mange	grupo	alternativoj	prononco
level	en malgranda ĉambro	in a small room	dans une petite pièce	grupo	alternativoj	prononco
level	ni loĝas en ~	we live in ~	nous vivons dans ~	grupo	alternativoj	prononco
level	mi fariĝis maltrankvila	I became anxious	je suis devenu anxieux	grupo	alternativoj	prononco
level	tiam, kiam mi vidis vin	at that time when I saw you	à ce moment-là où je t'ai vu	grupo	alternativoj	prononco
level	ĉiuj rimarkis tion	everyone noticed that	tout le monde a remarqué que	grupo	alternativoj	prononco
level	tion, ke ŝi estas belega	the fact that she is beautiful	le fait qu'elle soit belle	grupo	alternativoj	prononco
level	ĉu vi deziras, ke ~ ?	do you want that ~ ? (deziri)	veux-tu que ~ ?	grupo	alternativoj	prononco
level	ke mi montru al vi	that I may show you	que je vous montre	grupo	alternativoj	prononco
level	ĉu vi deziras, ke mi montru?	do you want me to show?	tu veux que je montre ?	grupo	alternativoj	prononco
level	mian plej novan libron	my newest book (objective)	mon plus nouveau livre	grupo	alternativoj	prononco
level	morgaŭ matene, kion vi volas?	tomorrow morning, what do you want?	demain matin, que veux-tu ?	grupo	alternativoj	prononco
level	matenmanĝis malfrue	had breakfast late	pris le petit déjeuner tard	grupo	alternativoj	prononco
level	kiam Marko alvenos?	when will Mark arrive?	quand Mark arrivera-t-il ?	grupo	alternativoj	prononco
level	je la kvina aŭ je la oka horo	at five or eight o'clock	à cinq ou huit heures	grupo	alternativoj	prononco
level	kiam vi rimarkis, ke ~ ?	when did you notice that ~ ?	quand as-tu remarqué que ~ ?	grupo	alternativoj	prononco
level	la tuta familio nomas min bonfarulo	the whole family calls me a benefactor	toute la famille m'appelle bienfaiteur	grupo	alternativoj	prononco
level	utila por vi	useful for you	utile pour vous	grupo	alternativoj	prononco
level	ĉu la libreto estis utila?	was the booklet useful?	le livret a-t-il été utile ?	grupo	alternativoj	prononco
level	tiu libreto, kiun mi sendis	the booklet, which I sent	le livret que j'ai envoyé	grupo	alternativoj	prononco
level	matene dormis tre longe	in the morning slept for a long time	le matin, j'ai dormi longtemps	grupo	alternativoj	prononco
level	kiam li vidis la sunon	when he saw the sun	quand il a vu le soleil	grupo	alternativoj	prononco
level	subite li eksaltis	suddenly he jumped up	tout à coup il s'est levé	grupo	alternativoj	prononco
level	li estis ĉiam frua	he was always early	il était toujours en avance	grupo	alternativoj	prononco
level	ĉiam li malfruas	he is always late	il est toujours en retard	grupo	alternativoj	prononco
level	tiam, kiam li devas iri	at that time, when he has to go	à ce moment-là, quand il doit partir	grupo	alternativoj	prononco
level	iri al la lernejo	to go to the school	aller à l'école	grupo	alternativoj	prononco
level	li scias, ke ~	he knows, that ~	il sait que ~	grupo	alternativoj	prononco
level	li scias tion, ke ~	he knows the fact, that ~	il connaît le fait que ~	grupo	alternativoj	prononco
level	tion, ke la instruisto malŝatas abelon	the fact that the teacher hates bees	le fait que le professeur déteste les abeilles	grupo	alternativoj	prononco
