A.mn content.tsv
Level	Esperanto	mn	en-us	Grupo	Alternativoj	Pronoco
level	manĝis per kulero	халбагаар идсэн	ate with a spoon	grupo	alternativoj	prononco
level	ni forte dubas	бид маш их эргэлзэж байна	we strongly doubt	grupo	alternativoj	prononco
level	vera letero de li	түүнээс ирсэн үнэн захидал	a true letter from him	grupo	alternativoj	prononco
level	amletero kun kvin fotoj	таван зурагтай хайрын захидал	a love letter with five photos	grupo	alternativoj	prononco
level	revenis, revenintoj	буцаж ирсэн, буцаж ирсэн хүмүүс	returned, the people who returned	grupo	alternativoj	prononco
level	ankaŭ ses leteroj revenis	Мөн зургаан захидал буцаж ирэв	also six letters returned	grupo	alternativoj	prononco
level	volis vidi la foton	зургийг нь харахыг хүссэн	wanted to see the photo	grupo	alternativoj	prononco
level	revenis el la lernejo	сургуулиасаа буцаж ирсэн	came back from the school	grupo	alternativoj	prononco
level	kiam revenos la fratino?	эгч хэзээ ирэх вэ?	when will the sister return?	grupo	alternativoj	prononco
level	volis legi denove	дахин уншихыг хүссэн	wanted to read again	grupo	alternativoj	prononco
level	faris, fariĝis	хийсэн (хийсэн), болсон	made (did), became	grupo	alternativoj	prononco
level	rapide fariĝis ruĝa	хурдан улаан болсон	rapidly became red	grupo	alternativoj	prononco
level	en ĉambro, en ĉambron	өрөөнд, өрөөнд	in a room, into a room	grupo	alternativoj	prononco
level	staris kaj sidis	зогсоод суулаа	stood and sat	grupo	alternativoj	prononco
level	tie staris antaŭ la foto	зургийн өмнө зогсож байв	there stood in front of the photo	grupo	alternativoj	prononco
level	mi havas tion	Надад тийм байна	I have that	grupo	alternativoj	prononco
level	kion vi havas en via mano?	чиний гарт юу байгаа вэ?	what do you have in your hand?	grupo	alternativoj	prononco
level	antaŭ aŭ malantaŭ?	урд эсвэл ард уу?	in front or behind?	grupo	alternativoj	prononco
level	antaŭ aŭ post?	өмнө эсвэл дараа?	before or after?	grupo	alternativoj	prononco
level	tie malantaŭ la pordo	тэнд хаалганы ард	there behind the door	grupo	alternativoj	prononco
level	aliaj, aliaj homoj	бусад, бусад хүмүүс	others, other people	grupo	alternativoj	prononco
level	leteroj de aliaj	бусдаас ирсэн захидал	letters from others	grupo	alternativoj	prononco
level	falis el la mano	гараас унасан	fell out of the hand	grupo	alternativoj	prononco
level	sur la tablo, sur la tablon	ширээн дээр, ширээн дээр	on the table, onto the table	grupo	alternativoj	prononco
level	ĝi falis sur la tablon	ширээн дээр унав	it fell on the table	grupo	alternativoj	prononco
level	petis pardonon	уучлал гуйсан	asked for pardon	grupo	alternativoj	prononco
level	serĉis kvin librojn	таван ном хайж байсан	was searching for five books	grupo	alternativoj	prononco
level	pardonu, mi serĉis mian libron	Уучлаарай, би номоо хайж байсан.	sorry, I was looking for my book.	grupo	alternativoj	prononco
level	sed vi bone scias	гэхдээ чи сайн мэднэ	but you know well	grupo	alternativoj	prononco
level	ne estas sur mia tablo	миний ширээн дээр байхгүй	is not on my table	grupo	alternativoj	prononco
level	viaj libroj ne estas sur mia tablo	Чиний ном миний ширээн дээр байхгүй	your books are not on my table	grupo	alternativoj	prononco
level	ree donis, redonis	дахин өгсөн, буцсан	again gave, returned	grupo	alternativoj	prononco
level	redonu la leteron al mi.	надад захидлыг буцааж өгөөч	return the letter to me	grupo	alternativoj	prononco
level	ricevis bonan lecionon	сайхан сургамж авсан	received a good lesson	grupo	alternativoj	prononco
level	plu lavis, ne plu manĝis	Цаашид угааж, ахин идсэн	further washed, ate any more	grupo	alternativoj	prononco
level	ne plu legos	цаашид уншихгүй	will no longer read	grupo	alternativoj	prononco
level	ankaŭ mi ricevis	Би ч бас хүлээн авсан	I also received	grupo	alternativoj	prononco
level	devas fermi	хаах хэрэгтэй	has to close	grupo	alternativoj	prononco
level	mi devas bone fermi	Би сайн хаах хэрэгтэй	I have to close well	grupo	alternativoj	prononco
level	bone fermis la pordon	хаалгыг чанга хаалаа	closed the door tightly	grupo	alternativoj	prononco
level	trankvila, trankviliĝu	тайвшир, тайвшир	calm, calm down	grupo	alternativoj	prononco
level	aŭdis sed ne aŭskultis	сонссон боловч сонсоогүй	heard but did not listen	grupo	alternativoj	prononco
level	aŭdis trankvilan sonon	тайван чимээ сонсогдов	heard a calm sound	grupo	alternativoj	prononco
level	ĉe mi estis kvar poŝoj	Миний хувьд 4 халаас байна	at me, there are 4 pockets	grupo	alternativoj	prononco
level	dek tagoj post la lasta leciono	Сүүлийн хичээлээс арав хоногийн дараа	ten days after the last lesson	grupo	alternativoj	prononco
level	inter la du tabloj	хоёр ширээний хооронд	between the two tables	grupo	alternativoj	prononco
level	tri leteroj, ses paperoj	гурван захидал, зургаан цаас	three letters, six papers	grupo	alternativoj	prononco
level	de kapo ĝis piedo	толгойноос хөл хүртэл	from head to foot	grupo	alternativoj	prononco
level	kvar, kvara, kvaropo, kvarono	дөрөв, дөрөв, дөрөв, дөрөвний нэг	four, fourth, a quartet, a quarter	grupo	alternativoj	prononco
level	kien iris la triopo?	гурвал хаашаа явсан юм	where did the trio go	grupo	alternativoj	prononco
level	kvin fingroj en ambaŭaj manoj	хоёр гартаа таван хуруу	five fingers in both hands	grupo	alternativoj	prononco
level	si mem, sia poŝo	өөрийнхөөрөө, өөрийнхөө халаасанд	by oneself, one's own pocket	grupo	alternativoj	prononco
level	meti, kunmeti, kunmetaĵo	тавих, нийлүүлэх, нэгдэл	put, put together, a compound	grupo	alternativoj	prononco
level	metis en sian poŝon	өөрийн халаасанд хийх	put in one's own pocket	grupo	alternativoj	prononco
level	du cent nacioj en la mondo	дэлхийн хоёр зуун үндэстэн	two hundred nations in the world	grupo	alternativoj	prononco
level	prenis, forprenis	авсан, авсан	took, took away	grupo	alternativoj	prononco
level	prenis sep el siaj naŭ libroj	өөрийн есөн номноос долоог нь авсан	took seven out of his own nine books	grupo	alternativoj	prononco
level	lasi, forlasita	орхих, хаягдсан	to leave, abandoned	grupo	alternativoj	prononco
level	lasu min sola kaj trankvila	намайг тайван орхи	leave me alone and calm	grupo	alternativoj	prononco
level	mil ok cent ok dek sep	мянга найман зуун наян долоо (1887)	thousand eight hundred and eighty seven (1887)	grupo	alternativoj	prononco
level	taso da teo	аяга цай	a cup of tea	grupo	alternativoj	prononco
level	oni lavis ok tasojn	Хэн нэгэн найман аяга угаасан	somebody washed eight cups	grupo	alternativoj	prononco
level	du mil dek naŭ	хоёр мянга арван есөн (2019)	two thousand nineteen (2019)	grupo	alternativoj	prononco
level	li lavis sin	тэр өөрийгөө угаав	he washed himself	grupo	alternativoj	prononco
level	sia korpo, sia propra posedo	хүний бие, өөрийн эзэмшил	one's body, one's own possession	grupo	alternativoj	prononco
level	sur la tablo, la kato dormis	ширээн дээр муур унтав	on the table, the cat slept	grupo	alternativoj	prononco
level	la kato saltis sur la tablon	муур ширээн дээр үсрэв	the cat jumped onto the table	grupo	alternativoj	prononco
level	en la halo, en la halon	танхимд, танхимд	in the hall, into the hall	grupo	alternativoj	prononco
level	enfalis en lian manon	түүний гарт унав	fell into his hand	grupo	alternativoj	prononco
level	labori, ellabori	ажиллах, боловсронгуй болгох	to work, to elaborate	grupo	alternativoj	prononco
level	ellabori por tiu libro	тэр номыг дэлгэрүүлэхийн тулд	to elaborate for that book	grupo	alternativoj	prononco
level	scias, scivolas, scivolo	мэддэг, мэдэхийг хүсдэг, сониуч зан	knows, wants to know, curiosity	grupo	alternativoj	prononco
level	dulingva, dulingveco	хос хэл, хос хэл	bilingual, bilingualism	grupo	alternativoj	prononco
level	scivolas pri trilingva lernanto	гурвалсан хэлээр суралцагчийн тухай гайхдаг	wonders about a trilingual learner	grupo	alternativoj	prononco
level	iris, reiris	явсан, буцсан	went, returned	grupo	alternativoj	prononco
level	la katoj reiris al siaj domoj	муурнууд (өөрсдөө) гэртээ буцаж ирэв	the cats returned to their (own) homes	grupo	alternativoj	prononco
level	en la sako, en la sakon	уутанд, уутанд	in the bag, into the bag	grupo	alternativoj	prononco
level	enmetu ĝin en vian sakon	цүнхэндээ хий	put it into your bag	grupo	alternativoj	prononco
level	piedo, piediras, piediranto	хөл, алхаж, явган зорчигч	a foot, walks, a pedestrian	grupo	alternativoj	prononco
level	dek-tage ili piediris	Арав хоногийн турш тэд алхав	for ten days, they walked	grupo	alternativoj	prononco
level	preni, elpreni	авах, гаргах	to take, to take out	grupo	alternativoj	prononco
level	belaj floroj, prenis belajn florojn	сайхан цэцэг, сайхан цэцэг авав	beautiful flowers, took beautiful flowers	grupo	alternativoj	prononco
level	li elprenis nur belajn florojn	тэр зөвхөн үзэсгэлэнтэй цэцэгсийг гаргаж ирэв	he took out only beautiful flowers	grupo	alternativoj	prononco
level	malfermis, sed tuj fermis	нээгдсэн боловч тэр даруй хаагдсан	opened, but immediately closed	grupo	alternativoj	prononco
level	malfermis internacian kunvenon	олон улсын уулзалтыг нээсэн	opened an international meeting	grupo	alternativoj	prononco
level	eldonis kaj disdonis	хэвлүүлж тараасан	published and distributed	grupo	alternativoj	prononco
level	la eldonisto eldonis dudek tri librojn	хэвлэлийн газар хорин гурван ном хэвлүүлсэн	the publisher published twenty-three books	grupo	alternativoj	prononco
level	revenis kaj revidis sian filon	буцаж ирээд өөрийн хүүгээ дахин харав	returned and saw one's own son again	grupo	alternativoj	prononco
level	en la jaro dumil dudek tri	хоёр мянга хорин гурав (2023)	in the year two thousand and twenty three (2023)	grupo	alternativoj	prononco
level	sinjoro eniris la vendejon	нэгэн эрхэм дэлгүүрт оров	a gentleman entered (into) the store	grupo	alternativoj	prononco
level	la vendejo de aŭtoj	машины дэлгүүр	the store of cars	grupo	alternativoj	prononco
level	tie li vidas sinjorinon	Тэнд тэр эмэгтэйг хардаг	there he sees a lady	grupo	alternativoj	prononco
level	karaj gesinjoroj	Эрхэм ноёд хатагтай нар аа	dear ladies and gentlemen	grupo	alternativoj	prononco
level	tio plaĉis al mi	Энэ нь надад таалагдсан (би үүнд дуртай)	that pleased me (I like that)	grupo	alternativoj	prononco
level	la sinjorino plaĉis al li	Хатагтай түүнд таалагдсан (тэр эмэгтэйд таалагдсан)	the lady pleased him (he liked the lady)	grupo	alternativoj	prononco
level	vidis la belan sinjorinon	үзэсгэлэнт хатагтайг харав	saw the beautiful lady	grupo	alternativoj	prononco
level	kiu plaĉis al li?	хэн түүнд таалагдсан бэ? (тэр хэнд дуртай байсан бэ?)	who pleased him? (whom did he like?)	grupo	alternativoj	prononco
level	la virino, kiu plaĉis al mi	намайг баярлуулсан эмэгтэй	the woman, who pleased me	grupo	alternativoj	prononco
level	tiu, kiu eniris la domon	байшинд орсон хүн	the one who entered the house	grupo	alternativoj	prononco
level	la viro, kiu donacis ĝin	хандивласан хүн	the man who donated it	grupo	alternativoj	prononco
level	li donacis ringon al lia edzino	тэр эхнэртээ бөгж өгсөн	he gave a ring to his wife	grupo	alternativoj	prononco
level	la ringo plaĉis al ŝi	тэр бөгж таалагдсан	she liked the ring	grupo	alternativoj	prononco
level	la edzino, al kiu la ringo plaĉis	бөгж таалагдсан эхнэр	the wife who liked the ring	grupo	alternativoj	prononco
level	vendisto laboras en la vendejo	дэлгүүрт худалдагч ажилладаг	a salesman works in the store	grupo	alternativoj	prononco
level	vendisto de aŭtoj	машин худалдагч	a salesman of cars	grupo	alternativoj	prononco
level	la sinjoro demandis al la vendisto	гэж эрхэм худалдагчаас асуув	the gentleman asked the salesman	grupo	alternativoj	prononco
level	kiu aŭto plaĉas al vi?	ямар машинд дуртай вэ?	which car do you like?	grupo	alternativoj	prononco
level	kiun aŭton vi elektos?	ямар машин сонгох вэ?	which car will you choose?	grupo	alternativoj	prononco
level	mi elektis tiun aŭton	Би тэр машиныг сонгосон	I chose that car	grupo	alternativoj	prononco
level	ĝi estas pli bona	энэ нь дээр	it is better	grupo	alternativoj	prononco
level	pli bona ol ĉi tio	үүнээс дээр	better than this	grupo	alternativoj	prononco
level	plej bona el ili	тэдний хамгийн шилдэг нь	best of them	grupo	alternativoj	prononco
level	estas la plej bona	хамгийн шилдэг нь	is the best	grupo	alternativoj	prononco
level	kiu aŭto estas la plej bona?	аль машин хамгийн сайн вэ?	which car is the best?	grupo	alternativoj	prononco
level	tiu ĉi aŭto estas pli bona	энэ машин илүү дээр	this car is better	grupo	alternativoj	prononco
level	tiu ĉi estas la plej bona	энэ бол хамгийн шилдэг нь	this one is the best	grupo	alternativoj	prononco
level	vidis ĉiujn aŭtojn	бүх машиныг харсан	saw all the cars	grupo	alternativoj	prononco
level	la plej bona el ĉiuj	хамгийн шилдэг нь	the best of all	grupo	alternativoj	prononco
level	ĉu ĝi estas rapida?	хурдан уу?	is it fast?	grupo	alternativoj	prononco
level	pli rapida ol aliaj	бусдаас хурдан	faster than others	grupo	alternativoj	prononco
level	estas ankaŭ forta	бас хүчтэй	is also strong	grupo	alternativoj	prononco
level	ho jes, kompreneble!	өө тийм, мэдээжийн хэрэг!	oh yes, of course!	grupo	alternativoj	prononco
level	estas tre forta	маш хүчтэй	is very strong	grupo	alternativoj	prononco
level	certe ĝi estas forta	мэдээж хүчтэй	certainly it is strong	grupo	alternativoj	prononco
level	estas ankaŭ multekosta	бас үнэтэй	is also expensive	grupo	alternativoj	prononco
level	la plej multekosta el ĉiuj	хамгийн үнэтэй нь	the most expensive of all	grupo	alternativoj	prononco
level	malmultekosta sed forta	хямд боловч хүчтэй	cheap but strong	grupo	alternativoj	prononco
level	bedaŭras kaj bedaŭrindas	харамсаж, өрөвдөж байна (харамсах нь зүйтэй)	feels sorry and is pityful (worth feeling sorry)	grupo	alternativoj	prononco
level	bedaŭrinde mi ne aĉetos	харамсалтай нь би худалдаж авахгүй	unfortunately I will not buy	grupo	alternativoj	prononco
level	estas bedaŭrinda afero	харамсалтай зүйл юм	is an unfortunate thing	grupo	alternativoj	prononco
level	li aĉetis novan aŭton	тэр шинэ машин худалдаж авсан	he bought a new car	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	Учир нь надад мөнгө байхгүй	because I do not have money	grupo	alternativoj	prononco
level	mia malnova aŭto	миний хуучин машин	my old car	grupo	alternativoj	prononco
level	la plej malmultekosta el ĉiuj	хамгийн хямд нь	the cheapest of all	grupo	alternativoj	prononco
level	mi veturos tien	Би тийшээ жолоодно	I'll drive there	grupo	alternativoj	prononco
level	ankoraŭ veturos per ĝi	түүнтэй хамт жолоодох болно	will still drive with it	grupo	alternativoj	prononco
level	dum la tuta tago	бүтэн өдөржингөө	all day long	grupo	alternativoj	prononco
level	dum li diris tion	тэр ингэж хэлж байхад	while he said that	grupo	alternativoj	prononco
level	li denove rigardis ŝin	тэр дахин түүн рүү харав	he looked at her again	grupo	alternativoj	prononco
level	sed la vendisto diris	гэж худалдагч хэлэв	but the salesman said	grupo	alternativoj	prononco
level	estus pli bone, ke ~	Энэ нь дээр байх болно ~	it would be better that ~	grupo	alternativoj	prononco
level	rigardu tiun ĉi sinjorinon	энэ хатагтайг хар даа	look at this lady	grupo	alternativoj	prononco
level	ankaŭ tio estas tre multekosta	энэ нь бас маш үнэтэй	that is also very expensive	grupo	alternativoj	prononco
level	mi estas ŝia edzo	Би түүний нөхөр	I am her husband	grupo	alternativoj	prononco
level	kiom via vojaĝo kostis?	таны аялал ямар үнэтэй байсан бэ?	how much did your trip cost?	grupo	alternativoj	prononco
level	aŭskultu la kanton de via edzino	эхнэрийнхээ дууг сонс	listen to your wife's song	grupo	alternativoj	prononco
level	ne forgesu, ke ĝi tre multe kostas	Энэ нь маш их зардалтай гэдгийг мартаж болохгүй	don’t forget that it costs a lot	grupo	alternativoj	prononco
level	li helpis la vendiston dum du horoj	тэр худалдагчид хоёр цагийн турш тусалсан	he helped the salesman for two hours	grupo	alternativoj	prononco
level	jam pli ol tri jaroj	гурваас дээш жил	for more than three years	grupo	alternativoj	prononco
level	kovri, kovrilo, malkovri	таглах, таглах, нээх (нээх)	cover, cover, uncover (discover)	grupo	alternativoj	prononco
level	la kialon li ankoraŭ ne malkovris	түүний шалтгааныг хараахан олж чадаагүй байна	the reason he has not yet discovered	grupo	alternativoj	prononco
level	kial vi komencis sendi leterojn?	яагаад захидал илгээж эхэлсэн бэ?	why did you start sending letters?	grupo	alternativoj	prononco
level	dum ok monatoj li vivis tie	тэнд найман сар амьдарсан	for eight months he lived there	grupo	alternativoj	prononco
level	ne havis tempon por aŭskulti	сонсох цаг байсангүй	didn't have time to listen	grupo	alternativoj	prononco
level	la aŭto estis jam plena	машин аль хэдийн дүүрсэн байв	the car was already full	grupo	alternativoj	prononco
level	kion vi manĝas?	чи юу идэж байгаа юм бэ	what are you eating	grupo	alternativoj	prononco
level	kia estas la vetero?	цаг агаар ямар байна?	what's the weather like?	grupo	alternativoj	prononco
level	kian aŭton vi havas?	чи ямар машинтай вэ?	what kind of car do you have?	grupo	alternativoj	prononco
level	kiaj estis ŝiaj leteroj?	түүний захидал ямар байсан бэ?	what were her letters like?	grupo	alternativoj	prononco
level	kie ni estas?	Бид хаана байна?	where are we?	grupo	alternativoj	prononco
level	kien vi iras?	чи хаашаа явах гэж байна?	where are you going to?	grupo	alternativoj	prononco
level	al kiu vi donis ĝin?	чи хэнд өгсөн бэ?	to whom did you give it?	grupo	alternativoj	prononco
level	la viro, kun kiu vi vojaĝis	Таны хамт явсан хүн	the man whom you traveled with	grupo	alternativoj	prononco
level	pli granda ol la aŭto	машинаас том	bigger than the car	grupo	alternativoj	prononco
level	la plej alta el tiuj homoj	тэдгээр хүмүүсийн хамгийн өндөр нь	the tallest of those people	grupo	alternativoj	prononco
level	li sidis dum la manĝo	тэр оройн хоолондоо сууж байв	he was sitting at dinner	grupo	alternativoj	prononco
level	ŝi skribas dum li legas	тэр уншиж байхдаа бичдэг	she writes while he reads	grupo	alternativoj	prononco
level	ĉi tie, en ĉi tiu ĉambro	энд, энэ өрөөнд	here, in this room	grupo	alternativoj	prononco
level	tiu ĉi sinjoro	энэ эрхэм	this gentleman	grupo	alternativoj	prononco
level	aŭskultinda novaĵo	сонсоход үнэ цэнэтэй мэдээ байна	a news worth listening	grupo	alternativoj	prononco
level	la libro estas vere leginda	ном үнэхээр уншихад үнэ цэнэтэй юм	the book is really worth reading	grupo	alternativoj	prononco
level	bedaŭra afero	харамсалтай зүйл	an unfortunate thing	grupo	alternativoj	prononco
level	bedaŭrinde, mi ne povas	харамсалтай нь би чадахгүй	unfortunately, I can't	grupo	alternativoj	prononco
level	nedankinde. estis mia plezuro	Зүгээр ээ. энэ нь миний таашаал байсан	you are welcome. it was my pleasure	grupo	alternativoj	prononco
level	eta belulino ege belas	жижигхэн хөөрхөн охин их хөөрхөн	small pretty girl is very beautiful	grupo	alternativoj	prononco
level	ĉiuj amikoj amas ŝin	бүх найзууд түүнд хайртай	all friends love her	grupo	alternativoj	prononco
level	antaŭ tri monatoj	гурван сарын өмнө	three months ago	grupo	alternativoj	prononco
level	okazis malbono al ŝi	түүнд ямар нэгэн муу зүйл тохиолдсон	something bad happened to her	grupo	alternativoj	prononco
level	ŝi falis pro aŭto	тэр машинаас болж унасан	she fell because of a car	grupo	alternativoj	prononco
level	malsaniĝis kaj temperaturo altiĝis	өвдөж, температур нэмэгдсэн	became ill and temperature rose	grupo	alternativoj	prononco
level	patrino diris, ke ŝi devas ripozi	ээж амрах хэрэгтэй гэж хэлсэн	mother said she should rest	grupo	alternativoj	prononco
level	ŝi devas resti hejme	тэр гэртээ үлдэх ёстой	she has to stay home	grupo	alternativoj	prononco
level	ŝi vokos doktoron	тэр эмч дуудах болно	she will call a doctor	grupo	alternativoj	prononco
level	je la naŭa horo	есөн цагт	at nine o'clock	grupo	alternativoj	prononco
level	matene venis je la oka	өглөө найман цагт ирсэн	in the morning came at eight o'clock	grupo	alternativoj	prononco
level	je la sepa morgaŭ vespere	маргааш орой долоон цагт	at seven tomorrow evening	grupo	alternativoj	prononco
level	montris liajn manojn	гараа харуулав	showed his hands	grupo	alternativoj	prononco
level	vesto, vestiĝas	хувцаслаж байна, хувцаслаж байна	dress, is getting dressed	grupo	alternativoj	prononco
level	vestiĝu kaj varmigu vian korpon	хувцаслаж, биеэ дулаацуулаарай	get dressed and warm your body	grupo	alternativoj	prononco
level	hejme tuj malvestis kaj duŝis	гэртээ тэр даруй хувцасаа тайлж, шүршүүрт орсон	at home immediately undressed and showered	grupo	alternativoj	prononco
level	doktoro rigardis ĉion	Эмч бүх зүйлийг харав	a doctor looked at everything	grupo	alternativoj	prononco
level	bone rigardis kaj fine diris	сайтар харж байгаад эцэст нь хэлэв	looked throughly and finally said	grupo	alternativoj	prononco
level	unu semajnon restu hejme	долоо хоног гэртээ бай	stay home for a week	grupo	alternativoj	prononco
level	deziras, ke vi estu trankvila	чамайг тайван байхыг хүсч байна	wants you to be calm	grupo	alternativoj	prononco
level	post unu semajno	долоо хоногийн дараа	after one week	grupo	alternativoj	prononco
level	vi fartos pli bone	та илүү сайн мэдрэх болно	you will feel better	grupo	alternativoj	prononco
level	trinku multe da teo	цай их уух	drink plenty of tea	grupo	alternativoj	prononco
level	venos por revidi vin	чамтай дахин уулзахаар ирнэ	will come to see you again	grupo	alternativoj	prononco
level	ankaŭ li estu trankvila	тэр ч бас тайван байг	let him be calm too	grupo	alternativoj	prononco
level	sana homo, sanulo	эрүүл хүн, эрүүл хүн	healthy man, healthy person	grupo	alternativoj	prononco
level	zorgis pri si mem	өөртөө анхаарал тавьсан	took care of oneself	grupo	alternativoj	prononco
level	tuta afero tuje utilis al mi	Бүх зүйл надад нэг дор хэрэгтэй байсан	the whole thing was useful to me at once	grupo	alternativoj	prononco
level	rimarkis, ke teruraĵo proksimas	аймшигт зүйл ойрхон байгааг анзаарав	noticed that horrible thing is near	grupo	alternativoj	prononco
level	petis tuj rimarki ĝin	нэн даруй анзаарахыг хүссэн	asked to notice it immediately	grupo	alternativoj	prononco
level	pensis, ke tio ne necesas	шаардлагагүй гэж бодсон	thought that was not necessary	grupo	alternativoj	prononco
level	loĝis proksime, kaj tio utilis	ойролцоо амьдардаг байсан бөгөөд энэ нь ашигтай байсан	lived nearby, and that was useful	grupo	alternativoj	prononco
level	nia lando hodiaŭ teruriĝis	манай улс өнөөдөр айдаст автлаа	our country became terrified today	grupo	alternativoj	prononco
level	karaj infanoj el ĉiuj familioj	бүх айлын эрхэм хүүхдүүд ээ	dear children from all families	grupo	alternativoj	prononco
level	unu fojon hieraŭ, du fojojn morgaŭ	өчигдөр нэг удаа, маргааш хоёр удаа	once yesterday, twice tomorrow	grupo	alternativoj	prononco
level	hodiaŭ familioj bezonas infanojn	Өнөөдөр гэр бүлд хүүхэд хэрэгтэй байна	today families need children	grupo	alternativoj	prononco
level	esperis, ke li fartos bone morgaŭ	Маргааш сайн болно гэж найдаж байсан	hoped he would be well tomorrow	grupo	alternativoj	prononco
level	li fartis ege trankvila	тэр маш тайван байсан (байсан).	he was feeling (has been) very calm	grupo	alternativoj	prononco
level	tri etuloj altigis la monton	гурван бяцхан хүүхэд уулыг өргөв	three little ones raised the mountain	grupo	alternativoj	prononco
level	gravuloj ne petis helpon	чухал хүмүүс тусламж гуйгаагүй	important people did not ask for help	grupo	alternativoj	prononco
level	piediris tien por helpi	туслахаар тийшээ алхсан	walked there to help	grupo	alternativoj	prononco
level	restu hejme se temperaturo altas	өндөр температуртай бол гэртээ үлдэх	stay home if temperature is high	grupo	alternativoj	prononco
level	temperaturo restis simila hodiaŭ	Өнөөдөр температур ижил хэвээр байна	temperature remained similar today	grupo	alternativoj	prononco
level	voku la doktoron je la naŭa	есөн цагт эмч дууд	call the doctor at nine	grupo	alternativoj	prononco
level	montru ĝin al via doktoro	эмчдээ үзүүлээрэй	show it to your doctor	grupo	alternativoj	prononco
level	por montri vian piedon	хөлөө харуулах	to show your foot	grupo	alternativoj	prononco
level	vestu ĉi tiun ĉemizon	энэ цамцыг өмс	wear this shirt	grupo	alternativoj	prononco
level	semajnfine ĉio trankviliĝos	Амралтын өдөр бүх зүйл тайвширна	on the weekend everything will calm down	grupo	alternativoj	prononco
level	sub la te-taso kion vi trovis?	Цайны аяганаас юу олсон бэ?	under the tea-cup what did you find?	grupo	alternativoj	prononco
level	mi deziras matenan teon	Би өглөөний цай авмаар байна	I want morning tea	grupo	alternativoj	prononco
level	esperis trankvilan vesperon	нам гүм орой болно гэж найдаж байсан	hoped for a quiet evening	grupo	alternativoj	prononco
level	deziras, ke vi lernu	чамайг сураасай гэж хүсэж байна	wants that you learn	grupo	alternativoj	prononco
level	insistis, ke mi iru	намайг явахыг шаардав	insisted that I go	grupo	alternativoj	prononco
level	je kioma horo?	хэдэн цагт?	at what hour?	grupo	alternativoj	prononco
level	je la sesa, li venos	зургаан цагт тэр ирнэ	at six he will come	grupo	alternativoj	prononco
level	la libreto estis ĉarma	либретто нь сэтгэл татам байсан	the libretto was charming	grupo	alternativoj	prononco
level	estu trankvila	чимээгүй	be quiet	grupo	alternativoj	prononco
level	li estu trankvila	түүнийг чимээгүй байг	let him be quiet	grupo	alternativoj	prononco
level	ankaŭ li	тэр ч бас	he too	grupo	alternativoj	prononco
level	mi deziras	Би хүсч байна (хүсэл)	I want (desire)	grupo	alternativoj	prononco
level	mi deziras, ke ~	Би үүнийг хүсч байна (хүсэж) ~	I wish (desire) that ~	grupo	alternativoj	prononco
level	ke vi lernu	таны сурдаг	that you learn	grupo	alternativoj	prononco
level	mi deziras, ke vi lernu	Би чамайг сураасай гэж хүсч байна	I want you to learn	grupo	alternativoj	prononco
level	patro insistas	гэж аав шаардаж байна	father insists	grupo	alternativoj	prononco
level	patro insistas, ke ~	аав ~ гэж шаарддаг	father insists that ~	grupo	alternativoj	prononco
level	ke mi iru	би явах гэж	that I go	grupo	alternativoj	prononco
level	patro insistas, ke mi iru	аав намайг явахыг шаарддаг	father insists that I go	grupo	alternativoj	prononco
level	je kioma horo	хэдэн цагт	at what hour	grupo	alternativoj	prononco
level	je kioma horo vi venos?	хэдэн цагт ирэх вэ?	what time do you come?	grupo	alternativoj	prononco
level	je la kvina	таван цагт (цаг)	at five (o'clock)	grupo	alternativoj	prononco
level	je la kvina horo	таван цагт	at five o'clock	grupo	alternativoj	prononco
level	kiel li fartas?	тэр яаж байна?	how does he doing?	grupo	alternativoj	prononco
level	kiel vi fartis lastatempe?	та сүүлийн үед ямархуу байсан бэ?	how have you been lately?	grupo	alternativoj	prononco
level	etaj libroj belas	бяцхан номнууд гоё	little books are beautiful	grupo	alternativoj	prononco
level	libreto, belaj libroj	товхимол, сайхан номнууд	a booklet, beautiful books	grupo	alternativoj	prononco
level	bela, beleta, belega	хөөрхөн, жаахан хөөрхөн, маш үзэсгэлэнтэй	beautiful, a little pretty, very beautiful	grupo	alternativoj	prononco
level	varma, varmeta, varmega	дулаахан, бүлээн, маш халуун	warm, lukewarm, very hot	grupo	alternativoj	prononco
level	librego, libreto	том ном, товхимол	a big book, a booklet	grupo	alternativoj	prononco
level	bona, bonega, bonege	сайн, сайн, сайн	good, great, well	grupo	alternativoj	prononco
level	riĉa, riĉiĝi, riĉulo	баян болох, баян болох, баян хүн	rich, become rich, a rich person	grupo	alternativoj	prononco
level	trankvila, trankviliĝi, trankviliĝu	тайвшрах, тайвшрах, тайвшрах	calm, to calm down, calm down	grupo	alternativoj	prononco
level	sana, resaniĝi, resaniĝis	эрүүл болох, эдгэрэх, эдгэрэх	healthy, to become healed, became healed	grupo	alternativoj	prononco
level	edzo, edziĝo, geedziĝis	нөхөр, гэрлэлт, гэрлэсэн	a husband, marriage, married	grupo	alternativoj	prononco
level	leterportisto	захидал шууданчин	a letter postman	grupo	alternativoj	prononco
level	hejmlando	эх орон	a homeland	grupo	alternativoj	prononco
level	iom, iomete	бага зэрэг, бага зэрэг	somewhat, a little	grupo	alternativoj	prononco
