B.pt content.tsv
Level	Esperanto	pt	en-us	Grupo	Alternativoj	Pronoco
level	tamen, problemo estas ~	no entanto, um problema é ~	however, a problem is ~	grupo	alternativoj	prononco
level	tiom da mono	tanto dinheiro	that much money	grupo	alternativoj	prononco
level	mi ne havas tiom da mono nun	Eu não tenho tanto dinheiro agora	I don't have that much money right now	grupo	alternativoj	prononco
level	problemo estas ke mi ne havas tiom da mono	o problema é que não tenho tanto dinheiro	problem is I don't have that much money	grupo	alternativoj	prononco
level	mi komprenas, sed ne estus multe-koste	Eu entendo, mas não custaria muito	I understand, but it wouldn't cost much	grupo	alternativoj	prononco
level	ne estus multe-koste, mia-krede	não seria muito caro, acredito	it would not be much expensive, I believe	grupo	alternativoj	prononco
level	tabelo de kotizo de programeroj	uma tabela de taxas de programas	a table of fees of programs	grupo	alternativoj	prononco
level	jen, se vi rigardas la kotiztabelon	isto é, se você olhar a tabela de ações/taxas	that is, if you look at the share/fees table	grupo	alternativoj	prononco
level	la kotiztabelo de la IJK-invitilo	a tabela de ações/taxas do convite IJK	the share/fees table of IJK-invitation	grupo	alternativoj	prononco
level	vi vidas, ke ~	você acha isso ~	you find that ~	grupo	alternativoj	prononco
level	temas pri entute nur 50 eŭroj	são apenas 50 euros no total	it's only 50 euros in total	grupo	alternativoj	prononco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	você vê que para você são apenas 50 euros no total	you see that for you it's only 50 euros in total	grupo	alternativoj	prononco
level	se ni dormas surplanke	se dormirmos no chão	if we sleep on the floor	grupo	alternativoj	prononco
level	en ordo	tudo bem	all right	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	bem, isso parece bom	well, that sounds fine	grupo	alternativoj	prononco
level	sed kio pri la vojaĝo	mas e a viagem	but what about the travel	grupo	alternativoj	prononco
level	trajno kostus ĉirkaŭ 70 eŭrojn	um trem custaria cerca de 70 euros	a train would cost around 70 euros	grupo	alternativoj	prononco
level	ĉu tio eblus por vi?	isso seria possível para você?	would that be possible for you?	grupo	alternativoj	prononco
level	espereble	esperançosamente	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	mas duraria o suficiente de trem	but would last long enough by train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	sim, mas podemos parar em uma ou duas cidades	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
level	dum la vojo	pelo caminho	along the way	grupo	alternativoj	prononco
level	kaj la tranoktado?	e a pernoite?	and the night stay?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	você pagaria por isso?	would you pay for it?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	não, eu não, mas não é um problema	no, not me, but it's not a problem	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	será mesmo que isso não é um problema?	is it really that this is not a problem?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	como você planeja resolver isso?	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	mostrou a coroa de ouro	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	bem, vou te mostrar em breve	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	mas primeiro mais chá	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	você quer também?	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	sim, obrigado	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	no mesmo café'	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	algo acontece, continua (fazendo) isso	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	um plano, planejar, planejar	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	ela e ele continuam o planejamento	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	por favor, aqui está o seu chá	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	enquanto isso eu olhei para o convite	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	olhou o convite do IJK	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	Eu entendo muito, mas não tudo	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	tudo bem, tudo bem, é só perguntar	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	aqui estão as coisas	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	limpar as coisas	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	as coisas que estão confusas	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	estão confusos para mim	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	para aderir, um formulário de inscrição	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	A Organização Mundial da Juventude Esperanto	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	Pepo, um pássaro que representa o TEJO	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	ficar, um lugar para ficar (um alojamento)	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	um alojamento para pessoas em massa	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	um formulário de registro é uma ferramenta para registrar	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	um formulário de adesão no qual você escreve seu nome, endereço, etc.	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	longo, uma abreviatura	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	uma abreviatura de Organização Mundial da Juventude Esperanto	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	Pepo é o pássaro engraçado do TEJO	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	um alojamento em massa é um lugar onde muitas pessoas ficam	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	um sono, um comprimido para dormir, um saco de dormir	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	geralmente é preciso um saco de dormir lá	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	você explicou rápido demais	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	eu não peguei tudo	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	não é tão importante	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	Eu acho que não é muito importante agora	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	mais tarde podemos conversar mais	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	mais para falar sobre o convite do IJK	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	então você quer planejar a viagem agora, certo?	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	sim, com prazer	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	então você verá isso ~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	vai custar tanto	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	verá que a viagem não custará tanto	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	Eu quero saber	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	Eu quero saber sobre ~	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	como você resolverá a pernoite	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	porque não tenho dinheiro	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	um albergue da juventude	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	tem dinheiro para um hotel ou pousada da juventude	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	aqui está a solução	here's the solution	grupo	alternativoj	prononco
level	pasporto	Um passaporte	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	Serviço de Passaportes, Hospedagem em Casa dos Esperantistas	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	livreto com o nome &quot;Serviço de Passaporte&quot;	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	serviço para quê?	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	para pessoas como nós	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	experimentar, um especialista	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	pessoas que gostam de viajar e conhecer países	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	ganhar e gastar	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	sem gastar muito dinheiro	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	um serviço, o serviço, aquele serviço	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	bem, e como funciona esse serviço?	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	Vejo que no livreto há ~	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	muitos endereços	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	existem muitos endereços de vários países	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	certo, sim!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	à sua disposição	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	todos eles, todos eles	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	na verdade, eles estão todos à sua disposição!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	quis dizer, significando	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	&quot;à minha disposição&quot;, o que isso significa?	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	significa que ~	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	convidar, um convidado, hospedar um convidado	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	está pronto, está preparado, prepare-se!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	as pessoas nesses endereços estão prontas para hospedar você	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	conhecer (uma pessoa), conhecido, ser conhecido	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	e ajudá-lo a conhecer a região deles	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	significa que as pessoas estão dispostas a hospedar você e ajudar	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	Soa interessante!	sounds interesting!	grupo	alternativoj	prononco
level	do	então	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	alguém fica na casa de outros esperantistas, certo?	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	diversas experiências com Passport Service	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	Tive várias experiências interessantes	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	Eu usei em três continentes	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	(isso) funciona mal	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	e até agora (isso) funcionou muito bem	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	ótimo! onde estamos indo?	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	então, meu plano é que nós ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	vem, chegou	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	depois de uma viagem bem sucedida	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	depois de usar o Passport Service em duas cidades	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	eles chegam depois de uma viagem bem sucedida	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	eis que olha!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	há uma grande bandeira do Esperanto ali	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	uma placa com o texto &quot;Bem-vindo ao IJK!&quot;	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	sim, e abaixo dele há ~	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	Viva!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	então finalmente chegamos	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	Estou muito cansado e com fome	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	você acha que podemos ~?	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	comer alguma coisa	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	você acha que podemos comer alguma coisa imediatamente?	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	eu duvido disso	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	devemos primeiro ser aceitos	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	deve ser aceito na recepção	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	e isso pode durar muito tempo	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	durar muito na minha experiência	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	infelizmente!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	essa é a linha da recepção?	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	Temo que sim	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	fazer ~ não é totalmente perfeito	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	é totalmente perfeito para chegar à noite	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	podemos conversar com as pessoas	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	mas podemos conversar com pessoas na fila	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	eis que vejo um amigo da Rússia!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	Estou com fome, quero comer	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	depois de cerca de 2 horas	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	em linha com novos e velhos amigos	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	comissão do congresso local	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	membro da comissão do congresso local	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	bem-vindo, quem é você?	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	de qual país?	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	você pagou antecipadamente?	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	por favor mostre	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	se sim, por favor mostre o recibo	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	você é membro do TEJO?	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	tornar-se membro em um estande	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	caso contrário, você pode participar no próximo estande	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	aqui estão os recibos de adiantamentos	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	cartões de membro e nossos passaportes	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	muito bom	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	então, vejo que você vai morar em um alojamento coletivo (espaço de descanso)	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	e comeremos no albergue da juventude	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	essas informações estão corretas?	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	sim, perfeito	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	uma bolsa com programa, mapa etc.	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	você pode pagar e receber uma sacola com programa, mapa etc.	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	na cabine vermelha, lá	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	ótimo, obrigado	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	parece cansado, mas saudável	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	aquelas pessoas realmente pareciam cansadas	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	e não foram muito gentis	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	você está certo	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	mas lembre-se disso ~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	estão trabalhando por 8 horas	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	o LKK está trabalhando há talvez oito horas	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	sem muita pausa	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	mas lembre-se que o LKK funciona sem interrupções	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	conversador durante a semana	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	Tenho certeza que ~	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	Tenho certeza que eles serão mais gentis	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	eles serão mais gentis e falantes	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	vamos encontrá-lo	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	bem, agora vamos encontrar o local de hospedagem em massa	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	e então eu gostaria de algo para comer	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	você viu a garota no estande da TEJO?	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	sim, e ela?	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	você conhece ela?	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	Infelizmente não	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	mas ela é muito bonita, não é?	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	Concordo	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	porém não entende bem	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	Eu concordo, mas não entendo	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	você gosta de mulheres?	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	sim, quero te contar antes	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	mas por algum motivo não	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	aspecto etc.	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	você é, é você?	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	sim, eu sou homossexual	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	também se pode dizer lésbica	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	bem, eu não sabia nada	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	mas estou feliz que você disse	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	na verdade, estou feliz que você seja homossexual	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	você é a lésbica mais gentil e legal	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	a lésbica mais legal que eu conheço	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	obrigado! você conhece outros?	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	mas como você sabe disso?	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	aquela garota prefere homens!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	de qualquer forma, acredito que essa garota prefere homens!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	aquela garota de quem você estava falando	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	veremos	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	no alojamento coletivo (um espaço para dormir)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	bom dia!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	você dormiu bem?	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	dificilmente vejo	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	pelo contrário, mal consegui dormir	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	mas por que?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	talvez você estivesse nervoso com seu primeiro dia no IJK?	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	na verdade	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	a noite toda, a noite toda	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	roncava muito alto	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	apenas alguém roncou muito alto a noite toda	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	não me incomode	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	e isso me incomodou muito	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	você não ouviu isso	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	de jeito nenhum, dormi profundamente	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	eu esqueci de te contar isso ~?	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	ouvido, tapar, tampões para os ouvidos	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	vale a pena usar protetores de ouvido	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	vale a pena usar ~	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	disse que vale a pena usar protetores de ouvido	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	quando você dorme em um alojamento coletivo (local de descanso)	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	obviamente sim	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	ah, pobre Katty!	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	De quem você está falando?	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	sobre você	about you	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	acariciar, acariciar nome, apelido	to caress, caressing name, nickname	grupo	alternativoj	prononco
level	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	com -ĉjo ou -njo, é possível criar apelidos em Esperanto	with -ĉjo or -njo, it is possible to create nicknames in Esperanto	grupo	alternativoj	prononco
level	ha, jes, mi iam legis pri tio	ah, sim, uma vez li sobre isso	ah, yes, I once read about it	grupo	alternativoj	prononco
level	kaj vi do estus Injo?	e então você seria Injo?	and then you would be Injo?	grupo	alternativoj	prononco
level	se vi volas iri tien	se você quiser vá lá	if you want go there	grupo	alternativoj	prononco
level	kioma horo estas nun?	que horas são?	what time is it now?	grupo	alternativoj	prononco
level	jam estas kvin minutoj antaŭ la deka	já faltam cinco minutos para as dez	it's already five minutes to ten	grupo	alternativoj	prononco
level	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	cinco minutos antes das dez, ou nove e cinquenta e cinco	five minutes before ten, or nine fifty-five	grupo	alternativoj	prononco
level	trafis aŭ maltrafis?	acertou ou errou?	hit or missed?	grupo	alternativoj	prononco
level	vi maltrafis la matenmanĝon	você perdeu o café da manhã	you missed breakfast	grupo	alternativoj	prononco
level	o, fek!	Ah Merda!	oh, shit!	grupo	alternativoj	prononco
level	ĉu vi estas sata?	você está satisfeito ?	are you satisfied ?	grupo	alternativoj	prononco
level	kaj mi kiu estas ege malsata	e eu que estou com muita fome	and I who am extremely hungry	grupo	alternativoj	prononco
level	se vi hastos	se você se apressar	if you hurry	grupo	alternativoj	prononco
level	povas almenaŭ trafi la malfermon	pode pelo menos acertar a abertura	can at least hit the opening	grupo	alternativoj	prononco
level	la malfermo de la kongreso	a abertura do congresso	the opening of the congress	grupo	alternativoj	prononco
level	vi povas almenaŭ trafi la malfermon de la kongreso	você pode pelo menos ir à abertura da convenção	you can at least hit the opening of the convention	grupo	alternativoj	prononco
level	kiam ĝi estos?	Quando vai ser?	when will it be?	grupo	alternativoj	prononco
level	je kvarono post la deka	às dez e quinze	at a quarter past ten	grupo	alternativoj	prononco
level	ĝi daŭros horon	vai durar uma hora	it will last an hour	grupo	alternativoj	prononco
level	kaj je la dek dua eblos manĝi	e às doze será possível comer	and at twelve it will be possible to eat	grupo	alternativoj	prononco
level	bele mi antaŭĝojas	lindamente estou ansioso por isso	beautifully I'm looking forward to it	grupo	alternativoj	prononco
level	diru, kio okazas dum la malfermo?	diga-me, o que acontece durante a abertura?	tell me, what happens during the opening?	grupo	alternativoj	prononco
level	ĉu ĝi estas vizitinda entute?	vale a pena visitar?	is it worth visiting at all?	grupo	alternativoj	prononco
level	laŭ mi jes	na minha opinião sim	in my opinion yes	grupo	alternativoj	prononco
level	kutime ĝi ne estas tre vigla	geralmente não é muito animado	usually it is not very lively	grupo	alternativoj	prononco
level	sed por vi, kiel "novulo"	mas para você como um 'novato'	but for you as a 'rookie'	grupo	alternativoj	prononco
