B.ar content.tsv
Level	Esperanto	ar	en-us	Grupo	Alternativoj	Pronoco
level	ĉiu-foje en alia lando	في كل مرة في بلد آخر	every time in other country	grupo	alternativoj	prononco
level	pro tio, ĉiu IJK estas alispeca	لهذا السبب، كل IJK مختلف	for this reason, every IJK is different	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj	ولكن هناك أيضا برامج	but there are also programs	grupo	alternativoj	prononco
level	programeroj, kiuj ofte revenas	البرامج التي تعود في كثير من الأحيان	programs that returns often	grupo	alternativoj	prononco
level	sed ankaŭ estas programeroj, kiuj ofte revenas	ولكن هناك أيضًا برامج تعود كثيرًا	but there're also programs that returns often	grupo	alternativoj	prononco
level	ekzemple	على سبيل المثال	for example	grupo	alternativoj	prononco
level	ekzemple, preskaŭ ĉiam eblas sportumi, kart-ludi	على سبيل المثال، من الممكن دائمًا ممارسة الألعاب الرياضية والبطاقات	for example, it is almost always possible to play sports and cards	grupo	alternativoj	prononco
level	babili kun amikoj dum la tuta nokto	للتحدث مع الأصدقاء طوال الليل	to talk with friends all night	grupo	alternativoj	prononco
level	kanti ĉirkaŭ fajro kaj danci	للغناء حول النار والرقص	to sing around fire and to dance	grupo	alternativoj	prononco
level	partopreni koncertojn, ktp	للمشاركة في الحفلات الموسيقية، وما إلى ذلك	to take part in concerts, and so forth	grupo	alternativoj	prononco
level	nu, tion mi povas fari ankaŭ hejme	حسنًا، يمكنني فعل ذلك في المنزل أيضًا	well, I can do that at home too	grupo	alternativoj	prononco
level	prave, sed	الحق، ولكن	right, but	grupo	alternativoj	prononco
level	sed la grava afero dum IJK estas ~	ولكن الشيء المهم خلال IJK هو ~	but the important thing during IJK is ~	grupo	alternativoj	prononco
level	venas de multaj diversaj landoj	يأتي من العديد من البلدان المختلفة	comes from many different countries	grupo	alternativoj	prononco
level	estas ke la partoprenantoj venas de diversaj landoj	هو أن المشاركين يأتون من بلدان مختلفة	is that the participants come from different countries	grupo	alternativoj	prononco
level	pro tiu mikso de diversaj homoj	بسبب هذا المزيج من الناس المختلفين	because of that mix of different people	grupo	alternativoj	prononco
level	estas bona etoso, kiu tre plaĉas al mi	إنها أجواء جيدة أحبها كثيرًا	it's a good atmosphere that I like very much	grupo	alternativoj	prononco
level	bone, sonas interese	حسنًا، يبدو الأمر وكأنه اهتمام	all right, sounds like interest	grupo	alternativoj	prononco
level	mi pripensos	سوف افكر بذلك	I will think about	grupo	alternativoj	prononco
level	certe	بالتأكيد	for sure	grupo	alternativoj	prononco
level	tamen, problemo estas ~	ومع ذلك، هناك مشكلة ~	however, a problem is ~	grupo	alternativoj	prononco
level	tiom da mono	هذا القدر من المال	that much money	grupo	alternativoj	prononco
level	mi ne havas tiom da mono nun	ليس لدي الكثير من المال الآن	I don't have that much money right now	grupo	alternativoj	prononco
level	problemo estas ke mi ne havas tiom da mono	المشكلة هي أنني لا أملك الكثير من المال	problem is I don't have that much money	grupo	alternativoj	prononco
level	mi komprenas, sed ne estus multe-koste	أنا أفهم، ولكن ذلك لن يكلف الكثير	I understand, but it wouldn't cost much	grupo	alternativoj	prononco
level	ne estus multe-koste, mia-krede	أعتقد أنها لن تكون باهظة الثمن	it would not be much expensive, I believe	grupo	alternativoj	prononco
level	tabelo de kotizo de programeroj	جدول رسوم البرامج	a table of fees of programs	grupo	alternativoj	prononco
level	jen, se vi rigardas la kotiztabelon	أي إذا نظرت إلى جدول الأسهم/الرسوم	that is, if you look at the share/fees table	grupo	alternativoj	prononco
level	la kotiztabelo de la IJK-invitilo	جدول المشاركة/الرسوم لدعوة IJK	the share/fees table of IJK-invitation	grupo	alternativoj	prononco
level	vi vidas, ke ~	تجد أن ~	you find that ~	grupo	alternativoj	prononco
level	temas pri entute nur 50 eŭroj	إنه 50 يورو فقط في المجموع	it's only 50 euros in total	grupo	alternativoj	prononco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	ترى أنه بالنسبة لك يبلغ إجمالي المبلغ 50 يورو فقط	you see that for you it's only 50 euros in total	grupo	alternativoj	prononco
level	se ni dormas surplanke	إذا نمنا على الأرض	if we sleep on the floor	grupo	alternativoj	prononco
level	en ordo	حسنًا	all right	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	حسنا، هذا يبدو جيدا	well, that sounds fine	grupo	alternativoj	prononco
level	sed kio pri la vojaĝo	ولكن ماذا عن السفر	but what about the travel	grupo	alternativoj	prononco
level	trajno kostus ĉirkaŭ 70 eŭrojn	سيكلف القطار حوالي 70 يورو	a train would cost around 70 euros	grupo	alternativoj	prononco
level	ĉu tio eblus por vi?	هل هذا ممكن بالنسبة لك؟	would that be possible for you?	grupo	alternativoj	prononco
level	espereble	أملاً	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	لكنها ستستمر لفترة كافية بالقطار	but would last long enough by train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	نعم، ولكن يمكننا التوقف في مدينة واحدة أو مدينتين	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
level	dum la vojo	على طول الطريق	along the way	grupo	alternativoj	prononco
level	kaj la tranoktado?	والمبيت؟	and the night stay?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	هل ستدفع ثمنها؟	would you pay for it?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	لا، ليس أنا، لكنها ليست مشكلة	no, not me, but it's not a problem	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	هل حقا أن هذه ليست مشكلة؟	is it really that this is not a problem?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	كيف تخطط لحل ذلك؟	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	أظهر التاج الذهبي	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	حسنًا، سأريكم قريبًا	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	ولكن أولا المزيد من الشاي	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	أتريد أيضا؟	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	نعم شكرا لك	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	في نفس المقهى&quot;	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	شيء ما يستمر، ويستمر (يفعل) ذلك	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	خطة، تخطيط، تخطيط	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	يواصل هي وهو التخطيط	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	من فضلك، وهنا الشاي الخاص بك	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	وفي الوقت نفسه نظرت إلى الدعوة	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	نظرت إلى دعوة IJK	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	أنا أفهم الكثير، ولكن ليس كل شيء	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	حسنًا حسنًا، فقط اسأل	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	هذه هي الأشياء	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	أشياء واضحة	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	الأشياء التي مربكة	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	مربكة بالنسبة لي	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	للانضمام، استمارة التسجيل	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	منظمة شباب الاسبرانتو العالمية	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	بيبو، طائر يمثل تيجو	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	مكان للإقامة (مسكن)	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	سكن للجماهير	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	استمارة التسجيل هي أداة للتسجيل	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	نموذج العضوية الذي تكتب فيه اسمك وعنوانك وما إلى ذلك	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	طويل، وهو اختصار	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	اختصار لاسم منظمة شباب الاسبرانتو العالمية	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	بيبو هو طائر تيجو المضحك	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	السكن الجماعي هو مكان يقيم فيه الكثير من الناس	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	نوم، حبة نوم، كيس نوم	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	عادة ما يحتاج المرء إلى كيس نوم هناك	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	لقد شرحت بسرعة كبيرة	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	لم أفهم كل شيء	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	ليس بهذه الأهمية	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	أعتقد أن الأمر ليس مهمًا جدًا الآن	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	في وقت لاحق يمكننا التحدث أكثر	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	المزيد للحديث عن دعوة IJK	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	لذلك تريد التخطيط للسفر الآن، أليس كذلك؟	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	نعم بكل سرور	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	لذلك سوف ترى أن ~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	سيكلف هذا القدر	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	سوف نرى أن السفر لن يكلف الكثير	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	أريد أن أعرف	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	أريد أن أعرف عن ~	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	كيف ستحل السهر	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	لأنني لا أملك المال	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	نزل للشباب	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	لديه مال لشراء فندق أو نزل للشباب	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	هذا هو الحل	here's the solution	grupo	alternativoj	prononco
level	pasporto	جواز سفر	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	خدمة جوازات السفر، الإقامة المنزلية للإسبرانتيين	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	كتيب باسم &quot;خدمة الجوازات&quot;	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	خدمة لماذا؟	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	لأشخاص مثلنا	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	للتجربة، خبير	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	الأشخاص الذين يحبون السفر وتجربة البلدان	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	لكسب والإنفاق	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	دون إنفاق الكثير من المال	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	خدمة، خدمة، تلك الخدمة	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	حسنا، وكيف تعمل هذه الخدمة؟	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	أرى أن في الكتاب هناك ~	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	الكثير من العناوين	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	هناك العديد من العناوين من عدة دول	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	صحيح، نعم!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	تحت تصرفك	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	كلهم، كلهم	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	في الواقع كلهم تحت تصرفكم!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	يعني يعني	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	&quot;تحت تصرفي&quot;، ماذا يعني ذلك؟	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	يعني ~	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	لضيف، ضيف، لاستضافة ضيف	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	جاهز، مستعد، استعد!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	الأشخاص في تلك العناوين مستعدون لاستضافتك	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	أن تعرف (شخصًا)، أن تعرف، أن تعرف	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	ومساعدتك في التعرف على منطقتهم	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	يعني أن الناس على استعداد لاستضافتك ومساعدتك	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	مثير للاهتمام!	sounds interesting!	grupo	alternativoj	prononco
level	do	لذا	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	شخص ما يبقى في منزل الاسبرانتسيين الآخرين، أليس كذلك؟	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	العديد من التجارب مع خدمة الجوازات	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	كان لدي العديد من التجارب المثيرة للاهتمام	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	لقد استخدمته في ثلاث قارات	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	(هو) يعمل بشكل سيئ	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	وحتى الآن عملت بشكل جيد للغاية	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	عظيم! إلى أين نحن ذاهبون؟	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	لذلك، خطتي هي أننا ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	يأتي، وصل	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	بعد رحلة ناجحة	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	بعد استخدام خدمة جواز السفر في مدينتين	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	يصلون بعد رحلة ناجحة	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	انظر، انظر!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	هناك علم إسبرانتو كبير هناك	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	لافتة نصها &quot;مرحبًا بكم في IJK!&quot;	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	نعم، وتحته هناك ~	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	مرحا!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	لذلك وصلنا أخيرا	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	أنا متعب جدا وجائع	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	هل تعتقد أننا نستطيع ~؟	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	لأكل شيء ما	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	هل تعتقد أننا يمكن أن نأكل شيئا على الفور؟	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	أنا أشك في ذلك	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	يجب أن يتم قبولنا أولاً	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	يجب أن يتم قبوله في مكتب الاستقبال	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	ويمكن أن يستمر ذلك لفترة طويلة	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	لتدوم طويلا في تجربتي	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	واحسرتاه!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	هل هذا هو خط الاستقبال؟	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	أخشى ذلك	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	للقيام ~ ليست مثالية تماما	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	مثالي تمامًا للوصول في المساء	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	يمكننا الدردشة مع الناس	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	ولكن يمكننا الدردشة مع الناس في الطابور	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	هوذا أرى صديقا لروسيا!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	أنا جائعة، أريد أن آكل	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	بعد حوالي 2 ساعة	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	تمشيا مع الأصدقاء الجدد والقدامى	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	لجنة المؤتمر المحلي	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	عضو في لجنة المؤتمر المحلي	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	مرحباً بك، من أنت؟	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	من اي بلد؟	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	هل دفعت مقدما؟	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	يرجى إظهار	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	إذا كان الأمر كذلك، يرجى إظهار الإيصال	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	هل أنت عضو في تيجو؟	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	لتصبح عضوا في كشك	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	إذا لم يكن الأمر كذلك، يمكنك الانضمام في الجناح التالي	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	وهنا إيصالات الدفعات المقدمة	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	بطاقات العضوية وجوازات السفر لدينا	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	جيد جدًا	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	لذا، أرى أنك ستعيش في سكن جماعي (مساحة التصادم)	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	وسوف يأكل في نزل الشباب	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	هل تلك المعلومات صحيحة؟	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	نعم ممتاز	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	حقيبة بها برنامج وخريطة وما إلى ذلك	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	يمكنك الدفع واستلام الحقيبة مع البرنامج والخريطة وما إلى ذلك	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	في المقصورة الحمراء، هناك	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	جيد شكرا لك	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	يبدو متعبا ولكن بصحة جيدة	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	بدا هؤلاء الناس متعبين حقًا	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	ولم تكن لطيفة جدا	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	أنت محق	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	ولكن تذكر أن ~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	يعملون لمدة 8 ساعات	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	كان LKK يعمل لمدة ثماني ساعات تقريبًا	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	دون توقف كبير	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	لكن تذكر أن LKK يعمل بدون فترات راحة	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	الدردشة خلال الأسبوع	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	أنا متأكد من ذلك ~	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	أنا متأكد من أنهم سيكونون أكثر لطفًا	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	سيكونون أكثر لطفًا وأكثر ثرثرة	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	دعونا العثور عليه	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	حسنا، الآن دعونا نجد مكان السكن الجماعي	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	وبعد ذلك أود أن آكل شيئا	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	هل رأيت الفتاة في كشك TEJO؟	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	نعم ماذا عنها؟	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	هل تعرفها؟	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	للاسف لا	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	لكنها جميلة جداً، أليس كذلك؟	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	أنا موافق	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	ولكن لا يفهم جيدا	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	أنا أوافق لكني لا أفهم	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	هل تحب الاناث؟	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	نعم، أريد أن أخبرك من قبل	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	ولكن لسبب ما لم يفعل ذلك	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	طاولات النبيذ في مي بلي OL فيروج	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	الجانب الخ	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	هل أنت، هل أنت؟	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	نعم أنا مثلي الجنس	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	يمكن للمرء أن يقول أيضا مثليه	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	حسنا، لم أكن أعرف على الإطلاق	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	ولكن أنا سعيد لأنك قلت	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	في الواقع أنا سعيد لأنك مثلي الجنس	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	أنت ألطف وأجمل مثليه	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	أجمل مثليه وأنا أعلم	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	شكرًا لك! هل تعرف الآخرين؟	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	ولكن كيف تعرف ذلك؟	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	تلك الفتاة تفضل الرجال!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	على أية حال أعتقد أن الفتاة تفضل الرجال!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	تلك الفتاة التي كنت تتحدث عنها	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	سوف نرى	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	في مكان السكن الجماعي (مساحة التصادم)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	صباح الخير!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	هل نمت جيدا؟	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	بالكاد نرى	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	على العكس من ذلك، بالكاد أستطيع النوم	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	لكن لماذا؟	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	ربما كنت متوترًا بشأن يومك الأول في IJK؟	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	ليس حقيقيًا	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	طوال الليل، طوال الليل	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	شخير بصوت عال جدا	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	مجرد شخص يشخر بصوت عالٍ طوال الليل	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	لا تزعجني	don't bother me	grupo	alternativoj	prononco
