C.fi content.tsv
Level	Esperanto	fi	en-us	Grupo	Alternativoj	Pronoco
level	morgaŭa	huomisen	tomorrow's	grupo	alternativoj	prononco
level	ekzameni	tutkia	to examine	grupo	alternativoj	prononco
level	malŝati	vihata, ei pidä	to hate, do not like	grupo	alternativoj	prononco
level	plenigi	täyttää, täyttää	to fill up, to fill in	grupo	alternativoj	prononco
level	malĝoja	surullinen	sad	grupo	alternativoj	prononco
level	frosto	pakkanen, pakkanen, pakkanen, jäätävän kylmä	frost, a frost, freeze, freezing cold	grupo	alternativoj	prononco
level	manplato	kämmen, kämmen	palm, a palm	grupo	alternativoj	prononco
level	maltrankvila	ahdistunut	anxious	grupo	alternativoj	prononco
level	respubliko	tasavalta	a republic	grupo	alternativoj	prononco
level	malseka	märkä	wet	grupo	alternativoj	prononco
level	malsaniĝi	sairastua	to become ill	grupo	alternativoj	prononco
level	aliĝi	liittyä	to join	grupo	alternativoj	prononco
level	malplaĉa	epämukavaa	uncomfortable	grupo	alternativoj	prononco
level	malofte	harvoin	rarely	grupo	alternativoj	prononco
level	malmulto	muutama	few	grupo	alternativoj	prononco
level	rezignigi	saada eroamaan, pakottaa eroamaan	to make to resign, to force resign	grupo	alternativoj	prononco
level	filmo	elokuva, elokuva	a film, a motion picture	grupo	alternativoj	prononco
level	malmulte	harvoissa	in few	grupo	alternativoj	prononco
level	terni	aivastaa	to sneeze	grupo	alternativoj	prononco
level	fermigi	tehdä sulkea	to make to close	grupo	alternativoj	prononco
level	malkontentigi	ärsyttää	to annoy	grupo	alternativoj	prononco
level	malfrui	olla myöhässä	to be late	grupo	alternativoj	prononco
level	malforta	heikko	weak	grupo	alternativoj	prononco
level	fermiĝi	sulkeutua, sulkeutua	to become closed, to be closed	grupo	alternativoj	prononco
level	malfacila	vaikea	difficult	grupo	alternativoj	prononco
level	alkoholaĵo	viina, alkoholijuoma	liquor, alcoholic beverage	grupo	alternativoj	prononco
level	difini	määritellä	to define	grupo	alternativoj	prononco
level	malagrabla	epämiellyttävä	unpleasant	grupo	alternativoj	prononco
level	anstataŭigi	korvata, laittaa tilalle, korvata	to replace, to put in place of, to substitute	grupo	alternativoj	prononco
level	laboristo	työntekijä	a worker	grupo	alternativoj	prononco
level	koncerni	huolestua	to concern	grupo	alternativoj	prononco
level	sciigi	ilmoittaa, ilmoittaa, jakaa, ilmoittaa	to let know, to inform, to share, to notify	grupo	alternativoj	prononco
level	planti	istuttaa	to plant	grupo	alternativoj	prononco
level	politiko	politiikkaa, politiikkaa	a policy, politics	grupo	alternativoj	prononco
level	kunporti	tuoda mukaan	to bring along	grupo	alternativoj	prononco
level	amikiĝi (kun ~)	ystävystyä (~ kanssa)	to make friends (with ~)	grupo	alternativoj	prononco
level	korpoforto	fyysinen voima	physical strength	grupo	alternativoj	prononco
level	klarigo	selitys	an explanation	grupo	alternativoj	prononco
level	dividi	jakaa, jakaa	to divide, to share	grupo	alternativoj	prononco
level	armi	aseistaa	to arm	grupo	alternativoj	prononco
level	karulino	rakas	a darling	grupo	alternativoj	prononco
level	intervidiĝi	nähdä toisensa	to see each other	grupo	alternativoj	prononco
level	instruistino	naisopettaja	a female teacher	grupo	alternativoj	prononco
level	ŝlosilo	avain	a key	grupo	alternativoj	prononco
level	ideoriĉa	mielikuvituksellinen	imaginative	grupo	alternativoj	prononco
level	falsi	väärentää, väärentää, väärentää, väärentää	to falsify, to fake, to forge, to counterfeit	grupo	alternativoj	prononco
level	ŝuoj	kenkiä	shoes	grupo	alternativoj	prononco
level	homformo	ihmisen muoto	a form of a person	grupo	alternativoj	prononco
level	scipovi	tietää miten	to know how	grupo	alternativoj	prononco
level	haltigi	pysäyttääkseen	to cause stop	grupo	alternativoj	prononco
level	spezi	asioida rahaa	to transact money	grupo	alternativoj	prononco
level	grandula	jättiläisen	giant's	grupo	alternativoj	prononco
level	grafino	kreivitär	a countess	grupo	alternativoj	prononco
level	supra	ylempi	upper	grupo	alternativoj	prononco
level	gondolisto	gondolisti	a gondolist	grupo	alternativoj	prononco
level	paŭzi	pysähtyä, tauko, levätä	to pause, to break, to take a rest	grupo	alternativoj	prononco
level	gefrato	sisarukset	siblings	grupo	alternativoj	prononco
level	sandviĉo	voileipä	a sandwich	grupo	alternativoj	prononco
level	knedi	sekoittaa, vaivata, työstää	to mix, to knead, to work into	grupo	alternativoj	prononco
level	fuŝparoli	puhua väärin	to speak wrongly	grupo	alternativoj	prononco
level	ekzerci	harjoitella, harjoitella, harjoitella, harjoitella	to exercise, to train, to drill, to practice	grupo	alternativoj	prononco
level	fine	lopussa	at the end	grupo	alternativoj	prononco
level	verŝajne	luultavasti ilmeisesti	probably, apparently	grupo	alternativoj	prononco
level	familiano	perheenjäsen	a family member	grupo	alternativoj	prononco
level	energio	energiaa	an energy	grupo	alternativoj	prononco
level	faligi	aiheuttaa kaatumista, ajaa yli	to cause falling, to run over	grupo	alternativoj	prononco
level	aparato	laite, kone, laite	an apparatus, machine, device	grupo	alternativoj	prononco
level	informo	tietoa	an information	grupo	alternativoj	prononco
level	eniri	mennä sisään	to go in	grupo	alternativoj	prononco
level	saluton!	Hei!	hello!	grupo	alternativoj	prononco
level	ekvidi	alkaa nähdä	to start seeing	grupo	alternativoj	prononco
level	balancilo	keinu, tasapaino	a swing, a balance	grupo	alternativoj	prononco
level	ekstervoje	matkalla ulos	on the way out	grupo	alternativoj	prononco
level	flugilo	siipi	a wing	grupo	alternativoj	prononco
level	ekrigardi	alkaa etsiä	to start looking	grupo	alternativoj	prononco
level	laŭtparolilo	kaiuttimen	a speaker	grupo	alternativoj	prononco
level	ekmire	ihmeellisesti	wonderously	grupo	alternativoj	prononco
level	dumtage	päivällä	at day	grupo	alternativoj	prononco
level	socio	yhteiskunta	a society	grupo	alternativoj	prononco
level	doloriga	aiheuttaa kipua	causing pain	grupo	alternativoj	prononco
level	laborilo	työkalu työhön	a tool for work	grupo	alternativoj	prononco
level	devojiĝi	mennä harhaan	to go astray	grupo	alternativoj	prononco
level	banujo	kylpyamme (=bankuvo)	a bathtub (=bankuvo)	grupo	alternativoj	prononco
level	afiŝo	juliste, postaus, artikkeli	a poster, a post, an article	grupo	alternativoj	prononco
level	ellitiĝi	nousta sängystä, nousta ylös	to get out of bed, to get up	grupo	alternativoj	prononco
level	signifi	tarkoittaa, tarkoittaa, vihjaa	to mean, to signify, to imply	grupo	alternativoj	prononco
level	tondilo	sakset	scissors	grupo	alternativoj	prononco
level	besteto	pieni eläin	a little animal	grupo	alternativoj	prononco
level	pasio	intohimo	passion	grupo	alternativoj	prononco
level	bedaŭrinde	valitettavasti	unfortunately	grupo	alternativoj	prononco
level	ekdormi	nukahtaa	to fall asleep	grupo	alternativoj	prononco
level	aĉodora	paha haju	bad smelling	grupo	alternativoj	prononco
level	tranĉilo	veitsi	a knife	grupo	alternativoj	prononco
level	rano	sammakko	a frog	grupo	alternativoj	prononco
level	arboplena	täynnä puita	full of trees	grupo	alternativoj	prononco
level	vespere	illalla	in the evening	grupo	alternativoj	prononco
level	temo	teema, aihe	a theme, a topic	grupo	alternativoj	prononco
level	antaŭeniri	mennä eteenpäin	to go ahead	grupo	alternativoj	prononco
level	kalkulilo	laskin	a calculator	grupo	alternativoj	prononco
level	amikino	tyttöystävä	a girl friend	grupo	alternativoj	prononco
level	alilanda	ulkomaalainen	foreign	grupo	alternativoj	prononco
level	kovrilo	peitto, valaisin, peitto	a cover, a lit, a blanket	grupo	alternativoj	prononco
level	menuo	ruokalista	a menu	grupo	alternativoj	prononco
level	informilo	uutiskirje, ilmoitus	a newsletter, an anouncement	grupo	alternativoj	prononco
level	Venecia	Venetsia	Venice	grupo	alternativoj	prononco
level	teroro	kauhua	a terror	grupo	alternativoj	prononco
level	doĝo	doge, varakuningas	a doge, a viceroy	grupo	alternativoj	prononco
level	kvanto	määrä, määrä	quantity, amount	grupo	alternativoj	prononco
level	batilo	lepakko (lyödä)	a bat (to hit)	grupo	alternativoj	prononco
level	kvalito	laatu, omaisuus	quality, property	grupo	alternativoj	prononco
level	laŭte	kovaäänisesti, ääneen	loudly, aloud	grupo	alternativoj	prononco
level	-ut-	(pääte) ehdollinen passiivinen	(suffix)  conditional passive	grupo	alternativoj	prononco
level	kristnasko	joulu	Christmas	grupo	alternativoj	prononco
level	vivo	elämä	a life	grupo	alternativoj	prononco
level	freneza	hullu, hullu, hullu	crazy, insane, mad	grupo	alternativoj	prononco
level	solvi	ratkaista, hajottaa	to solve, to dissolve	grupo	alternativoj	prononco
level	rilate al	liittyvä	relating to	grupo	alternativoj	prononco
level	fi!	paska!	shit!	grupo	alternativoj	prononco
level	rideti	hymyillä	to smile	grupo	alternativoj	prononco
level	temas pri	siinä on kyse	it is about	grupo	alternativoj	prononco
level	alilande	ulkomailla	abroad	grupo	alternativoj	prononco
level	pli-malpli	enemmän tai vähemmän	more or less	grupo	alternativoj	prononco
level	kadro	kehys, asetus, kaato	a frame, a setting, a cadre	grupo	alternativoj	prononco
level	eta	pieni, pieni (=malranda)	small, tiny (=malgranda)	grupo	alternativoj	prononco
level	dumil	kaksi tuhatta	two thousands	grupo	alternativoj	prononco
level	ŝtormo	myrsky	a storm	grupo	alternativoj	prononco
level	elektra	sähkö, sähkö	electric, electrical	grupo	alternativoj	prononco
level	ducent	kaksi sataa	two hundreds	grupo	alternativoj	prononco
level	lageto	Lampi	a pond	grupo	alternativoj	prononco
level	tridek	kolmekymmentä	thirty	grupo	alternativoj	prononco
level	kukurbo	kurpitsa, kurpitsa	a pumpkin, a gourd	grupo	alternativoj	prononco
level	varmete	haaleassa	in lukewarm	grupo	alternativoj	prononco
level	dek naŭ	yhdeksäntoista	nineteen	grupo	alternativoj	prononco
level	eĥo	kaiku	an echo	grupo	alternativoj	prononco
level	ekrano	näyttö	a screen	grupo	alternativoj	prononco
level	dek sep	seitsemäntoista	seventeen	grupo	alternativoj	prononco
level	malvarmeta	viileä	cool	grupo	alternativoj	prononco
level	dek kvin	viisitoista	fifteen	grupo	alternativoj	prononco
level	oratoro	puhuja, puhuja, puhuja	an orator, a spokesman, a speaker	grupo	alternativoj	prononco
level	mansako	käsilaukku (=mansaketo)	a handbag (=mansaketo)	grupo	alternativoj	prononco
level	dek tri	kolmetoista	thirteen	grupo	alternativoj	prononco
level	kristalo	kristalli	a crystal	grupo	alternativoj	prononco
level	cigaredo	tupakka	a cigarette	grupo	alternativoj	prononco
level	pronomo	pronomini	a pronoun	grupo	alternativoj	prononco
level	frapeti	naputtaa	to tap	grupo	alternativoj	prononco
level	nukso	pähkinä	a nut	grupo	alternativoj	prononco
level	dek unu	yksitoista	eleven	grupo	alternativoj	prononco
level	mirinda	ihmeellistä, ihmeellistä	amazing, marvelous	grupo	alternativoj	prononco
level	pordego	portaali, pääportti, portti	a portal, a main gate, a gate	grupo	alternativoj	prononco
level	funkcio	toiminto	a function	grupo	alternativoj	prononco
level	impliki	sekaantua, sotkeutua, osallistaa	to implicate, to entangle, to involve	grupo	alternativoj	prononco
level	tasko	tehtävä, työ	a task, a job	grupo	alternativoj	prononco
level	tunelo	tunneli, kuoppa	a tunnel, a burrow	grupo	alternativoj	prononco
level	volo	halukkuutta	willingness	grupo	alternativoj	prononco
level	intermanĝeto	lounas (keskikokoinen, pieni)	a lunch (intermediate, small)	grupo	alternativoj	prononco
level	interreto	Internet, Internet	internet, Internet	grupo	alternativoj	prononco
level	tikli	kutittaa	to tickle	grupo	alternativoj	prononco
level	vigle	elävästi, reippaasti	animatedly, briskly	grupo	alternativoj	prononco
level	bendo	bändi, nauha, nauha	a band, a tape, a strip	grupo	alternativoj	prononco
level	stulta	tyhmä, tyhmä	stupid, foolish	grupo	alternativoj	prononco
level	haloo	Hei	hello	grupo	alternativoj	prononco
level	himno	hymni, hymni	a hymn, an anthem	grupo	alternativoj	prononco
level	taŭgi	olla sopiva, sopia	to be suitable, to fit	grupo	alternativoj	prononco
level	plenaĝa	aikuinen, aikuinen	adult, grown-up	grupo	alternativoj	prononco
level	recenzi	arvioida, kirjoittaa ylös	to review, to write up	grupo	alternativoj	prononco
level	gratulo	onnittelut	congratulation	grupo	alternativoj	prononco
level	flati	ohuemmiksi	to flatter	grupo	alternativoj	prononco
level	komitato	komitea	a committee	grupo	alternativoj	prononco
level	frataro	joukko häiritseviä	a group of bothers	grupo	alternativoj	prononco
level	dorno	piikki	a thorn	grupo	alternativoj	prononco
level	nebulo	sumu, sumu	fog, mist	grupo	alternativoj	prononco
level	fervojo	rautatie	a railway	grupo	alternativoj	prononco
level	uzado	kuinka käyttää, käyttää	how to use, using	grupo	alternativoj	prononco
level	klimato	ilmasto	a climate	grupo	alternativoj	prononco
level	brakumo	halaus	a hug	grupo	alternativoj	prononco
level	bandaĝo	side, side	a bandage, dressing	grupo	alternativoj	prononco
level	drato	johto	a wire	grupo	alternativoj	prononco
level	unuo	yksikkö	unit	grupo	alternativoj	prononco
level	materialo	materiaali, materiaali	material, a material	grupo	alternativoj	prononco
level	malvarmumi	vilustumaan	to catch cold	grupo	alternativoj	prononco
level	unue	Ensinnäkin	first of all	grupo	alternativoj	prononco
level	gramo	gramma	a gram	grupo	alternativoj	prononco
level	turniĝi	kääntymään	to become turned	grupo	alternativoj	prononco
level	malsano	sairaus	a disease	grupo	alternativoj	prononco
level	porcio	osa, osuus	a portion, a share	grupo	alternativoj	prononco
level	armeo	armeija	an army	grupo	alternativoj	prononco
level	bulteno	tiedote, uutiskirje	a bulletin, a newsletter	grupo	alternativoj	prononco
level	partio	juhla, juhla, ottelu, puoli	party, a party, a match, a side	grupo	alternativoj	prononco
level	trio	kolmikko	a trio	grupo	alternativoj	prononco
level	proksimume	suunnilleen, noin	approximately, about	grupo	alternativoj	prononco
level	determini	määrittämiseksi	to determine	grupo	alternativoj	prononco
level	oferi	uhrata, tarjota, uhrata	to sacrifice, to offer, to offer up	grupo	alternativoj	prononco
level	naĝo	uida, kylpeä	swimming, bathe	grupo	alternativoj	prononco
level	evidenta	ilmeinen, selvä, ilmeinen	evident, clear, obvious	grupo	alternativoj	prononco
level	tria	kolmas	third	grupo	alternativoj	prononco
level	familiara	tuttu, ystävällinen	familiar, friendly	grupo	alternativoj	prononco
level	pastro	pappi, pappi, pastori	a priest, a clergyman, a pastor	grupo	alternativoj	prononco
level	foliumi	kääntää sivuja, selata, selata	to turn pages, to browse, to leaf through	grupo	alternativoj	prononco
level	sufiĉi	olla riittävä	to be sufficient	grupo	alternativoj	prononco
level	okulumi	katsoa, tuijottaa, tuijottaa, silmää silmää	to make eyes at, to ogle, to stare at, to wink	grupo	alternativoj	prononco
level	ekzakta	tarkka	exact	grupo	alternativoj	prononco
level	konstati	todeta, todeta tosiasiaksi	to ascertain, to establish to be a fact	grupo	alternativoj	prononco
level	tombo	hauta, hauta	a tomb, a grave	grupo	alternativoj	prononco
level	sperto	kokemus	an experience	grupo	alternativoj	prononco
level	ŝmiri	rasvata, voidella, voidella	to grease, to smear, to anoint	grupo	alternativoj	prononco
level	pioniro	pioneeri	a pioneer	grupo	alternativoj	prononco
level	emerito	emeritus, eläkeläinen, eläkeläinen	an emeritus, a retiree, a pensioner	grupo	alternativoj	prononco
level	skribilo	kirjoitustyökalu, mitä tahansa kirjoittamiseen	a writing tool, anything for writing	grupo	alternativoj	prononco
level	favora	suotuisa	favorable	grupo	alternativoj	prononco
level	kaĉo	puuro, sose	a porridge, a puree	grupo	alternativoj	prononco
level	senhalte	ilman taukoa	without pause	grupo	alternativoj	prononco
level	horizonto	horisontti	a horizon	grupo	alternativoj	prononco
level	vertikalo	pystysuora viiva	a vertical line	grupo	alternativoj	prononco
level	protekti	suojella	to protect	grupo	alternativoj	prononco
level	fikcio	fiktiota	a fiction	grupo	alternativoj	prononco
level	ventumi	tuulettaa, tuulettaa	to fan, to aerate	grupo	alternativoj	prononco
level	obstaklo	este	an obstacle	grupo	alternativoj	prononco
level	satiĝi	tulla tyytyväiseksi	to become satisfied	grupo	alternativoj	prononco
level	kredito	luotto	a credit	grupo	alternativoj	prononco
level	rompiĝi	tulla rikki	to become broken	grupo	alternativoj	prononco
level	dorloti	hemmotella, hellittää, silittää, rakastella	to pamper, to coddle, to pet, to dote	grupo	alternativoj	prononco
level	epoko	aikakausi, aikakausi, aikakausi, aika	an epoch, an age, a period, time	grupo	alternativoj	prononco
level	ventumilo	fani	a fan	grupo	alternativoj	prononco
level	nutri	ruokkia, ruokkia	to nourish, to feed	grupo	alternativoj	prononco
level	maizo	maissi, maissi, jauhot	a maize, a corn, a mealies	grupo	alternativoj	prononco
level	influi	vaikuttaa, vaikuttaa	to influence, to affect	grupo	alternativoj	prononco
level	reviziti	vierailla uudelleen	to visit again	grupo	alternativoj	prononco
level	graveda	raskaana	pregnant	grupo	alternativoj	prononco
level	potenco	voimaa	a power	grupo	alternativoj	prononco
level	surprizi	yllättää	to surprise	grupo	alternativoj	prononco
level	minimumo	minimi	a minimum	grupo	alternativoj	prononco
level	fabo	papu, fava papu, härkäpapu	a bean, a fava bean, a broad bean	grupo	alternativoj	prononco
level	renkontiĝi	tavata	to meet	grupo	alternativoj	prononco
level	abunda	runsas, runsas, runsas	abundant, copious, bountiful	grupo	alternativoj	prononco
level	plonĝi	sukeltaa, sukeltaa, romahtaa	to dive, to plunge, to plummet	grupo	alternativoj	prononco
level	grado	tutkinto, arvosana	degree, grade	grupo	alternativoj	prononco
level	kajo	laituri, laituri, liittymä	a quay, a platform, a conjunction	grupo	alternativoj	prononco
level	reciproke	vastavuoroisesti	reciprocally	grupo	alternativoj	prononco
level	reprezenti	edustaa	to represent	grupo	alternativoj	prononco
level	gimnastiko	voimistelu	gymnastics	grupo	alternativoj	prononco
level	Tero (La -o)	Maa (Maa)	Earth (The Earth)	grupo	alternativoj	prononco
level	bindi	sitoa, linkittää	to bind, to link	grupo	alternativoj	prononco
level	titolo	titteli	a title	grupo	alternativoj	prononco
level	plumamiko	kirjeystävä (=leteramiko)	a penpal (=leteramiko)	grupo	alternativoj	prononco
level	bukedo	kimppu	a bouquet	grupo	alternativoj	prononco
level	plaĉo	miellyttävä asia	pleasing thing	grupo	alternativoj	prononco
level	logi	houkutella, houkutella, houkutella	to lure, to entice, to attract	grupo	alternativoj	prononco
level	rizo	riisi	rice	grupo	alternativoj	prononco
level	rajdi	ratsastaa	to ride	grupo	alternativoj	prononco
level	Zamenhof	Zamenhof (esperanton luoja)	Zamenhof (Esperanto Creator)	grupo	alternativoj	prononco
level	peceto	pieni pala	a small piece	grupo	alternativoj	prononco
level	detrui	tuhota	to destroy	grupo	alternativoj	prononco
level	rubando	nauha, faskia	a ribbon, a fascia	grupo	alternativoj	prononco
level	papersako	paperipussi	a paper bag	grupo	alternativoj	prononco
level	ĝardenisto	puutarhuri	a gardener	grupo	alternativoj	prononco
level	salajro	palkka, palkka	salary, wage	grupo	alternativoj	prononco
level	severa	ankara, tiukka	severe, strict	grupo	alternativoj	prononco
level	junulara	nuorista, nuorista	of youth, of young people	grupo	alternativoj	prononco
level	organizanto	järjestäjä	an organizer	grupo	alternativoj	prononco
level	oficistino	naispuolinen toimistotyöntekijä	a female office worker	grupo	alternativoj	prononco
level	protesti	osoittaa mieltään	to protest	grupo	alternativoj	prononco
level	taksi	arvioida, arvioida, arvioida	to evaluate, to estimate, to rate	grupo	alternativoj	prononco
level	nove	hiljattain	newly	grupo	alternativoj	prononco
level	ŝtuparo	portaat, portaikko	stairs, staircase	grupo	alternativoj	prononco
level	kolumo	kaulus	a collar	grupo	alternativoj	prononco
level	akcidento	onnettomuus	an accident	grupo	alternativoj	prononco
level	mizero	kurjuutta	misery	grupo	alternativoj	prononco
level	miliono da	miljoonasta	a million of	grupo	alternativoj	prononco
level	krokodilo	krokotiili	a crocodile	grupo	alternativoj	prononco
level	arbaro	metsää, metsää	a forest, woods	grupo	alternativoj	prononco
level	etendi	laajentaa	to extend	grupo	alternativoj	prononco
level	persekuti	vainota, ajaa takaa	to persecute, to chase	grupo	alternativoj	prononco
level	bakterio	bakteeri	a bacterium	grupo	alternativoj	prononco
level	neŭtraleco	neutraalisuus	neutrality	grupo	alternativoj	prononco
level	spaco	tila, tila	space, a space	grupo	alternativoj	prononco
level	koridoro	käytävä, käytävä, kaista	a corridor, a passageway, a lane	grupo	alternativoj	prononco
level	kurioza	utelias	curious	grupo	alternativoj	prononco
level	hararo	karva (henkilö), turkki (eläin)	hair (person), coat (animal)	grupo	alternativoj	prononco
level	naĝvesto	uimapuku, uimapuku	a swimming suit, a bathing costume	grupo	alternativoj	prononco
level	privata	yksityinen	private	grupo	alternativoj	prononco
level	konsoli	lohduttaa, lohduttaa	to console, to comfort	grupo	alternativoj	prononco
level	amatoro	amatööri	an amateur	grupo	alternativoj	prononco
level	ornami	koristella, koristella	to decorate, to ornament	grupo	alternativoj	prononco
level	homaro	ihmiskunta, ihmiskunta	human race, mankind	grupo	alternativoj	prononco
level	milda	mieto, pehmeä, pehmeä	mild, gentle, smooth	grupo	alternativoj	prononco
level	multekosta	kallis	expensive	grupo	alternativoj	prononco
level	verŝi	kaataa, vuotaa	to pour, to spill	grupo	alternativoj	prononco
level	karesi	hyväillä, imartella, tsemppiä	to caress, to flatter, to chuck	grupo	alternativoj	prononco
level	eksciti	innostaa	to excite	grupo	alternativoj	prononco
level	poeto	runoilija	a poet	grupo	alternativoj	prononco
level	vortaro	sanakirja, sanasto	a dictionary, a vocabulary	grupo	alternativoj	prononco
level	grundo	maaperä, maaperä	ground, soil	grupo	alternativoj	prononco
level	ŝpari	säästää, säästää, säilyttää tulevaa käyttöä varten	to save, to spare, to keep for future use	grupo	alternativoj	prononco
level	registro	rekisteröinti, ennätys	registration, record	grupo	alternativoj	prononco
level	monujo	lompakko	a wallet	grupo	alternativoj	prononco
level	enlandano	sisäinen laskeutuja	an in-lander	grupo	alternativoj	prononco
level	konto	tili	an account	grupo	alternativoj	prononco
level	origino	alkuperää	origin	grupo	alternativoj	prononco
level	samideano	henkilö, jolla on sama ajatus, toveri, ajattelija	a person with same idea, a commrade, a fellow-thinker	grupo	alternativoj	prononco
level	oportuna	kätevä, kätevä, sopiva	convenient, handy, opportune	grupo	alternativoj	prononco
level	minerala	mineraali	mineral	grupo	alternativoj	prononco
level	lui	vuokrata	to rent	grupo	alternativoj	prononco
level	policano	poliisi, poliisi (=policisto)	a policeman, a police officer (=policisto)	grupo	alternativoj	prononco
level	pajlo	pilli	a straw	grupo	alternativoj	prononco
level	lukso	ylellisyyttä	luxury	grupo	alternativoj	prononco
level	mesaĝo	viesti	a message	grupo	alternativoj	prononco
level	embaraso	hämmennystä, hämmennystä	embarrassment, perplexity	grupo	alternativoj	prononco
level	memlerni	oppia itse	to learn by oneself	grupo	alternativoj	prononco
level	diveni	arvata	to guess	grupo	alternativoj	prononco
level	razilo	partaveitsi	a razor	grupo	alternativoj	prononco
level	ŝirmi	suojella, suojata, suojata, varjoa	to shelter, to shield, to screen, to shadow	grupo	alternativoj	prononco
level	sonĝi	uneksia	to dream	grupo	alternativoj	prononco
level	injekti	pistämään	to inject	grupo	alternativoj	prononco
level	malsaneta	heikko, pehmeitä	weak, soft-illed	grupo	alternativoj	prononco
level	peki	tehdä syntiä	to sin	grupo	alternativoj	prononco
level	fandi	sulaa	to melt	grupo	alternativoj	prononco
level	malĝusta	väärä	incorrect	grupo	alternativoj	prononco
level	faldo	laskos	a fold	grupo	alternativoj	prononco
level	skulpti	veistämään, veistämään	to sculpture, to carve	grupo	alternativoj	prononco
level	roko	kivi	a rock	grupo	alternativoj	prononco
level	malfrue	myöhemmin ja myöhässä	later and delayed	grupo	alternativoj	prononco
level	statuo	patsas	a statue	grupo	alternativoj	prononco
level	sekundo	toinen, toinen	second, a second	grupo	alternativoj	prononco
level	laŭdi	kehua, kehua, kehua	to praise, to loud, to acclaim	grupo	alternativoj	prononco
level	luksa	ylellinen	luxurious	grupo	alternativoj	prononco
level	deklivo	rinteessä, vauhdissa, rinteessä	a slope, acclivity, a hillside	grupo	alternativoj	prononco
level	dekoracio	koristeena	a decoration	grupo	alternativoj	prononco
level	majstra	mestarista, mestarista	of a master, of a maestro	grupo	alternativoj	prononco
level	pruno	luumu, luumu	a prune, a plum	grupo	alternativoj	prononco
level	prudenta	varovainen, viisas, järkevä, järkevä	prudent, wise, sensible, reasonable	grupo	alternativoj	prononco
level	murmuri	mutisi, mutisi	to murmur, to mutter	grupo	alternativoj	prononco
level	renversi	järkyttää, kaataa, kaataa, kaataa	to upset, to overturn, to overthrow, to turn over	grupo	alternativoj	prononco
level	libereco	vapautta	liberty	grupo	alternativoj	prononco
level	fortika	vahvistettu, kestävä, luja, tukeva	fortified, durable, firm, sturdy	grupo	alternativoj	prononco
level	vidinda	näkemisen arvoinen	worth seeing	grupo	alternativoj	prononco
level	kuraĝe	rohkeasti	courageously	grupo	alternativoj	prononco
level	kora	sydämestä	of heart	grupo	alternativoj	prononco
level	vidindaĵo	näkemisen arvoinen nähtävyys, nähtävyys	a sight worth seeing, a sightseeing spot	grupo	alternativoj	prononco
level	skalo	asteikko, vaaka	scale, a scale	grupo	alternativoj	prononco
level	amindumi	koskia, oikeuteen	to woo, to court	grupo	alternativoj	prononco
level	dankinda	kiitollinen, arvostettava	thankful, appreciatable	grupo	alternativoj	prononco
level	sterni	levittää, levittää	to spread out, to lay out	grupo	alternativoj	prononco
level	fidinda	luotettava, luotettava	reliable, trustworthy	grupo	alternativoj	prononco
level	vadi	kahlata, meloa	to wade, to paddle	grupo	alternativoj	prononco
level	kongresejo	kongressipaikka	the congress place	grupo	alternativoj	prononco
level	veŝto	liivi, liivi	a vest, a waistcoat	grupo	alternativoj	prononco
level	nomkarto	nimikortti, käyntikortti	a name card, a business card	grupo	alternativoj	prononco
level	bildkarto	kuvapostikortti	a picture postcard	grupo	alternativoj	prononco
level	makulo	täplä, täplä, tahra, tahra	a macule, a spot, a stain, a blot	grupo	alternativoj	prononco
level	kompatinda	valitettava, kurja, säälittävä, köyhä	deplorable, miserable, piteable, poor	grupo	alternativoj	prononco
level	poŝtkarto	postikortti	a postcard	grupo	alternativoj	prononco
level	halo	halli	a hall	grupo	alternativoj	prononco
level	urĝi	kiirehtiä, kiirehtiä	to urge, to hurry	grupo	alternativoj	prononco
level	plenumi	toteuttaa, toteuttaa	to accomplish, to fulfill	grupo	alternativoj	prononco
level	kreditkarto	luottokortti	a credit card	grupo	alternativoj	prononco
level	iomete	vähän, muutama	a little, a few	grupo	alternativoj	prononco
level	kaĝo	häkki	a cage	grupo	alternativoj	prononco
level	haki	pilkkoa, murskata, leikata	to chop, to hack, to cut	grupo	alternativoj	prononco
level	dezerto	erämaa, erämaa	a desert, wilderness	grupo	alternativoj	prononco
level	humila	nöyrä	humble	grupo	alternativoj	prononco
level	pipo	piippu	a pipe	grupo	alternativoj	prononco
level	gumo	purukumi, pyyhekumi, kumi	gum, an eraser, a rubber	grupo	alternativoj	prononco
level	fakte	itse asiassa	in fact	grupo	alternativoj	prononco
level	persiko	persikka, nektariini	a peach, nectarine	grupo	alternativoj	prononco
level	vulkano	tulivuori	a volcano	grupo	alternativoj	prononco
level	estro	pomo, päällikkö	a boss, a chief	grupo	alternativoj	prononco
level	delegi	delegoida	to delegate	grupo	alternativoj	prononco
level	blinda	sokea	blind	grupo	alternativoj	prononco
level	fianĉo	sulhanen, sulhanen	a fiance, a fiancé	grupo	alternativoj	prononco
level	elektromotoro	sähkömoottori	an electric motor	grupo	alternativoj	prononco
level	kroĉi	koukkuun, ketjuttaa	to hook, to concatenate	grupo	alternativoj	prononco
level	ekveturi	aloittaaksesi ajamisen	to start off driving	grupo	alternativoj	prononco
level	ĉiel	kaikin tavoin	in every way	grupo	alternativoj	prononco
level	klera	koulutettu, sivistynyt	educated, cultured	grupo	alternativoj	prononco
