C.bg content.tsv
Level	Esperanto	bg	en-us	Grupo	Alternativoj	Pronoco
level	prunte	на заем	on loan	grupo	alternativoj	prononco
level	naskiĝtago	рожден ден	a birthday	grupo	alternativoj	prononco
level	karbo	въглища	coal	grupo	alternativoj	prononco
level	proponi	предлагам, предлагам	to propose, to offer	grupo	alternativoj	prononco
level	muzeo	музей	a museum	grupo	alternativoj	prononco
level	metalo	метал, метал	metal, a metal	grupo	alternativoj	prononco
level	streĉi	да се разтегне, да се стегне	to strech, to tighten	grupo	alternativoj	prononco
level	gustumi	на вкус, на проба	to taste, to sample	grupo	alternativoj	prononco
level	atenti	да се грижа, да обръщам внимание, да внимавам	to take care, to pay attention, to watch out for	grupo	alternativoj	prononco
level	presi	за печат	to print	grupo	alternativoj	prononco
level	tabulo	дъска, дъска, таблет	a board, a plank, a tablette	grupo	alternativoj	prononco
level	tute	напълно, напълно, изцяло	totally, completely, entirely	grupo	alternativoj	prononco
level	serio	серия	a series	grupo	alternativoj	prononco
level	universitato	университет	a university	grupo	alternativoj	prononco
level	situacio	ситуация, обстоятелства, състояние	a situation, circumstances, a condition	grupo	alternativoj	prononco
level	paro	чифт, двойка	a pair, a couple	grupo	alternativoj	prononco
level	metio	занаят, занаятчийство	craft, handicraft	grupo	alternativoj	prononco
level	meblo	мебел	a piece of furniture	grupo	alternativoj	prononco
level	oleo	масло, масло	oil, an oil	grupo	alternativoj	prononco
level	scivola	любопитен, любознателен	curious, inquisitive	grupo	alternativoj	prononco
level	ĉu ne?	не е ли не са ли	isn't it? aren't they?	grupo	alternativoj	prononco
level	nepra	съществено, абсолютно необходимо	essential, absolutely necessary	grupo	alternativoj	prononco
level	kapabli	да мога, да съм способен	to be able to, to be capable of	grupo	alternativoj	prononco
level	ŝranko	шкафче, шкаф, дрешник, бюфет	a locker, a cupboard, a closet, a sideboard	grupo	alternativoj	prononco
level	po ~	на, в размер на, по	per, at the rate of, by	grupo	alternativoj	prononco
level	direktoro	директор, мениджър	a director, a manager	grupo	alternativoj	prononco
level	ve!	Уви!	Alas!	grupo	alternativoj	prononco
level	eviti	да избягвам, да избягвам	to avoid, to evade	grupo	alternativoj	prononco
level	posedi	да притежавам, да притежавам	to possess, to own	grupo	alternativoj	prononco
level	rubriko	заглавие, раздел, рубрика, колона	a heading, a section, a rubric, a column	grupo	alternativoj	prononco
level	krimo	престъпление	a crime	grupo	alternativoj	prononco
level	akiri	придобиване, постигане, получаване, получаване	to acquire, to attain, to obtain, to get	grupo	alternativoj	prononco
level	fuŝi	да объркам, да объркам, да проваля, да се прецакам	to mess, to bungle, to botch, to screw up	grupo	alternativoj	prononco
level	virino	жена	a woman	grupo	alternativoj	prononco
level	viŝi	да изтрия, да изтрия, да изтрия	to wipe, to delete, ti wipe off	grupo	alternativoj	prononco
level	flanke	отстрани	at the side	grupo	alternativoj	prononco
level	oferti	да предложи, да наддава, да направи оферта за, да предложи	to propose, to bid, to make an offer of, to offer	grupo	alternativoj	prononco
level	muŝo	муха (насекомо)	a fly (insect)	grupo	alternativoj	prononco
level	subite	изведнъж, изведнъж	suddenly, all of a sudden	grupo	alternativoj	prononco
level	spegulo	огледало, огледало	a mirror, a looking glass	grupo	alternativoj	prononco
level	taŭga	подходящ	suitable	grupo	alternativoj	prononco
level	neniel	по никакъв начин, в никакъв случай, в никакъв случай	in no way, by no means, not at all	grupo	alternativoj	prononco
level	persona	лични	personal	grupo	alternativoj	prononco
level	rado	колело	a wheel	grupo	alternativoj	prononco
level	najbaro	съсед	a neighbor	grupo	alternativoj	prononco
level	tremi	да треперя, да треперя, да треперя	to tremble, to quiver, to shiver	grupo	alternativoj	prononco
level	familia ĉambro	семейна стая, всекидневна	a family room, a living room	grupo	alternativoj	prononco
level	poto	гърне, кана	a pot, a jug	grupo	alternativoj	prononco
level	pasigi	прекарвам, преминавам	to spend, to pass	grupo	alternativoj	prononco
level	akompani	да придружа	to accompany	grupo	alternativoj	prononco
level	noto	бележка, (училищна) оценка, оценка	a note, (school) grade, mark	grupo	alternativoj	prononco
level	brovo	вежда	an eyebrow	grupo	alternativoj	prononco
level	infanĉambro	детска стая	a child room	grupo	alternativoj	prononco
level	vigla	оживен, оживен	animated, brisk	grupo	alternativoj	prononco
level	simio	маймуна	a monkey	grupo	alternativoj	prononco
level	pilko	топка	a ball	grupo	alternativoj	prononco
level	konscii	да бъдеш съзнателен, да осъзнаваш	to be concious, to be aware of	grupo	alternativoj	prononco
level	honoro	чест, чест	honor, an honour	grupo	alternativoj	prononco
level	inaŭguro	инаугурация, откриване	inauguration, an inauguration	grupo	alternativoj	prononco
level	bebo	бебе	a baby	grupo	alternativoj	prononco
level	rajti	да бъде разрешено, да има право на	to be allowed, to have the right to	grupo	alternativoj	prononco
level	apetito	апетит	an appetite	grupo	alternativoj	prononco
level	klubo	клуб, общество	a club, a society	grupo	alternativoj	prononco
level	soifi	да жадувам, да съм жаден	to thirst, to be thirsty	grupo	alternativoj	prononco
level	muso	мишка	a mouse	grupo	alternativoj	prononco
level	nevo	племенник	a nephew	grupo	alternativoj	prononco
level	vespermanĝo	вечеря, вечеря, вечеря	a dinner, a supper, evening meal	grupo	alternativoj	prononco
level	matene	сутринта	in the morning	grupo	alternativoj	prononco
level	trompi	да мамя, да мамя	to deceive, to cheat	grupo	alternativoj	prononco
level	farmi	to farm, to rent a farm	to farm, to lease a farm	grupo	alternativoj	prononco
level	cifero	цифра, цифра, шифър, цифра	digit, a digit, cipher, a figure	grupo	alternativoj	prononco
level	honesta	честен	honest	grupo	alternativoj	prononco
level	tagmezo	обяд, обяд	noon, midday	grupo	alternativoj	prononco
level	romano	роман	a novel	grupo	alternativoj	prononco
level	rato	плъх	a rat	grupo	alternativoj	prononco
level	antaŭtagmeze	преди обяд (сутрин)	before noon (in the morning)	grupo	alternativoj	prononco
level	fosi	да копаят, да изкоренят, да лопатят	to dig, to grub, to spade	grupo	alternativoj	prononco
level	foso	яма, стълб	a pit, pole	grupo	alternativoj	prononco
level	posttagmeze	следобед	in the afternoon	grupo	alternativoj	prononco
level	fiera	горд	proud	grupo	alternativoj	prononco
level	bari	да блокирам, да възпрепятствам	to bar, to obstruct	grupo	alternativoj	prononco
level	oscedi	да се прозявам	to yawn	grupo	alternativoj	prononco
level	poento	точка, пробег	a point, a run	grupo	alternativoj	prononco
level	minaci	да грабвам, да заплашвам, да сплашвам, да заплашвам	to minace, to threaten, to intimidate, to menace	grupo	alternativoj	prononco
level	armo	оръжие, оръжейна	arms, armory	grupo	alternativoj	prononco
level	parenco	роднина, роднина, роднина	relative, a relative, a kinsman	grupo	alternativoj	prononco
level	rikolti	да жъна, да жъна, да събера	to harvest, to reap, to garner	grupo	alternativoj	prononco
level	duŝo	душ, душ	shower, a shower	grupo	alternativoj	prononco
level	mueli	за смилане	to grind	grupo	alternativoj	prononco
level	fabelo	приказка, приказка за лека нощ	a fairy tale, a bedtime story	grupo	alternativoj	prononco
level	publika	публичен, отворен за обществеността	public, open to public	grupo	alternativoj	prononco
level	baro	преграда, пречка	a barrier, an obstruction	grupo	alternativoj	prononco
level	kubuto	лакът	an elbow	grupo	alternativoj	prononco
level	flughaveno	летище	an airport	grupo	alternativoj	prononco
level	spico	подправка	a spice	grupo	alternativoj	prononco
level	kubo	куб, зар	a cube, a dice	grupo	alternativoj	prononco
level	transirejo	кръстовище, пресичане	a crossing, a crossway	grupo	alternativoj	prononco
level	lastanokte	(в) снощи	(at) last night	grupo	alternativoj	prononco
level	pafi	да стрелям, да стрелям	to shoot, to fire	grupo	alternativoj	prononco
level	aprobi	да одобрим	to approve	grupo	alternativoj	prononco
level	kutime	обикновено, обикновено	ordinarily, usually	grupo	alternativoj	prononco
level	reala	истински	real	grupo	alternativoj	prononco
level	kolekti	събирам	to collect	grupo	alternativoj	prononco
level	okulvitroj	очила, очила, очила	eye-glasses, spectacles, glasses	grupo	alternativoj	prononco
level	rolo	роля, роля, част	role, a role, a part	grupo	alternativoj	prononco
level	rifuzi	отказвам	to refuse	grupo	alternativoj	prononco
level	riproĉi	укорявам, порицавам, укорявам, карам	to reproach, to reprimand, to rebuke, to scold	grupo	alternativoj	prononco
level	fakturo	фактура, сметка	an invoice, a bill	grupo	alternativoj	prononco
level	sun-floro	слънчево цвете	a sun-flower	grupo	alternativoj	prononco
level	peli	задвижвам, задвижвам, гоня, задвижвам	to propel, to drive, to chase, to impel	grupo	alternativoj	prononco
level	bluzo	блуза	a blouse	grupo	alternativoj	prononco
level	ĉial	по всякакви причини	for every reason	grupo	alternativoj	prononco
level	pluvi	вали	to rain	grupo	alternativoj	prononco
level	deserto	десерт, след	a dessert, an afters	grupo	alternativoj	prononco
level	regno	царство, царство	a kingdom, a realm	grupo	alternativoj	prononco
level	bedaŭrinda	достоен за съжаление, достоен за съжаление	regrettable, deplorable	grupo	alternativoj	prononco
level	nenial	без причина, без причина	for no reason, not for any reason	grupo	alternativoj	prononco
level	indulgi	да бъда снизходителен (с), да се отпусна	to be lenient (with), to indulge	grupo	alternativoj	prononco
level	ĉiĉerono	cicerone, екскурзовод, доцент	a cicerone, a tour guide, a docent	grupo	alternativoj	prononco
level	krano	кран, кран	a tap, a faucet	grupo	alternativoj	prononco
level	prezidi	да председателствам	to preside over	grupo	alternativoj	prononco
level	najbara	съседни	neighboring	grupo	alternativoj	prononco
level	kruciĝejo	кръстосан път	a crossway	grupo	alternativoj	prononco
level	polvo	прах, прах	dust, a dust	grupo	alternativoj	prononco
level	ĉapitro	глава, глава	chapter, a chapter	grupo	alternativoj	prononco
level	reklamo	реклама	an advertisement	grupo	alternativoj	prononco
level	pia	благочестив	pious	grupo	alternativoj	prononco
level	lastjare	миналата година	last year	grupo	alternativoj	prononco
level	vojmontrilo	ориентир, пътепоказател	a landmark, a signpost	grupo	alternativoj	prononco
level	kelo	мазе, мазе	a cellar, a basement	grupo	alternativoj	prononco
level	firma	твърд, стабилен	firm, stable	grupo	alternativoj	prononco
level	eks-	(префикс) бивш, бивш	(prefix)  ex-, former	grupo	alternativoj	prononco
level	kilogramo	килограм	a kilogram	grupo	alternativoj	prononco
level	frago	Ягода	a strawberry	grupo	alternativoj	prononco
level	pato	тиган	a frying pan	grupo	alternativoj	prononco
level	delikata	деликатен, чувствителен	delicate, sensitive	grupo	alternativoj	prononco
level	ĉasi	да преследвам, да преследвам, да ловувам	to chase after, to pursue, to hunt	grupo	alternativoj	prononco
level	verdire	да каже истината	to tell the truth	grupo	alternativoj	prononco
level	pra-	отдалеченост във времето, праисторически, пра-, прапра-	remoteness in time, prehistorical, fore-, greatgrand-	grupo	alternativoj	prononco
level	matura	зрял, зрял	mature, ripe	grupo	alternativoj	prononco
level	kulerego	кофа, голяма лъжица	bucket, a large spoon	grupo	alternativoj	prononco
level	konduti	да се държа, да се държа	to conduct oneself, to behave	grupo	alternativoj	prononco
level	vere	наистина, искрено, наистина	really, genuinly, truly	grupo	alternativoj	prononco
level	mis-	(префикс) погрешно	(prefix)  mis-	grupo	alternativoj	prononco
level	kvieta	тихо, спокойно	quiet, calm	grupo	alternativoj	prononco
level	funkcii	да функционира, да работи, да работи	to function, to operate, to work	grupo	alternativoj	prononco
level	konvena	подходящ, подходящ	appropriate, suitable	grupo	alternativoj	prononco
level	turisto	турист	a tourist	grupo	alternativoj	prononco
level	honti	да се срамуваш	to be ashamed	grupo	alternativoj	prononco
level	averti	предупреждавам, предупреждавам	to warn, to caution	grupo	alternativoj	prononco
level	turismo	туризъм	tourism	grupo	alternativoj	prononco
level	stumpo	пън, фас (цигара)	a stump, a butt (cigarret)	grupo	alternativoj	prononco
level	trinkmono (gratifiko)	бакшиш (бонус), бакшиш	a tip (bonus), a gratuity	grupo	alternativoj	prononco
level	pacienca	търпелив	patient	grupo	alternativoj	prononco
level	mieno	(изражение на лицето).	a (facial) expression	grupo	alternativoj	prononco
level	pensio	пенсия, рента	pension, annuity	grupo	alternativoj	prononco
level	princo	принц	a prince	grupo	alternativoj	prononco
level	sorto	съдба, съдба, късмет	destiny, fate, fortune	grupo	alternativoj	prononco
level	-end-	(наставка) задължение	(suffix)  obligation	grupo	alternativoj	prononco
level	longaj ŝtrumpoj	дълги чорапи	long stockings	grupo	alternativoj	prononco
level	barbo	брада	beard	grupo	alternativoj	prononco
level	-ing-	(наставка) дълъг държач, гнездо	(suffix)  long holder, socket	grupo	alternativoj	prononco
level	bongusta	вкусно, с добър вкус	delicious, good-tasted	grupo	alternativoj	prononco
level	flegi	да се грижа, да кърмя	to take care of, to nurse	grupo	alternativoj	prononco
level	-njo	(наставка) женско име на домашен любимец	(suffix)  female pet name	grupo	alternativoj	prononco
level	-ĉjo	(наставка) име на мъжки любимец	(suffix)  male pet name	grupo	alternativoj	prononco
level	plugi	да ора, да ора, да обработвам	to plow, to plough, to till	grupo	alternativoj	prononco
level	amletero	любовно писмо	a loveletter	grupo	alternativoj	prononco
level	glaso da	чаша	a glass of	grupo	alternativoj	prononco
level	valo	долина	a valley	grupo	alternativoj	prononco
level	taso da	чаша от	a cup of	grupo	alternativoj	prononco
level	ŝarĝo	бреме, товар, обвинение	a burden, a load, a charge	grupo	alternativoj	prononco
level	bufedo	бюфет	a buffet	grupo	alternativoj	prononco
level	avino	една баба	a grandmother	grupo	alternativoj	prononco
level	guto	капка, капка	a drop, a drip	grupo	alternativoj	prononco
level	estingi	да изгася, да изгася	to put out, to extinguish	grupo	alternativoj	prononco
level	feliĉe	щастливо	happily	grupo	alternativoj	prononco
level	gorĝo	гърло	a throat	grupo	alternativoj	prononco
level	serpento	змия	a snake	grupo	alternativoj	prononco
level	klare	ясно	clearly	grupo	alternativoj	prononco
level	alveni	да пристигна, да получа	to arrive, to get	grupo	alternativoj	prononco
level	aldoni	добавям	to add	grupo	alternativoj	prononco
level	vesti (sin)	обличам (се), обличам	to dress (oneself), to put on	grupo	alternativoj	prononco
level	vosto	опашка	a tail	grupo	alternativoj	prononco
level	alporti	да донеса, да донеса	to bring, to fetch	grupo	alternativoj	prononco
level	vestiblo	фоайе (събличане), антре, вестибюл	a lobby (putting dress off), entrance hall, vestibule	grupo	alternativoj	prononco
level	korno	рог, гуд, клаксон	a horn, hooter, klaxon	grupo	alternativoj	prononco
level	avara	алчен, алчен	greedy, avarious	grupo	alternativoj	prononco
level	ebla	възможно, способен	possible, able	grupo	alternativoj	prononco
level	eble	може би, вероятно, може би	perhaps, possibly, maybe	grupo	alternativoj	prononco
level	balai	да почистват	to sweep	grupo	alternativoj	prononco
level	kompreneble	разбира се (разбираемо)	of course (understandably)	grupo	alternativoj	prononco
level	glitkuri	да карам кънки, да плъзгам-бягам	to skate, to sliding-run	grupo	alternativoj	prononco
level	sketi (glitkuri)	да карам кънки (кънки на лед)	to skate (ice skating)	grupo	alternativoj	prononco
level	ŝvito	пот, пот, изпотяване	sweat, a sweat, perspiration	grupo	alternativoj	prononco
level	nenies	ничия, ничия	nobody's, no-one's	grupo	alternativoj	prononco
level	simili	да изглежда подобно, да прилича	to look similar, to resemble	grupo	alternativoj	prononco
level	kameno	камина, огнище	a fireplace, a hearth	grupo	alternativoj	prononco
level	portebla	преносим	portable	grupo	alternativoj	prononco
level	memkomprenebla	очевидно, разбира се	evident, of course	grupo	alternativoj	prononco
level	prezidanto	председател, президент	a chairman, a president	grupo	alternativoj	prononco
level	pluraj	няколко	several	grupo	alternativoj	prononco
level	kongresnumero	регистрационен номер в конгрес	a registering number in a congress	grupo	alternativoj	prononco
level	UK (U.K.)	Всемирният конгрес (на есперанто)	the Universal Congress (of Esperanto)	grupo	alternativoj	prononco
level	surda	глухи	deaf	grupo	alternativoj	prononco
level	UEA (U.E.A)	Всемирната есперанто-асоциация	the Universal Esperanto-Association	grupo	alternativoj	prononco
level	ordi	да подредя, да наредя нещата	to arrange, to make things in order	grupo	alternativoj	prononco
level	fraŭlino	здрава, неомъжена жена, госпожице.	a maden, unmarried woman, Miss.	grupo	alternativoj	prononco
level	ringo	пръстен	a ring	grupo	alternativoj	prononco
level	pasaĝerŝipo	пътнически кораб	a passenger ship	grupo	alternativoj	prononco
level	kongreslibro	конгресна книга	a congress book	grupo	alternativoj	prononco
level	beko	клюн, банкнота	a beak, a bill	grupo	alternativoj	prononco
level	libroservo	книжарница (в конгрес)	a bookshop (in a congress)	grupo	alternativoj	prononco
level	libroŝranko	рафт за книги	a book shelf	grupo	alternativoj	prononco
level	kapkuseno	възглавница	a pillow	grupo	alternativoj	prononco
level	cindro	пепел, сгурия	ash, cinder	grupo	alternativoj	prononco
level	artikolo	статия (списание, вестник)	an article (magazine, newspaper)	grupo	alternativoj	prononco
level	nombri	да изброявам, да изброявам	to number, to count	grupo	alternativoj	prononco
level	duobla	двойно	double	grupo	alternativoj	prononco
level	duoble	два пъти, двойно	twice, doubly	grupo	alternativoj	prononco
level	dekobla	десетократно	of ten-fold	grupo	alternativoj	prononco
level	ĉapo	шапка	a cap	grupo	alternativoj	prononco
level	dekoblo	десетократно, десетократно	ten-fold, ten times	grupo	alternativoj	prononco
level	kasedo	касета	a cassette	grupo	alternativoj	prononco
level	dekoble	десет пъти повече (много)	ten times as much (many)	grupo	alternativoj	prononco
level	jesuo	Исус	Jesus	grupo	alternativoj	prononco
level	poluro	полиране, полиране	polish, polishment	grupo	alternativoj	prononco
level	tusi	да кашля	to cough	grupo	alternativoj	prononco
level	pinglo	карфица, игла	pin, needle	grupo	alternativoj	prononco
level	buĝeto	бюджет (=budĝeto)	a budget (=budĝeto)	grupo	alternativoj	prononco
level	duono	половината	an half	grupo	alternativoj	prononco
level	subjekto	предмет	a subject	grupo	alternativoj	prononco
level	pesi	измервам теглото, претеглям	to measure weight, to weigh	grupo	alternativoj	prononco
level	ĉiutage	всеки ден, ежедневно	every day, daily	grupo	alternativoj	prononco
level	lanterno	фенер	a lantern	grupo	alternativoj	prononco
level	tagmanĝo	обяд, обедно хранене	a lunch, midday meal	grupo	alternativoj	prononco
level	importi	за импортиране	to import	grupo	alternativoj	prononco
level	duona	наполовина	half(ly)	grupo	alternativoj	prononco
level	dekono	една десета	a tenth	grupo	alternativoj	prononco
level	skrapi	стържа, драскам	to scrape, to scratch	grupo	alternativoj	prononco
level	kvarono	една четвърт, една четвърт	a quarter, one fourth	grupo	alternativoj	prononco
level	triono	една трета, една трета	a third, one third	grupo	alternativoj	prononco
level	pezi	да тежи (да има тежест на сума)	to weigh (to have a heaviness of an amount)	grupo	alternativoj	prononco
level	naztuko	носна кърпа (= kajertuko)	a handkerchief (=kajertuko)	grupo	alternativoj	prononco
level	bantuko	кърпа за баня	a bath towel	grupo	alternativoj	prononco
level	littuko	чаршаф	a bed sheet	grupo	alternativoj	prononco
level	terure	ужасно, ужасно	terribly, awfully	grupo	alternativoj	prononco
level	kvaropo	четворка, четворка	a foursome, a quadruple	grupo	alternativoj	prononco
level	tualeto	тоалет (дреха)	a toilet (attire)	grupo	alternativoj	prononco
level	pardono	прошка, прошка, опрощение	forgiveness, pardon, absolution	grupo	alternativoj	prononco
level	kuvo	вана, вана, чан	a tub, a bath, a vat	grupo	alternativoj	prononco
level	vizitadi	да посещавам редовно, да посещавам често	to visit regularily, to frequent	grupo	alternativoj	prononco
level	esplori	да изследвам, да изследвам	to explore, to investigate	grupo	alternativoj	prononco
level	regali	да гощавам, да лекувам, да забавлявам	to regale, to treat, to entertain	grupo	alternativoj	prononco
level	diskuti	да обсъдим	to discuss	grupo	alternativoj	prononco
level	propagandi	да правя пропаганда, да рекламирам	to make propaganda, to advertise	grupo	alternativoj	prononco
level	kudrilo	игла за шиене	a sewing needle	grupo	alternativoj	prononco
level	ŝoveli	да ринеш с лопата	to shovel	grupo	alternativoj	prononco
level	aplaŭdo	аплодисменти, акламация	an applause, acclamation	grupo	alternativoj	prononco
level	malsata	гладен	hungry	grupo	alternativoj	prononco
level	esprimi	да изразя	to express	grupo	alternativoj	prononco
level	subtaso	чинийка	a saucer	grupo	alternativoj	prononco
level	traduko	превод	a translation	grupo	alternativoj	prononco
level	kopiilo	копирна машина, копирна машина	a copying machine, a copier	grupo	alternativoj	prononco
level	provizo	разпоредба, запас, доставка	a provision, a stock, a supply	grupo	alternativoj	prononco
level	traduki	превеждам	to translate	grupo	alternativoj	prononco
level	terglobo	земното кълбо	the earth globe	grupo	alternativoj	prononco
level	breto	рафт	a shelf	grupo	alternativoj	prononco
level	sekreti	да пазят тайни	to keep secrets	grupo	alternativoj	prononco
level	ekonomio	икономика, икономика	economy, an economy	grupo	alternativoj	prononco
level	evolui	еволюира	to evolve	grupo	alternativoj	prononco
level	ĉambristo	икономка	a housekeeper	grupo	alternativoj	prononco
level	dimanĉe	в неделя	on Sunday	grupo	alternativoj	prononco
level	pruntedoni	да давам назаем	to lend	grupo	alternativoj	prononco
level	veturado	отивам на разходка	going on a ride	grupo	alternativoj	prononco
level	ĥoro	хор, хор	a choir, a chorus	grupo	alternativoj	prononco
level	pruntepreni	да заемат и вземат	to borrow and take	grupo	alternativoj	prononco
level	vestaĵo	дрехи	clothes	grupo	alternativoj	prononco
level	rapide	бързо, бързо, бързо	rapidly, quickly, swiftly	grupo	alternativoj	prononco
level	urbomezo	център на град	a center of a city	grupo	alternativoj	prononco
level	tridekjara	на 30 години	30 years old	grupo	alternativoj	prononco
level	tiuokaze	в този случай	in that case	grupo	alternativoj	prononco
level	sekigi	да изсъхне	to dry	grupo	alternativoj	prononco
level	varmigi	да стопля, да стопля, да стопля	to make warm, to keep warm, to heat	grupo	alternativoj	prononco
level	surloka	на мястото	at the place	grupo	alternativoj	prononco
level	supren	нагоре	upward	grupo	alternativoj	prononco
level	subakvigi	да потъне, да потъне	to sink, to make sink	grupo	alternativoj	prononco
level	foto	снимка, снимка	a photo, photograph	grupo	alternativoj	prononco
level	sovaĝejo	пустиня	a wilderness	grupo	alternativoj	prononco
level	skribotablo	маса за писане	a writing table	grupo	alternativoj	prononco
level	varmiĝi	да стане топло	to become warm	grupo	alternativoj	prononco
level	klarigi	да обясня, да изясня	to explain, to clarify	grupo	alternativoj	prononco
level	sentimulo	безстрашен човек	a fearless man	grupo	alternativoj	prononco
level	krepusko	здрач, здрач	a twilight, a dusk	grupo	alternativoj	prononco
level	laciga	износване, изморяване, причиняване на умора	wearing, tiring, causing fatigue	grupo	alternativoj	prononco
level	senkolora	безцветен	colorless	grupo	alternativoj	prononco
level	senbrue	без шум	without noise	grupo	alternativoj	prononco
level	lernigi	да направи обучение, да преподава	to make learning, to teach	grupo	alternativoj	prononco
level	ŝuldi	дължа	to owe	grupo	alternativoj	prononco
level	sekreta	тайна	secret	grupo	alternativoj	prononco
level	finigi	да сложа край, да свърша	to make an end, to finish	grupo	alternativoj	prononco
level	salto	скок	a jump	grupo	alternativoj	prononco
level	finiĝi	да стане завършен, да свърши, да свърши	to become finished, to end, to come to an end	grupo	alternativoj	prononco
level	malvarmiĝi	да стане студено	to become cold	grupo	alternativoj	prononco
level	rideto	усмивка	a smile	grupo	alternativoj	prononco
level	sidiĝi	да седна	to sit down	grupo	alternativoj	prononco
level	repaciĝo	ставайки мирен отново	becoming peaceful again	grupo	alternativoj	prononco
level	redoni	да върне	to give back	grupo	alternativoj	prononco
level	stariĝi	ставам, ставам, изправям се	to get up, to rise, to stand up	grupo	alternativoj	prononco
level	rapidege	много бързо	very quickly	grupo	alternativoj	prononco
level	servo	услуга, услуга	service, a service	grupo	alternativoj	prononco
level	konsideri	да обмисли	to consider	grupo	alternativoj	prononco
level	promenejo	крайбрежна алея	a promenade	grupo	alternativoj	prononco
level	komenciĝi	да започна, да започна	to get started, to begin	grupo	alternativoj	prononco
level	plibeligi	за разкрасяване (още)	to beautify (more)	grupo	alternativoj	prononco
level	perdigi	да накарам да се изгубя	to make to get lost	grupo	alternativoj	prononco
level	ordigi	да направим по поръчка	to make ordered	grupo	alternativoj	prononco
level	maristo	моряк, моряк, моряк	a seaman, a sailor, a mariner	grupo	alternativoj	prononco
level	neinteresa	не е интересно	not interesting	grupo	alternativoj	prononco
level	naturaĵo	естествено нещо	a natural thing	grupo	alternativoj	prononco
level	fariĝi ~	да стане ~	to become ~	grupo	alternativoj	prononco
level	multpieda	многокрак	many-footed	grupo	alternativoj	prononco
level	moviĝi	да се преместя (далече), да се преместя на друго място	to move (away), to move into another place	grupo	alternativoj	prononco
level	konatiĝi (kun)	да се запозная (с)	to get acquainted (with)	grupo	alternativoj	prononco
level	morgaŭa	утрешния	tomorrow's	grupo	alternativoj	prononco
level	ekzameni	да изследвам	to examine	grupo	alternativoj	prononco
level	malŝati	да мразя, не харесвам	to hate, do not like	grupo	alternativoj	prononco
level	plenigi	запълвам, запълвам	to fill up, to fill in	grupo	alternativoj	prononco
level	malĝoja	тъжен	sad	grupo	alternativoj	prononco
level	frosto	слана, слана, замръзване, смразяващ студ	frost, a frost, freeze, freezing cold	grupo	alternativoj	prononco
level	manplato	длан, длан	palm, a palm	grupo	alternativoj	prononco
level	maltrankvila	разтревожен, неспокоен	anxious	grupo	alternativoj	prononco
level	respubliko	република	a republic	grupo	alternativoj	prononco
level	malseka	мокър	wet	grupo	alternativoj	prononco
level	malsaniĝi	да се разболее	to become ill	grupo	alternativoj	prononco
level	aliĝi	да се присъедини	to join	grupo	alternativoj	prononco
level	malplaĉa	неудобно	uncomfortable	grupo	alternativoj	prononco
level	malofte	Рядко	rarely	grupo	alternativoj	prononco
level	malmulto	малцина	few	grupo	alternativoj	prononco
level	rezignigi	да накара да подаде оставка, да принуди да подаде оставка	to make to resign, to force resign	grupo	alternativoj	prononco
level	filmo	филм, филм	a film, a motion picture	grupo	alternativoj	prononco
level	malmulte	в няколко	in few	grupo	alternativoj	prononco
level	terni	да кихат	to sneeze	grupo	alternativoj	prononco
level	fermigi	да се затвори	to make to close	grupo	alternativoj	prononco
level	malkontentigi	да дразня	to annoy	grupo	alternativoj	prononco
level	malfrui	закъснява	to be late	grupo	alternativoj	prononco
level	malforta	слаб	weak	grupo	alternativoj	prononco
level	fermiĝi	да се затворя, да се затворя	to become closed, to be closed	grupo	alternativoj	prononco
level	malfacila	труден	difficult	grupo	alternativoj	prononco
level	alkoholaĵo	ликьор, алкохолна напитка	liquor, alcoholic beverage	grupo	alternativoj	prononco
level	difini	да дефинирам	to define	grupo	alternativoj	prononco
level	malagrabla	неприятно	unpleasant	grupo	alternativoj	prononco
level	anstataŭigi	да замени, да постави на мястото на, да замени	to replace, to put in place of, to substitute	grupo	alternativoj	prononco
level	laboristo	работник	a worker	grupo	alternativoj	prononco
level	koncerni	да се отнасям	to concern	grupo	alternativoj	prononco
level	sciigi	да уведомя, да информирам, да споделям, да уведомя	to let know, to inform, to share, to notify	grupo	alternativoj	prononco
level	planti	да засадят	to plant	grupo	alternativoj	prononco
level	politiko	политика, политика	a policy, politics	grupo	alternativoj	prononco
level	kunporti	да донесе със себе си	to bring along	grupo	alternativoj	prononco
level	amikiĝi (kun ~)	да се сприятелявам (с ~)	to make friends (with ~)	grupo	alternativoj	prononco
level	korpoforto	физическа сила	physical strength	grupo	alternativoj	prononco
level	klarigo	обяснение	an explanation	grupo	alternativoj	prononco
level	dividi	да разделя, да споделям	to divide, to share	grupo	alternativoj	prononco
level	armi	да се въоръжи	to arm	grupo	alternativoj	prononco
level	karulino	скъпа	a darling	grupo	alternativoj	prononco
level	intervidiĝi	за да се видим	to see each other	grupo	alternativoj	prononco
level	instruistino	учителка	a female teacher	grupo	alternativoj	prononco
level	ŝlosilo	ключ	a key	grupo	alternativoj	prononco
level	ideoriĉa	въображаем	imaginative	grupo	alternativoj	prononco
level	falsi	да фалшифицира, да фалшифицира, да фалшифицира, да фалшифицира	to falsify, to fake, to forge, to counterfeit	grupo	alternativoj	prononco
level	ŝuoj	обувки	shoes	grupo	alternativoj	prononco
