H - kurso						
Level	Esperanto	Japanese	English	Grupo	Alternativoj	Prononco
En kafejo	Lerni kaj paroli nur patrinan lingvon estas kvazaŭ ni vivus en la ĉambro sen fenestroj nek pordoj.	母語だけを学び話すことは、窓やドアのない部屋に住んでいるようなものです。	Learning and speaking only the mother tongue is like living in a room without windows or doors.	En kafejo		
En kafejo	Ĝi estas malhela kaj fermita.	暗くて閉まっている。	It is dark and closed.	En kafejo		
En kafejo	Fremdaj lingvoj alportas novan lumon al la ĉambro.	外国語は部屋に新しい光をもたらします。	Foreign languages bring new light to the room.	En kafejo		
En kafejo	Ekzemple, lernantoj en Osaka ricevis leterojn kaj bildojn de svedaj lernantoj pere de la du esperantistaj instruistoj.	例えば、大阪の生徒たちはエスペランティストの二人の教師を通じてスウェーデンの学生の手紙と写真を受け取りました。	For example, students in Osaka received letters and pictures of Swedish students through the two Esperantist teachers.	En kafejo		
En kafejo	Tiam japanaj lernantoj miris, ke svedaj infanoj pentris la sunon per flava koloro.	すると日本の生徒たちは、スウェーデンの子供たちが太陽を黄色で描いたことに驚きました。	Then Japanese students were amazed that Swedish children painted the sun with yellow color.	En kafejo		
En kafejo	Kvankam japanoj per ruĝa!	日本人なのに赤！	Although Japanese with red!	En kafejo		
En kafejo	Kaj se ni havas korespondantojn en diversaj landoj, ni povas havi rektan kontakton.	さまざまな国に文通相手がいる場合は、直接連絡を取ることができます。	And if we have correspondents in different countries, we can have direct contact.	En kafejo		
En kafejo	Kaj se ni havas esperantistajn korespondantojn en diversaj landoj, ni povas scii diversajn aferojn.	そして、各国にエスペランティストの特派員がいれば、いろいろなことが分かる。	And if we have Esperantist correspondents in various countries, we can know various things.	En kafejo		
Renkonto	Kion alportas fremdaj lingvoj?	外国語は何をもたらしますか？	What do foreign languages bring?	Renkonto		
Renkonto	Kial japanaj lernantoj miris?	なぜ日本の学生は驚いたのでしょうか？	Why were Japanese students surprised?	Renkonto		
Renkonto	Ĉu vi loĝas en "la fermita ĉambro"?	あなたは「閉ざされた部屋」に住んでいますか？	Do you live in "the closed room"?	Renkonto		
Renkonto	Aligato, aligatoro	アリゲーター、アリゲーター	Aligato, alligator	Renkonto		
Renkonto	Mi estas aligatoro. Mia nomo estas Aligato.	私はワニです。私の名前はアリガートです。	I’m an alligator. My name is Aligato.	Renkonto		
Renkonto	Mi loĝas en Paletro-Insulo.	私はパレトロ島に住んでいます。	I live in Paletro Island.	Renkonto		
Renkonto	En Paletro-Insulo, multaj floroj floras.	パレトロ島にはたくさんの花が咲きます。	In Paletro Island, many flowers bloom.	Renkonto		
Renkonto	Paletro-Insulo estas tre bona insulo.	パレトロ島はとても良い島です。	Paletro Island is a very good island.	Renkonto		
Renkonto	Aligato nun legas libron.	アリガートは今本を読んでいます。	Aligato is now reading a book.	Renkonto		
Renkonto	Iun tagon, Trombo ekestis abrupte.	ある日、竜巻が突然発生しました。	One day, Thrombus arose abruptly.	Renkonto		
Renkonto	Trombo atakis kaj envolvis Aligaton.	竜巻はアリガートを襲い巻き込んだ。	Trombo attacked and enveloped Aligato.	Renkonto		
Renkonto	Turniĝas kaj turniĝas Trombo.	竜巻は回りに回ります。	Turns and turns Trombo.	Renkonto		
Renkonto	Turniĝas kaj turniĝas la okuloj de Aligato!	アリガートの目がぐるぐる回る！	Aligato’s eyes turn and turn!	Renkonto		
Renkonto	Vi vidu la okulojn de Aligato!	アリガートの目を見てください！	See Aligato’s eyes!	Renkonto		
Renkonto	Kiom da horoj pasis? Kie mi estas?	何時間経ちましたか？ここはどこ？	How many hours have passed? Where am I?	Renkonto		
Renkonto	Tamen iel mi estas ekster danĝero!	でも、なんとか危機は脱しました！	However, somehow I am out of danger!	Renkonto		
Renkonto	Kun granda timo, Aligato malfermas la okulojn.	アリガートは大きな恐怖を感じながら目を開ける。	With great fear, Aligato opens his eyes.	Renkonto		
Renkonto	Ŝtelrigardante suben, Aligato timegis.	下を覗いて、アリガートは怯えていた。	Peeking down, Aligato was frightened.	Renkonto		
Renkonto	La okuloj de Aligato turniĝas!	アリガートの目が回る！	Aligato’s eyes are spinning!	Renkonto		
Renkonto	Kio estas “Aligato”?	「アリガート」とは何ですか？	What is "Aligato"?	Renkonto		
Renkonto	Kie li loĝas?	どこに住んでいますか？	Where does he live?	Renkonto		
Renkonto	Kio ekestis en la insulo?	島では何が起こったのでしょうか？	What arose in the island?	Renkonto		
Renkonto	Kiuj turniĝas?	何が回ってますか？	Who are turning?	Renkonto		
Renkonto	La trombo atakis Aligaton, kaj kien ĝi forprenis Aligaton?	竜巻がアリガートを襲い、アリガートはどこへ行ったのでしょうか？	The thrombus attacked Aligato, and where did it take Aligato?	Renkonto		
Renkonto	En la sekvanta mateno helikoptero venis.	翌朝、ヘリコプターがやって来た。	The next morning a helicopter came.	Renkonto		
Renkonto	Tio estas aligatoro!	あれはアリゲーターだ！	That’s an alligator!	Renkonto		
Renkonto	Ni iru tuj!	さあ、行きましょう！	Let’s go now!	Renkonto		
Renkonto	Li estas tre malsana!	彼はとても病気なのです！	He is very sick!	Renkonto		
Renkonto	Ni portu lin tuj!	すぐに彼を連れて行きましょう！	Let’s take him immediately!	Renkonto		
Renkonto	Malsana Aligato estas nun en hospitalo.	病気のアリガートさんは現在入院中。	Sick Aligato is now in hospital.	Renkonto		
Renkonto	Ĉi tiu aligatoro estas malsana!	このワニは病気です！	This alligator is sick!	Renkonto		
Renkonto	Li havas malaltan febron.	彼は微熱があります。	He has a low fever.	Renkonto		
Renkonto	Ni metu lin en la banujon!	風呂に入れてあげましょう！	Let’s put him in the bathtub!	Renkonto		
Renkonto	Jes, doktoro!	はい、博士！	Yes, doctor!	Renkonto		
Renkonto	Unuafoja baniĝo por Aligato!	アリガトの初のお風呂！	First time bathing for Alligato!	Renkonto		
Renkonto	Mi estas finita!!	私は終わった！駄目だこりゃー	I’m done!!	Renkonto		
Renkonto	En la sekvanta mateno, la dua doktoro venas.	翌朝、二人目の医師がやって来ます。	The next morning, the second doctor comes.	Renkonto		
Renkonto	Ĉi tiu aligatoro estas malsata. Donu al li manĝaĵon!	このワニはお腹が空いています。彼に食べ物を与えてください！	This alligator is hungry. Give him food!	Renkonto		
Renkonto	Jes, doktoro! Mi komprenas!	はい、博士！わかりました！	Yes, doctor! I understand!	Renkonto		
Renkonto	Sed Aligato manĝis manĝaĵon kun telero.	しかし、アリガートは皿の食べ物を食べました。	But Aligato ate food with a plate.	Renkonto		
Renkonto	Li manĝis kaj manĝis kaj fariĝis malsana.	彼は食べても食べても病気になりました。	He ate and ate and became sick.	Renkonto		
Renkonto	Kio venis por savi Aligaton?	アリガートを救ったのは何ですか？	What came to save Aligato?	Renkonto		
Renkonto	Ĉu Aligato havis altan febron aŭ malaltan?	アリガートは高熱を出しましたか、それとも低熱を出しましたか?	Did Aligato have a high fever or a low one?	Renkonto		
Renkonto	Ĉu Aligato havis sperton baniĝi multefoje?	アリガートさんは何度もお風呂に入った経験があるのでしょうか？	Did Aligato have the experience of bathing many times?	Renkonto		
Renkonto	Kiel la dua doktoro pensis pri Aligato?	二番目の医師はアリガートについてどう思いましたか?	What did the second doctor think of Aligato?	Renkonto		
Renkonto	Kio okazis al Aligato post lia manĝado?	アリガートは食べた後どうなりましたか？	What happened to Aligato after he ate?	Renkonto		
Miaj Leteroj	En la sekvanta mateno, la tria doktoro venis.	翌朝、３人目の医師がやって来た。	The next morning, the third doctor came.	Miaj Leteroj		
Miaj Leteroj	Ĉi tiu aligatoro volas promenadi, ĉu ne?	このワニは散歩したいのでしょう？	This alligator wants to walk, doesn’t it?	Miaj Leteroj		
Miaj Leteroj	Ankaŭ mi pensas tiel!	私もそう思います！	I think so too!	Miaj Leteroj		
Miaj Leteroj	Ni prenu lin por promenadi!	彼を散歩に連れて行きましょう！	Let’s take him for a walk!	Miaj Leteroj		
Miaj Leteroj	Sur la strato estas multaj homoj kaj aŭtoj.	通りには人ももたくさんいます。	There are many people and cars on the street.	Miaj Leteroj		
Miaj Leteroj	Ankoraŭfoje turniĝas kaj turniĝas la okuloj de Aligato.	アリガートの目は再びクルクルと回る。	Aligato’s eyes turn and turn once more.	Miaj Leteroj		
Miaj Leteroj	Ankoraŭ Aligato estas malsana!	アリガートはまだ病気です！	Aligato is still sick!	Miaj Leteroj		
Miaj Leteroj	Oni vidas artikolon pri Aligato en ĵurnalo.	新聞でアリガートに関する記事を目にします。	One sees an article about Aligato in a newspaper.	Miaj Leteroj		
Miaj Leteroj	En iu tago, knabino vizitas Aligaton kun palmarbo.	ある日、女の子がヤシの木を持ってアリガートを訪ねます。	One day, a girl visits Aligat with a palm tree.	Miaj Leteroj		
Miaj Leteroj	La okuloj de Aligato ekbrilis!	アリガートの目が輝いた！	Aligato’s eyes sparkled!	Miaj Leteroj		
Miaj Leteroj	Kiu venis en la sekvanta mateno?	翌朝誰が来ましたか？	Who came the next morning?	Miaj Leteroj		
Miaj Leteroj	Kiel li pensis pri Aligato?	彼はアリガートについてどう思いましたか？	What did he think of Aligato?	Miaj Leteroj		
Miaj Leteroj	Ĉu promenado plaĉis al Aligato?	アリガートは歩くのが好きでしたか？	Did Aligato like walking?	Miaj Leteroj		
Miaj Leteroj	Kial turniĝis la okuloj de Aligato?	アリガートはなぜ目を向けたのでしょうか？	Why did Aligato’s eyes turn?	Miaj Leteroj		
Miaj Leteroj	Kion oni vidis en ĵurnalo?	新聞で何を見ましたか?	What did you see in the newspaper?	Miaj Leteroj		
Miaj Leteroj	Kiu vizitis Aligaton en iu tago?	アリガトを訪れたのは誰ですか?	Who visited Aligato on any day?	Miaj Leteroj		
Miaj Leteroj	Kiel Aligato sentis, vidante palmarbon?	アリガートはヤシの木を見たときどう感じましたか?	How did Aligato feel when he saw a palm tree?	Miaj Leteroj		
Miaj Leteroj	En la nokto, Aligato dormis trankvile kun malgranda palmarbo.	夜、アリガートは小さなヤシの木の下で安らかに眠りました。	In the night, Aligato slept peacefully with a small palm tree.	Miaj Leteroj		
Miaj Leteroj	Jes, mi komprenas!	はい、分かりました！	Yes, I understand!	Miaj Leteroj		
Miaj Leteroj	Povas esti, ke Aligato volas reveni hejmen.	アリガートは故郷に帰りたいのかもしれない。	It may be that Aligato wants to return home.	Miaj Leteroj		
Miaj Leteroj	Ni sendu lin al Paletro-Insulo!	彼をパレトロ島に送りましょう！	Let’s send him to Paletro Island!	Miaj Leteroj		
Miaj Leteroj	La aviadilo estas super Paletro-Insulo!	飛行機はパレトロ島上空に到着しました！	The plane is over Paletro Island!	Miaj Leteroj		
Miaj Leteroj	Ho, mia Paletro-Insulo! Koran dankon, piloto!	ああ、私のパレット島！パイロットさん、本当にありがとうございました！	Oh, my Palette Island! Thank you very much, pilot!	Miaj Leteroj		
Miaj Leteroj	Ne dankinde! Ĝis la revido, Aligato!	いいえ、結構です！また会いましょう、アリガート！	No thank you! See you soon, Alligato!	Miaj Leteroj		
Miaj Leteroj	Reveninte hejmen, Paletro-Insulo, Aligato skribas leteron al la knabino!	パレトロ島への帰国後、アリガートは少女に手紙を書く！	After returning home, Paletro Island, Aligato writes a letter to the girl!	Miaj Leteroj		
Miaj Leteroj	Koran dankon, mia knabino! Ĝis la revido!	本当にありがとう、お嬢さん！また近いうちにお会いしましょう！	Thank you very much, my girl! See you soon!	Miaj Leteroj		
Miaj Leteroj	Kial Aligato dormis trankvile en la nokto?	なぜアリガートは夜に安らかに眠ったのでしょうか？	Why did Aligato sleep peacefully at night?	Miaj Leteroj		
Miaj Leteroj	Kion Aligato diris al la piloto?	アリガートはパイロットに何と言ったのでしょうか？	What did Aligato say to the pilot?	Miaj Leteroj		
Miaj Leteroj	Kion Aligato faris post reveno al Paletro-lnsulo?	アリガートはパレトロ島に戻ってから何をしましたか？	What did Aligato do after returning to Paletro Island?	Miaj Leteroj		
Miaj Leteroj	Ĉu vi ŝatas Aligaton?	アリガートは好きですか？	Do you like Aligato?	Miaj Leteroj		
Miaj Leteroj	Kiel vi pensas pri Aligato?	アリガートについてどう思われますか？	What do you think about Aligato?	Miaj Leteroj		
Miaj Leteroj	Kio estas ĉi tio?	これは何ですか？	What is this?	Miaj Leteroj		
Miaj Leteroj	Asuka instruas Esperanton al lernantoj.	アスカは生徒たちにエスペラント語を教えています。	Asuka teaches Esperanto to students.	Miaj Leteroj		
Miaj Leteroj	Do, mi demandas vin. Kio estas ĉi tio?	そこで、お尋ねします。これは何ですか？	So, I ask you. What is this?	Miaj Leteroj		
Miaj Leteroj	Ĉu tio estas insekto?	あれは虫ですか？	Is that an insect?	Miaj Leteroj		
Miaj Leteroj	Ĉu mi povas manĝi tion?	それを食べてもいいですか？	Can I eat that?	Miaj Leteroj		
Miaj Leteroj	Ho, terure! Do, mi donas al vi ŝlosilon.	ああ、ひどい！それで、鍵をお渡しします。	Oh, terrible! So, I give you a key.	Miaj Leteroj		
Miaj Leteroj	Verŝajne, vi geknaboj ŝatas lin.	皆さんもおそらく彼のことが好きでしょう。	You guys probably like him.	Miaj Leteroj		
Miaj Leteroj	Lin? Ĉu homo?	彼？人？	Him? A person?	Miaj Leteroj		
Miaj Leteroj	Jes, aŭ ne!	はい、もしくは、いいえ！	Yes, or no!	Miaj Leteroj		
Miaj Leteroj	Mi donas al vi la duan ŝlosilon.	2つ目の鍵をお渡しします。	I give you the second key.	Miaj Leteroj		
Miaj Leteroj	Vi ofte vidas lin en televizia programo.	テレビ番組で彼をよく見かけます。	You often see him in a television program.	Miaj Leteroj		
Miaj Leteroj	Ĉu vi ŝatas lin, gvidanto?	リーダー、彼が好きですか？	Do you like him, leader?	Miaj Leteroj		
Miaj Leteroj	Mi komprenas! Tio estas "Doraemon”, ĉu ne?	わかりました！それは「ドラえもん」ですよね？	I understand! That’s "Doraemon", right?	Miaj Leteroj		
Miaj Leteroj	Vi pravas!	あなたが正しいです！	You are right!	Miaj Leteroj		
Miaj Leteroj	Mi vidis lin de malsupre kaj desegnis lin.	私は彼を下から見て描きました。	I saw him from below and drew him.	Miaj Leteroj		
Miaj Leteroj	Aha, mi komprenas!	ああ、分かりました！	Aha, I understand!	Miaj Leteroj		
Nova Aŭto	Trafika Vojmarko	道路標識	Traffic Road Marking	Nova Aŭto		
Nova Aŭto	Nozomu kaj Asuka alterne stiras aŭton.	交代で車を運転する望と飛鳥。	Nozomu and Asuka alternatively drive a car.	Nova Aŭto		
Nova Aŭto	La du kaj Ŝahanni estas sur la vojo de Nagasaki.	二人とシャハンニは長崎へ向かう途中だ。	The two and Shahanni are on the way to Nagasaki.	Nova Aŭto		
Nova Aŭto	Asuka, vi stiras aŭton bele.	アスカさん、車の運転が上手ですね。	Asuka, you drive a car beautifully.	Nova Aŭto		
Nova Aŭto	Dankon, Ŝahanni!	ありがとう、シャハニ！	Thanks, Shahanni!	Nova Aŭto		
Nova Aŭto	Ĉu vi volas stiri aŭton, Ŝahanni?	車を運転したいですか、シャハンニ？	Do you want to drive a car, Shahanni?	Nova Aŭto		
Nova Aŭto	Jes, mi volas.	はい、そうしたいです。	Yes, I want to.	Nova Aŭto		
Nova Aŭto	Mi havas intereson pri aŭto.	車に興味があります。	I have an interest in a car.	Nova Aŭto		
Nova Aŭto	Por gajni licencon pri stirado.	運転免許を取得するため。	To earn a driving license.	Nova Aŭto		
Nova Aŭto	Unue, vi devas legi la regularon por trafiko, Sahanni.	まず、交通規制を読む必要があります、サハンニ。	First, you need to read the traffic regulations, Sahanni.	Nova Aŭto		
Nova Aŭto	Do, Ŝahanni, kion signifas la vojmarko tiea?	それで、シャハンニ、あそこの道路標識はどういう意味ですか？	So, Shahanni, what does the road sign over there mean?	Nova Aŭto		
Nova Aŭto	Eble X signifas ke "Oni ne povas fari ion," ĉu ne?	おそらくXは「あなたには何かができない」という意味ですよね？	Maybe X means that "You can’t do something," right?	Nova Aŭto		
Nova Aŭto	Jes, oni ne povas iri. "Vojo barita!"	はい、行けません。 「通行禁止！」	Yes, you can’t go. "Road blocked!"	Nova Aŭto		
Nova Aŭto	Ah, mi komprenas.	ああ、分かりました。	Ah, I understand.	Nova Aŭto		
Nova Aŭto	Dankon, Nozomu.	ありがとう、のぞむさん。	Thank you, Nozomu.	Nova Aŭto		
Nova Aŭto	Kanĵi, Ĉina ideogramo	漢字、表意文字	Kanji, Chinese ideogram	Nova Aŭto		
Nova Aŭto	Kion signifas ĉi tiu litero?	この手紙はどういう意味ですか？	What does this letter mean?	Nova Aŭto		
Nova Aŭto	La litero estas kanĵi, ĉina ideogramo kaj ĝi signifas monton.	この文字は漢字であり、中国の表意文字であり、山を意味します。	The letter is a kanji, a Chinese ideogram and it means mountain.	Nova Aŭto		
Nova Aŭto	(Ilustrante) Ĉi-maniere la litero estis farita.	（イラスト） こうして手紙はできました。	(Illustrating) In this way the letter was made.	Nova Aŭto		
Nova Aŭto	Ŝahanni, ĉu vi scias. kion ĉi tiu kanĵi signifas?	シャハニ、知っていますか？この漢字は何を意味しますか？	Shahanni, do you know? what does this kanji mean?	Nova Aŭto		
Nova Aŭto	Do, mi donos al vi sugeston.	そこで、ヒントを教えます。	So, I’ll give you a hint.	Nova Aŭto		
Nova Aŭto	En la litero ni vidas, ke du linioj subtenas unu la alian.	この手紙では、2 本の線が互いに支え合っていることがわかります。	In the letter we see that two lines support each other.	Nova Aŭto		
Nova Aŭto	Unu ne povas vivi sen la alia.	一方は他方なしでは生きていけません。	One cannot live without the other.	Nova Aŭto		
Nova Aŭto	Same kiel ni!	ちょうど私たちのような！	Just like us!	Nova Aŭto		
Nova Aŭto	Ho, mi komprenas!	ああなるほど！	Oh, I see!	Nova Aŭto		
Nova Aŭto	Ĝi estas "homo", ĉu ne?	それは「人」ですよね？	It’s a "man", isn’t it?	Nova Aŭto		
Nova Aŭto	Prave dirita.	正しく言った。	Rightly said.	Nova Aŭto		
Nova Aŭto	Ĉu vi scias la signifon de tiu litero，Ŝahanni?	その手紙の意味を知っていますか、シャハンニ？	Do you know the meaning of that letter, Shahanni?	Nova Aŭto		
Nova Aŭto	Koŝien-Stadiumo	スタジアム	Koshien Stadium	Nova Aŭto		
Nova Aŭto	Nozomu kaj Asuka kondukas Ŝahanni al Koŝien-Stadiumo.	ノゾムとアスカはシャハンニを連れて甲子園球場へ向かう。	Nozomu and Asuka take Shahanni to Koshien Stadium.	Nova Aŭto		
Nova Aŭto	Mi neniam vidis ĉi tiom multajn homojn.	こんなにたくさんの人を見たことがありません。	I have never seen so many people.	Nova Aŭto		
Nova Aŭto	Kiuj teamoj intermatĉas?	どのチームが対戦しますか?	Which teams are playing each other?	Nova Aŭto		
Nova Aŭto	Kompreneble "Hanŝin-Tigroj" kaj "Jomiuri-Gigantoj"!	もちろん「阪神タイガース」と「読売ジャイアンツ」！	Of course "Hanshin Tigers" and "Yomiuri Giants"!	Nova Aŭto		
Nova Aŭto	Ĉu basbalo ne estas populara en via lando?	あなたの国では野球は人気がありませんか?	Isn’t baseball popular in your country?	Nova Aŭto		
Nova Aŭto	Ne. Mi vidas megafonojn, kiuj aspektas kvazaŭ flavaj floroj.	いいえ。黄色い花のようなメガホンが見えます。	No. I see megaphones that look like yellow flowers.	Nova Aŭto		
Nova Aŭto	Kion favorantoj diras?	サポーターは何と言っていますか？	What do supporters say?	Nova Aŭto		
Nova Aŭto	Ili diras, "Batu, Bass! Batu, Bass!”	「かっとばせ！バース！かっとばせバ、ース！」って言っているんです。	They say, "Strike, Bass! Strike, Bass!"	Nova Aŭto		
Nova Aŭto	Mi vidas multajn balonetojn kaj...	たくさんの風船が見えますが…	I see a lot of balloons and…	Nova Aŭto		
Nova Aŭto	Kio estas tio?	それは何ですか？	What is that?	Nova Aŭto		
Nova Aŭto	Kiam Hanŝin estas en la 7-a atako, ili flugigas balonetojn por kuraĝigi ludantojn de Hanŝin.	阪神が７回戦の攻撃の時は風船を飛ばして阪神の選手を激励する。	When Hanshin is in the 7th round, they fly balloons to encourage Hanshin players.	Nova Aŭto		
Nova Aŭto	Ankaŭ mi preparis balonetojn!	風船も用意しました！	I also prepared balloons!	Nova Aŭto		
Nova Aŭto	Asuka, kial Nozomu kuraĝigas Hanŝin kun entuziasmo?	アスカ、なぜ望は阪神タイガースを熱心に励ますのですか？	Asuka, why does Nozomu encourage Hanshi with enthusiasm?	Nova Aŭto		
Nova Aŭto	Eble ĉar li naskiĝis en la jaro de “tigro” laŭ la antikva orienta kalendaro.	おそらく彼はの「寅年」に生まれたからでしょう。	Maybe because he was born in the year of the "tiger" according to the ancient eastern calendar.	Nova Aŭto		
Nova Aŭto	Kie ili nun estas?	彼らは今どこにいるのでしょうか？	Where are they now?	Nova Aŭto		
Nova Aŭto	Ĉu basbalo estas populara en Hindujo?	インドでは野球は人気がありますか?	Is baseball popular in India?	Nova Aŭto		
Nova Aŭto	Kio aspektas kvazaŭ flavaj floroj?	黄色い花に見えるものは何ですか？	What looks like yellow flowers?	Nova Aŭto		
Nova Aŭto	Kion Nozomu preparis?	のぞむさんは何を用意しましたか？	What did Nozomu prepare?	Nova Aŭto		
Nova Aŭto	Ĉu vi havas intereson pri basbalo?	野球に興味はありますか？	Do you have an interest in baseball?	Nova Aŭto		
Nova Aŭto	Kiel vi pensas pri "Tigroj-febro" de la lasta jaro?	昨年の「タイガーフィーバー」についてどう思いますか？	What do you think about last year’s "Tiger fever"?	Nova Aŭto		
Aŭto Vendejo	Fuĵi-Santaro	フジ三太郎	Fuji Santaro	Aŭto Vendejo		
Aŭto Vendejo	Nozomu ekridas, legante karikaturon en "ĵurnalo Asahi”.	望さんは『朝日新聞』の漫画を読んで大笑いした。	Nozomu bursts out laughing, reading a cartoon in "Asahi newspaper".	Aŭto Vendejo		
Aŭto Vendejo	Kial vi ridas, Nozomu?	望さん、なんで笑ってるの？	Why are you laughing, Nozomu?	Aŭto Vendejo		
Aŭto Vendejo	Ĉar ĉi tio estas ridiga kaj...	だってこれは面白いし…	Because this is hilarious and…	Aŭto Vendejo		
Aŭto Vendejo	Kaj ĉar Nozomu en jarfina kaj novjaraj tagoj tre similas al Fuĵi-Santaro, la heroo de la karikaturo.	そして、正月と元日ののぞむは、漫画の主人公であるフジ三太郎によく似ているからです。	And because Nozomu on New Year’s and New Year’s days is very similar to Fuji Santaro, the hero of the cartoon.	Aŭto Vendejo		
Aŭto Vendejo	Kia karikaturo?	何の漫画？	What cartoon?	Aŭto Vendejo		
Aŭto Vendejo	Montru al mi.	見せて。	Show me.	Aŭto Vendejo		
Aŭto Vendejo	Jen estas!	ここにあります！	Here it is!	Aŭto Vendejo		
Aŭto Vendejo	Ŝahanni ankoraŭ ne lernas "kanaon".	シャハンニはまだカナ文字を習っていません。	Shahanni doesn’t learn "kana" yet.	Aŭto Vendejo		
Aŭto Vendejo	Mi klarigu la enhavon.	内容を説明させていただきます。	Let me explain the content.	Aŭto Vendejo		
Aŭto Vendejo	Ne skribante novjarajn kartojn, Santaro malŝparas tempon.	三太郎は年賀状を書かないことで時間を無駄にしている。	By not writing New Year’s cards, Santaro is wasting time.	Aŭto Vendejo		
Aŭto Vendejo	Santaro malŝparas tempon, drinkante kaj rigardante televidan programon en jarfina tago.	年末、三太郎は酒を飲みながらテレビ番組を見て時間を潰す。	Santaro wastes time, drinking and watching TV program on a year-end day.	Aŭto Vendejo		
Aŭto Vendejo	Li ankoraŭ drinkas kaj televidas en la mateno de novjara tago.	彼は元旦の朝もまだ酒を飲みながらテレビを見ている。	He’s still drinking and watching TV on New Year’s morning.	Aŭto Vendejo		
Aŭto Vendejo	Post kelkaj tagoj,li komencas skribi kartojn.	数日後、彼はカードを書き始めます。	After a few days, he starts writing cards.	Aŭto Vendejo		
Aŭto Vendejo	Li faras la samon ĉiujare.	彼は毎年同じことをします。	He does the same thing every year.	Aŭto Vendejo		
Aŭto Vendejo	La tempo por enpoŝtigi kartojn jam pasas.	ポストカードを書く時間も残り少なくなってきました。	The time to post cards is running out.	Aŭto Vendejo		
Aŭto Vendejo	Tial li mem devas distribui la kartojn al la adresatoj.	そのため、彼自身が宛先にカードを配布する必要があります。	That’s why he himself has to distribute the cards to the addressees.	Aŭto Vendejo		
Aŭto Vendejo	Kion Santaro faras en jarfina tago?	三太郎は元旦に何をしますか?	What does Santaro do on New Year’s Day?	Aŭto Vendejo		
Aŭto Vendejo	Ĉu li estas drinkemulo?	彼は酒飲みですか？	Is he a drinker?	Aŭto Vendejo		
Aŭto Vendejo	Kion lia filino diras al Santaro?	娘は三太郎に何と言いますか？	What does his daughter say to Santaro?	Aŭto Vendejo		
Aŭto Vendejo	Kiam li komencas skribi novjarajn kartojn?	彼はいつ年賀状を書き始めますか。	When does he start writing New Year’s cards?	Aŭto Vendejo		
Aŭto Vendejo	Kiel vi pensas pri Santaro?	三太郎についてどう思いますか？	What do you think about Santaro?	Aŭto Vendejo		
Aŭto Vendejo	Ĉu vi similas al li?	あなたは彼に似ていますか？	Do you look like him?	Aŭto Vendejo		
Aŭto Vendejo	Donu al mi vian opinion.	あなたの意見を聞かせてください。	Give me your opinion.	Aŭto Vendejo		
Aŭto Vendejo	Matias, Germana Amiko	マティアス、ドイツ人の友人	Matias, German Friend	Aŭto Vendejo		
Aŭto Vendejo	Matias Voth, Germano, kiu estas leteramiko de Asuka, vizitas ilin.	アスカの文通相手であるドイツ人のマティアス・彼らを訪ねてくる。	Matias Voth, a German who is Asuka’s pen pal, visits them.	Aŭto Vendejo		
Aŭto Vendejo	Li vojaĝas en Japanio utiligante pasportan servon.	彼はパスポートサービスを利用して日本を旅行しています。	He travels in Japan using a passport service.	Aŭto Vendejo		
Aŭto Vendejo	Asuka preparas banon.	アスカはお風呂の準備をする。	Asuka prepares a bath.	Aŭto Vendejo		
Aŭto Vendejo	Matias, bano estas preparita.	マティアス、お風呂の準備ができました。	Matias, a bath is prepared.	Aŭto Vendejo		
Aŭto Vendejo	Bonvole baniĝu.	入浴してください。	Please take a bath.	Aŭto Vendejo		
Aŭto Vendejo	Dankon, Anjo!	ありがとう、アスカさん！	Thank you, Anjo!	Aŭto Vendejo		
Aŭto Vendejo	Bano rememorigas al mi malbonan sperton pri bano.	お風呂というと、嫌なお風呂の経験を思い出します。	Bath reminds me of a bad bath experience.	Aŭto Vendejo		
Aŭto Vendejo	Kia sperto?	どのような経験ですか？	What experience?	Aŭto Vendejo		
Aŭto Vendejo	Mia amiko en Tokio, s-ro Saito, gastigis min en sia hejmo.	東京にいる友人の斉藤さんが私を自宅に泊めてもらいました。	My friend in Tokyo, Mr. Saito, hosted me in his home.	Aŭto Vendejo		
Aŭto Vendejo	Ankaŭ li preparis banon por mi.	お風呂も用意してくれました。	He also prepared a bath for me.	Aŭto Vendejo		
Aŭto Vendejo	Kaj kio okazis?	そして何が起こった？	And what happened?	Aŭto Vendejo		
Aŭto Vendejo	Mi ĝuis banon, sed post unu horo en la banejo s-ino Saito demetis vestaĵon kaj ŝi surpriziĝis.	お風呂を楽しみましたが、一時間ほど入ったところで斉藤さんが服を脱いでびっくりしました。	I enjoyed a bath, but after an hour in the bath, Ms. Saito took off her clothes and she was surprised.	Aŭto Vendejo		
Aŭto Vendejo	Ahem! Mi komprenas vin, Matias.	えへん！わかりました、マティアス。	Ahem! I understand you, Matias.	Aŭto Vendejo		
Aŭto Vendejo	Vi malplenigis la akvon en la banujo, ĉu ne?	浴槽の水を捨てたんですよね？	You emptied the water in the bathtub, didn’t you?	Aŭto Vendejo		
Aŭto Vendejo	Trafe!	正解！	Right on!	Aŭto Vendejo		
Aŭto Vendejo	En Romo vivu romane!	ローマでは、ローマ人のように生きましょう！	In Rome, live like a Roman!	Aŭto Vendejo		
Aŭto Vendejo	Ne! "En Japanujo vivu japane!"	いいえ！ 「日本では、日本人を生きろ！」	No! "In Japan, live Japanese!"	Aŭto Vendejo		
