B.sv content.tsv
Level	Esperanto	sv	en-us	Grupo	Alternativoj	Pronoco
level	mi ne havas tiom da mono nun	Jag har inte så mycket pengar just nu	I don't have that much money right now	grupo	alternativoj	prononco
level	problemo estas ke mi ne havas tiom da mono	problemet är att jag inte har så mycket pengar	problem is I don't have that much money	grupo	alternativoj	prononco
level	mi komprenas, sed ne estus multe-koste	Jag förstår, men det skulle inte kosta mycket	I understand, but it wouldn't cost much	grupo	alternativoj	prononco
level	ne estus multe-koste, mia-krede	det skulle inte bli mycket dyrt tror jag	it would not be much expensive, I believe	grupo	alternativoj	prononco
level	tabelo de kotizo de programeroj	en tabell över avgifter för program	a table of fees of programs	grupo	alternativoj	prononco
level	jen, se vi rigardas la kotiztabelon	det vill säga om man tittar på aktie/avgiftstabellen	that is, if you look at the share/fees table	grupo	alternativoj	prononco
level	la kotiztabelo de la IJK-invitilo	aktie-/avgiftstabellen för IJK-inbjudan	the share/fees table of IJK-invitation	grupo	alternativoj	prononco
level	vi vidas, ke ~	du tycker att ~	you find that ~	grupo	alternativoj	prononco
level	temas pri entute nur 50 eŭroj	det är bara 50 euro totalt	it's only 50 euros in total	grupo	alternativoj	prononco
level	vi vidas, ke por vi temas pri entute nur 50 eŭroj	du ser att för dig är det bara 50 euro totalt	you see that for you it's only 50 euros in total	grupo	alternativoj	prononco
level	se ni dormas surplanke	om vi sover på golvet	if we sleep on the floor	grupo	alternativoj	prononco
level	en ordo	okej	all right	grupo	alternativoj	prononco
level	bone, tio sonas en ordo	det låter bra	well, that sounds fine	grupo	alternativoj	prononco
level	sed kio pri la vojaĝo	men hur är det med resan	but what about the travel	grupo	alternativoj	prononco
level	trajno kostus ĉirkaŭ 70 eŭrojn	ett tåg skulle kosta runt 70 euro	a train would cost around 70 euros	grupo	alternativoj	prononco
level	ĉu tio eblus por vi?	skulle det vara möjligt för dig?	would that be possible for you?	grupo	alternativoj	prononco
level	espereble	förhoppningsvis	hopefully	grupo	alternativoj	prononco
level	sed daŭrus sufiĉe longe per trajno	men skulle hålla tillräckligt länge med tåg	but would last long enough by train	grupo	alternativoj	prononco
level	jes, sed ni povas halti en unu aŭ du urboj	ja, men vi kan stanna i en eller två städer	yes, but we can stop in one or two cities	grupo	alternativoj	prononco
level	dum la vojo	längs vägen	along the way	grupo	alternativoj	prononco
level	kaj la tranoktado?	och övernattningen?	and the night stay?	grupo	alternativoj	prononco
level	ĉu vi pagus por ĝi?	skulle du betala för det?	would you pay for it?	grupo	alternativoj	prononco
level	ne, ne mi, sed ne estas problemo	nej, inte jag, men det är inget problem	no, not me, but it's not a problem	grupo	alternativoj	prononco
level	ĉu vere, ke tio ne estas problemo?	är det verkligen så att detta inte är ett problem?	is it really that this is not a problem?	grupo	alternativoj	prononco
level	kiel vi planas solvi tion?	hur tänker du lösa det?	how do you plan to solve that?	grupo	alternativoj	prononco
level	montris la oran kronon	visade den gyllene kronan	showed the golden crown	grupo	alternativoj	prononco
level	nu, mi baldaŭ montros al vi	ja, jag ska visa dig snart	well, I will show you soon	grupo	alternativoj	prononco
level	sed unue pli da teo	men först mer te	but first more tea	grupo	alternativoj	prononco
level	ĉu ankaŭ vi volas?	vill du också?	do you want too?	grupo	alternativoj	prononco
level	jes, dankon	Ja tack	yes, thank you	grupo	alternativoj	prononco
level	en la sama kafejo	på samma café&quot;	in the same cafe'	grupo	alternativoj	prononco
level	io daŭras, daŭrigas tion	något pågår, fortsätter (gör) det	something goes on, keeps (doing) that on	grupo	alternativoj	prononco
level	plano, plani, planado	en plan, att planera, planera	a plan, to plan, planning	grupo	alternativoj	prononco
level	ŝi kaj li daŭrigas la planadon	hon och han fortsätter planeringen	she and he continue the planning	grupo	alternativoj	prononco
level	bonvolu, jen via teo	snälla, här är ditt te	please, here's your tea	grupo	alternativoj	prononco
level	mi dume rigardis la invitilon	under tiden tittade jag på inbjudan	meanwhile I looked at the invitation	grupo	alternativoj	prononco
level	rigardis la invitilon por IJK	tittade på inbjudan från IJK	looked at the invitation of IJK	grupo	alternativoj	prononco
level	mi multon komprenas, sed ne ĉion	Jag förstår mycket, men inte allt	I understand much, but not all	grupo	alternativoj	prononco
level	bone bone, nur demandu	okej okej, fråga bara	all right all right, just ask	grupo	alternativoj	prononco
level	jen la aferoj	här är sakerna	here are the things	grupo	alternativoj	prononco
level	klaraj aferoj	klara saker	clear things	grupo	alternativoj	prononco
level	la aferoj kiuj estas malklaraj	saker som är förvirrande	the things that are confusing	grupo	alternativoj	prononco
level	estas malklaraj por mi	är förvirrande för mig	are confusing to me	grupo	alternativoj	prononco
level	aliĝi, aliĝilo	att gå med, ett registreringsformulär	to join, a registration form	grupo	alternativoj	prononco
level	TEJO (la organizo)	Världsorganisationen för esperanto-ungdom	The World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo (la TEJO-birdo)	Pepo, en fågel som representerar TEJO	Pepo, a bird that represents the TEJO	grupo	alternativoj	prononco
level	loĝi, loĝejo	att bo, en plats att bo (ett boende)	to stay, a place to stay (a lodging)	grupo	alternativoj	prononco
level	amasloĝejo	ett boende för massfolk	a lodging for mass people	grupo	alternativoj	prononco
level	aliĝilo estas ilo por al-iĝi	ett registreringsformulär är ett verktyg för registrering	a registration form is a tool for registering	grupo	alternativoj	prononco
level	aliĝilo en kiu vi skribas vian nomon, adreson ktp	en medlemsblankett där du skriver ditt namn, adress osv	a membership form in which you write your name, address, etc	grupo	alternativoj	prononco
level	longa, mallongigo	lång, en förkortning	long, an abbreviation	grupo	alternativoj	prononco
level	mallongigo de Tutmonda Esperantista Junulara Organizo	en förkortning av World Esperanto Youth Organization	an abbreviation of the World Esperanto Youth Organization	grupo	alternativoj	prononco
level	Pepo estas la amuza birdo de TEJO	Pepo är TEJOs roliga fågel	Pepo is the funny bird of TEJO	grupo	alternativoj	prononco
level	amasloĝejo estas ejo kie amaso de homoj loĝas	ett massboende är en plats där många människor bor	a mass-lodging is a place where a lot of people stay	grupo	alternativoj	prononco
level	dormo, dormigilo, dormosako	en sömn, ett sömnmedel, en sovsäck	a sleep, a sleeping pill, a sleeping bag	grupo	alternativoj	prononco
level	kutime oni bezonas dormosakon tie	vanligtvis behöver man en sovsäck där	usually one needs a sleeping bag there	grupo	alternativoj	prononco
level	vi klarigis tro rapide	du förklarade för snabbt	you explained too quickly	grupo	alternativoj	prononco
level	mi ne kaptis ĉion	Jag fattade inte allt	I didn't catch everything	grupo	alternativoj	prononco
level	ne tre gravas	är inte så viktigt	is not that important	grupo	alternativoj	prononco
level	mi pensas ke ne tre gravas nun	Jag tror att det inte är särskilt viktigt nu	I think it's not very important now	grupo	alternativoj	prononco
level	poste ni povas pli paroli	senare kan vi prata mer	later we can talk more	grupo	alternativoj	prononco
level	pli paroli pri la IJK-invitilo	mer för att prata om IJK-inbjudan	more to talk about the IJK invitation	grupo	alternativoj	prononco
level	do, vi volas plani la vojaĝon nun, ĉu?	så du vill planera resan nu, eller hur?	so you want to plan the travel now, right?	grupo	alternativoj	prononco
level	jes, volonte	ja gärna	yes, gladly	grupo	alternativoj	prononco
level	tiel vi vidos ke ~	så du kommer att se att ~	so you will see that ~	grupo	alternativoj	prononco
level	kostos tiom multe	kommer att kosta så mycket	will cost that much	grupo	alternativoj	prononco
level	vidos ke la vojaĝo ne kostos tiom multe	kommer se att resan inte kommer att kosta så mycket	will see that the travel will not cost that much	grupo	alternativoj	prononco
level	mi volas scii	jag vill veta	I want to know	grupo	alternativoj	prononco
level	mi scivolas pri ~	Jag vill veta om ~	I want to know about ~	grupo	alternativoj	prononco
level	kiel vi solvos la tranoktadon	hur du ska lösa övernattningen	how you will solve the night-staying	grupo	alternativoj	prononco
level	ĉar mi ne havas monon	för jag har inga pengar	because I don't have money	grupo	alternativoj	prononco
level	junulara gastejo	ett vandrarhem	a youth hostel	grupo	alternativoj	prononco
level	havas monon por hotelo aŭ junulargastejo	har pengar till ett hotell eller ett vandrarhem	has money for a hotel or a youth-hostel	grupo	alternativoj	prononco
level	jen la solvo!	här är lösningen	here's the solution	grupo	alternativoj	prononco
level	pasporto	ett pass	a passport	grupo	alternativoj	prononco
level	Pasporta Servo	Passservice, esperantisternas hemvistelse	Passport Service, Esperantists' Home Stay	grupo	alternativoj	prononco
level	libreto kun la nomo "Pasporta Servo"	häfte med namnet &quot;Passservice&quot;	booklet with the name "Passport Service"	grupo	alternativoj	prononco
level	servo por kio?	service för vad?	service for what?	grupo	alternativoj	prononco
level	por homoj kiel ni	för människor som oss	for people like us	grupo	alternativoj	prononco
level	sperti, spertulo	att uppleva, en expert	to experience, an expert	grupo	alternativoj	prononco
level	homoj kiuj ŝatas vojaĝi kaj sperti landojn	människor som gillar att resa och uppleva länder	people who like to travel and experience countries	grupo	alternativoj	prononco
level	enspezi kaj elspezi	att tjäna och att spendera	to earn and to spend	grupo	alternativoj	prononco
level	sen elspezi multe da mono	utan att spendera mycket pengar	without spending a lot of money	grupo	alternativoj	prononco
level	servo, la servo, tiu servo	en tjänst, tjänsten, den tjänsten	a service, the service, that service	grupo	alternativoj	prononco
level	bone, kaj kiel funkcias tiu servo?	ja, och hur fungerar den tjänsten?	well, and how does that service work?	grupo	alternativoj	prononco
level	mi vidas ke en la libreto estas ~	Jag ser att i boken står ~	I see that in the booket there is ~	grupo	alternativoj	prononco
level	multe da adresoj	många adresser	lots of addresses	grupo	alternativoj	prononco
level	estas multe da adresoj de pluraj landoj	det finns många adresser från flera länder	there are many addresses from several countries	grupo	alternativoj	prononco
level	ĝuste, jes!	rätt, ja!	right, yes!	grupo	alternativoj	prononco
level	je via dispono	till ditt förfogande	at your disposal	grupo	alternativoj	prononco
level	ili ĉiuj	alla, alla	they all, all of them	grupo	alternativoj	prononco
level	fakte ili ĉiuj estas je via dispono!	i själva verket står de alla till ditt förfogande!	in fact they are all at your disposal!	grupo	alternativoj	prononco
level	signifis, signifo	menade, mening	meant, meaning	grupo	alternativoj	prononco
level	"je mia dispono", kion signifas tio?	&quot;till mitt förfogande&quot;, vad betyder det?	"at my disposal", what does that mean?	grupo	alternativoj	prononco
level	signifas ke ~	betyder att ~	means that ~	grupo	alternativoj	prononco
level	gasti, gasto, gastigi	att gäst, en gäst, att vara värd för en gäst	to guest, a guest, to host a guest	grupo	alternativoj	prononco
level	estas preta, pretas, pretiĝu!	är redo, är förberedd, gör dig redo!	is ready, is prepared, get ready!	grupo	alternativoj	prononco
level	homoj ĉe tiuj adresoj pretas gastigi vin	personer på dessa adresser är redo att ta emot dig	people at those addresses are ready to host you	grupo	alternativoj	prononco
level	koni, konata, konatiĝi	att känna (en person), känd, bli känd	to know (a person), known, to get to be known	grupo	alternativoj	prononco
level	kaj helpi vin konatiĝi kun ilia regiono	och hjälpa dig att bekanta dig med deras region	and help you get acquainted with their region	grupo	alternativoj	prononco
level	signifas ke homoj pretas gastigi vin kaj helpi	betyder att folk är villiga att vara värd för dig och hjälpa till	means people are willing to host you and help	grupo	alternativoj	prononco
level	sonas interese!	låter intressant!	sounds interesting!	grupo	alternativoj	prononco
level	do	så	so	grupo	alternativoj	prononco
level	oni loĝas en la hejmo de aliaj Esperantistoj, ĉu?	någon bor i andra esperantisters hem, eller hur?	somebody stays in the home of other Esperantists, right?	grupo	alternativoj	prononco
level	pluraj spertoj per Pasporta Servo	flera erfarenheter av Passport Service	several experiences with Passport Service	grupo	alternativoj	prononco
level	mi havis plurajn interesajn spertojn	Jag hade flera intressanta upplevelser	I had several interesting experiences	grupo	alternativoj	prononco
level	mi uzis ĝin en tri kontinentoj	Jag har använt den på tre kontinenter	I have used it on three continents	grupo	alternativoj	prononco
level	malbone funkcias	(det) fungerar dåligt	(it) works poorly	grupo	alternativoj	prononco
level	kaj ĝis nun funkciis tre bone	och hittills har (det) fungerat väldigt bra	and so far (it) has worked very well	grupo	alternativoj	prononco
level	bonege! kien ni iru?	bra! vart är vi på väg?	great! where are we going?	grupo	alternativoj	prononco
level	do, mia plano estas ke ni ~	så, min plan är att vi ~	so, my plan is that we ~	grupo	alternativoj	prononco
level	venas, alvenis	kommer, kommit	comes, arrived	grupo	alternativoj	prononco
level	post sukcesa vojaĝo	efter en lyckad resa	after a successful trip	grupo	alternativoj	prononco
level	post uzado de Pasporta Servo en du urboj	efter att ha använt Passport Service i två städer	after using Passport Service in two cities	grupo	alternativoj	prononco
level	ili alvenas post sukcesa vojaĝo	de kommer efter en lyckad resa	they arrive after a successful trip	grupo	alternativoj	prononco
level	jen, vidu!	se, titta!	behold, look!	grupo	alternativoj	prononco
level	tie estas granda Esperanto-flago	det finns en stor esperantoflagga där borta	there's a big Esperanto flag over there	grupo	alternativoj	prononco
level	ŝildo kun la teksto "Bonvenon al IJK!"	en skylt med texten &quot;Välkommen till IJK!&quot;	a sign with the text "Welcome to IJK!"	grupo	alternativoj	prononco
level	jes, kaj sub ĝi estas ~	ja, och under den finns ~	yes, and below it there is ~	grupo	alternativoj	prononco
level	hu ra!	Hurra!	Hooray!	grupo	alternativoj	prononco
level	ni do finfine alvenis	så vi kom äntligen	so we finally arrived	grupo	alternativoj	prononco
level	mi estas tre laca kaj malsata	Jag är väldigt trött och hungrig	I am very tired and hungry	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas ~	tror du att vi kan ~ ?	do you think we can ~ ?	grupo	alternativoj	prononco
level	manĝi ion	att äta något	to eat something	grupo	alternativoj	prononco
level	ĉu vi pensas ke ni povas tuj ion manĝi?	tror du att vi kan äta något direkt?	do you think we can eat something right away?	grupo	alternativoj	prononco
level	mi dubas pri tio	Jag tvivlar på det	I doubt that	grupo	alternativoj	prononco
level	unue ni devas akceptiĝi	vi måste först accepteras	we must first be accepted	grupo	alternativoj	prononco
level	devas akceptiĝi ĉe la akceptejo	måste accepteras i receptionen	must be accepted at the reception desk	grupo	alternativoj	prononco
level	kaj tio povas daŭri longe	och det kan pågå länge	and that can last a long time	grupo	alternativoj	prononco
level	daŭri longe miasperte	att hålla länge enligt min erfarenhet	to last long in my experience	grupo	alternativoj	prononco
level	ho ve!	ack!	alas!	grupo	alternativoj	prononco
level	ĉu tio estas la vico por la akceptejo?	är det kö för mottagningen?	is that the line for the reception?	grupo	alternativoj	prononco
level	mi timas ke jes	jag är rädd för det	I'm afraid so	grupo	alternativoj	prononco
level	ne estas tute perfekte fari ~	att göra ~ är inte helt perfekt	to do ~ is not totally perfect	grupo	alternativoj	prononco
level	tute perfekte alveni vespere	är helt perfekt att anlända på kvällen	is totally perfect to arrive in the evening	grupo	alternativoj	prononco
level	ni povas babili kun homoj	vi kan chatta med människor	we can chat with people	grupo	alternativoj	prononco
level	sed ni povas babili kun homoj en la vico	men vi kan chatta med folk i kö	but we can chat with people in line	grupo	alternativoj	prononco
level	jen, mi vidas amikon de rusio!	se, jag ser en vän till Ryssland!	behold, I see a friend of Russia!	grupo	alternativoj	prononco
level	mi estas malsata, mi volas manĝi	Jag är hungrig, jag vill äta	I'm hungry, I want to eat	grupo	alternativoj	prononco
level	post ĉirkaŭ 2 horoj	efter ca 2 timmar	after about 2 hours	grupo	alternativoj	prononco
level	en la vico kun novaj kaj malnovaj amikoj	i linje med nya och gamla vänner	in line with new and old friends	grupo	alternativoj	prononco
level	LKK (Loka Kongresa Komitato)	lokal kongresskommitté	local congress commitee	grupo	alternativoj	prononco
level	LKK-ano	medlem i den lokala kongresskommittén	a member in the local congress commitee	grupo	alternativoj	prononco
level	bonvenon, kiu vi estas?	välkommen, vem är du?	welcome, who are you?	grupo	alternativoj	prononco
level	de kiu lando?	från vilket land?	from which country?	grupo	alternativoj	prononco
level	ĉu vi antaŭpagis?	betalade du i förskott?	did you prepay?	grupo	alternativoj	prononco
level	bonvolu montri	snälla visa	please show	grupo	alternativoj	prononco
level	se jes, bonvolu montri la kvitancon	visa i så fall kvittot	if so, please show the receipt	grupo	alternativoj	prononco
level	ĉu vi estas TEJO-membro?	är du medlem i TEJO?	are you a member of TEJO?	grupo	alternativoj	prononco
level	membriĝi ĉe la budo	att bli medlem i en monter	to become a member at a booth	grupo	alternativoj	prononco
level	se ne, vi povas membriĝi ĉe la venonta budo	om inte kan du gå med i nästa monter	if not, you can join at the next booth	grupo	alternativoj	prononco
level	jen kvitancoj de antaŭpagoj	här finns kvitton på förskottsbetalningar	here are receipts of advance payments	grupo	alternativoj	prononco
level	membrokartoj kaj niaj pasportoj	medlemskort och våra pass	membership cards and our passports	grupo	alternativoj	prononco
level	tre bone	mycket bra	very good	grupo	alternativoj	prononco
level	do, mi vidas ke vi loĝos en amasloĝejo	så jag ser att du kommer att bo i ett massboende (kraschutrymme)	so, I see you will live in a mass-lodging (crash space)	grupo	alternativoj	prononco
level	kaj manĝos en la junulargastejo	och ska äta på vandrarhemmet	and will eat in the youth hostel	grupo	alternativoj	prononco
level	ĉu ĝustas tiuj informoj?	är dessa uppgifter korrekta?	are those information correct?	grupo	alternativoj	prononco
level	jes, perfekte	Ja perfekt	yes, perfect	grupo	alternativoj	prononco
level	sako kun programo, mapo ktp	en väska med program, karta mm	a bag with program, map etc	grupo	alternativoj	prononco
level	vi povas pagi kaj ricevi sakon kun programo, mapo ktp	du kan betala och få en påse med program, karta mm	you can pay and receive a bag with program, map etc	grupo	alternativoj	prononco
level	ĉe la ruĝa budo, tie	vid det röda båset, där	at the red booth, there	grupo	alternativoj	prononco
level	bone, dankon	bra tack	good, thank you	grupo	alternativoj	prononco
level	aspektas laca sed sana	ser trött men frisk ut	looks tired but healthy	grupo	alternativoj	prononco
level	tiuj personoj vere aspektis lacaj	dessa människor såg verkligen trötta ut	those people really looked tired	grupo	alternativoj	prononco
level	kaj ne estis tre afablaj	och var inte särskilt snälla	and were not very kind	grupo	alternativoj	prononco
level	vi pravas	du har rätt	you are right	grupo	alternativoj	prononco
level	sed memoru ke ~	men kom ihåg att ~	but remember that ~	grupo	alternativoj	prononco
level	laboras dum ok horoj	arbetar i 8 timmar	are working for 8 hours	grupo	alternativoj	prononco
level	la LKK laboras jam dum eble ok horoj	LKK har arbetat i kanske åtta timmar	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	utan större paus	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	men kom ihåg att LKK fungerar utan pauser	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	chattiga under veckan	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	Jag är säker på att ~	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	Jag är säker på att de kommer att vara snällare	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	de kommer att bli snällare och mer pratsamma	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	låt oss hitta den	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	Nåväl, låt oss nu hitta masslogiplatsen	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	och så skulle jag vilja ha något att äta	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	såg du tjejen i TEJO-montern?	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	ja, hur är det med henne?	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	känner du henne?	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	tyvärr inte	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	men hon är väldigt vacker, eller hur?	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	jag håller med	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	förstår dock inte så bra	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	Jag håller med men jag förstår inte	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	gillar du kvinnor?	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	ja, jag vill berätta innan	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	men av någon anledning inte	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	aspekt etc	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	är du, är du?	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	ja, jag är homosexuell	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	man kan också säga lesbisk	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	ja, jag visste inte alls	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	men jag är glad att du sa	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	Jag är faktiskt glad att du är homosexuell	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	du är den snällaste och trevligaste lesbiska	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	den finaste lesbiska jag vet	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	tack! känner du andra?	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	men hur vet du det?	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	den tjejen föredrar män!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	i alla fall tror jag att tjejen föredrar män!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	den där tjejen som du pratade om	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	vi får se	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	på masslogiplatsen (ett kraschutrymme)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	god morgon!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	sov du gott?	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	ser knappt	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	tvärtom kunde jag knappt sova	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	men varför?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	du kanske var nervös inför din första IJK-dag?	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	inte riktigt	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	hela natten, hela natten lång	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	snarkade väldigt högt	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	bara någon snarkade väldigt högt hela natten	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	stör mig inte	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	och det störde mig mycket	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	hörde du inte det	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	inte alls, jag sov djupt	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	har jag glömt att berätta det ~?	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	öra, att plugga, öronproppar	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	det är värt att använda öronproppar	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	är värt att använda ~	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	sa att det är värt att använda öronproppar	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	när du sover på ett massboende (kraschplats)	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	uppenbarligen ja	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	åh, stackars Katty!	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	vem pratar du om?	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	om dig	about you	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	att smeka, smeknamn, smeknamn	to caress, caressing name, nickname	grupo	alternativoj	prononco
level	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	med -ĉjo eller -njo är det möjligt att skapa smeknamn på esperanto	with -ĉjo or -njo, it is possible to create nicknames in Esperanto	grupo	alternativoj	prononco
level	ha, jes, mi iam legis pri tio	ah, ja, jag läste om det en gång	ah, yes, I once read about it	grupo	alternativoj	prononco
level	kaj vi do estus Injo?	och då skulle du vara Injo?	and then you would be Injo?	grupo	alternativoj	prononco
level	se vi volas iri tien	om du vill gå dit	if you want go there	grupo	alternativoj	prononco
level	kioma horo estas nun?	vad är klockan nu?	what time is it now?	grupo	alternativoj	prononco
level	jam estas kvin minutoj antaŭ la deka	klockan är redan fem minuter i tio	it's already five minutes to ten	grupo	alternativoj	prononco
level	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	fem minuter före tio, eller nio femtiofem	five minutes before ten, or nine fifty-five	grupo	alternativoj	prononco
level	trafis aŭ maltrafis?	träffad eller missad?	hit or missed?	grupo	alternativoj	prononco
level	vi maltrafis la matenmanĝon	du missade frukosten	you missed breakfast	grupo	alternativoj	prononco
level	o, fek!	åh, shit!	oh, shit!	grupo	alternativoj	prononco
level	ĉu vi estas sata?	är du nöjd ?	are you satisfied ?	grupo	alternativoj	prononco
level	kaj mi kiu estas ege malsata	och jag som är extremt hungrig	and I who am extremely hungry	grupo	alternativoj	prononco
level	se vi hastos	om du skyndar dig	if you hurry	grupo	alternativoj	prononco
level	povas almenaŭ trafi la malfermon	kan åtminstone träffa öppningen	can at least hit the opening	grupo	alternativoj	prononco
level	la malfermo de la kongreso	öppnandet av kongressen	the opening of the congress	grupo	alternativoj	prononco
level	vi povas almenaŭ trafi la malfermon de la kongreso	du kan åtminstone träffa öppningen av konventet	you can at least hit the opening of the convention	grupo	alternativoj	prononco
level	kiam ĝi estos?	när kommer det bli?	when will it be?	grupo	alternativoj	prononco
level	je kvarono post la deka	vid kvart över tio	at a quarter past ten	grupo	alternativoj	prononco
level	ĝi daŭros horon	det kommer att ta en timme	it will last an hour	grupo	alternativoj	prononco
level	kaj je la dek dua eblos manĝi	och vid tolv kommer det att gå att äta	and at twelve it will be possible to eat	grupo	alternativoj	prononco
level	bele mi antaŭĝojas	vackert jag ser fram emot det	beautifully I'm looking forward to it	grupo	alternativoj	prononco
level	diru, kio okazas dum la malfermo?	berätta, vad händer under öppningen?	tell me, what happens during the opening?	grupo	alternativoj	prononco
level	ĉu ĝi estas vizitinda entute?	är det överhuvudtaget värt ett besök?	is it worth visiting at all?	grupo	alternativoj	prononco
level	laŭ mi jes	enligt mig ja	in my opinion yes	grupo	alternativoj	prononco
level	kutime ĝi ne estas tre vigla	vanligtvis är det inte särskilt livligt	usually it is not very lively	grupo	alternativoj	prononco
level	sed por vi, kiel "novulo"	men för dig som &quot;rookie&quot;	but for you as a 'rookie'	grupo	alternativoj	prononco
level	povus esti interese ĉeesti ĝin	det kan vara intressant att vara med	it might be interesting to attend it	grupo	alternativoj	prononco
level	mi supozas ke ~	Jag antar att ~	I guess that ~	grupo	alternativoj	prononco
